Time [s], V, RESP, II, AVR, PLETH
362.14,0.49511,-0.00048864,0.18994,0.62512,2.7185
362.15,0.49022,-0.00048864,0.18506,0.62023,2.6716
362.16,0.5,0.00097728,0.17529,0.63001,2.6237
362.17,0.50489,0.0024432,0.18994,0.62023,2.5728
362.18,0.50978,0.0092841,0.19531,0.62023,2.5181
362.18,0.5,0.016369,0.14014,0.65494,2.4594
362.19,0.56989,0.022966,0.030273,0.72532,2.4027
362.2,0.73998,0.029807,0.29004,0.50489,2.346
362.21,0.94526,0.037625,1.1147,-0.060606,2.2815
362.22,1.0753,0.045443,1.5,-0.50049,2.2102
362.22,0.8001,0.054239,1.5,-0.40567,2.1339
362.23,0.3998,0.063034,0.95996,0.12463,2.0547
362.24,0.47019,0.07183,0.56006,0.38514,1.9736
362.25,0.565,0.08087,0.35986,0.52493,1.8935
362.26,0.58016,0.08991,0.25488,0.58993,1.8152
362.26,0.57527,0.099194,0.19531,0.62512,1.7429
362.27,0.57527,0.10946,0.16504,0.64027,1.6764
362.28,0.58016,0.11996,0.14502,0.66031,1.6178
362.29,0.58504,0.13169,0.14502,0.6652,1.567
362.3,0.58993,0.14342,0.13525,0.6652,1.5279
362.3,0.6002,0.15612,0.14014,0.66031,1.4976
362.31,0.60508,0.16907,0.16016,0.65005,1.4692
362.32,0.61486,0.18251,0.16504,0.64516,1.4438
362.33,0.63001,0.19619,0.16504,0.64516,1.4203
362.34,0.62512,0.2084,0.17529,0.64027,1.3998
362.34,0.63001,0.22062,0.18506,0.6349,1.3812
362.35,0.64027,0.2321,0.20996,0.62023,1.3636
362.36,0.65494,0.24383,0.22021,0.61486,1.347
362.37,0.66031,0.25678,0.22998,0.6002,1.3304
362.38,0.67009,0.26997,0.24512,0.59531,1.3148
362.38,0.67498,0.28414,0.25488,0.58993,1.3001
362.39,0.68524,0.29856,0.27002,0.57527,1.2893
362.4,0.69501,0.312,0.28027,0.56989,1.2796
362.41,0.70528,0.32543,0.30029,0.56012,1.2678
362.42,0.71994,0.33838,0.31494,0.55523,1.2542
362.42,0.72532,0.35133,0.33496,0.54008,1.2395
362.43,0.73509,0.36599,0.35986,0.52493,1.2239
362.44,0.75024,0.38065,0.375,0.52004,1.2092
362.45,0.75024,0.39702,0.3999,0.5,1.1945
362.46,0.7654,0.41339,0.43018,0.47507,1.1799
362.46,0.77517,0.43025,0.45508,0.45992,1.1652
362.47,0.78543,0.44735,0.48486,0.44477,1.1515
362.48,0.79032,0.46445,0.50977,0.42473,1.1378
362.49,0.8001,0.4818,0.54492,0.40469,1.1251
362.5,0.79521,0.4967,0.5752,0.38514,1.1163
362.5,0.78543,0.51185,0.61475,0.35973,1.1105
362.51,0.77028,0.52504,0.625,0.35973,1.1017
362.52,0.73998,0.53824,0.58984,0.36999,1.0919
362.53,0.70039,0.55045,0.53516,0.3998,1.0831
362.54,0.65005,0.56267,0.45508,0.45015,1.0753
362.54,0.60997,0.57391,0.37988,0.5,1.0674
362.55,0.56989,0.58515,0.31494,0.54008,1.0596
362.56,0.54008,0.59467,0.26514,0.57527,1.0528
362.57,0.52981,0.60445,0.22998,0.59531,1.0459
362.58,0.50978,0.61275,0.21484,0.60997,1.0391
362.58,0.5,0.6213,0.2002,0.62023,1.0342
362.59,0.50489,0.62863,0.2002,0.62023,1.0332
362.6,0.5,0.63596,0.18994,0.63001,1.0342
362.61,0.50489,0.64256,0.19531,0.62023,1.0332
362.62,0.50978,0.6494,0.2002,0.62023,1.0293
362.62,0.50978,0.656,0.20508,0.62512,1.0235
362.63,0.50489,0.66259,0.20996,0.61486,1.0147
362.64,0.50978,0.66895,0.22021,0.60997,1.0059
362.65,0.50489,0.67554,0.22021,0.60508,1.0039
362.66,0.50978,0.68141,0.2251,0.60508,1.0147
362.66,0.50978,0.68752,0.22021,0.60508,1.0489
362.67,0.50978,0.69338,0.2251,0.6002,1.1144
362.68,0.5,0.69924,0.2251,0.6002,1.2151
362.69,0.50978,0.70706,0.22021,0.60508,1.3519
362.7,0.5,0.71512,0.22021,0.60508,1.4927
362.7,0.5,0.7249,0.2251,0.60508,1.6413
362.71,0.50489,0.73467,0.22021,0.6002,1.8182
362.72,0.5,0.74444,0.23486,0.6002,2.0049
362.73,0.5,0.75421,0.2251,0.59531,2.1867
362.74,0.5,0.76399,0.22998,0.59531,2.3519
362.74,0.49511,0.77376,0.24023,0.58993,2.4946
362.75,0.51515,0.78475,0.25488,0.59531,2.6119
362.76,0.54008,0.79575,0.29004,0.565,2.7038
362.77,0.57527,0.80796,0.33008,0.53519,2.7732
362.78,0.6002,0.82043,0.35986,0.52004,2.8211
362.78,0.60997,0.83411,0.38525,0.49511,2.8504
362.79,0.62023,0.84779,0.41992,0.47507,2.8612
362.8,0.60508,0.86245,0.45508,0.45015,2.8602
362.81,0.60997,0.87711,0.48486,0.43011,2.8534
362.82,0.56012,0.89103,0.41504,0.46481,2.8387
362.82,0.53519,0.90496,0.35986,0.50489,2.8182
362.83,0.50489,0.91864,0.28027,0.565,2.7908
362.84,0.49022,0.93232,0.22998,0.59531,2.7586
362.85,0.48485,0.94772,0.20996,0.61486,2.7214
362.86,0.47996,0.96335,0.20508,0.62023,2.6804
362.86,0.47996,0.98021,0.20996,0.62023,2.6364
362.87,0.48485,0.99731,0.20508,0.61486,2.5885
362.88,0.47996,0.99853,0.20996,0.61486,2.5376
362.89,0.48485,1,0.20508,0.60997,2.4848
362.9,0.48485,1,0.21484,0.60997,2.434
362.9,0.49511,1,0.22021,0.60997,2.3812
362.91,0.49022,1,0.16016,0.63001,2.3216
362.92,0.565,1,0.044922,0.71505,2.2551
362.93,0.73021,1,0.26514,0.52981,2.1828
362.94,0.99022,1,1.0801,-0.030303,2.1056
362.94,1.1153,1,1.5,-0.50049,2.0254
362.95,0.82502,1,1.5,-0.4609,1.9433
362.96,0.3998,1,1.04,0.084555,1.8612
362.97,0.39003,1,0.59521,0.3651,1.782
362.98,0.55523,1,0.39502,0.49511,1.7077
362.98,0.56989,1,0.28027,0.56989,1.6393
362.99,0.56012,1,0.22998,0.60508,1.5846
363,0.55523,1,0.2002,0.62023,1.5396
363.01,0.56989,1,0.18018,0.6349,1.4966
363.02,0.56989,1,0.17529,0.64027,1.4575
363.02,0.57527,1,0.17529,0.64027,1.4242
363.03,0.58016,1,0.17529,0.64027,1.3959
363.04,0.58016,1,0.18018,0.6349,1.3715
363.05,0.58993,1,0.18994,0.62512,1.3509
363.06,0.60997,1,0.2002,0.62023,1.3324
363.06,0.62023,1,0.20508,0.62023,1.3157
363.07,0.62512,1,0.22021,0.60508,1.3001
363.08,0.6349,1,0.22998,0.6002,1.2845
363.09,0.65005,1,0.24512,0.59531,1.2727
363.1,0.66031,1,0.26514,0.58016,1.263
363.1,0.67009,1,0.2749,0.57527,1.2512
363.11,0.67498,1,0.29004,0.56989,1.2385
363.12,0.69013,1,0.29492,0.565,1.2248
363.13,0.70039,1,0.31006,0.55523,1.2102
363.14,0.70039,1,0.33008,0.54008,1.1965
363.14,0.71505,1,0.33984,0.52981,1.1818
363.15,0.71994,1,0.35986,0.52493,1.1681
363.16,0.73509,1,0.375,0.51515,1.1544
363.17,0.74536,1,0.39502,0.5,1.1408
363.18,0.75513,1,0.41504,0.49022,1.1281
363.18,0.76002,1,0.43994,0.47507,1.1153
363.19,0.77028,1,0.46484,0.45503,1.1075
363.2,0.78006,1,0.49512,0.44477,1.1017
363.21,0.78543,1,0.52002,0.43011,1.0929
363.22,0.78543,1,0.55518,0.40469,1.0821
363.22,0.79032,1,0.59521,0.38514,1.0714
363.23,0.77517,1,0.625,0.3651,1.0606
363.24,0.7654,1,0.64014,0.35973,1.0508
363.25,0.73509,1,0.62012,0.35484,1.0411
363.26,0.70528,1,0.56982,0.38514,1.0323
363.26,0.65494,1,0.49512,0.435,1.0254
363.27,0.62023,1,0.41504,0.48485,1.0196
363.28,0.58504,0.98754,0.3501,0.52004,1.0137
363.29,0.55523,0.97532,0.29492,0.56012,1.0108
363.3,0.53519,0.94918,0.25488,0.58504,1.0108
363.3,0.52004,0.92304,0.22998,0.6002,1.0078
363.31,0.51515,0.89812,0.22021,0.60997,1.0049
363.32,0.51515,0.87344,0.21484,0.61486,1.0029
363.33,0.50978,0.84657,0.20508,0.61486,1.001
363.34,0.50978,0.81969,0.20996,0.62023,0.99902
363.34,0.51515,0.79135,0.20996,0.61486,0.99609
363.35,0.51515,0.76301,0.21484,0.60997,0.99218
363.36,0.50978,0.7376,0.22021,0.61486,0.98827
363.37,0.51515,0.71244,0.22021,0.60997,0.98534
363.38,0.51515,0.68996,0.22021,0.60508,0.98827
363.38,0.51515,0.66748,0.22021,0.60997,1.0049
363.39,0.52004,0.64623,0.22021,0.6002,1.0362
363.4,0.50978,0.62497,0.2251,0.6002,1.089
363.41,0.50978,0.60469,0.2251,0.6002,1.1769
363.42,0.50978,0.58441,0.2251,0.6002,1.303
363.42,0.50978,0.56682,0.2251,0.59531,1.4633
363.43,0.50978,0.54923,0.22998,0.6002,1.65
363.44,0.50978,0.53408,0.22998,0.59531,1.8514
363.45,0.50978,0.51893,0.2251,0.6002,2.0538
363.46,0.50978,0.50647,0.2251,0.59531,2.2454
363.46,0.51515,0.49426,0.23486,0.59531,2.4184
363.47,0.53519,0.484,0.26025,0.58016,2.566
363.48,0.565,0.47374,0.29492,0.56012,2.6872
363.49,0.6002,0.46518,0.33496,0.53519,2.7713
363.5,0.62023,0.45688,0.36523,0.52004,2.8289
363.5,0.63001,0.44979,0.39502,0.49511,2.8768
363.51,0.61486,0.44271,0.41016,0.47996,2.912
363.52,0.60508,0.4366,0.43506,0.45992,2.9335
363.53,0.58504,0.43049,0.4502,0.45503,2.9413
363.54,0.55523,0.42512,0.37012,0.5,2.9374
363.54,0.52981,0.41974,0.31982,0.53519,2.9247
363.55,0.50489,0.41461,0.25488,0.58504,2.9032
363.56,0.49022,0.40948,0.20508,0.62023,2.8749
363.57,0.48485,0.4041,0.18506,0.63001,2.8397
363.58,0.49022,0.39897,0.18018,0.63001,2.7986
363.58,0.49022,0.39384,0.18018,0.63001,2.7537
363.59,0.49511,0.38871,0.18506,0.63001,2.7077
363.6,0.49511,0.38358,0.18994,0.62512,2.6608
363.61,0.5,0.37845,0.19531,0.62023,2.609
363.62,0.50489,0.3743,0.2002,0.62023,2.5523
363.62,0.50978,0.37014,0.18994,0.62023,2.4917
363.63,0.5,0.36672,0.11523,0.67498,2.4262
363.64,0.58993,0.36355,0.030273,0.71994,2.3558
363.65,0.78006,0.35988,0.45508,0.41007,2.2825
363.66,0.99022,0.35646,1.395,-0.21554,2.2053
363.66,1.1755,0.35255,1.5,-0.50049,2.1261
363.67,0.77517,0.34889,1.5,-0.35582,2.045
363.68,0.41496,0.34571,0.8999,0.17498,1.9648
363.69,0.5,0.34278,0.54004,0.41007,1.8954
363.7,0.58016,0.34009,0.34521,0.53519,1.8338
363.7,0.58504,0.33765,0.24023,0.6002,1.7703
363.71,0.57527,0.33521,0.18994,0.6349,1.7107
363.72,0.58016,0.33276,0.16016,0.65005,1.6569
363.73,0.58016,0.33032,0.1499,0.66031,1.609
363.74,0.58504,0.32788,0.14014,0.6652,1.5679
363.74,0.58993,0.32543,0.14502,0.6652,1.5327
363.75,0.6002,0.32299,0.14502,0.66031,1.5034
363.76,0.60508,0.3203,0.1499,0.65005,1.479
363.77,0.60997,0.31786,0.16016,0.64516,1.4575
363.78,0.62023,0.31517,0.17529,0.64027,1.4379
363.78,0.63001,0.31273,0.18506,0.63001,1.4203
363.79,0.6349,0.31004,0.2002,0.62023,1.4076
363.8,0.65005,0.30735,0.21484,0.62023,1.3969
363.81,0.66031,0.30418,0.2251,0.60508,1.3832
363.82,0.67498,0.30125,0.24512,0.6002,1.3675
363.82,0.68035,0.29783,0.25488,0.59531,1.3519
363.83,0.69501,0.29441,0.2749,0.58016,1.3363
363.84,0.70039,0.29098,0.29004,0.56989,1.3206
363.85,0.71505,0.28756,0.30029,0.565,1.305
363.86,0.72532,0.28414,0.31494,0.55523,1.2903
363.86,0.73509,0.28097,0.33008,0.54985,1.2747
363.87,0.74536,0.27681,0.35498,0.53519,1.259
363.88,0.76002,0.27266,0.37012,0.52493,1.2454
363.89,0.77028,0.26777,0.39014,0.50978,1.2356
363.9,0.78006,0.26289,0.41992,0.5,1.2278
363.9,0.79032,0.25702,0.43994,0.47507,1.218
363.91,0.80499,0.25116,0.46484,0.46481,1.2072
363.92,0.81525,0.24456,0.5,0.45015,1.1955
363.93,0.82014,0.23821,0.52979,0.42473,1.1828
363.94,0.82502,0.23161,0.56982,0.40469,1.1701
363.94,0.82014,0.22502,0.6001,0.38514,1.1593
363.95,0.80499,0.21842,0.62988,0.3651,1.1486
363.96,0.78543,0.21183,0.64014,0.35973,1.1378
363.97,0.75024,0.20327,0.6001,0.37977,1.129
363.98,0.70039,0.19497,0.53516,0.40469,1.1222
363.98,0.64516,0.18519,0.4502,0.45992,1.1153
363.99,0.60508,0.17542,0.375,0.50489,1.1124
364,0.565,0.16589,0.31006,0.54497,1.1114
364.01,0.54008,0.15661,0.27002,0.56989,1.1085
364.02,0.52004,0.14732,0.23486,0.58993,1.1056
364.02,0.50978,0.13804,0.22021,0.6002,1.1026
364.03,0.50978,0.12705,0.20508,0.61486,1.1007
364.04,0.50978,0.11605,0.2002,0.61486,1.0987
364.05,0.50978,0.10335,0.2002,0.61486,1.0968
364.06,0.50978,0.090643,0.2002,0.62023,1.0938
364.06,0.50978,0.077205,0.2002,0.61486,1.088
364.07,0.51515,0.064012,0.20508,0.62023,1.0802
364.08,0.50978,0.050574,0.20508,0.61486,1.0723
364.09,0.52004,0.037381,0.20996,0.60997,1.0704
364.1,0.50978,0.026387,0.21484,0.60997,1.0762
364.1,0.50978,0.015392,0.21484,0.60997,1.0948
364.11,0.50978,0.0073296,0.22021,0.60997,1.1359
364.12,0.50978,-0.00048864,0.22021,0.60508,1.2092
364.13,0.50978,-0.00048864,0.22021,0.60508,1.3187
364.14,0.50978,-0.00048864,0.22021,0.60508,1.4643
364.14,0.50978,-0.00048864,0.22021,0.6002,1.6383
364.15,0.50978,-0.00048864,0.2251,0.6002,1.8319
364.16,0.50978,-0.00048864,0.2251,0.59531,2.0411
364.17,0.50978,-0.00048864,0.2251,0.59531,2.2502
364.18,0.52004,-0.00048864,0.23486,0.59531,2.4379
364.18,0.54008,-0.00048864,0.26514,0.57527,2.5992
364.19,0.57527,-0.00048864,0.31006,0.54985,2.7185
364.2,0.6002,-0.00048864,0.34521,0.52493,2.8055
364.21,0.61486,-0.00048864,0.375,0.50489,2.8837
364.22,0.62512,-0.00048864,0.40479,0.47996,2.9462
364.22,0.60508,-0.00048864,0.41504,0.47019,2.9912
364.23,0.6002,-0.00048864,0.4502,0.44477,3.0205
364.24,0.57527,-0.00048864,0.41016,0.46481,3.0352
364.25,0.53519,-0.00048864,0.34521,0.50978,3.0381
364.26,0.51515,-0.00048864,0.29004,0.55523,3.0303
364.26,0.49022,-0.00048864,0.23486,0.59531,3.0147
364.27,0.48485,-0.00048864,0.2002,0.62023,2.9912
364.28,0.48485,-0.00048864,0.18506,0.63001,2.9619
364.29,0.48485,-0.00048864,0.18506,0.63001,2.9277
364.3,0.48485,-0.00048864,0.18506,0.6349,2.8905
364.3,0.48485,-0.00048864,0.18994,0.62512,2.8485
364.31,0.49022,-0.00048864,0.18506,0.63001,2.8035
364.32,0.5,-0.00048864,0.19531,0.62023,2.7566
364.33,0.50978,-0.00048864,0.2002,0.62023,2.7058
364.34,0.5,-0.00048864,0.18018,0.63001,2.652
364.34,0.52493,-0.00048864,0.095215,0.69013,2.5934
364.35,0.62023,-0.00048864,0.035156,0.72532,2.5318
364.36,0.81525,-0.00048864,0.62988,0.28006,2.4663
364.37,0.9956,-0.00048864,1.5,-0.32063,2.3978
364.38,1.1202,-0.00048864,1.5,-0.50049,2.3245
364.38,0.63001,-0.00048864,1.5,-0.20528,2.2463
364.39,0.42473,-0.00048864,0.7998,0.2346,2.175
364.4,0.53519,-0.00048864,0.48486,0.43988,2.1065
364.41,0.58993,-0.00048864,0.3252,0.54985,2.0303
364.42,0.58016,-0.00048864,0.23486,0.60508,1.9521
364.42,0.58016,-0.00048864,0.18994,0.6349,1.8759
364.43,0.58016,-0.00048864,0.16504,0.65005,1.8045
364.44,0.58016,-0.00048864,0.1499,0.65494,1.74
364.45,0.58016,0.00048864,0.1499,0.6652,1.6823
364.46,0.58993,0.0017102,0.1499,0.66031,1.6325
364.46,0.59531,0.0039091,0.1499,0.66031,1.5904
364.47,0.60508,0.0063523,0.16504,0.65005,1.5552
364.48,0.60997,0.0085512,0.17529,0.64027,1.5259
364.49,0.62512,0.01075,0.18994,0.6349,1.5044
364.5,0.63001,0.012705,0.2002,0.62512,1.4868
364.5,0.64027,0.014659,0.21484,0.62023,1.4692
364.51,0.65005,0.016369,0.2251,0.60508,1.4506
364.52,0.6652,0.01808,0.24512,0.59531,1.433
364.53,0.67498,0.01979,0.25488,0.58993,1.4154
364.54,0.68524,0.0215,0.27002,0.58504,1.3988
364.54,0.70039,0.022966,0.28516,0.56989,1.3832
364.55,0.70039,0.024432,0.29492,0.56012,1.3685
364.56,0.71505,0.025898,0.31494,0.54985,1.3529
364.57,0.71994,0.027364,0.33008,0.54497,1.3372
364.58,0.73021,0.029074,0.34521,0.53519,1.3226
364.58,0.74536,0.031029,0.36523,0.52493,1.3079
364.59,0.75024,0.032983,0.38525,0.50978,1.2962
364.6,0.7654,0.035182,0.40479,0.5,1.2864
364.61,0.78006,0.035915,0.43018,0.48485,1.2737
364.62,0.79032,0.036892,0.45508,0.47019,1.26
364.62,0.8001,0.036648,0.48486,0.45015,1.2463
364.63,0.81036,0.036404,0.51514,0.435,1.2326
364.64,0.81525,0.035915,0.5498,0.41496,1.219
364.65,0.81525,0.035426,0.58008,0.39492,1.2063
364.66,0.81525,0.034449,0.61475,0.37488,1.1935
364.66,0.79521,0.033472,0.63477,0.35973,1.1808
364.67,0.77028,0.031029,0.62988,0.35973,1.1691
364.68,0.72532,0.028585,0.58496,0.37977,1.1584
364.69,0.68035,0.024676,0.52002,0.41007,1.1515
364.7,0.63001,0.021011,0.44482,0.45992,1.1476
364.7,0.58504,0.015636,0.375,0.50489,1.1427
364.71,0.55523,0.010506,0.31494,0.54497,1.1369
364.72,0.53519,0.0048864,0.27002,0.56989,1.1329
364.73,0.52004,-0.00048864,0.24512,0.58504,1.129
364.74,0.51515,-0.00048864,0.22021,0.6002,1.1261
364.74,0.50978,-0.00048864,0.22021,0.6002,1.1232
364.75,0.50978,-0.00048864,0.21484,0.60508,1.1193
364.76,0.51515,-0.00048864,0.21484,0.60997,1.1153
364.77,0.50978,-0.00048864,0.22021,0.61486,1.1095
364.78,0.51515,-0.00048864,0.22021,0.60997,1.1017
364.78,0.51515,-0.00048864,0.21484,0.60997,1.0929
364.79,0.52004,-0.00048864,0.22021,0.60508,1.087
364.8,0.52004,-0.00048864,0.2251,0.60508,1.086
364.81,0.52493,-0.00048864,0.2251,0.60508,1.0909
364.82,0.52493,-0.00048864,0.2251,0.6002,1.1114
364.82,0.52004,-0.00048864,0.23486,0.59531,1.1593
364.83,0.52493,-0.00048864,0.23486,0.59531,1.2424
364.84,0.52493,-0.00048864,0.22998,0.59531,1.3617
364.85,0.52004,-0.00048864,0.23486,0.58993,1.5142
364.86,0.52493,-0.00048864,0.22998,0.59531,1.6931
364.86,0.52004,-0.00048864,0.23486,0.59531,1.8876
364.87,0.52493,-0.00048864,0.22998,0.59531,2.086
364.88,0.52004,-0.00048864,0.24023,0.59531,2.2757
364.89,0.52493,-0.00048864,0.24512,0.58993,2.4272
364.9,0.54497,-0.00048864,0.26514,0.58016,2.5484
364.9,0.57527,-0.00048864,0.30518,0.55523,2.6637
364.91,0.6002,-0.00048864,0.34521,0.52493,2.7625
364.92,0.62512,-0.00048864,0.375,0.50489,2.8416
364.93,0.6349,-0.00048864,0.40479,0.48485,2.9003
364.94,0.64027,-0.00048864,0.43018,0.46481,2.9394
364.94,0.63001,-0.00048864,0.45508,0.44477,2.9629
364.95,0.60997,-0.00048864,0.47021,0.43988,2.9736
364.96,0.56989,-0.00048864,0.37988,0.47996,2.9726
364.97,0.53519,-0.00048864,0.3252,0.52981,2.9619
364.98,0.50978,-0.00048864,0.26025,0.57527,2.9443
364.98,0.50489,-0.00048864,0.21484,0.60997,2.9198
364.99,0.5,-0.00048864,0.19531,0.62023,2.8895
365,0.5,-0.00048864,0.18994,0.62512,2.8553
365.01,0.50489,-0.00048864,0.19531,0.62512,2.8172
365.02,0.50489,-0.00048864,0.2002,0.62023,2.7752
365.02,0.50489,-0.00048864,0.18994,0.63001,2.7292
365.03,0.50978,-0.00048864,0.19531,0.62512,2.6804
365.04,0.51515,-0.00048864,0.2002,0.62023,2.6285
365.05,0.52004,-0.00048864,0.19531,0.62023,2.5738
365.06,0.50978,0.0031761,0.14014,0.65494,2.5161
365.06,0.56989,0.0070853,0.040039,0.72532,2.4545
365.07,0.73998,0.013193,0.31006,0.5,2.3891
365.08,0.93011,0.019301,1.0947,-0.050342,2.3187
365.09,1.0753,0.026142,1.5,-0.50049,2.2522
365.1,0.80499,0.033227,1.5,-0.40078,2.1857
365.1,0.41984,0.040801,0.98975,0.10948,2.1105
365.11,0.48485,0.048375,0.5752,0.37977,2.0313
365.12,0.58504,0.055949,0.375,0.52004,1.9511
365.13,0.59531,0.063523,0.26025,0.58993,1.8719
365.14,0.58016,0.071097,0.20508,0.62512,1.7967
365.14,0.58016,0.078671,0.17529,0.64027,1.7273
365.15,0.58504,0.086978,0.15527,0.65494,1.6657
365.16,0.59531,0.095285,0.1499,0.66031,1.6119
365.17,0.59531,0.10408,0.14502,0.6652,1.565
365.18,0.6002,0.11312,0.1499,0.66031,1.5239
365.18,0.60508,0.12192,0.16016,0.65494,1.4936
365.19,0.62023,0.13071,0.16992,0.64516,1.4712
365.2,0.62512,0.13926,0.17529,0.64027,1.4487
365.21,0.63001,0.14806,0.18994,0.6349,1.4282
365.22,0.64027,0.15588,0.2002,0.62512,1.4106
365.22,0.65494,0.16394,0.20996,0.62023,1.3939
365.23,0.6652,0.17127,0.22021,0.60997,1.3783
365.24,0.67498,0.1786,0.23486,0.6002,1.3627
365.25,0.68035,0.18642,0.25488,0.58993,1.347
365.26,0.69013,0.19448,0.27002,0.58016,1.3314
365.26,0.70039,0.20254,0.28027,0.57527,1.3148
365.27,0.70039,0.21085,0.29492,0.565,1.2972
365.28,0.71505,0.21891,0.31006,0.56012,1.2805
365.29,0.71994,0.22697,0.3252,0.54985,1.2688
365.3,0.73021,0.23504,0.33984,0.54008,1.2581
365.3,0.74536,0.2431,0.35986,0.52493,1.2454
365.31,0.75513,0.25238,0.38525,0.50978,1.2326
365.32,0.77028,0.26191,0.40479,0.5,1.2199
365.33,0.77517,0.27242,0.4248,0.48485,1.2072
365.34,0.79032,0.28292,0.45508,0.46481,1.1945
365.34,0.79521,0.29269,0.47998,0.45015,1.1818
365.35,0.8001,0.30271,0.51514,0.43011,1.1691
365.36,0.81036,0.31175,0.54492,0.41007,1.1564
365.37,0.80499,0.32104,0.58008,0.38514,1.1447
365.38,0.79521,0.3291,0.60498,0.36999,1.1329
365.38,0.77517,0.33741,0.61475,0.3651,1.1261
365.39,0.73998,0.34473,0.59521,0.36999,1.1212
365.4,0.70039,0.35206,0.54004,0.3998,1.1134
365.41,0.65494,0.35866,0.46484,0.45015,1.1056
365.42,0.61486,0.3655,0.37988,0.50489,1.0978
365.42,0.57527,0.37161,0.31982,0.54008,1.0899
365.43,0.54985,0.37772,0.2749,0.56989,1.0831
365.44,0.52981,0.38236,0.24512,0.58993,1.0772
365.45,0.52004,0.38725,0.21484,0.60508,1.0714
365.46,0.51515,0.39067,0.2002,0.61486,1.0665
365.46,0.50978,0.39409,0.2002,0.62023,1.0616
365.47,0.50978,0.39653,0.20508,0.62023,1.0577
365.48,0.51515,0.39922,0.2002,0.62023,1.0538
365.49,0.51515,0.40117,0.2002,0.62023,1.0528
365.5,0.50978,0.40337,0.2002,0.62023,1.0518
365.5,0.51515,0.4063,0.20996,0.61486,1.0469
365.51,0.50978,0.40948,0.22021,0.60997,1.0411
365.52,0.51515,0.41339,0.22021,0.60508,1.0391
365.53,0.50978,0.41754,0.22021,0.60508,1.0489
365.54,0.50978,0.4217,0.22021,0.60997,1.0782
365.54,0.50978,0.42585,0.22021,0.60508,1.1369
365.55,0.50978,0.43025,0.22998,0.6002,1.2317
365.56,0.50978,0.43489,0.2251,0.60508,1.3627
365.57,0.50978,0.44197,0.22021,0.60997,1.5259
365.58,0.50489,0.4493,0.22021,0.60508,1.7116
365.58,0.50489,0.45834,0.22021,0.6002,1.8827
365.59,0.50978,0.46763,0.22998,0.6002,2.0411
365.6,0.50978,0.47691,0.23486,0.6002,2.2131
365.61,0.50978,0.48644,0.23486,0.59531,2.3773
365.62,0.50978,0.49597,0.25,0.58504,2.5239
365.62,0.54008,0.5055,0.29004,0.56989,2.6471
365.63,0.56989,0.51649,0.3252,0.54497,2.7449
365.64,0.59531,0.52773,0.35498,0.52981,2.8182
365.65,0.60508,0.54019,0.37988,0.50489,2.87
365.66,0.62023,0.55265,0.41992,0.47507,2.9032
365.66,0.60508,0.56584,0.44482,0.45503,2.9208
365.67,0.60508,0.57928,0.47998,0.435,2.9267
365.68,0.56989,0.59296,0.41992,0.45992,2.9208
365.69,0.54008,0.60689,0.35986,0.50489,2.9042
365.7,0.50978,0.61984,0.29004,0.56012,2.8807
365.7,0.49022,0.63279,0.22021,0.60508,2.8524
365.71,0.47996,0.645,0.2002,0.62023,2.8201
365.72,0.47507,0.65746,0.19531,0.62512,2.784
365.73,0.47996,0.67163,0.18018,0.63001,2.7439
365.74,0.47507,0.68581,0.19531,0.62512,2.6999
365.74,0.48485,0.7012,0.18506,0.63001,2.653
365.75,0.48485,0.71683,0.2002,0.62023,2.6022
365.76,0.49511,0.73223,0.20508,0.62512,2.5484
365.77,0.50489,0.74762,0.2002,0.62023,2.4907
365.78,0.49022,0.76301,0.15527,0.64027,2.4282
365.78,0.54497,0.7784,0.044922,0.72532,2.3685
365.79,0.68524,0.79575,0.18018,0.58993,2.3099
365.8,0.95015,0.81334,0.87012,0.10948,2.2414
365.81,1.0953,0.83289,1.5,-0.44575,2.1662
365.82,0.89052,0.85243,1.5,-0.50049,2.087
365.82,0.435,0.87393,1.165,0.014663,2.0049
365.83,0.37977,0.89543,0.625,0.34995,1.9218
365.84,0.54497,0.91791,0.3999,0.5,1.8407
365.85,0.56012,0.94063,0.28027,0.58016,1.7634
365.86,0.55523,0.9614,0.20508,0.62023,1.6931
365.86,0.56012,0.98241,0.18018,0.64027,1.6295
365.87,0.56012,0.9912,0.16504,0.64516,1.5728
365.88,0.565,1,0.15527,0.65005,1.5239
365.89,0.57527,1,0.14502,0.65494,1.4868
365.9,0.58016,1,0.1499,0.65005,1.4575
365.9,0.58993,1,0.16016,0.64027,1.4291
365.91,0.59531,1,0.17529,0.64027,1.4037
365.92,0.60508,1,0.18506,0.62512,1.3803
365.93,0.60997,1,0.18506,0.63001,1.3597
365.94,0.61486,1,0.20508,0.62023,1.3421
365.94,0.63001,1,0.21484,0.61486,1.3255
365.95,0.6349,1,0.20996,0.60508,1.3089
365.96,0.64516,1,0.24023,0.59531,1.2933
365.97,0.65494,1,0.24512,0.58993,1.2776
365.98,0.66031,1,0.26025,0.57527,1.262
365.98,0.67498,1,0.2749,0.56989,1.2502
365.99,0.68524,1,0.29004,0.56012,1.2405
366,0.69013,1,0.30518,0.54985,1.2287
366.01,0.70039,1,0.33008,0.53519,1.216
366.02,0.70528,1,0.33984,0.52981,1.2023
366.02,0.71994,1,0.35986,0.52004,1.1887
