Time [s], PLETH, ABP, RESP, II, V, AVR
401.46,0.39296,53.781,0.11046,0.33922,0.3549,0.5549
401.46,0.37928,53.585,0.11046,0.33529,0.3549,0.56078
401.47,0.36657,53.194,0.11046,0.32941,0.34902,0.56078
401.48,0.35288,52.608,0.11046,0.32941,0.3549,0.56471
401.49,0.34018,52.021,0.11144,0.33529,0.3451,0.56078
401.5,0.3304,51.239,0.11144,0.32353,0.34902,0.56471
401.5,0.3216,50.652,0.11241,0.3098,0.33922,0.57059
401.51,0.31281,50.065,0.11339,0.38039,0.31961,0.51569
401.52,0.30401,49.479,0.11535,0.68039,0.30392,0.3549
401.53,0.29619,49.087,0.11632,0.92157,0.3098,0.22353
401.54,0.28935,48.501,0.1173,0.93725,0.36471,0.21961
401.54,0.28348,47.914,0.11926,0.6098,0.48431,0.43529
401.55,0.27859,47.523,0.12219,0.2549,0.55098,0.6451
401.56,0.27468,46.936,0.12414,0.23333,0.4902,0.62549
401.57,0.27175,46.545,0.12708,0.31961,0.40392,0.58039
401.58,0.26979,46.154,0.13001,0.32353,0.3549,0.57059
401.58,0.26882,45.567,0.13392,0.32353,0.33922,0.56471
401.59,0.26979,45.372,0.13783,0.31961,0.33922,0.56471
401.6,0.27077,44.98,0.14174,0.31961,0.33922,0.57059
401.61,0.27273,44.785,0.14761,0.31373,0.33529,0.57059
401.62,0.27566,44.589,0.15249,0.32353,0.33922,0.57059
401.62,0.27859,44.394,0.15836,0.31961,0.32941,0.57059
401.63,0.28152,44.198,0.16325,0.31373,0.33529,0.57059
401.64,0.28446,44.003,0.16911,0.3098,0.32353,0.57451
401.65,0.28641,43.807,0.174,0.31373,0.33529,0.57451
401.66,0.28935,43.807,0.17889,0.31373,0.33529,0.57451
401.66,0.2913,43.612,0.18377,0.31373,0.33922,0.57451
401.67,0.29326,43.612,0.18866,0.31961,0.33922,0.56078
401.68,0.29423,43.612,0.19453,0.32353,0.3451,0.56078
401.69,0.29521,43.612,0.20039,0.32353,0.33922,0.5549
401.7,0.29521,43.612,0.20528,0.33529,0.3451,0.5549
401.7,0.29619,43.025,0.21017,0.33529,0.33922,0.5549
401.71,0.29521,42.243,0.21603,0.33922,0.34902,0.5549
401.72,0.29423,41.656,0.21994,0.34902,0.3549,0.55098
401.73,0.29228,41.46,0.22483,0.34902,0.34902,0.5451
401.74,0.2913,41.656,0.22874,0.34902,0.3451,0.55098
401.74,0.28837,41.656,0.23363,0.3549,0.34902,0.5451
401.75,0.28641,41.656,0.23851,0.3549,0.3549,0.55098
401.76,0.28348,41.656,0.24242,0.36471,0.34902,0.5451
401.77,0.28152,41.656,0.24633,0.37059,0.35882,0.53922
401.78,0.27859,41.656,0.25122,0.37451,0.3549,0.53922
401.78,0.27566,41.851,0.25415,0.37451,0.35882,0.52941
401.79,0.2737,41.851,0.25806,0.38431,0.3549,0.52941
401.8,0.27175,41.656,0.261,0.39412,0.36471,0.52549
401.81,0.26882,41.656,0.26393,0.40392,0.36471,0.51569
401.82,0.26588,41.656,0.26588,0.41961,0.37451,0.50588
401.82,0.26295,42.634,0.26784,0.43922,0.37059,0.49412
401.83,0.26002,44.785,0.26882,0.4549,0.38431,0.48431
401.84,0.25709,48.892,0.27077,0.47451,0.38431,0.48039
401.85,0.26002,55.346,0.27175,0.4902,0.39412,0.47451
401.86,0.26491,63.364,0.27273,0.5098,0.3902,0.46078
401.86,0.26686,72.164,0.2737,0.51961,0.4,0.4549
401.87,0.26686,80.183,0.2737,0.53529,0.4,0.44902
401.88,0.26588,87.223,0.27273,0.53922,0.4,0.44902
401.89,0.26491,92.112,0.27273,0.53922,0.3902,0.4451
401.9,0.26491,95.437,0.26979,0.53529,0.3902,0.4549
401.9,0.26393,96.806,0.26784,0.51569,0.38039,0.4549
401.91,0.26295,96.806,0.26295,0.5,0.38431,0.47059
401.92,0.26197,95.828,0.25904,0.48039,0.37059,0.48039
401.93,0.261,94.263,0.2522,0.46471,0.36471,0.48431
401.94,0.26002,92.503,0.24633,0.43922,0.36471,0.5
401.94,0.25904,90.939,0.23754,0.42549,0.36471,0.50588
401.95,0.25904,89.374,0.22972,0.4098,0.36471,0.5098
401.96,0.25904,88.005,0.2219,0.4,0.36471,0.52549
401.97,0.25904,86.636,0.21505,0.3902,0.36471,0.52941
401.98,0.25904,85.267,0.20723,0.38039,0.36471,0.53529
401.98,0.26002,84.094,0.20039,0.37451,0.36471,0.53922
401.99,0.261,82.529,0.19159,0.37059,0.36471,0.53922
402,0.26295,81.16,0.18377,0.36471,0.36471,0.53922
402.01,0.26393,79.596,0.17595,0.36471,0.35882,0.53922
402.02,0.26491,78.031,0.16813,0.36471,0.36471,0.53529
402.02,0.26686,76.662,0.16031,0.36471,0.35882,0.53529
402.03,0.26882,75.685,0.15347,0.37059,0.36471,0.53529
402.04,0.26979,74.511,0.14761,0.37059,0.36471,0.53529
402.05,0.27077,73.533,0.14174,0.36471,0.37059,0.53529
402.06,0.27175,72.751,0.13685,0.36471,0.36471,0.52941
402.06,0.2737,71.773,0.13196,0.37059,0.37059,0.52941
402.07,0.27761,70.795,0.12708,0.37059,0.36471,0.52941
402.08,0.28446,70.209,0.12317,0.37451,0.37059,0.52549
402.09,0.29326,69.426,0.12023,0.37059,0.36471,0.52549
402.1,0.30694,68.84,0.11828,0.37059,0.37059,0.52549
402.1,0.32747,67.862,0.1173,0.37059,0.36471,0.52549
402.11,0.35679,66.297,0.1173,0.37451,0.37451,0.52549
402.12,0.39394,64.537,0.11828,0.37059,0.37451,0.51961
402.13,0.43793,62.777,0.11926,0.37451,0.38039,0.51569
402.14,0.48583,61.017,0.12219,0.37451,0.38039,0.51961
402.14,0.5347,59.648,0.12414,0.37451,0.38431,0.51569
402.15,0.58358,58.083,0.12903,0.37059,0.38039,0.51961
402.16,0.62757,56.91,0.1349,0.37059,0.38431,0.51569
402.17,0.66667,56.128,0.14174,0.37059,0.38039,0.51961
402.18,0.69892,55.541,0.14858,0.37059,0.38431,0.51569
402.18,0.72336,55.15,0.15543,0.36471,0.3902,0.51961
402.19,0.73803,54.759,0.16227,0.36471,0.38431,0.51961
402.2,0.74585,53.977,0.17009,0.36471,0.3902,0.52549
402.21,0.74976,53.585,0.17791,0.36471,0.38039,0.51961
402.22,0.74878,53.39,0.18671,0.36471,0.38431,0.52549
402.22,0.74389,53.39,0.1955,0.36471,0.37451,0.51961
402.23,0.73509,53.39,0.20528,0.36471,0.38431,0.52549
402.24,0.72434,53.39,0.21603,0.3549,0.37451,0.52549
402.25,0.71065,53.39,0.22581,0.35882,0.38039,0.52941
402.26,0.69501,53.585,0.23656,0.35882,0.37451,0.52941
402.26,0.6784,53.781,0.24633,0.35882,0.38431,0.52941
402.27,0.66178,53.977,0.25611,0.3549,0.37451,0.52941
402.28,0.64418,54.368,0.26491,0.3549,0.38039,0.52941
402.29,0.62757,54.563,0.2737,0.3549,0.37451,0.52941
402.3,0.6129,54.759,0.28152,0.35882,0.38431,0.52941
402.3,0.59629,55.15,0.28935,0.37059,0.38039,0.51569
402.31,0.58065,55.15,0.29717,0.38039,0.4,0.5098
402.32,0.56598,55.15,0.30499,0.39412,0.4098,0.50588
402.33,0.55034,55.15,0.31183,0.40392,0.42941,0.50588
402.34,0.53568,55.15,0.31965,0.41569,0.42549,0.49412
402.34,0.52199,54.954,0.32649,0.4098,0.43529,0.5
402.35,0.50733,54.563,0.33333,0.41569,0.41961,0.50588
402.36,0.49267,54.172,0.34018,0.4,0.40392,0.51569
402.37,0.47898,53.585,0.34702,0.38431,0.37059,0.51961
402.38,0.46432,53.194,0.35288,0.37451,0.36471,0.52549
402.38,0.45064,52.803,0.35973,0.36471,0.36471,0.52941
402.39,0.43891,52.412,0.36657,0.35882,0.37451,0.53529
402.4,0.42717,52.021,0.37341,0.34902,0.37059,0.5451
402.41,0.41447,51.434,0.37928,0.33529,0.36471,0.55098
402.42,0.40176,51.043,0.38612,0.32941,0.37059,0.5549
402.42,0.38905,50.652,0.39296,0.32941,0.36471,0.5549
402.43,0.37634,50.652,0.3998,0.32941,0.36471,0.5549
402.44,0.36461,50.261,0.40567,0.33529,0.36471,0.55098
402.45,0.35288,50.065,0.41251,0.33529,0.36471,0.5549
402.46,0.34115,49.674,0.41838,0.31373,0.3549,0.5549
402.46,0.3304,49.479,0.42522,0.3549,0.33529,0.52941
402.47,0.3216,49.283,0.43206,0.60588,0.31373,0.38431
402.48,0.31281,49.087,0.43891,0.90588,0.31373,0.22353
402.49,0.30596,48.696,0.4477,0.94118,0.33922,0.2
402.5,0.30205,48.501,0.45552,0.69608,0.47059,0.37059
402.5,0.29717,48.696,0.46334,0.28431,0.56471,0.61569
402.51,0.29326,48.892,0.47214,0.22353,0.51569,0.65098
402.52,0.2913,48.696,0.47996,0.30392,0.43529,0.58431
402.53,0.28935,48.11,0.48778,0.32353,0.38431,0.57059
402.54,0.28935,47.523,0.49756,0.32353,0.35882,0.56078
402.54,0.29032,46.741,0.50733,0.31373,0.3549,0.57059
402.55,0.2913,46.154,0.51906,0.31961,0.34902,0.56078
402.56,0.29423,45.958,0.52981,0.31373,0.3549,0.56471
402.57,0.29717,46.154,0.54252,0.31373,0.3451,0.57059
402.58,0.3001,46.349,0.55523,0.3098,0.3451,0.56471
402.58,0.30303,46.349,0.56891,0.3098,0.33922,0.57059
402.59,0.30596,46.154,0.5826,0.31373,0.33922,0.57059
402.6,0.3089,45.567,0.59433,0.3098,0.3451,0.57059
402.61,0.31183,45.176,0.60606,0.3098,0.33922,0.56471
402.62,0.31378,44.785,0.61681,0.3098,0.34902,0.57059
402.62,0.31672,44.589,0.62757,0.31961,0.34902,0.57059
402.63,0.31769,44.589,0.6393,0.31961,0.3549,0.57059
402.64,0.31965,44.394,0.65103,0.31961,0.34902,0.57059
402.65,0.31965,44.394,0.66276,0.31373,0.3549,0.57451
402.66,0.32063,44.198,0.67449,0.30392,0.34902,0.57451
402.66,0.31965,44.003,0.68524,0.30392,0.3549,0.58431
402.67,0.31965,43.807,0.69599,0.30392,0.34902,0.58431
402.68,0.31867,43.612,0.70577,0.30392,0.3549,0.58431
402.69,0.31769,43.416,0.71554,0.3098,0.3451,0.57451
402.7,0.31672,43.22,0.72532,0.31373,0.3549,0.57451
402.7,0.31574,43.025,0.73607,0.31373,0.3549,0.57451
402.71,0.31476,42.829,0.74585,0.32353,0.36471,0.57451
402.72,0.31281,42.634,0.7566,0.32941,0.36471,0.56471
402.73,0.31085,42.438,0.76735,0.33922,0.37059,0.56471
402.74,0.30792,42.243,0.77713,0.3451,0.36471,0.5549
402.74,0.30596,42.047,0.78788,0.3549,0.37059,0.5549
402.75,0.30303,41.851,0.79863,0.36471,0.37451,0.5451
402.76,0.3001,41.851,0.80743,0.37451,0.37059,0.53922
402.77,0.29717,42.047,0.8172,0.38431,0.38431,0.53529
402.78,0.29521,43.22,0.82502,0.4,0.38431,0.52941
402.78,0.29228,45.763,0.83284,0.41569,0.38039,0.51961
402.79,0.29032,50.652,0.83969,0.42941,0.38431,0.5098
402.8,0.28935,58.083,0.84653,0.4451,0.3902,0.50588
402.81,0.28739,67.275,0.85142,0.46471,0.3902,0.4902
402.82,0.28543,76.662,0.85728,0.48039,0.4,0.48039
402.82,0.28348,85.072,0.86119,0.4902,0.39412,0.47451
402.83,0.28152,91.721,0.8651,0.50588,0.40392,0.47059
402.84,0.27957,95.828,0.86706,0.5098,0.39412,0.46471
402.85,0.27859,97.979,0.86901,0.49412,0.4,0.47451
402.86,0.27664,98.37,0.86901,0.4902,0.38039,0.48039
402.86,0.27566,97.588,0.86804,0.47059,0.38431,0.48431
402.87,0.27468,95.828,0.8651,0.44902,0.37059,0.49412
402.88,0.2737,93.677,0.86315,0.42941,0.37059,0.5098
402.89,0.2737,91.525,0.85728,0.40392,0.36471,0.52549
402.9,0.2737,89.57,0.85142,0.3902,0.36471,0.53922
402.9,0.2737,88.201,0.8436,0.37059,0.35882,0.55098
402.91,0.2737,87.027,0.83578,0.3549,0.35882,0.5549
402.92,0.2737,85.854,0.82698,0.34902,0.3549,0.56078
402.93,0.27468,84.876,0.81818,0.32941,0.35882,0.57451
402.94,0.27468,83.898,0.80938,0.32353,0.3549,0.57451
402.94,0.27566,82.529,0.79961,0.31961,0.35882,0.58039
402.95,0.27664,81.16,0.78788,0.32353,0.3549,0.57451
402.96,0.27859,79.987,0.77713,0.32353,0.35882,0.57451
402.97,0.28055,78.814,0.76442,0.31961,0.3549,0.58039
402.98,0.2825,77.64,0.75171,0.31961,0.36471,0.57451
402.98,0.28543,76.467,0.73998,0.32353,0.3549,0.58039
402.99,0.28739,75.293,0.72727,0.32353,0.35882,0.57451
403,0.28935,74.511,0.71652,0.32353,0.3549,0.57451
403.01,0.2913,73.924,0.70577,0.32353,0.3549,0.57451
403.02,0.29326,73.142,0.69404,0.32353,0.36471,0.57451
403.02,0.29619,72.36,0.68328,0.32353,0.3549,0.57451
403.03,0.30303,71.578,0.67253,0.32353,0.36471,0.57451
403.04,0.31476,70.6,0.66178,0.32353,0.35882,0.56471
403.05,0.33236,69.818,0.65103,0.32941,0.35882,0.56471
403.06,0.35777,68.644,0.64125,0.32353,0.36471,0.56471
403.06,0.39003,67.275,0.63148,0.32353,0.36471,0.57059
403.07,0.43011,65.906,0.62268,0.32353,0.36471,0.56078
403.08,0.47507,64.342,0.61388,0.32941,0.37059,0.56078
403.09,0.51613,62.973,0.60606,0.32353,0.36471,0.56078
403.1,0.55425,61.604,0.59922,0.32353,0.37059,0.56078
403.1,0.59629,60.235,0.59238,0.32941,0.36471,0.56078
403.11,0.63636,58.866,0.58553,0.32941,0.37451,0.56078
403.12,0.67253,57.692,0.57967,0.32941,0.37451,0.56078
403.13,0.70283,56.715,0.57478,0.32941,0.37451,0.56078
403.14,0.72532,55.737,0.56891,0.32941,0.37451,0.5549
403.14,0.74096,55.15,0.565,0.33529,0.38039,0.5549
403.15,0.74976,54.563,0.56109,0.33529,0.37451,0.5549
403.16,0.75171,53.977,0.55718,0.32941,0.38039,0.5549
403.17,0.74976,53.781,0.55425,0.32941,0.38039,0.5549
403.18,0.74291,53.39,0.55034,0.33529,0.38431,0.5549
403.18,0.73314,53.194,0.54741,0.33529,0.38039,0.5549
403.19,0.72141,52.999,0.54448,0.32941,0.38039,0.5549
403.2,0.7087,52.803,0.54057,0.32941,0.38431,0.56078
403.21,0.69404,52.803,0.53666,0.33529,0.38039,0.56078
403.22,0.6784,52.999,0.53372,0.33529,0.38431,0.56078
403.22,0.66178,53.194,0.52884,0.33529,0.38431,0.56078
403.23,0.64614,53.39,0.52493,0.33529,0.3902,0.56471
403.24,0.62952,53.585,0.52102,0.33922,0.38039,0.56078
403.25,0.61388,53.585,0.51711,0.33922,0.3902,0.5549
403.26,0.59824,53.781,0.5132,0.34902,0.38431,0.55098
403.26,0.58358,53.781,0.51026,0.36471,0.39412,0.5451
403.27,0.56794,53.781,0.50538,0.38039,0.40392,0.53529
403.28,0.55327,53.781,0.50147,0.3902,0.42941,0.53922
403.29,0.54057,53.781,0.49756,0.4,0.42549,0.52549
403.3,0.52786,53.781,0.49365,0.4,0.43529,0.52941
403.3,0.51515,53.585,0.48876,0.4,0.41569,0.52941
403.31,0.50244,53.39,0.48485,0.38431,0.40392,0.52941
403.32,0.48876,53.194,0.48094,0.37451,0.37059,0.52941
403.33,0.47507,52.999,0.47703,0.36471,0.36471,0.5451
403.34,0.46139,52.608,0.47312,0.3549,0.36471,0.5451
403.34,0.4477,52.412,0.46921,0.34902,0.36471,0.5549
403.35,0.43402,52.021,0.4653,0.33529,0.36471,0.5549
403.36,0.42033,51.825,0.46041,0.32353,0.36471,0.56078
403.37,0.40762,51.434,0.45552,0.32353,0.3549,0.56471
403.38,0.39394,51.239,0.45161,0.32353,0.35882,0.57059
403.38,0.38025,50.847,0.44673,0.32353,0.3549,0.57059
403.39,0.3695,50.652,0.44184,0.32353,0.3549,0.56471
403.4,0.35973,50.456,0.43793,0.32941,0.35882,0.57059
403.41,0.34897,50.065,0.435,0.30392,0.34902,0.57451
403.42,0.3392,49.674,0.43109,0.33529,0.32941,0.5451
403.42,0.32942,49.283,0.42815,0.58431,0.3098,0.4098
403.43,0.32063,49.087,0.42522,0.88627,0.31373,0.2451
403.44,0.31281,49.087,0.42229,0.93137,0.3098,0.21961
403.45,0.30596,48.696,0.42033,0.70588,0.44902,0.37451
403.46,0.3001,48.305,0.4174,0.28431,0.56078,0.63529
403.46,0.29423,47.914,0.41544,0.21373,0.51569,0.67059
403.47,0.29032,47.718,0.41349,0.3,0.42941,0.60588
403.48,0.28837,47.523,0.41251,0.3098,0.37451,0.58431
403.49,0.28641,47.132,0.41251,0.31373,0.34902,0.57451
403.5,0.28641,46.936,0.41153,0.31373,0.34902,0.57451
403.5,0.28739,46.741,0.41153,0.3098,0.33922,0.57451
403.51,0.28837,46.545,0.41251,0.3098,0.33922,0.57451
403.52,0.29032,46.154,0.41251,0.3098,0.33529,0.57451
403.53,0.29326,45.958,0.41349,0.30392,0.33922,0.57451
403.54,0.29619,45.372,0.41447,0.30392,0.33922,0.57451
403.54,0.29912,44.98,0.41544,0.30392,0.33922,0.57451
403.55,0.30205,44.589,0.41642,0.30392,0.33922,0.58039
403.56,0.30401,44.394,0.41642,0.3098,0.33922,0.58039
403.57,0.30694,44.198,0.4174,0.31373,0.33922,0.57451
403.58,0.30792,44.003,0.41838,0.31373,0.33922,0.57451
403.58,0.30987,43.612,0.41838,0.3098,0.33922,0.57451
403.59,0.31183,43.416,0.41935,0.31961,0.3451,0.57451
403.6,0.31281,43.025,0.42033,0.31961,0.34902,0.57451
403.61,0.31281,42.829,0.42131,0.32353,0.3451,0.57059
403.62,0.31378,42.634,0.42229,0.32353,0.3549,0.56078
403.62,0.31281,42.438,0.42326,0.33529,0.34902,0.56078
403.63,0.31281,42.438,0.42424,0.33922,0.3549,0.5549
403.64,0.31183,42.438,0.42424,0.33922,0.3549,0.5549
403.65,0.30987,42.243,0.42522,0.3451,0.35882,0.5549
403.66,0.30792,42.047,0.42522,0.34902,0.3549,0.5549
403.66,0.30596,41.851,0.4262,0.34902,0.35882,0.5549
403.67,0.30303,41.656,0.4262,0.36471,0.35882,0.5451
403.68,0.30108,41.46,0.4262,0.37059,0.36471,0.5451
403.69,0.29912,41.265,0.4262,0.37451,0.35882,0.53922
403.7,0.29717,41.069,0.4262,0.38039,0.37059,0.53922
403.7,0.29521,40.874,0.4262,0.39412,0.36471,0.52941
403.71,0.29326,40.874,0.4262,0.4,0.37059,0.52941
403.72,0.2913,40.874,0.42522,0.41569,0.37059,0.51569
403.73,0.28837,41.46,0.42424,0.42941,0.38039,0.50588
403.74,0.28543,43.22,0.42326,0.44902,0.38431,0.4902
403.74,0.2825,47.132,0.42131,0.47059,0.3902,0.48039
403.75,0.27957,53.585,0.41935,0.48431,0.3902,0.47059
403.76,0.27664,61.799,0.41642,0.5,0.4,0.46471
403.77,0.2737,70.795,0.41251,0.51569,0.4,0.46078
403.78,0.27175,79.4,0.4086,0.52941,0.4,0.44902
403.78,0.26979,86.441,0.40469,0.53922,0.39412,0.4549
403.79,0.26882,91.525,0.40078,0.53529,0.39412,0.44902
403.8,0.26784,94.655,0.39589,0.52941,0.3902,0.4549
403.81,0.26686,96.219,0.39101,0.51569,0.3902,0.46078
403.82,0.26491,96.415,0.38416,0.49412,0.37451,0.46471
403.82,0.26393,95.437,0.37732,0.47451,0.37059,0.48039
403.83,0.26295,94.068,0.36852,0.4549,0.37451,0.4902
403.84,0.26197,92.112,0.35973,0.43922,0.36471,0.5
403.85,0.261,90.548,0.34897,0.41961,0.36471,0.51569
403.86,0.26002,88.983,0.3392,0.4,0.35882,0.51961
403.86,0.26002,87.419,0.32747,0.3902,0.36471,0.52941
403.87,0.26002,86.05,0.31672,0.38039,0.35882,0.53529
403.88,0.26002,84.876,0.30694,0.37059,0.36471,0.5451
403.89,0.261,83.507,0.29619,0.35882,0.3549,0.55098
403.9,0.26002,82.138,0.28641,0.3549,0.3549,0.5549
403.9,0.25806,80.769,0.27664,0.34902,0.3549,0.5549
403.91,0.25709,79.205,0.26588,0.34902,0.3549,0.56471
403.92,0.25709,78.031,0.25611,0.34902,0.3549,0.5549
403.93,0.25806,76.858,0.24536,0.34902,0.35882,0.5549
403.94,0.25806,76.076,0.2346,0.3451,0.3549,0.5549
403.94,0.25904,75.098,0.22483,0.3451,0.36471,0.5549
403.95,0.26002,74.316,0.21603,0.3451,0.35882,0.5549
403.96,0.261,73.338,0.20723,0.3451,0.36471,0.5549
403.97,0.26197,72.36,0.19941,0.3451,0.3549,0.5549
403.98,0.26491,71.382,0.19257,0.34902,0.36471,0.5549
403.98,0.26979,70.404,0.18573,0.34902,0.35882,0.55098
403.99,0.27761,69.426,0.17986,0.3549,0.36471,0.55098
404,0.2913,68.449,0.174,0.3549,0.35882,0.5451
404.01,0.31183,67.471,0.17009,0.34902,0.36471,0.5451
404.02,0.34018,66.297,0.1652,0.3549,0.36471,0.5451
404.02,0.37634,64.928,0.16129,0.3549,0.36471,0.53922
404.03,0.41935,63.364,0.15836,0.35882,0.37059,0.5451
404.04,0.46725,61.995,0.15543,0.35882,0.36471,0.52941
404.05,0.51613,60.43,0.15347,0.35882,0.37059,0.52941
404.06,0.565,59.257,0.15152,0.36471,0.36471,0.52941
404.06,0.60997,58.083,0.15054,0.36471,0.37451,0.53529
404.07,0.65005,56.91,0.15054,0.3549,0.37059,0.53529
404.08,0.68328,56.128,0.15152,0.3549,0.37451,0.53922
404.09,0.70577,55.346,0.15347,0.3549,0.37059,0.53922
404.1,0.72141,54.563,0.15445,0.34902,0.38039,0.5451
404.1,0.73216,53.977,0.15738,0.34902,0.37059,0.5451
404.11,0.73803,53.39,0.15934,0.34902,0.38039,0.55098
404.12,0.739,52.999,0.16227,0.34902,0.37059,0.5451
404.13,0.73509,52.608,0.16422,0.34902,0.38039,0.55098
404.14,0.72727,52.412,0.16716,0.34902,0.37451,0.5451
404.14,0.71652,52.412,0.17009,0.34902,0.38039,0.5451
404.15,0.70381,52.412,0.17302,0.34902,0.38039,0.5451
404.16,0.68915,52.216,0.17595,0.34902,0.38431,0.55098
404.17,0.67253,52.216,0.17791,0.3451,0.37451,0.5451
404.18,0.65591,52.216,0.18084,0.3451,0.38039,0.55098
404.18,0.64027,52.412,0.1828,0.34902,0.37451,0.5549
404.19,0.62561,52.803,0.18475,0.3549,0.38039,0.5451
404.2,0.60997,52.999,0.18671,0.35882,0.38431,0.53922
404.21,0.59335,53.39,0.18768,0.37451,0.3902,0.52941
404.22,0.57771,53.585,0.18964,0.3902,0.4098,0.52549
404.22,0.56305,53.781,0.19159,0.4,0.42549,0.52549
404.23,0.54839,53.781,0.19159,0.4098,0.43529,0.51569
404.24,0.53372,53.781,0.19257,0.41961,0.42941,0.50588
404.25,0.52004,53.781,0.19355,0.4098,0.43529,0.51569
404.26,0.50635,53.585,0.19355,0.4,0.4098,0.51569
404.26,0.49267,53.585,0.19355,0.3902,0.38431,0.52549
404.27,0.47801,53.39,0.19453,0.37451,0.37059,0.51961
404.28,0.46432,53.194,0.19453,0.37059,0.37059,0.53529
404.29,0.45161,52.999,0.1955,0.35882,0.37059,0.53922
404.3,0.44086,52.608,0.1955,0.34902,0.36471,0.55098
404.3,0.42815,52.412,0.1955,0.33922,0.36471,0.5549
404.31,0.41447,52.021,0.1955,0.33529,0.36471,0.56078
404.32,0.40078,51.63,0.1955,0.32941,0.35882,0.56078
404.33,0.38807,51.239,0.19453,0.32353,0.35882,0.56471
404.34,0.37537,50.847,0.19453,0.32353,0.3549,0.56078
404.34,0.36266,50.456,0.19453,0.32941,0.35882,0.57059
404.35,0.34995,50.065,0.1955,0.31961,0.3451,0.56471
404.36,0.3392,49.674,0.19453,0.3098,0.3451,0.57059
404.37,0.32845,49.479,0.19453,0.46078,0.31373,0.47451
404.38,0.31867,49.087,0.19453,0.8,0.31373,0.29412
404.38,0.31183,48.892,0.19453,0.93137,0.31961,0.21373
404.39,0.30596,48.305,0.19453,0.86078,0.41569,0.27451
404.4,0.3001,47.914,0.19453,0.4451,0.53922,0.53922
404.41,0.29423,47.523,0.1955,0.23333,0.56471,0.66078
404.42,0.28935,47.327,0.19746,0.29412,0.46471,0.61569
404.42,0.28543,46.936,0.19844,0.31961,0.39412,0.57451
404.43,0.28348,46.741,0.20039,0.32353,0.35882,0.57059
404.44,0.28152,46.545,0.20137,0.32353,0.34902,0.56471
404.45,0.28152,46.349,0.20332,0.31961,0.33922,0.57059
404.46,0.28152,45.958,0.20528,0.31373,0.33922,0.57059
404.46,0.28348,45.567,0.20821,0.31373,0.33922,0.57451
404.47,0.28543,45.372,0.21017,0.31373,0.33922,0.57451
404.48,0.28837,44.98,0.2131,0.31373,0.33922,0.57451
404.49,0.2913,44.785,0.21701,0.30392,0.33922,0.57451
404.5,0.29423,44.589,0.22092,0.30392,0.33922,0.58039
404.5,0.29717,44.394,0.22581,0.3098,0.33922,0.57451
404.51,0.29912,44.003,0.23069,0.3098,0.3451,0.57451
404.52,0.30205,43.612,0.23558,0.31373,0.33922,0.57059
404.53,0.30401,43.416,0.23949,0.31961,0.3451,0.56471
404.54,0.30596,43.025,0.24438,0.31961,0.3451,0.56471
404.54,0.30694,43.025,0.24829,0.31961,0.3549,0.57059
404.55,0.30792,42.829,0.2522,0.32353,0.34902,0.56078
404.56,0.3089,42.634,0.25709,0.32353,0.3549,0.56078
404.57,0.3089,42.438,0.261,0.32941,0.34902,0.5549
404.58,0.30792,42.438,0.26588,0.33529,0.3549,0.5549
404.58,0.30792,42.243,0.26979,0.33922,0.3549,0.5549
404.59,0.30694,42.047,0.27468,0.34902,0.35882,0.5549
404.6,0.30596,41.851,0.27859,0.3451,0.3549,0.55098
404.61,0.30401,41.46,0.28348,0.34902,0.35882,0.55098
404.62,0.30205,41.46,0.28739,0.3549,0.3549,0.5451
404.62,0.3001,41.265,0.2913,0.36471,0.35882,0.53922
404.63,0.29717,41.265,0.29521,0.37451,0.36471,0.53529
404.64,0.29423,41.265,0.29912,0.37451,0.36471,0.53529
404.65,0.2913,41.069,0.30108,0.38431,0.36471,0.52941
404.66,0.28837,40.874,0.30401,0.39412,0.36471,0.52549
404.66,0.28543,40.874,0.30596,0.40392,0.37451,0.51569
404.67,0.2825,41.265,0.30792,0.41961,0.37451,0.50588
404.68,0.27957,42.634,0.30987,0.43529,0.38039,0.5
404.69,0.27761,45.567,0.31183,0.4549,0.38431,0.48431
404.7,0.27664,50.652,0.31183,0.47059,0.3902,0.4902
404.7,0.27468,58.083,0.31281,0.48431,0.3902,0.47451
404.71,0.27273,66.884,0.31183,0.5,0.39412,0.47059
404.72,0.27077,75.489,0.31183,0.51569,0.39412,0.46078
404.73,0.26882,83.116,0.3089,0.51961,0.4,0.46078
404.74,0.26686,88.983,0.30694,0.53529,0.3902,0.46078
404.74,0.26491,92.894,0.30401,0.51961,0.3902,0.46078
404.75,0.26295,95.046,0.30205,0.50588,0.37451,0.46471
404.76,0.261,95.828,0.29912,0.4902,0.37451,0.48039
404.77,0.26002,95.241,0.29619,0.47059,0.36471,0.48039
404.78,0.25806,94.068,0.2913,0.44902,0.36471,0.49412
404.78,0.25709,92.308,0.28641,0.43529,0.35882,0.50588
404.79,0.25611,90.352,0.28055,0.41569,0.3549,0.51569
404.8,0.25611,88.788,0.2737,0.4,0.34902,0.52549
404.81,0.25513,87.419,0.26588,0.38431,0.3549,0.52941
404.82,0.25415,86.05,0.25806,0.37059,0.34902,0.5451
404.82,0.25415,84.876,0.25024,0.3549,0.3549,0.5451
404.83,0.25318,83.507,0.24145,0.34902,0.34902,0.5549
404.84,0.25318,82.138,0.2346,0.34902,0.3549,0.56078
404.85,0.25415,80.769,0.22678,0.33922,0.35882,0.56471
