Time [s], RESP, ABP, PLETH, II, III, V
468.05,0.83079,63.009,1.8162,0.66504,0.49512,0.70039
468.06,0.82896,62.374,1.783,0.64502,0.46484,0.72532
468.06,0.82712,61.739,1.7517,0.62012,0.44482,0.73509
468.07,0.82346,61.153,1.7224,0.61475,0.44482,0.73509
468.08,0.81979,60.616,1.6979,0.60498,0.43994,0.73998
468.09,0.81368,60.029,1.6784,0.625,0.43994,0.74536
468.1,0.80757,59.541,1.6637,0.62012,0.43506,0.75024
468.1,0.79963,59.004,1.654,0.62988,0.43506,0.75513
468.11,0.7923,58.466,1.6481,0.61475,0.41992,0.75513
468.12,0.78375,58.027,1.6461,0.62988,0.41504,0.75513
468.13,0.77581,57.685,1.6491,0.62012,0.3999,0.76002
468.14,0.76726,57.294,1.6559,0.62988,0.3999,0.75024
468.14,0.7587,56.855,1.6657,0.625,0.39014,0.75024
468.15,0.74893,56.464,1.6784,0.62012,0.38525,0.74536
468.16,0.73977,56.122,1.695,0.62988,0.375,0.74536
468.17,0.72938,55.78,1.7155,0.61475,0.35986,0.74536
468.18,0.719,55.487,1.737,0.62012,0.35498,0.74536
468.18,0.70922,55.194,1.7566,0.6001,0.33984,0.75024
468.19,0.69945,54.901,1.7761,0.58496,0.33496,0.74536
468.2,0.69029,54.608,1.7957,0.56982,0.3252,0.73998
468.21,0.68112,54.412,1.8152,0.5752,0.31982,0.73998
468.22,0.67074,54.363,1.8328,0.55518,0.31494,0.75024
468.22,0.66097,54.608,1.8465,0.56006,0.3252,0.74536
468.23,0.64997,55.731,1.8583,0.5498,0.31982,0.75024
468.24,0.63897,58.369,1.8671,0.56006,0.33008,0.74536
468.25,0.62798,62.569,1.8759,0.55518,0.3252,0.75024
468.26,0.61698,67.796,1.8837,0.58496,0.33984,0.74536
468.26,0.60599,73.12,1.8886,0.58496,0.33984,0.74536
468.27,0.59499,77.906,1.8915,0.60986,0.35986,0.73509
468.28,0.58461,82.351,1.8925,0.62012,0.35986,0.73509
468.29,0.57483,86.698,1.8935,0.6499,0.38525,0.73021
468.3,0.56567,90.948,1.8925,0.65479,0.39014,0.73021
468.3,0.55651,94.855,1.8886,0.68018,0.41016,0.73509
468.31,0.54612,98.323,1.8817,0.68018,0.41992,0.71994
468.32,0.53635,100.86,1.8729,0.69482,0.43506,0.71505
468.33,0.52535,102.28,1.8622,0.68994,0.43018,0.71505
468.34,0.51436,102.57,1.8495,0.7002,0.44482,0.71505
468.34,0.50397,101.69,1.8377,0.70996,0.45508,0.71017
468.35,0.49359,99.789,1.827,0.7002,0.4502,0.70528
468.36,0.4832,97.249,1.8152,0.71973,0.47021,0.69501
468.37,0.47343,94.22,1.8035,0.7251,0.47998,0.69501
468.38,0.46182,91.045,1.7928,0.70996,0.47021,0.69501
468.38,0.45082,87.822,1.782,0.7002,0.45996,0.70039
468.39,0.438,84.696,1.7722,0.68994,0.45508,0.70039
468.4,0.42578,81.618,1.7634,0.68018,0.44482,0.71017
468.41,0.41173,78.737,1.7576,0.6748,0.43994,0.71017
468.42,0.39829,76.05,1.7517,0.65479,0.43018,0.71505
468.42,0.38363,73.51,1.7468,0.66016,0.4248,0.71505
468.43,0.36897,71.068,1.741,0.64502,0.41992,0.71994
468.44,0.35492,68.821,1.7351,0.64014,0.41504,0.71994
468.45,0.34087,66.721,1.7302,0.62988,0.41016,0.71994
468.46,0.32743,64.816,1.7214,0.63477,0.41016,0.72532
468.46,0.31399,63.058,1.7097,0.625,0.41016,0.73021
468.47,0.29994,61.495,1.696,0.62988,0.41016,0.73021
468.48,0.2865,60.029,1.6823,0.62012,0.3999,0.73021
468.49,0.27245,58.808,1.6696,0.62988,0.40479,0.73021
468.5,0.2584,57.685,1.6608,0.62012,0.39502,0.73021
468.5,0.24557,56.757,1.6588,0.62988,0.39014,0.73509
468.51,0.23335,55.975,1.6686,0.625,0.38525,0.73998
468.52,0.22114,55.438,1.696,0.64014,0.37988,0.75513
468.53,0.20953,55.047,1.741,0.64502,0.37012,0.75513
468.54,0.1967,54.803,1.8016,0.63477,0.37012,0.76002
468.54,0.18448,54.754,1.8631,0.62988,0.37012,0.73509
468.55,0.17104,54.852,1.9277,0.6499,0.37012,0.71017
468.56,0.15822,55.194,2.0039,0.66016,0.38525,0.70039
468.57,0.14539,55.633,2.0821,0.64014,0.39502,0.68035
468.58,0.13256,56.22,2.1564,0.62012,0.3999,0.67009
468.58,0.11973,57.001,2.2219,0.61475,0.39014,0.6652
468.59,0.10751,57.783,2.2766,0.625,0.41016,0.6652
468.6,0.096518,58.662,2.3187,0.61475,0.40479,0.6652
468.61,0.086133,59.59,2.3451,0.625,0.41016,0.6652
468.62,0.07697,60.616,2.3587,0.60498,0.40479,0.68035
468.62,0.068418,61.544,2.3607,0.59521,0.41016,0.68035
468.63,0.059866,62.423,2.3519,0.58496,0.40479,0.69013
468.64,0.051313,63.302,2.3353,0.6001,0.41016,0.68524
468.65,0.042761,64.035,2.3118,0.58984,0.39502,0.69013
468.66,0.03482,64.718,2.2815,0.6001,0.3999,0.69013
468.66,0.027489,65.305,2.2444,0.58496,0.39014,0.70039
468.67,0.02077,65.744,2.2023,0.59521,0.3999,0.70039
468.68,0.014661,66.037,2.1574,0.58496,0.38525,0.70528
468.69,0.0091631,66.184,2.1114,0.5752,0.39014,0.73509
468.7,0.0042761,66.184,2.0655,0.52979,0.37012,0.79521
468.7,0,66.037,2.0196,0.54492,0.29492,0.78543
468.71,-0.0042761,65.842,1.9736,0.68994,0.26514,0.75024
468.72,-0.0079414,65.549,1.9267,1.04,0.41504,0.60508
468.73,-0.012217,65.109,1.8788,1.21,0.49023,0.42473
468.74,-0.016494,64.621,1.8299,1.1001,0.58008,0.41984
468.74,-0.02077,64.132,1.7889,0.9751,0.79004,0.40469
468.75,-0.025046,63.497,1.7527,0.85498,0.70996,0.41984
468.76,-0.028711,62.911,1.7146,0.73975,0.5752,0.54008
468.77,-0.031765,62.276,1.6745,0.68994,0.51514,0.65494
468.78,-0.03482,61.739,1.6364,0.66992,0.48486,0.70039
468.78,-0.037263,61.153,1.6031,0.6499,0.45996,0.71505
468.79,-0.040929,60.616,1.5718,0.64014,0.45508,0.71994
468.8,-0.044594,60.127,1.5435,0.62988,0.4502,0.73021
468.81,-0.04887,59.541,1.521,0.64502,0.45508,0.73021
468.82,-0.053146,59.053,1.5034,0.62988,0.43994,0.73021
468.82,-0.057422,58.564,1.4907,0.64502,0.43506,0.73509
468.83,-0.061698,57.978,1.4839,0.63477,0.43506,0.73021
468.84,-0.065974,57.538,1.4809,0.64502,0.4248,0.73021
468.85,-0.06964,57.099,1.4819,0.63477,0.41016,0.73021
468.86,-0.074527,56.757,1.4868,0.65479,0.41016,0.73021
468.86,-0.078803,56.317,1.4946,0.6499,0.40479,0.73021
468.87,-0.084301,55.926,1.5073,0.65479,0.3999,0.72532
468.88,-0.089798,55.536,1.5239,0.6499,0.39014,0.72532
468.89,-0.094685,55.194,1.5415,0.65479,0.39502,0.72532
468.9,-0.098962,54.852,1.5621,0.65479,0.39014,0.71505
468.9,-0.10324,54.51,1.5855,0.65479,0.3999,0.71505
468.91,-0.10751,54.168,1.607,0.625,0.37012,0.71505
468.92,-0.11118,53.875,1.6256,0.61475,0.35498,0.72532
468.93,-0.11484,53.631,1.6422,0.58984,0.33984,0.72532
468.94,-0.11851,53.435,1.6579,0.59521,0.33984,0.72532
468.94,-0.12156,53.338,1.6706,0.5752,0.33008,0.73021
468.95,-0.12462,53.68,1.6804,0.56982,0.3252,0.73509
468.96,-0.12767,54.852,1.6901,0.56006,0.33008,0.73021
468.97,-0.13073,57.49,1.6989,0.56982,0.3252,0.73509
468.98,-0.13317,61.495,1.7058,0.56494,0.33496,0.73509
468.98,-0.13561,66.379,1.7116,0.58008,0.33008,0.72532
468.99,-0.13806,71.215,1.7155,0.59521,0.33984,0.73021
469,-0.1405,75.806,1.7165,0.60498,0.3501,0.72532
469.01,-0.14294,80.055,1.7146,0.62988,0.35986,0.71994
469.02,-0.146,84.256,1.7107,0.625,0.35986,0.71505
469.02,-0.14844,88.408,1.7067,0.65479,0.37988,0.71505
469.03,-0.1515,92.315,1.7019,0.6499,0.37988,0.71994
469.04,-0.15455,95.686,1.6989,0.66504,0.39502,0.71505
469.05,-0.15883,98.323,1.696,0.66504,0.3999,0.71994
469.06,-0.16249,99.935,1.6921,0.6748,0.41016,0.71505
469.06,-0.16677,100.37,1.6872,0.66016,0.41016,0.71994
469.07,-0.17104,99.691,1.6813,0.66992,0.41016,0.71505
469.08,-0.17532,98.03,1.6745,0.66016,0.41016,0.71017
469.09,-0.1796,95.734,1.6676,0.66504,0.41992,0.70528
469.1,-0.18387,92.95,1.6598,0.64502,0.41016,0.71017
469.1,-0.18815,89.873,1.652,0.65479,0.41016,0.71017
469.11,-0.19304,86.747,1.6452,0.64502,0.41504,0.70528
469.12,-0.19792,83.621,1.6393,0.65479,0.41016,0.71017
469.13,-0.20342,80.544,1.6344,0.63477,0.41504,0.71017
469.14,-0.20831,77.564,1.6295,0.6499,0.41016,0.71017
469.14,-0.21258,74.78,1.6256,0.64014,0.41992,0.71017
469.15,-0.21686,72.24,1.6227,0.64502,0.41016,0.71017
469.16,-0.22053,69.847,1.6178,0.63477,0.41992,0.71505
469.17,-0.22419,67.551,1.61,0.62988,0.41016,0.71505
469.18,-0.22786,65.402,1.6012,0.63477,0.41504,0.71017
469.18,-0.23152,63.448,1.5924,0.625,0.40479,0.71505
469.19,-0.2358,61.544,1.5836,0.60986,0.3999,0.71505
469.2,-0.24007,59.883,1.5728,0.60498,0.3999,0.71994
469.21,-0.24374,58.418,1.5611,0.625,0.40479,0.71994
469.22,-0.2474,57.196,1.5513,0.62012,0.39502,0.71994
469.22,-0.25107,56.073,1.5464,0.62988,0.37988,0.73021
469.23,-0.25412,55.194,1.5513,0.60986,0.37012,0.73509
469.24,-0.25718,54.51,1.566,0.625,0.36523,0.74536
469.25,-0.26023,53.924,1.5914,0.62012,0.35986,0.75024
469.26,-0.26329,53.533,1.6334,0.64014,0.37988,0.74536
469.26,-0.26634,53.435,1.6921,0.62988,0.37012,0.73021
469.27,-0.26878,53.435,1.7644,0.64502,0.38525,0.70528
469.28,-0.27123,53.631,1.8456,0.66504,0.38525,0.69013
469.29,-0.27367,53.973,1.9286,0.6748,0.41504,0.6652
469.3,-0.27611,54.51,2.0098,0.6499,0.41992,0.65494
469.3,-0.27795,55.194,2.0841,0.65479,0.4248,0.64516
469.31,-0.27917,55.975,2.1476,0.64014,0.4248,0.64516
469.32,-0.27978,56.855,2.1975,0.64014,0.43506,0.65005
469.33,-0.28039,57.88,2.2346,0.62988,0.43506,0.64516
469.34,-0.28039,58.857,2.259,0.63477,0.43994,0.65494
469.34,-0.28039,59.883,2.2708,0.625,0.4502,0.66031
469.35,-0.28039,60.86,2.2698,0.62012,0.45508,0.6652
469.36,-0.28039,61.788,2.261,0.63477,0.44482,0.6652
469.37,-0.27978,62.667,2.2434,0.62988,0.4502,0.6652
469.38,-0.27856,63.448,2.219,0.6499,0.45508,0.66031
469.38,-0.27673,64.132,2.1896,0.64502,0.45508,0.6652
469.39,-0.27489,64.67,2.1554,0.65479,0.45996,0.6652
469.4,-0.27306,65.109,2.1183,0.65479,0.45508,0.6652
469.41,-0.27123,65.353,2.0772,0.64502,0.4502,0.67498
469.42,-0.2694,65.549,2.0342,0.6001,0.44482,0.74536
469.42,-0.26756,65.549,1.9873,0.5752,0.37012,0.76002
469.43,-0.26512,65.402,1.9394,0.64502,0.29492,0.75024
469.44,-0.26268,65.158,1.8983,0.90967,0.36523,0.66031
469.45,-0.25962,64.865,1.8602,1.21,0.49512,0.49022
469.46,-0.25657,64.425,1.8192,1.2246,0.52002,0.41496
469.46,-0.25412,63.937,1.7801,1.02,0.71484,0.435
469.47,-0.25168,63.351,1.741,0.90479,0.79004,0.41007
469.48,-0.24924,62.814,1.7019,0.75,0.59521,0.49511
469.49,-0.24679,62.227,1.6657,0.68018,0.51514,0.62023
469.5,-0.24435,61.69,1.6315,0.63477,0.47021,0.69013
469.5,-0.24191,61.104,1.6002,0.62012,0.44482,0.71505
469.51,-0.24007,60.616,1.5699,0.59521,0.41992,0.73021
469.52,-0.23763,60.127,1.5425,0.6001,0.41504,0.73509
469.53,-0.23641,59.59,1.52,0.58984,0.41016,0.73509
469.54,-0.23458,59.101,1.5034,0.60498,0.41016,0.73509
469.54,-0.23335,58.613,1.4927,0.60986,0.41504,0.73509
469.55,-0.23213,58.124,1.4848,0.61475,0.41016,0.73509
469.56,-0.23091,57.587,1.478,0.60986,0.40479,0.73509
469.57,-0.22969,57.196,1.4761,0.625,0.3999,0.73998
469.58,-0.22847,56.806,1.479,0.62988,0.41016,0.73509
469.58,-0.22724,56.415,1.4848,0.625,0.39502,0.73021
469.59,-0.22602,55.975,1.4956,0.64014,0.3999,0.72532
469.6,-0.2248,55.633,1.5103,0.62988,0.38525,0.73021
469.61,-0.22358,55.243,1.5279,0.64014,0.38525,0.72532
469.62,-0.22236,54.852,1.5474,0.63477,0.37988,0.71505
469.62,-0.22053,54.559,1.5689,0.6499,0.38525,0.71017
469.63,-0.21869,54.168,1.5914,0.62012,0.35986,0.71505
469.64,-0.21625,53.875,1.6129,0.60498,0.3501,0.71505
469.65,-0.21381,53.533,1.6334,0.58984,0.33984,0.71505
469.66,-0.21136,53.338,1.653,0.58008,0.33008,0.71505
469.66,-0.20892,53.24,1.6706,0.56982,0.3252,0.71505
469.67,-0.20648,53.338,1.6862,0.56494,0.33008,0.71994
469.68,-0.20342,54.119,1.7019,0.56006,0.3252,0.71994
469.69,-0.20037,55.975,1.7155,0.56494,0.33496,0.71505
469.7,-0.1967,59.346,1.7273,0.56006,0.3252,0.71505
469.7,-0.19304,63.839,1.737,0.5752,0.33984,0.71505
469.71,-0.18937,68.724,1.7439,0.5752,0.33984,0.71505
469.72,-0.18632,73.51,1.7488,0.6001,0.3501,0.71017
469.73,-0.18326,77.906,1.7507,0.60498,0.35498,0.70528
469.74,-0.18082,82.253,1.7517,0.62988,0.37012,0.70039
469.74,-0.17838,86.601,1.7517,0.63477,0.375,0.70039
469.75,-0.17654,90.801,1.7488,0.65479,0.38525,0.70039
469.76,-0.1741,94.66,1.7449,0.66504,0.39502,0.69501
469.77,-0.17227,97.884,1.741,0.68018,0.41016,0.69013
469.78,-0.17043,100.23,1.7351,0.68994,0.41992,0.68524
469.78,-0.16921,101.5,1.7283,0.68018,0.41504,0.68524
469.79,-0.16738,101.6,1.7204,0.7002,0.43018,0.67498
469.8,-0.16616,100.57,1.7107,0.69482,0.43506,0.67009
469.81,-0.16494,98.47,1.7009,0.7002,0.43994,0.67009
469.82,-0.16371,95.734,1.6921,0.69482,0.43506,0.67009
469.82,-0.16249,92.608,1.6843,0.7002,0.44482,0.67498
469.83,-0.16127,89.238,1.6764,0.69482,0.43994,0.67498
469.84,-0.16005,85.917,1.6716,0.7002,0.44482,0.68035
469.85,-0.15883,82.595,1.6676,0.68994,0.43994,0.68035
469.86,-0.15761,79.421,1.6628,0.69482,0.43506,0.68035
469.86,-0.15577,76.343,1.6579,0.6748,0.43018,0.68524
469.87,-0.15394,73.559,1.653,0.68018,0.43506,0.69013
469.88,-0.15211,70.922,1.6481,0.66016,0.4248,0.69013
469.89,-0.14966,68.528,1.6432,0.65479,0.41992,0.69013
469.9,-0.14661,66.379,1.6383,0.62988,0.40479,0.70039
469.9,-0.14294,64.377,1.6315,0.625,0.3999,0.71017
469.91,-0.13806,62.569,1.6207,0.60498,0.38525,0.71505
469.92,-0.13256,60.811,1.609,0.60986,0.38525,0.71994
469.93,-0.12645,59.248,1.5982,0.58496,0.37012,0.72532
469.94,-0.11973,57.929,1.5914,0.58984,0.37988,0.73021
469.94,-0.11362,56.806,1.5875,0.58496,0.35986,0.72532
469.95,-0.10751,55.926,1.5894,0.58984,0.3501,0.73021
469.96,-0.10141,55.243,1.5982,0.58496,0.33984,0.73998
469.97,-0.094685,54.754,1.6178,0.60498,0.3501,0.75024
469.98,-0.086744,54.412,1.654,0.62012,0.35498,0.75513
469.98,-0.078803,54.315,1.7067,0.62988,0.36523,0.73509
469.99,-0.06964,54.363,1.7732,0.64014,0.37988,0.71017
470,-0.059866,54.608,1.8495,0.6748,0.3999,0.67009
470.01,-0.049481,54.998,1.9296,0.7002,0.43018,0.64516
470.02,-0.038485,55.633,2.0108,0.69482,0.4502,0.63001
470.02,-0.026878,56.317,2.088,0.68506,0.45508,0.62023
470.03,-0.015272,57.099,2.1564,0.68018,0.4502,0.62023
470.04,-0.0042761,58.027,2.2063,0.66992,0.45508,0.62512
470.05,0.0067196,59.101,2.2414,0.66016,0.45508,0.62512
470.06,0.017715,60.176,2.2717,0.66504,0.45996,0.62023
470.06,0.028711,61.251,2.2923,0.6499,0.45508,0.64027
470.07,0.040318,62.374,2.303,0.63477,0.45508,0.64027
470.08,0.052535,63.351,2.303,0.62988,0.44482,0.65005
470.09,0.065363,64.279,2.2933,0.63477,0.44482,0.65005
470.1,0.078192,65.158,2.3021,0.62012,0.41992,0.6652
470.1,0.090409,65.988,2.3157,0.61475,0.41992,0.67009
470.11,0.10324,66.623,2.3011,0.60498,0.41016,0.67498
470.12,0.11484,67.112,2.2688,0.60498,0.41016,0.68035
470.13,0.12706,67.503,2.2258,0.59521,0.3999,0.68524
470.14,0.14111,67.698,2.1848,0.58008,0.3999,0.71994
470.14,0.15516,67.747,2.1447,0.52979,0.35498,0.78006
470.15,0.17043,67.698,2.1007,0.55518,0.28027,0.77517
470.16,0.18632,67.503,2.0547,0.70996,0.26025,0.73998
470.17,0.20281,67.161,2.0078,1.0649,0.4502,0.58993
470.18,0.21991,66.819,1.958,1.1997,0.52002,0.3998
470.18,0.23763,66.281,1.9062,1.0747,0.6001,0.40469
470.19,0.25535,65.793,1.8583,0.94482,0.77002,0.34995
470.2,0.27184,65.256,1.8123,0.81006,0.6499,0.42473
470.21,0.28833,64.67,1.7683,0.68506,0.50977,0.56989
470.22,0.3036,64.132,1.7273,0.60986,0.43506,0.68035
470.22,0.31888,63.497,1.6891,0.58008,0.3999,0.72532
470.23,0.33476,62.911,1.6569,0.56006,0.38525,0.73509
470.24,0.35125,62.374,1.6344,0.5498,0.37012,0.73998
470.25,0.36713,61.739,1.6188,0.54492,0.37012,0.75024
470.26,0.38363,61.153,1.6051,0.56006,0.375,0.74536
470.26,0.39768,60.664,1.5943,0.55518,0.36523,0.74536
470.27,0.41173,60.176,1.5885,0.56982,0.37012,0.74536
470.28,0.42456,59.687,1.5855,0.5752,0.36523,0.74536
470.29,0.43739,59.15,1.5865,0.58496,0.37012,0.73998
470.3,0.45021,58.759,1.5924,0.58984,0.36523,0.73509
470.3,0.46365,58.369,1.6022,0.6001,0.36523,0.73021
470.31,0.47709,57.978,1.6158,0.58984,0.35986,0.73509
470.32,0.49114,57.685,1.6325,0.60498,0.35498,0.73021
470.33,0.50519,57.294,1.6491,0.6001,0.3501,0.73021
470.34,0.51985,57.001,1.6647,0.60498,0.3501,0.72532
470.34,0.5339,56.659,1.6833,0.58984,0.33496,0.73021
470.35,0.54856,56.366,1.7067,0.58984,0.33008,0.73021
470.36,0.56139,56.122,1.7312,0.5752,0.31494,0.72532
470.37,0.57483,55.78,1.7576,0.56494,0.30518,0.72532
470.38,0.58705,55.633,1.782,0.54492,0.29492,0.72532
470.38,0.59927,55.487,1.8055,0.5498,0.30029,0.73021
470.39,0.61271,55.682,1.828,0.53516,0.30029,0.73021
470.4,0.62615,56.561,1.8495,0.54004,0.29492,0.73509
470.41,0.6402,58.662,1.868,0.53516,0.30518,0.73509
470.42,0.65425,62.569,1.8827,0.55518,0.31982,0.72532
470.42,0.66646,67.6,1.8954,0.56006,0.33008,0.72532
470.43,0.67929,73.12,1.9052,0.58008,0.33984,0.71994
470.44,0.69029,78.346,1.9101,0.6001,0.35986,0.71505
470.45,0.70128,83.182,1.912,0.61475,0.37012,0.71017
470.46,0.71289,87.871,1.913,0.64502,0.39014,0.70039
470.46,0.72511,92.511,1.914,0.66992,0.41016,0.69501
470.47,0.73732,97.004,1.913,0.7002,0.43994,0.68524
470.48,0.75015,101.06,1.9101,0.72998,0.46484,0.68035
470.49,0.76176,104.18,1.9042,0.75977,0.49512,0.67009
470.5,0.77398,106.19,1.8974,0.77979,0.51514,0.6652
470.5,0.78436,106.92,1.8895,0.81982,0.5498,0.64516
470.51,0.79536,106.38,1.8817,0.83008,0.56494,0.64027
470.52,0.80391,104.67,1.8739,0.86475,0.59521,0.62023
470.53,0.81307,102.13,1.8661,0.875,0.60498,0.61486
470.54,0.8204,99.056,1.8592,0.86475,0.59521,0.62023
470.54,0.82834,95.637,1.8514,0.82471,0.56494,0.64027
470.55,0.83445,92.12,1.8426,0.75977,0.49512,0.67498
470.56,0.84117,88.701,1.8328,0.68018,0.43018,0.71017
470.57,0.84667,85.233,1.824,0.65479,0.41016,0.71994
470.58,0.85217,82.009,1.8182,0.64014,0.3999,0.71505
470.58,0.85644,78.981,1.8152,0.65479,0.41016,0.71017
470.59,0.86072,76.246,1.8143,0.65479,0.41992,0.70528
470.6,0.86378,73.755,1.8123,0.65479,0.4248,0.70039
470.61,0.86744,71.361,1.8084,0.6499,0.4248,0.70528
470.62,0.86927,69.163,1.8035,0.65479,0.41992,0.70528
470.62,0.87172,67.161,1.7986,0.66016,0.43506,0.70039
470.63,0.87233,65.353,1.7937,0.68018,0.4502,0.69013
470.64,0.87355,63.742,1.7898,0.7002,0.47021,0.68524
470.65,0.87355,62.227,1.7869,0.70508,0.47998,0.67498
470.66,0.87416,60.86,1.782,0.71973,0.49512,0.67009
470.66,0.87355,59.687,1.7801,0.70508,0.47998,0.68035
470.67,0.87355,58.759,1.7859,0.68506,0.4502,0.70039
470.68,0.87172,57.929,1.8016,0.66016,0.4248,0.71505
470.69,0.87049,57.343,1.8328,0.66504,0.41016,0.72532
470.7,0.86744,57.001,1.8827,0.65479,0.3999,0.73998
470.7,0.86439,56.757,1.9511,0.66504,0.38525,0.75513
470.71,0.8595,56.659,2.0332,0.62988,0.37012,0.76002
470.72,0.85522,56.806,2.1271,0.62988,0.375,0.74536
470.73,0.84911,57.099,2.2268,0.62988,0.36523,0.71994
470.74,0.84362,57.587,2.3118,0.65479,0.37988,0.70039
470.74,0.8369,58.222,2.3832,0.63477,0.39502,0.68524
470.75,0.83079,58.906,2.4565,0.62988,0.39502,0.67009
470.76,0.82346,59.785,2.5239,0.62012,0.39014,0.67009
470.77,0.81674,60.713,2.5797,0.61475,0.39502,0.67498
470.78,0.80757,61.739,2.6197,0.6001,0.39014,0.68035
470.78,0.79902,62.716,2.6442,0.59521,0.38525,0.68524
470.79,0.78864,63.742,2.653,0.6001,0.39502,0.69013
470.8,0.77886,64.67,2.651,0.58496,0.39502,0.69501
470.81,0.76787,65.598,2.6393,0.56494,0.37988,0.71017
470.82,0.75687,66.379,2.6188,0.56006,0.37012,0.71505
470.82,0.74527,67.112,2.5894,0.55518,0.36523,0.71994
470.83,0.73427,67.6,2.5533,0.5498,0.35986,0.73021
470.84,0.72389,68.04,2.5161,0.55518,0.35498,0.73509
470.85,0.7135,68.284,2.478,0.53516,0.34521,0.73509
470.86,0.70373,68.431,2.4321,0.52979,0.3501,0.73998
470.86,0.69456,68.382,2.3803,0.5,0.33008,0.77028
470.87,0.6854,68.235,2.3275,0.46484,0.33496,0.83529
470.88,0.67685,67.942,2.2737,0.4502,0.22998,0.84018
470.89,0.6683,67.551,2.2219,0.61475,0.20508,0.81036
470.9,0.66035,67.112,2.172,0.94971,0.35498,0.65494
470.9,0.65241,66.526,2.1222,1.165,0.45508,0.45015
470.91,0.64447,65.94,2.0733,1.04,0.50977,0.40469
470.92,0.63714,65.305,2.0264,0.93506,0.71973,0.37488
470.93,0.62981,64.67,1.9814,0.7998,0.64502,0.435
470.94,0.62248,64.035,1.9423,0.68994,0.52002,0.58016
470.94,0.61515,63.448,1.9091,0.62012,0.45508,0.69501
470.95,0.60782,62.814,1.8768,0.58984,0.4248,0.73509
470.96,0.6011,62.179,1.8456,0.56494,0.39502,0.76002
470.97,0.59377,61.592,1.8201,0.56006,0.39014,0.7654
470.98,0.58644,61.055,1.7986,0.5498,0.38525,0.77517
470.98,0.5785,60.469,1.7801,0.56494,0.39014,0.77028
470.99,0.57117,59.981,1.7644,0.56494,0.38525,0.77028
471,0.56384,59.492,1.7527,0.58496,0.39502,0.7654
471.01,0.55651,59.053,1.7468,0.58984,0.39014,0.76002
471.02,0.54918,58.613,1.7458,0.6001,0.39014,0.7654
471.02,0.54184,58.173,1.7507,0.60498,0.38525,0.76002
471.03,0.53329,57.783,1.7615,0.60498,0.37988,0.76002
471.04,0.52535,57.441,1.7732,0.60986,0.37012,0.76002
471.05,0.5168,57.05,1.7859,0.60498,0.36523,0.75024
471.06,0.50825,56.659,1.8016,0.62012,0.37012,0.74536
471.06,0.49969,56.366,1.8201,0.61475,0.36523,0.74536
471.07,0.49175,56.073,1.8387,0.62988,0.35986,0.74536
471.08,0.48381,55.731,1.8563,0.61475,0.35498,0.73509
471.09,0.47587,55.438,1.8749,0.62012,0.34521,0.73509
471.1,0.46793,55.096,1.8944,0.6001,0.33496,0.73509
471.1,0.45999,54.852,1.914,0.58984,0.33008,0.73509
471.11,0.45205,54.657,1.9306,0.56982,0.3252,0.73509
471.12,0.44411,54.657,1.9443,0.58008,0.33008,0.73509
471.13,0.43555,55.194,1.955,0.56982,0.33496,0.73509
471.14,0.427,56.659,1.9619,0.5752,0.33496,0.73509
471.14,0.41784,59.785,1.9648,0.56494,0.33008,0.73509
471.15,0.40867,64.377,1.9668,0.58496,0.34521,0.73021
471.16,0.40012,69.603,1.9677,0.58984,0.35498,0.73021
471.17,0.39157,74.731,1.9677,0.61475,0.36523,0.72532
471.18,0.38363,79.469,1.9677,0.625,0.36523,0.72532
471.18,0.37569,84.012,1.9668,0.65479,0.38525,0.71505
471.19,0.36713,88.408,1.9619,0.66504,0.3999,0.71505
471.2,0.35858,92.804,1.9541,0.68506,0.41016,0.71994
471.21,0.34942,96.809,1.9453,0.68994,0.41016,0.71505
471.22,0.34026,100.13,1.9355,0.7002,0.43018,0.71505
471.22,0.3317,102.38,1.9247,0.7002,0.43506,0.71017
471.23,0.32315,103.5,1.914,0.70996,0.43994,0.70528
471.24,0.31399,103.31,1.9052,0.71484,0.43506,0.70039
471.25,0.30544,102.04,1.8964,0.70996,0.44482,0.70039
471.26,0.29505,99.886,1.8866,0.7251,0.4502,0.70039
471.26,0.28467,97.004,1.8759,0.70508,0.4502,0.69501
471.27,0.27306,93.732,1.8641,0.71973,0.45508,0.69501
471.28,0.26145,90.313,1.8504,0.70508,0.4502,0.69501
471.29,0.24863,86.845,1.8358,0.70508,0.45508,0.69501
471.3,0.23641,83.475,1.8231,0.70508,0.45508,0.69013
471.3,0.22297,80.3,1.8143,0.71484,0.45508,0.69013
471.31,0.21014,77.32,1.8065,0.69482,0.44482,0.69501
471.32,0.19792,74.536,1.8006,0.69482,0.45508,0.70039
471.33,0.18632,72.045,1.7947,0.68994,0.45508,0.70039
471.34,0.17471,69.749,1.7889,0.69482,0.45508,0.69501
471.34,0.16371,67.551,1.783,0.68018,0.44482,0.70039
471.35,0.15211,65.549,1.7752,0.68506,0.4502,0.70039
471.36,0.1405,63.742,1.7634,0.66992,0.43994,0.70528
471.37,0.12889,62.032,1.7488,0.68018,0.4502,0.70039
471.38,0.11729,60.469,1.7341,0.66016,0.43506,0.70528
471.38,0.10629,59.15,1.7214,0.66504,0.43506,0.70528
471.39,0.095907,57.978,1.7116,0.65479,0.4248,0.71017
471.4,0.085522,57.05,1.7058,0.65479,0.41992,0.71505
471.41,0.075137,56.22,1.7087,0.64502,0.3999,0.71505
