Time [s], RESP, PLETH, I, II, V, ABP
386,-0.19804,0.41935,0.33984,-0.019531,0.65039,124.58
386.01,-0.20049,0.4174,0.32422,-0.025391,0.62891,127.31
386.02,-0.20049,0.41544,0.32031,-0.035156,0.61523,128.1
386.02,-0.20538,0.41447,0.32031,-0.029297,0.61523,127.31
386.03,-0.20782,0.41251,0.32031,-0.044922,0.61523,125.16
386.04,-0.21027,0.41153,0.32422,-0.039062,0.61914,121.84
386.05,-0.21271,0.41056,0.32031,-0.048828,0.61523,117.73
386.06,-0.22005,0.41056,0.3457,-0.0039062,0.63477,113.04
386.06,-0.22494,0.40958,0.38477,0.12109,0.67578,107.95
386.07,-0.23227,0.40958,0.2793,0.48047,0.17578,102.48
386.08,-0.23961,0.4086,0.27539,1.0645,-0.10938,97.197
386.09,-0.24694,0.40762,0.62891,1.2246,0.044922,91.917
386.1,-0.25428,0.40762,0.73047,1.0352,0.099609,87.027
386.1,-0.26161,0.40567,0.4707,0.80469,-0.058594,82.529
386.11,-0.26895,0.40469,0.39453,0.34961,0.35938,78.618
386.12,-0.27628,0.40371,0.41602,-0.054688,0.78906,75.098
386.13,-0.28117,0.40176,0.41016,-0.17969,0.86914,72.36
386.14,-0.28606,0.40078,0.4043,-0.20508,0.86523,69.818
386.14,-0.29095,0.39883,0.39453,-0.22461,0.875,67.862
386.15,-0.2934,0.39785,0.39453,-0.21875,0.86914,66.102
386.16,-0.29584,0.39687,0.40039,-0.21484,0.86914,64.733
386.17,-0.29829,0.39589,0.4043,-0.20898,0.86914,63.559
386.18,-0.30073,0.39589,0.4043,-0.20508,0.87891,62.582
386.18,-0.30318,0.39687,0.41016,-0.21484,0.87891,61.604
386.19,-0.30318,0.40078,0.41602,-0.20508,0.88477,60.821
386.2,-0.30318,0.40665,0.41016,-0.19922,0.88477,60.235
386.21,-0.30318,0.41642,0.41992,-0.18945,0.88867,59.844
386.22,-0.30073,0.42913,0.41602,-0.18945,0.88867,59.452
386.22,-0.29829,0.44477,0.42969,-0.17969,0.9043,59.257
386.23,-0.29584,0.46139,0.42578,-0.16992,0.91406,59.061
386.24,-0.2934,0.47801,0.43945,-0.16406,0.92383,59.061
386.25,-0.29095,0.49365,0.43945,-0.16406,0.93555,58.866
386.26,-0.28851,0.5132,0.45508,-0.16016,0.94922,58.475
386.26,-0.28606,0.53372,0.45508,-0.1543,0.95898,58.279
386.27,-0.28362,0.55327,0.46484,-0.13867,0.98047,57.888
386.28,-0.28362,0.57185,0.46094,-0.14453,1.0039,57.301
386.29,-0.28117,0.58847,0.48438,-0.12891,1.0254,56.91
386.3,-0.28117,0.60313,0.48438,-0.13867,1.0488,56.128
386.3,-0.28117,0.61486,0.49414,-0.12891,1.0703,55.541
386.31,-0.28117,0.62366,0.50586,-0.125,1.0996,54.759
386.32,-0.27873,0.6305,0.51562,-0.11914,1.1094,53.977
386.33,-0.28117,0.63539,0.51562,-0.099609,1.1191,53.39
386.34,-0.28117,0.63734,0.5293,-0.070312,1.1094,52.803
386.34,-0.28117,0.63832,0.51562,-0.048828,1.0898,52.216
386.35,-0.28117,0.63734,0.50977,-0.025391,1.0391,51.825
386.36,-0.28117,0.63441,0.48047,-0.0039062,0.96875,51.434
386.37,-0.28117,0.6305,0.45508,0.0097656,0.875,51.043
386.38,-0.28117,0.62561,0.41992,0.019531,0.78906,50.847
386.38,-0.28117,0.62072,0.39062,0.0097656,0.72461,50.847
386.39,-0.28362,0.61584,0.36523,-0.0039062,0.67969,51.434
386.4,-0.28362,0.60997,0.35938,-0.0097656,0.64453,52.412
386.41,-0.28362,0.60313,0.34961,-0.025391,0.62891,53.781
386.42,-0.28606,0.59726,0.3457,-0.029297,0.62891,55.346
386.42,-0.28606,0.59042,0.3457,-0.039062,0.625,57.106
386.43,-0.28606,0.58358,0.3457,-0.044922,0.62891,58.475
386.44,-0.28606,0.57771,0.35547,-0.048828,0.64062,59.452
386.45,-0.28606,0.57283,0.3457,-0.039062,0.62891,60.039
386.46,-0.28362,0.56891,0.35547,-0.029297,0.63477,60.039
386.46,-0.28362,0.565,0.34961,-0.039062,0.64062,59.844
386.47,-0.28362,0.56207,0.35547,-0.035156,0.65039,59.257
386.48,-0.28117,0.55816,0.35547,-0.048828,0.65039,58.279
386.49,-0.28117,0.55425,0.36523,-0.039062,0.6543,57.106
386.5,-0.27873,0.54936,0.35938,-0.054688,0.6543,55.541
386.5,-0.27628,0.5435,0.36523,-0.048828,0.6543,53.977
386.51,-0.27628,0.53763,0.36523,-0.048828,0.66406,52.412
386.52,-0.27384,0.53275,0.36523,-0.054688,0.66016,50.652
386.53,-0.27139,0.52688,0.36523,-0.048828,0.66406,49.087
386.54,-0.26895,0.52199,0.36523,-0.048828,0.66016,47.718
386.54,-0.2665,0.51808,0.37109,-0.044922,0.66992,46.349
386.55,-0.26406,0.51417,0.36523,-0.048828,0.66406,45.176
386.56,-0.26161,0.50929,0.37109,-0.039062,0.66992,44.003
386.57,-0.25917,0.50538,0.375,-0.044922,0.66992,43.025
386.58,-0.25672,0.50147,0.37109,-0.039062,0.66992,42.243
386.58,-0.25428,0.49756,0.37109,-0.048828,0.66406,41.656
386.59,-0.25183,0.49365,0.375,-0.039062,0.67578,41.265
386.6,-0.24939,0.48876,0.36523,-0.048828,0.66992,40.874
386.61,-0.24694,0.48485,0.37109,-0.035156,0.67578,40.482
386.62,-0.2445,0.48094,0.36523,-0.039062,0.66406,40.287
386.62,-0.24205,0.47703,0.375,-0.035156,0.66992,40.091
386.63,-0.23961,0.4741,0.36523,-0.039062,0.66406,40.091
386.64,-0.23716,0.47116,0.375,-0.039062,0.67578,40.091
386.65,-0.23716,0.46921,0.36523,-0.039062,0.67578,39.896
386.66,-0.23472,0.46725,0.38086,-0.035156,0.67578,39.896
386.66,-0.23227,0.46725,0.37109,-0.035156,0.67578,39.896
386.67,-0.23227,0.46725,0.38086,-0.029297,0.67969,39.7
386.68,-0.23227,0.46628,0.375,-0.035156,0.68555,39.7
386.69,-0.22983,0.46628,0.38086,-0.035156,0.67969,39.505
386.7,-0.23227,0.46725,0.375,-0.025391,0.68945,39.309
386.7,-0.23227,0.46725,0.375,-0.035156,0.68555,39.309
386.71,-0.23472,0.46823,0.375,-0.035156,0.68945,39.113
386.72,-0.23472,0.46921,0.38477,-0.029297,0.68555,38.918
386.73,-0.23716,0.47019,0.38086,-0.025391,0.68555,38.918
386.74,-0.23961,0.47019,0.38477,-0.025391,0.68555,38.722
386.74,-0.23961,0.47116,0.39062,-0.035156,0.69531,38.527
386.75,-0.24205,0.47019,0.38477,-0.029297,0.68945,38.527
386.76,-0.2445,0.47019,0.39062,-0.025391,0.69531,38.331
386.77,-0.24694,0.46921,0.39062,-0.025391,0.68945,38.331
386.78,-0.24694,0.46725,0.39453,-0.025391,0.69922,38.136
386.78,-0.24939,0.4653,0.39062,-0.025391,0.69922,37.94
386.79,-0.24939,0.46334,0.39062,-0.013672,0.69922,37.744
386.8,-0.25183,0.46041,0.39062,-0.019531,0.69922,37.549
386.81,-0.25428,0.45748,0.39453,-0.013672,0.69922,37.353
386.82,-0.25672,0.45552,0.39453,-0.019531,0.69922,37.158
386.82,-0.25672,0.45259,0.40039,-0.0039062,0.69531,36.962
386.83,-0.25672,0.44966,0.39062,-0.019531,0.69922,36.767
386.84,-0.25672,0.44575,0.39453,-0.025391,0.70898,36.571
386.85,-0.25672,0.44184,0.39062,-0.025391,0.69922,36.376
386.86,-0.25672,0.43793,0.40039,-0.0039062,0.70898,36.18
386.86,-0.25672,0.43402,0.42578,0.025391,0.72461,35.789
386.87,-0.25672,0.43109,0.43945,0.060547,0.73438,35.593
386.88,-0.25428,0.42913,0.45508,0.070312,0.75391,35.398
386.89,-0.25428,0.42717,0.4707,0.11133,0.76953,35.202
386.9,-0.25183,0.42522,0.44531,0.12109,0.74414,35.007
386.9,-0.25183,0.42424,0.41602,0.070312,0.70508,34.811
386.91,-0.24939,0.42229,0.41016,0.060547,0.69922,34.615
386.92,-0.24939,0.42131,0.42578,0.025391,0.70508,34.42
386.93,-0.24694,0.41935,0.41016,0.015625,0.69531,34.224
386.94,-0.24694,0.41838,0.4043,0.025391,0.69922,34.029
386.94,-0.2445,0.4174,0.43945,0.041016,0.73047,33.833
386.95,-0.24205,0.41642,0.42969,0.019531,0.73438,33.833
386.96,-0.24205,0.41447,0.4043,-0.019531,0.72461,33.638
386.97,-0.23961,0.41349,0.39453,-0.054688,0.7207,33.442
386.98,-0.23716,0.41251,0.39062,-0.070312,0.72461,33.246
386.98,-0.23716,0.41056,0.39062,-0.074219,0.71484,33.246
386.99,-0.23472,0.40958,0.39062,-0.064453,0.7207,33.051
387,-0.23227,0.40762,0.39062,-0.054688,0.71484,32.855
387.01,-0.22983,0.40665,0.42969,0.0058594,0.75977,32.855
387.02,-0.22983,0.40567,0.44922,0.125,0.58008,32.66
387.02,-0.22738,0.40371,0.17578,0.57031,-0.089844,32.66
387.03,-0.22738,0.40274,0.13086,1.2441,-0.49805,32.464
387.04,-0.22494,0.40176,0.35547,1.4941,-0.49805,32.464
387.05,-0.22494,0.40078,0.41992,1.2402,-0.38477,32.269
387.06,-0.22249,0.3998,0.28516,0.74414,-0.24414,32.269
387.06,-0.22249,0.39883,0.38477,0.2207,0.34961,32.073
387.07,-0.22249,0.39785,0.46484,-0.083984,0.83398,32.073
387.08,-0.22005,0.39687,0.48047,-0.21484,0.97461,31.877
387.09,-0.22005,0.39492,0.4707,-0.24023,0.98438,31.877
387.1,-0.22005,0.39394,0.46094,-0.25,0.98438,31.682
387.1,-0.2176,0.39296,0.46094,-0.25977,0.98438,31.486
387.11,-0.2176,0.39101,0.46094,-0.25977,0.98438,31.486
387.12,-0.2176,0.39003,0.46484,-0.25,0.98047,31.486
387.13,-0.2176,0.39003,0.46094,-0.25,0.98438,31.291
387.14,-0.2176,0.38905,0.46484,-0.24414,0.96875,31.291
387.14,-0.2176,0.38905,0.46094,-0.23438,0.97461,31.291
387.15,-0.21516,0.38905,0.46484,-0.22852,0.96484,31.095
387.16,-0.21516,0.38905,0.46484,-0.22461,0.96875,31.095
387.17,-0.21516,0.38905,0.46094,-0.23438,0.96875,31.095
387.18,-0.21516,0.38905,0.46094,-0.21875,0.96875,31.095
387.18,-0.21516,0.38905,0.4707,-0.21484,0.96484,31.095
387.19,-0.21516,0.38905,0.47461,-0.21875,0.96875,31.095
387.2,-0.21516,0.38905,0.4707,-0.21484,0.96875,31.095
387.21,-0.21516,0.38905,0.47461,-0.21484,0.98047,31.095
387.22,-0.21516,0.38905,0.4707,-0.21484,0.98438,31.095
387.22,-0.21516,0.38905,0.48438,-0.20508,0.99414,31.095
387.23,-0.21516,0.38905,0.48438,-0.20898,1.0039,30.9
387.24,-0.21516,0.38905,0.49414,-0.18945,1.0137,30.9
387.25,-0.21516,0.38905,0.5,-0.18945,1.0293,30.704
387.26,-0.21516,0.38905,0.50977,-0.18359,1.0391,30.704
387.26,-0.21516,0.38905,0.50977,-0.18945,1.0547,30.704
387.27,-0.21516,0.38905,0.52539,-0.16992,1.0742,31.095
387.28,-0.21516,0.38905,0.52539,-0.16406,1.084,32.269
387.29,-0.21516,0.38905,0.54492,-0.14453,1.1094,35.007
387.3,-0.21516,0.38905,0.55078,-0.125,1.125,40.091
387.3,-0.21516,0.39003,0.56055,-0.09375,1.1348,47.523
387.31,-0.21516,0.39101,0.56055,-0.080078,1.1445,56.91
387.32,-0.21516,0.39003,0.58008,-0.035156,1.1348,67.471
387.33,-0.21271,0.39003,0.56445,0.015625,1.1035,78.618
387.34,-0.21516,0.38905,0.55078,0.054688,1.0547,89.765
387.34,-0.2176,0.38905,0.52539,0.076172,0.98438,100.72
387.35,-0.22005,0.38905,0.49414,0.095703,0.90039,110.69
387.36,-0.22249,0.38905,0.45508,0.080078,0.82031,119.1
387.37,-0.22738,0.38905,0.42969,0.070312,0.75391,125.55
387.38,-0.22983,0.38905,0.40039,0.044922,0.71484,129.27
387.38,-0.23472,0.39003,0.39062,0.03125,0.68945,130.64
387.39,-0.23961,0.38905,0.38086,0.015625,0.67969,129.27
387.4,-0.2445,0.38905,0.375,0.0058594,0.66406,125.55
387.41,-0.24939,0.38905,0.37109,0,0.66992,120.27
387.42,-0.25428,0.38905,0.37109,-0.0039062,0.66016,113.43
387.42,-0.25672,0.38905,0.36523,-0.019531,0.67578,106.19
387.43,-0.26161,0.38905,0.37109,-0.025391,0.66992,98.566
387.44,-0.2665,0.38905,0.375,-0.019531,0.66992,91.525
387.45,-0.27139,0.38905,0.36523,-0.025391,0.67578,85.072
387.46,-0.27628,0.38905,0.375,-0.029297,0.67969,79.4
387.46,-0.28117,0.38905,0.36523,-0.035156,0.67969,74.511
387.47,-0.28362,0.38905,0.375,-0.035156,0.68555,70.6
387.48,-0.28606,0.38905,0.37109,-0.044922,0.68945,67.471
387.49,-0.28851,0.38905,0.375,-0.044922,0.68555,65.124
387.5,-0.29095,0.38905,0.37109,-0.048828,0.68945,63.364
387.5,-0.29095,0.38905,0.38086,-0.048828,0.69531,62.19
387.51,-0.2934,0.38905,0.375,-0.054688,0.68945,61.408
387.52,-0.2934,0.38905,0.375,-0.058594,0.68945,61.017
387.53,-0.2934,0.38905,0.37109,-0.064453,0.69922,60.821
387.54,-0.29095,0.39003,0.38086,-0.070312,0.69922,61.017
387.54,-0.28851,0.39198,0.37109,-0.074219,0.69922,61.017
387.55,-0.28606,0.39296,0.375,-0.070312,0.69922,61.213
387.56,-0.28362,0.39589,0.375,-0.064453,0.70898,61.408
387.57,-0.27873,0.3998,0.38086,-0.064453,0.69922,61.213
387.58,-0.27384,0.40567,0.38477,-0.064453,0.70508,61.017
387.58,-0.26895,0.41544,0.38477,-0.070312,0.70508,60.626
387.59,-0.26406,0.42717,0.39062,-0.064453,0.70898,60.235
387.6,-0.25917,0.44184,0.38477,-0.064453,0.70898,59.844
387.61,-0.25183,0.45943,0.39062,-0.070312,0.71484,59.257
387.62,-0.2445,0.47898,0.38477,-0.074219,0.70898,58.866
387.62,-0.23961,0.50049,0.38477,-0.054688,0.71484,58.279
387.63,-0.23227,0.52102,0.38477,-0.054688,0.70898,57.692
387.64,-0.22738,0.53763,0.39453,-0.058594,0.71484,57.106
387.65,-0.22249,0.55327,0.39062,-0.054688,0.70898,56.519
387.66,-0.21516,0.56891,0.40039,-0.044922,0.71484,55.932
387.66,-0.21027,0.5826,0.41992,-0.0097656,0.72461,55.346
387.67,-0.20293,0.59433,0.43945,0.025391,0.75,54.563
387.68,-0.19804,0.60313,0.43945,0.041016,0.75977,53.781
387.69,-0.19315,0.60997,0.46094,0.076172,0.77539,52.999
387.7,-0.18582,0.6129,0.43945,0.089844,0.74414,52.216
387.7,-0.18093,0.61486,0.41016,0.064453,0.70508,51.434
387.71,-0.17604,0.61388,0.39062,0.041016,0.69531,50.652
387.72,-0.17115,0.61193,0.4043,0.0097656,0.69531,49.87
387.73,-0.16626,0.60899,0.41016,-0.0097656,0.69922,49.087
387.74,-0.16137,0.60508,0.4043,0.0058594,0.68945,48.305
387.74,-0.15648,0.60117,0.42969,0.019531,0.72461,47.523
387.75,-0.15403,0.59726,0.43555,0,0.73047,46.936
387.76,-0.14914,0.59335,0.40039,-0.044922,0.7207,46.154
387.77,-0.1467,0.58847,0.39062,-0.074219,0.70898,45.567
387.78,-0.14181,0.58358,0.39062,-0.089844,0.71484,45.176
387.78,-0.13936,0.57869,0.38477,-0.09375,0.70898,44.589
387.79,-0.13447,0.57283,0.39062,-0.09375,0.72461,44.198
387.8,-0.13203,0.56696,0.38086,-0.089844,0.71484,43.807
387.81,-0.12714,0.56207,0.40039,-0.058594,0.73438,43.416
387.82,-0.12225,0.55816,0.43555,0.019531,0.75391,43.025
387.82,-0.11491,0.55425,0.2207,0.30078,0.089844,42.634
387.83,-0.10758,0.55132,0.12109,0.99414,-0.44922,42.243
387.84,-0.10024,0.54741,0.26953,1.4082,-0.49805,41.851
387.85,-0.090465,0.5435,0.39453,1.4141,-0.44336,41.656
387.86,-0.07824,0.53959,0.28516,0.7793,-0.31445,41.265
387.86,-0.066015,0.53568,0.25,0.32422,0.15625,41.069
387.87,-0.05379,0.53177,0.43945,-0.044922,0.74023,40.678
387.88,-0.041565,0.52688,0.4707,-0.22461,0.96484,40.482
387.89,-0.02934,0.52395,0.47461,-0.25977,0.99023,40.091
387.9,-0.017115,0.52199,0.46484,-0.27344,0.99414,39.896
387.9,-0.00489,0.52004,0.46484,-0.27344,0.99023,39.505
387.91,0.00978,0.51808,0.46094,-0.27344,0.98438,39.309
387.92,0.026895,0.51417,0.46094,-0.27344,0.98438,39.113
387.93,0.04401,0.51026,0.46094,-0.2793,0.98438,38.918
387.94,0.061125,0.50733,0.46484,-0.26367,0.98438,38.722
387.94,0.07824,0.50342,0.46094,-0.25977,0.98438,38.527
387.95,0.095355,0.49756,0.46484,-0.26367,0.97461,38.331
387.96,0.11247,0.49267,0.46094,-0.25977,0.98438,38.136
387.97,0.12714,0.48778,0.46094,-0.25977,0.97461,38.136
387.98,0.14425,0.48289,0.46094,-0.25977,0.97461,37.94
387.98,0.16137,0.47898,0.46484,-0.25391,0.96875,37.744
387.99,0.17848,0.47605,0.46094,-0.24414,0.96875,37.744
388,0.19804,0.47214,0.46484,-0.24414,0.96875,37.549
388.01,0.21516,0.46921,0.4707,-0.24023,0.98438,37.549
388.02,0.23472,0.46628,0.46484,-0.24023,0.98438,37.353
388.02,0.25428,0.46334,0.48438,-0.23438,1,37.158
388.03,0.27384,0.46041,0.48438,-0.23438,1.0039,36.962
388.04,0.29095,0.45846,0.50586,-0.23438,1.0293,36.571
388.05,0.30807,0.45552,0.51562,-0.23438,1.0391,36.376
388.06,0.32274,0.45161,0.5293,-0.22852,1.0586,35.984
388.06,0.33741,0.4477,0.54492,-0.21875,1.0801,35.789
388.07,0.35452,0.44282,0.58984,-0.19336,1.125,35.398
388.08,0.37164,0.43891,0.60547,-0.18945,1.1484,35.398
388.09,0.38875,0.43597,0.60938,-0.18945,1.1602,36.18
388.1,0.40587,0.43402,0.59961,-0.16016,1.1836,37.94
388.1,0.42054,0.43206,0.625,-0.11914,1.2148,41.46
388.11,0.43765,0.43109,0.62891,-0.070312,1.2188,47.132
388.12,0.45232,0.42913,0.60547,-0.035156,1.1738,54.759
388.13,0.46699,0.42815,0.57422,-0.029297,1.1348,63.95
388.14,0.48411,0.42717,0.53906,-0.029297,1.0703,73.924
388.14,0.49878,0.4262,0.48047,-0.048828,0.97461,84.289
388.15,0.51589,0.42522,0.43945,-0.035156,0.88477,94.459
388.16,0.53056,0.42326,0.40039,-0.025391,0.80469,104.04
388.17,0.54523,0.42229,0.37109,-0.025391,0.73047,112.45
388.18,0.56235,0.42033,0.3457,-0.019531,0.67969,119.1
388.18,0.57702,0.4174,0.33594,-0.029297,0.64453,123.79
388.19,0.59169,0.41447,0.32422,-0.044922,0.62891,126.73
388.2,0.60391,0.41153,0.32031,-0.054688,0.625,127.51
388.21,0.61858,0.40958,0.32031,-0.048828,0.625,126.73
388.22,0.62836,0.40762,0.31445,-0.058594,0.625,124.58
388.22,0.64059,0.40567,0.32031,-0.058594,0.62891,121.25
388.23,0.65037,0.40371,0.32031,-0.064453,0.625,117.14
388.24,0.66015,0.40371,0.35938,-0.0039062,0.66406,112.26
388.25,0.66993,0.40371,0.38477,0.17969,0.66992,107.17
388.26,0.67726,0.40274,0.2793,0.63477,0.085938,101.89
388.26,0.6846,0.40176,0.35938,1.0996,-0.14453,96.61
388.27,0.69438,0.40078,0.63477,1.1445,0.019531,91.525
388.28,0.69927,0.3998,0.66406,0.87891,0.035156,86.636
388.29,0.7066,0.39785,0.375,0.6543,-0.058594,82.334
388.3,0.71149,0.39589,0.37109,0.15039,0.56055,78.227
388.3,0.71883,0.39296,0.41602,-0.13477,0.84961,74.707
388.31,0.72372,0.39101,0.41016,-0.20898,0.88867,71.578
388.32,0.73105,0.38905,0.41016,-0.22461,0.88477,69.035
388.33,0.73839,0.38807,0.39453,-0.24023,0.88477,66.688
388.34,0.74817,0.38807,0.4043,-0.24414,0.88477,64.733
388.34,0.75795,0.38905,0.41016,-0.24023,0.88867,63.168
388.35,0.76773,0.38905,0.41016,-0.23438,0.88867,61.799
388.36,0.77506,0.38905,0.41602,-0.22852,0.88867,60.626
388.37,0.78484,0.39101,0.41016,-0.21875,0.88867,59.648
388.38,0.79462,0.39296,0.41602,-0.21484,0.88867,58.866
388.38,0.80196,0.39785,0.41602,-0.22461,0.89453,58.279
388.39,0.81174,0.40567,0.41992,-0.21484,0.90039,57.888
388.4,0.82152,0.41447,0.41602,-0.21484,0.9043,57.692
388.41,0.83374,0.4262,0.42969,-0.20898,0.91406,57.692
388.42,0.84352,0.43891,0.43555,-0.20508,0.91992,57.692
388.42,0.8533,0.45455,0.43945,-0.19336,0.92969,57.692
388.43,0.86308,0.47214,0.43555,-0.19336,0.93555,57.497
388.44,0.87286,0.48876,0.44922,-0.17969,0.95508,57.301
388.45,0.8802,0.5044,0.46094,-0.17383,0.96875,57.106
388.46,0.88998,0.52199,0.46484,-0.16406,0.99023,56.715
388.46,0.89976,0.54057,0.47461,-0.16406,1.0098,56.128
388.47,0.90954,0.55718,0.48438,-0.14844,1.0293,55.541
388.48,0.92176,0.57185,0.49023,-0.14453,1.0547,54.954
388.49,0.93154,0.58456,0.49414,-0.13867,1.0742,54.368
388.5,0.94132,0.59531,0.49414,-0.13867,1.0898,53.585
388.5,0.94866,0.60215,0.50977,-0.11914,1.0996,52.999
388.51,0.95844,0.60606,0.50977,-0.10938,1.1035,52.216
388.52,0.96577,0.60802,0.51562,-0.080078,1.0898,51.825
388.53,0.97555,0.60802,0.50586,-0.054688,1.0645,51.239
388.54,0.98289,0.60704,0.49414,-0.029297,1,50.847
388.54,0.99022,0.60606,0.46484,-0.0097656,0.92383,50.456
388.55,0.99756,0.60411,0.43945,0,0.83398,50.065
388.56,1.0049,0.6002,0.41016,-0.0039062,0.76562,49.87
388.57,1.0122,0.59726,0.38477,-0.0097656,0.69922,49.87
388.58,1.0196,0.59238,0.35938,-0.025391,0.66992,50.261
388.58,1.0269,0.58749,0.35547,-0.029297,0.64062,51.043
388.59,1.0318,0.58162,0.3457,-0.044922,0.62891,52.412
388.6,1.0391,0.57576,0.3457,-0.048828,0.62891,53.977
388.61,1.044,0.56891,0.3457,-0.048828,0.62891,55.737
388.62,1.0489,0.56207,0.33984,-0.054688,0.62891,57.106
388.62,1.0562,0.55523,0.34961,-0.048828,0.64062,58.083
388.63,1.0636,0.54839,0.3457,-0.054688,0.64062,58.67
388.64,1.0709,0.54252,0.35547,-0.048828,0.65039,58.866
388.65,1.0782,0.53666,0.34961,-0.070312,0.6543,58.475
388.66,1.088,0.53177,0.35938,-0.058594,0.65039,57.888
388.66,1.0954,0.52688,0.34961,-0.054688,0.6543,56.91
388.67,1.1027,0.52297,0.35938,-0.048828,0.6543,55.737
388.68,1.11,0.52102,0.34961,-0.064453,0.66016,54.368
388.69,1.1174,0.51808,0.36523,-0.054688,0.66992,52.803
388.7,1.1222,0.51515,0.36523,-0.064453,0.66992,51.239
388.7,1.1296,0.51124,0.36523,-0.054688,0.66406,49.479
388.71,1.1345,0.50635,0.36523,-0.048828,0.67578,47.914
388.72,1.1418,0.50147,0.37109,-0.054688,0.66992,46.349
388.73,1.1467,0.49756,0.36523,-0.048828,0.67578,44.98
388.74,1.154,0.49267,0.36523,-0.058594,0.66406,43.807
388.74,1.1589,0.48876,0.35547,-0.064453,0.66406,42.634
388.75,1.1663,0.48485,0.36523,-0.070312,0.66992,41.656
388.76,1.1711,0.47996,0.35938,-0.058594,0.66406,40.874
388.77,1.176,0.47605,0.37109,-0.054688,0.66406,40.287
388.78,1.1834,0.47312,0.36523,-0.048828,0.66992,39.7
388.78,1.1883,0.47019,0.36523,-0.058594,0.66406,39.505
388.79,1.1956,0.46921,0.37109,-0.048828,0.67578,39.113
388.8,1.2005,0.46725,0.36523,-0.058594,0.66992,38.918
388.81,1.2054,0.46628,0.375,-0.048828,0.67578,38.722
388.82,1.2103,0.46432,0.36523,-0.048828,0.67578,38.527
388.82,1.2152,0.46237,0.375,-0.044922,0.67969,38.527
388.83,1.22,0.45943,0.375,-0.048828,0.67578,38.331
388.84,1.2225,0.4565,0.37109,-0.044922,0.67969,38.331
388.85,1.2274,0.45455,0.36523,-0.048828,0.67969,38.136
388.86,1.2298,0.45357,0.375,-0.044922,0.68555,37.94
388.86,1.2323,0.45259,0.36523,-0.048828,0.67969,37.94
388.87,1.2347,0.45259,0.375,-0.039062,0.68555,37.744
388.88,1.2372,0.45161,0.36523,-0.048828,0.68555,37.744
388.89,1.2372,0.45161,0.38086,-0.039062,0.68945,37.549
388.9,1.2396,0.45161,0.375,-0.044922,0.69531,37.549
388.9,1.2396,0.45259,0.38086,-0.035156,0.68945,37.353
388.91,1.2421,0.45259,0.375,-0.044922,0.68945,37.353
388.92,1.2421,0.45357,0.375,-0.048828,0.68555,37.158
388.93,1.2421,0.45357,0.38086,-0.044922,0.69531,37.158
388.94,1.2445,0.45357,0.38477,-0.039062,0.69531,36.962
388.94,1.2445,0.45259,0.375,-0.039062,0.69922,36.962
388.95,1.2445,0.45064,0.38477,-0.035156,0.69922,36.767
388.96,1.2445,0.44868,0.39062,-0.029297,0.69922,36.767
388.97,1.2445,0.44575,0.38477,-0.025391,0.69531,36.571
388.98,1.2445,0.44282,0.38477,-0.029297,0.70508,36.376
388.98,1.2445,0.43988,0.39062,-0.029297,0.69922,36.18
388.99,1.2445,0.43597,0.38477,-0.035156,0.70508,35.984
389,1.2445,0.43304,0.39062,-0.035156,0.69922,35.789
389.01,1.2445,0.43011,0.39062,-0.025391,0.70898,35.593
389.02,1.2445,0.4262,0.39062,-0.029297,0.70508,35.398
389.02,1.2445,0.42326,0.39062,-0.025391,0.70898,35.398
389.03,1.2445,0.42033,0.40039,-0.019531,0.71484,35.007
389.04,1.2469,0.4174,0.41602,0.015625,0.73438,34.811
389.05,1.2469,0.41447,0.42578,0.050781,0.74414,34.615
389.06,1.2494,0.41153,0.43945,0.076172,0.75391,34.42
389.06,1.2518,0.4086,0.45508,0.11133,0.76953,34.029
389.07,1.2543,0.40567,0.43555,0.099609,0.73047,33.833
389.08,1.2543,0.40371,0.40039,0.070312,0.69531,33.833
389.09,1.2567,0.40176,0.40039,0.060547,0.69531,33.638
389.1,1.2592,0.40078,0.41016,0.015625,0.69922,33.442
389.1,1.2616,0.39883,0.4043,0.0097656,0.69531,33.246
389.11,1.2616,0.39687,0.41016,0.041016,0.71484,33.051
389.12,1.2641,0.39589,0.43945,0.044922,0.73438,32.855
389.13,1.2665,0.39394,0.41016,0.0097656,0.74023,32.66
389.14,1.2689,0.39296,0.39453,-0.035156,0.72461,32.464
389.14,1.2714,0.39198,0.39062,-0.070312,0.72461,32.269
389.15,1.2714,0.39003,0.39453,-0.074219,0.72461,32.269
389.16,1.2738,0.38807,0.39062,-0.074219,0.73047,32.073
389.17,1.2763,0.38514,0.39453,-0.064453,0.72461,31.877
389.18,1.2763,0.38221,0.39062,-0.054688,0.72461,31.682
389.18,1.2763,0.38025,0.43945,0.015625,0.75977,31.682
389.19,1.2763,0.3783,0.44531,0.16016,0.48047,31.486
389.2,1.2787,0.37732,0.17578,0.70898,-0.16406,31.486
389.21,1.2763,0.37732,0.15625,1.375,-0.49805,31.291
389.22,1.2763,0.37634,0.375,1.5,-0.46484,31.095
389.22,1.2763,0.37634,0.41016,1.1445,-0.31836,30.9
389.23,1.2738,0.37732,0.25977,0.63477,-0.10352,30.9
389.24,1.2738,0.37732,0.38477,0.15625,0.5,30.704
389.25,1.2714,0.37732,0.46094,-0.11523,0.88477,30.704
