Time [s], RESP, PLETH, II, V, AVR, ABP
439.13,-0.29819,0.68817,-0.074219,0.98235,0.95686,52.999
439.14,-0.29819,0.70381,-0.044922,0.96667,0.93725,53.194
439.14,-0.3012,0.71457,-0.0097656,0.92549,0.92549,53.194
439.15,-0.3012,0.72043,0.080078,0.84118,0.87059,53.194
439.16,-0.3012,0.72239,0.10547,0.80588,0.84118,53.194
439.17,-0.3012,0.71945,-0.058594,0.69608,0.87059,52.999
439.18,-0.3012,0.71457,-0.18359,0.59608,0.8902,52.803
439.18,-0.3012,0.70674,-0.25,0.5902,0.95686,52.608
439.19,-0.3012,0.69599,-0.34375,0.85098,1.0863,52.412
439.2,-0.3012,0.68133,-0.22461,1.0059,1.0961,52.216
439.21,-0.3012,0.66471,-0.10938,1.0314,0.98627,52.021
439.22,-0.3012,0.64516,-0.070312,1.0471,0.96667,51.825
439.22,-0.3012,0.62366,-0.054688,1.0569,0.96078,51.63
439.23,-0.3012,0.60117,-0.048828,1.051,0.95686,51.434
439.24,-0.3012,0.57771,-0.039062,1.0569,0.95098,51.239
439.25,-0.3012,0.55327,-0.044922,1.051,0.94706,51.043
439.26,-0.3012,0.53275,-0.029297,1.051,0.94118,50.652
439.26,-0.3012,0.5132,-0.035156,1.0471,0.94706,50.456
439.27,-0.3012,0.49267,-0.013672,1.0471,0.94118,50.261
439.28,-0.29819,0.47214,-0.025391,1.0471,0.94706,49.87
439.29,-0.29819,0.45357,-0.019531,1.0471,0.94118,49.479
439.3,-0.29819,0.43695,-0.029297,1.0471,0.94118,49.087
439.3,-0.29819,0.42229,-0.013672,1.0412,0.93137,48.892
439.31,-0.29819,0.40958,-0.019531,1.0412,0.94118,48.501
439.32,-0.29819,0.3998,-0.0097656,1.0373,0.93725,48.11
439.33,-0.29819,0.39101,-0.019531,1.0412,0.94118,47.718
439.34,-0.29518,0.38416,0,1.0412,0.92157,47.523
439.34,-0.29518,0.37928,-0.0097656,1.0471,0.92549,47.132
439.35,-0.29518,0.37537,0.0058594,1.0412,0.91569,46.545
439.36,-0.29518,0.37341,0.0097656,1.051,0.91569,46.154
439.37,-0.29217,0.37243,0,1.051,0.91176,45.763
439.38,-0.29217,0.37243,0.019531,1.0569,0.90588,45.372
439.38,-0.28916,0.37243,0.035156,1.0608,0.89608,44.98
439.39,-0.28916,0.37243,0.03125,1.0725,0.89608,44.589
439.4,-0.28916,0.37243,0.044922,1.0725,0.8902,44.394
439.41,-0.28916,0.37146,0.054688,1.0765,0.88627,44.198
439.42,-0.28614,0.37048,0.050781,1.0725,0.8902,44.198
439.42,-0.28313,0.3695,0.070312,1.0725,0.87647,44.589
439.43,-0.28313,0.36755,0.060547,1.0471,0.87059,45.958
439.44,-0.28012,0.36559,0.070312,1.0412,0.86667,48.696
439.45,-0.27711,0.36364,0.060547,1.0157,0.87647,52.803
439.46,-0.27711,0.36168,0.050781,1.0059,0.87059,58.279
439.46,-0.2741,0.3607,0.03125,0.99216,0.8902,64.342
439.47,-0.2741,0.35875,0.035156,0.98235,0.88627,70.795
439.48,-0.2741,0.35679,0.015625,0.97059,0.89608,76.858
439.49,-0.2741,0.35386,0.0097656,0.96667,0.8902,82.529
439.5,-0.2741,0.35093,-0.013672,0.97059,0.91569,87.027
439.5,-0.2741,0.348,-0.013672,0.96078,0.91176,90.548
439.51,-0.2741,0.34409,-0.025391,0.97059,0.91569,92.894
439.52,-0.27711,0.34018,-0.025391,0.96078,0.91569,94.459
439.53,-0.27711,0.33627,-0.039062,0.97059,0.93137,95.046
439.54,-0.28012,0.33236,-0.025391,0.96667,0.92157,95.241
439.54,-0.28313,0.32845,-0.035156,0.97059,0.93137,95.046
439.55,-0.28614,0.32551,-0.025391,0.96078,0.91569,94.263
439.56,-0.28614,0.32258,-0.035156,0.96667,0.92549,93.286
439.57,-0.28916,0.32063,-0.025391,0.96667,0.91569,91.917
439.58,-0.29217,0.31867,-0.029297,0.96667,0.91569,90.352
439.58,-0.29217,0.31672,-0.025391,0.96078,0.92157,88.592
439.59,-0.29518,0.31476,-0.029297,0.96667,0.91569,86.245
439.6,-0.29518,0.31183,-0.025391,0.96078,0.91569,83.898
439.61,-0.29819,0.30987,-0.029297,0.96667,0.91569,81.16
439.62,-0.29819,0.30792,-0.035156,0.96667,0.92549,78.031
439.62,-0.3012,0.30596,-0.025391,0.97059,0.91569,74.902
439.63,-0.3012,0.30303,-0.039062,0.96078,0.92549,71.773
439.64,-0.3012,0.3001,-0.029297,0.97647,0.91569,68.449
439.65,-0.3012,0.29717,-0.048828,0.97059,0.92549,65.319
439.66,-0.3012,0.29521,-0.039062,0.97059,0.92157,62.386
439.66,-0.29819,0.29326,-0.048828,0.96667,0.92549,59.648
439.67,-0.29819,0.2913,-0.029297,0.97647,0.91569,57.301
439.68,-0.29819,0.28935,-0.035156,0.97647,0.91569,55.541
439.69,-0.29819,0.28837,-0.013672,0.99216,0.90588,53.977
439.7,-0.29518,0.28935,-0.019531,0.99608,0.90196,52.803
439.7,-0.29518,0.29326,0.0058594,0.99608,0.8902,51.825
439.71,-0.29518,0.3001,-0.025391,0.97059,0.91176,51.239
439.72,-0.29217,0.31281,-0.025391,0.95686,0.90588,50.847
439.73,-0.29217,0.32942,-0.035156,0.95098,0.90588,50.652
439.74,-0.29217,0.35093,-0.025391,0.94706,0.90196,50.456
439.74,-0.28916,0.37732,-0.025391,0.95686,0.90196,50.652
439.75,-0.28916,0.40762,-0.019531,0.97059,0.90588,50.652
439.76,-0.28916,0.43695,-0.029297,0.98235,0.90196,50.847
439.77,-0.28916,0.46432,-0.048828,0.98235,0.93137,51.043
439.78,-0.28916,0.49658,-0.080078,0.98627,0.95098,51.434
439.78,-0.28916,0.52981,-0.083984,0.98235,0.96078,51.63
439.79,-0.28916,0.56207,-0.080078,0.98235,0.95098,51.825
439.8,-0.28916,0.59238,-0.083984,0.98235,0.96078,52.216
439.81,-0.28916,0.62072,-0.074219,0.99216,0.94706,52.216
439.82,-0.28916,0.64516,-0.09375,0.98235,0.96078,52.412
439.82,-0.28916,0.66569,-0.074219,0.98627,0.95686,52.608
439.83,-0.28916,0.68328,-0.083984,0.97059,0.96078,52.608
439.84,-0.28916,0.69599,-0.029297,0.94706,0.93725,52.608
439.85,-0.28916,0.70381,0.044922,0.86667,0.8902,52.608
439.86,-0.28916,0.70577,0.099609,0.8,0.82549,52.412
439.86,-0.28614,0.70479,-0.035156,0.73137,0.86667,52.216
439.87,-0.28614,0.70088,-0.1543,0.57451,0.88039,52.216
439.88,-0.28614,0.69404,-0.24023,0.5549,0.93725,52.021
439.89,-0.28313,0.68426,-0.32422,0.78039,1.0667,51.825
439.9,-0.28313,0.67155,-0.34375,0.98235,1.102,51.434
439.9,-0.28012,0.65494,-0.10938,1.0157,0.98627,51.239
439.91,-0.28012,0.63636,-0.080078,1.0471,0.97059,51.043
439.92,-0.27711,0.61681,-0.048828,1.0667,0.96078,50.847
439.93,-0.27711,0.59531,-0.048828,1.0608,0.95686,50.652
439.94,-0.2741,0.57283,-0.035156,1.0569,0.94706,50.456
439.94,-0.2741,0.54936,-0.039062,1.0667,0.94706,50.261
439.95,-0.27108,0.5259,-0.025391,1.051,0.94118,49.87
439.96,-0.27108,0.50538,-0.039062,1.0608,0.94706,49.674
439.97,-0.26807,0.48778,-0.013672,1.0471,0.93137,49.283
439.98,-0.26807,0.47019,-0.019531,1.051,0.92549,49.087
439.98,-0.26807,0.45161,-0.019531,1.051,0.93725,48.696
439.99,-0.26506,0.435,-0.025391,1.0608,0.94118,48.305
440,-0.26506,0.42033,-0.0097656,1.0471,0.92549,47.914
440.01,-0.26506,0.40665,-0.013672,1.0569,0.93137,47.718
440.02,-0.26506,0.39589,0,1.0471,0.91569,47.327
440.02,-0.26506,0.38612,0.0097656,1.0471,0.91569,46.936
440.03,-0.26205,0.37928,0.015625,1.0412,0.91176,46.545
440.04,-0.26205,0.37341,0,1.0569,0.91569,46.154
440.05,-0.26205,0.36852,0.015625,1.0471,0.91176,45.958
440.06,-0.26205,0.36657,0.025391,1.051,0.90196,45.372
440.06,-0.26205,0.36461,0.015625,1.0608,0.90588,44.98
440.07,-0.26205,0.36266,0.025391,1.0667,0.89608,44.589
440.08,-0.25904,0.36168,0.035156,1.0725,0.8902,44.198
440.09,-0.25904,0.35973,0.044922,1.0863,0.8902,43.807
440.1,-0.25602,0.35875,0.041016,1.0922,0.88627,43.416
440.1,-0.25301,0.35777,0.070312,1.0824,0.87059,43.025
440.11,-0.25,0.35679,0.064453,1.0863,0.87647,43.025
440.12,-0.25,0.35484,0.089844,1.0667,0.86078,43.22
440.13,-0.24699,0.35288,0.076172,1.0569,0.86667,44.198
440.14,-0.24398,0.35093,0.089844,1.0412,0.85098,46.154
440.14,-0.24096,0.34897,0.070312,1.0216,0.86667,49.479
440.15,-0.23795,0.34604,0.064453,1.0118,0.86667,54.172
440.16,-0.23494,0.34409,0.050781,1.002,0.87647,59.844
440.17,-0.22892,0.34213,0.064453,0.97647,0.86667,66.102
440.18,-0.2259,0.3392,0.041016,0.97647,0.88627,72.555
440.18,-0.22289,0.33627,0.019531,0.97059,0.8902,78.422
440.19,-0.21687,0.33333,0,0.97647,0.90588,83.507
440.2,-0.21386,0.3304,0,0.97059,0.90588,87.614
440.21,-0.21084,0.32551,-0.0097656,0.97647,0.91569,90.743
440.22,-0.20783,0.32063,-0.019531,0.96667,0.91569,92.699
440.22,-0.20482,0.31672,-0.0039062,0.96667,0.91569,93.872
440.23,-0.20181,0.31281,-0.025391,0.96078,0.92157,94.459
440.24,-0.1988,0.30987,-0.019531,0.97647,0.91569,94.263
440.25,-0.19578,0.30596,-0.025391,0.95686,0.92549,93.677
440.26,-0.19277,0.30401,-0.0097656,0.95098,0.91569,92.894
440.26,-0.18976,0.30205,-0.029297,0.96667,0.93137,91.721
440.27,-0.18675,0.29814,-0.025391,0.97059,0.92157,90.157
440.28,-0.18373,0.29521,-0.035156,0.96078,0.93725,88.201
440.29,-0.18373,0.2913,-0.025391,0.97059,0.92157,86.05
440.3,-0.18072,0.28837,-0.029297,0.96667,0.92549,83.703
440.3,-0.17771,0.28641,-0.019531,0.96667,0.92157,80.965
440.31,-0.1747,0.28348,-0.029297,0.96667,0.93137,78.031
440.32,-0.17169,0.28152,-0.025391,0.96667,0.92157,74.902
440.33,-0.16566,0.27957,-0.029297,0.96667,0.92549,71.578
440.34,-0.16265,0.27664,-0.025391,0.96667,0.92157,68.253
440.34,-0.15964,0.2737,-0.035156,0.97059,0.92549,64.928
440.35,-0.15361,0.27077,-0.0039062,0.96078,0.91569,61.799
440.36,-0.1506,0.26882,-0.035156,0.97647,0.92549,58.866
440.37,-0.14759,0.26784,-0.044922,0.97647,0.93137,56.323
440.38,-0.14157,0.26491,-0.025391,0.98235,0.91569,54.368
440.38,-0.13554,0.26295,0.015625,0.97647,0.90196,52.608
440.39,-0.12952,0.261,0.0058594,0.99216,0.89608,51.434
440.4,-0.12349,0.26197,0,0.97647,0.90588,50.456
440.41,-0.11446,0.26588,-0.019531,0.95686,0.90196,49.674
440.42,-0.10843,0.2737,-0.029297,0.94706,0.92157,49.283
440.42,-0.099398,0.28739,0,0.94118,0.89608,49.087
440.43,-0.093373,0.30596,-0.025391,0.94118,0.90588,49.087
440.44,-0.087349,0.3304,0.0058594,0.96667,0.8902,49.283
440.45,-0.078313,0.35777,0.0058594,0.97647,0.89608,49.479
440.46,-0.072289,0.38514,-0.0097656,0.98235,0.92157,49.674
440.46,-0.066265,0.41251,-0.054688,0.97647,0.94118,50.065
440.47,-0.057229,0.44379,-0.048828,0.97647,0.94118,50.456
440.48,-0.051205,0.47703,-0.048828,0.97059,0.94118,50.652
440.49,-0.042169,0.50929,-0.058594,0.98235,0.94118,51.043
440.5,-0.036145,0.53959,-0.070312,0.97647,0.95098,51.239
440.5,-0.03012,0.56794,-0.048828,0.98235,0.94118,51.434
440.51,-0.021084,0.59335,-0.070312,0.98627,0.95098,51.63
440.52,-0.01506,0.61584,-0.048828,0.98235,0.94706,51.825
440.53,-0.0090361,0.63441,-0.054688,0.97059,0.94118,52.021
440.54,-0.0030121,0.64907,0.0097656,0.92549,0.91176,52.021
440.54,0.0060241,0.65885,0.080078,0.8451,0.86667,52.021
440.55,0.012048,0.66471,0.015625,0.84118,0.85098,51.825
440.56,0.021084,0.66569,-0.089844,0.6902,0.88627,51.63
440.57,0.03012,0.66471,-0.13477,0.61569,0.8902,51.63
440.58,0.039157,0.65982,-0.22852,0.7,0.99216,51.434
440.58,0.048193,0.65103,-0.2793,0.88627,1.0725,51.239
440.59,0.060241,0.6393,-0.14844,0.99216,1.0118,51.043
440.6,0.069277,0.62366,-0.054688,1.0157,0.95686,50.847
440.61,0.078313,0.60508,-0.025391,1.0471,0.94118,50.652
440.62,0.084337,0.58456,-0.013672,1.0471,0.93137,50.652
440.62,0.093373,0.56109,-0.0039062,1.0471,0.92549,50.456
440.63,0.10241,0.53763,-0.0097656,1.0412,0.92157,50.261
440.64,0.11145,0.5132,0.0058594,1.0471,0.91569,50.065
440.65,0.11747,0.48876,0,1.0373,0.91569,49.87
440.66,0.12651,0.46823,0.0097656,1.0373,0.91176,49.674
440.66,0.13554,0.45064,0,1.0275,0.91569,49.283
440.67,0.14157,0.43109,0.0097656,1.0314,0.91176,49.087
440.68,0.1506,0.41153,0,1.0216,0.91569,48.892
440.69,0.15663,0.39394,0.0097656,1.0275,0.91176,48.696
440.7,0.16265,0.37732,0,1.0216,0.91569,48.305
440.7,0.17169,0.36168,0.015625,1.0275,0.91176,48.11
440.71,0.17771,0.348,0.0058594,1.0216,0.91569,47.718
440.72,0.18675,0.33724,0.019531,1.0216,0.90588,47.523
440.73,0.19277,0.32942,0.0097656,1.0216,0.91569,47.132
440.74,0.20181,0.32454,0.019531,1.0216,0.90588,46.741
440.74,0.20783,0.32063,0.019531,1.0275,0.91176,46.349
440.75,0.21687,0.31867,0.03125,1.0216,0.90196,45.958
440.76,0.22289,0.31769,0.025391,1.0373,0.90588,45.567
440.77,0.22892,0.31672,0.044922,1.0373,0.8902,45.176
440.78,0.23494,0.31574,0.035156,1.0471,0.89608,44.785
440.78,0.24096,0.31476,0.044922,1.0471,0.8902,44.589
440.79,0.24398,0.31378,0.050781,1.051,0.8902,44.589
440.8,0.25,0.31281,0.044922,1.0471,0.88627,44.394
440.81,0.25301,0.31281,0.060547,1.0471,0.88039,44.589
440.82,0.25602,0.31183,0.050781,1.0314,0.8902,45.567
440.82,0.25602,0.30987,0.070312,1.0275,0.87647,47.132
440.83,0.25602,0.3089,0.054688,1.0059,0.88039,50.261
440.84,0.25602,0.30694,0.064453,1.002,0.87059,54.563
440.85,0.25602,0.30401,0.044922,0.97647,0.8902,60.039
440.86,0.25,0.30303,0.035156,0.97647,0.88627,66.297
440.86,0.24699,0.30205,0.019531,0.96667,0.89608,72.751
440.87,0.23795,0.3001,0.015625,0.96667,0.90196,79.009
440.88,0.22892,0.29619,-0.0039062,0.95686,0.91569,84.681
440.89,0.21386,0.29228,0,0.96078,0.91569,89.179
440.9,0.20181,0.28837,-0.019531,0.95686,0.92549,92.699
440.9,0.18675,0.28446,-0.025391,0.96078,0.92157,95.241
440.91,0.16867,0.27957,-0.035156,0.96078,0.94118,96.61
440.92,0.15361,0.27664,-0.029297,0.96078,0.93725,97.393
440.93,0.13554,0.27273,-0.039062,0.95686,0.94118,97.393
440.94,0.12048,0.26979,-0.035156,0.96078,0.93725,96.806
440.94,0.10241,0.26588,-0.048828,0.96078,0.94118,95.828
440.95,0.087349,0.26393,-0.044922,0.95686,0.94118,94.655
440.96,0.069277,0.26295,-0.048828,0.96078,0.94118,93.09
440.97,0.051205,0.261,-0.044922,0.95686,0.94706,91.33
440.98,0.033133,0.25904,-0.048828,0.95686,0.94118,89.179
440.98,0.018072,0.25709,-0.035156,0.95098,0.92549,86.832
440.99,0.0030121,0.25415,-0.044922,0.95686,0.93725,84.289
441,-0.012048,0.25122,-0.029297,0.95686,0.92157,81.552
441.01,-0.024096,0.24829,-0.025391,0.96667,0.92549,78.422
441.02,-0.036145,0.24633,-0.039062,0.96078,0.92549,75.098
441.02,-0.048193,0.24438,-0.035156,0.96667,0.93137,71.969
441.03,-0.057229,0.24242,-0.048828,0.96078,0.94118,68.644
441.04,-0.069277,0.24145,-0.035156,0.96667,0.93137,65.515
441.05,-0.078313,0.23949,-0.048828,0.96078,0.93725,62.582
441.06,-0.087349,0.23851,-0.039062,0.96667,0.93137,59.844
441.06,-0.093373,0.23851,-0.044922,0.96667,0.93725,57.692
441.07,-0.10241,0.23851,-0.013672,0.97647,0.91569,55.932
441.08,-0.10843,0.23949,-0.0097656,0.97647,0.91176,54.563
441.09,-0.11446,0.24145,0.0058594,0.97647,0.90196,53.585
441.1,-0.12048,0.24731,0,0.98627,0.90196,52.803
441.1,-0.12651,0.25611,0.0058594,0.97059,0.90588,52.216
441.11,-0.12952,0.27175,-0.029297,0.95098,0.91569,52.021
441.12,-0.13554,0.2913,-0.019531,0.95098,0.90196,51.825
441.13,-0.14157,0.31769,-0.025391,0.95098,0.90588,51.825
441.14,-0.14458,0.348,-0.0039062,0.94706,0.89608,52.021
441.14,-0.1506,0.38221,-0.0039062,0.97647,0.89608,52.021
441.15,-0.15361,0.41349,0.0097656,0.97647,0.8902,52.216
441.16,-0.15663,0.44379,-0.029297,0.98235,0.92157,52.608
441.17,-0.15964,0.47801,-0.054688,0.97647,0.94118,52.803
441.18,-0.16265,0.51417,-0.074219,0.98235,0.94706,52.999
441.18,-0.16265,0.54839,-0.058594,0.97647,0.94118,53.39
441.19,-0.16566,0.58162,-0.070312,0.98235,0.94706,53.585
441.2,-0.16867,0.61095,-0.064453,0.98235,0.95098,53.781
441.21,-0.16867,0.63734,-0.054688,0.98235,0.94118,53.781
441.22,-0.17169,0.65982,-0.064453,0.97647,0.94706,53.977
441.22,-0.17169,0.67742,-0.054688,0.97647,0.94118,53.977
441.23,-0.17169,0.69013,-0.0097656,0.94118,0.91569,53.977
441.24,-0.1747,0.69795,0.054688,0.88039,0.87647,53.781
441.25,-0.1747,0.70186,0.12109,0.81176,0.82157,53.781
441.26,-0.1747,0.70088,0,0.81569,0.85098,53.585
441.26,-0.1747,0.69697,-0.10938,0.62549,0.86078,53.39
441.27,-0.1747,0.6911,-0.19336,0.60588,0.90588,53.194
441.28,-0.1747,0.68035,-0.31836,0.7902,1.0471,52.803
441.29,-0.1747,0.66667,-0.33398,0.99608,1.0863,52.608
441.3,-0.1747,0.65005,-0.13477,1.0275,0.99608,52.412
441.3,-0.1747,0.63148,-0.070312,1.0471,0.96667,52.216
441.31,-0.1747,0.60997,-0.054688,1.0471,0.96078,52.021
441.32,-0.1747,0.58847,-0.039062,1.0471,0.95098,51.825
441.33,-0.1747,0.56598,-0.048828,1.0471,0.95686,51.63
441.34,-0.1747,0.5435,-0.035156,1.0471,0.94118,51.434
441.34,-0.17771,0.52102,-0.044922,1.0471,0.95098,51.239
441.35,-0.17771,0.50049,-0.029297,1.0471,0.94118,50.847
441.36,-0.18072,0.48387,-0.039062,1.0412,0.94706,50.652
441.37,-0.18072,0.46628,-0.025391,1.0412,0.94118,50.456
441.38,-0.18373,0.44966,-0.035156,1.0412,0.94118,50.261
441.38,-0.18675,0.43402,-0.019531,1.0412,0.93725,49.87
441.39,-0.18976,0.42229,-0.029297,1.0471,0.94118,49.479
441.4,-0.18976,0.41251,-0.019531,1.0412,0.93725,49.283
441.41,-0.19277,0.40371,-0.0097656,1.0471,0.93137,48.892
441.42,-0.19578,0.39785,-0.019531,1.0412,0.92549,48.696
441.42,-0.19578,0.39198,-0.0039062,1.0412,0.92157,48.305
441.43,-0.1988,0.38807,-0.013672,1.0412,0.91569,47.914
441.44,-0.1988,0.38514,0,1.0471,0.91569,47.523
441.45,-0.20181,0.38319,0.0058594,1.0471,0.91176,47.132
441.46,-0.20181,0.38319,0.015625,1.051,0.90588,46.741
441.46,-0.20181,0.38416,0.0097656,1.0569,0.90588,46.349
441.47,-0.20181,0.38514,0.019531,1.0667,0.90196,45.958
441.48,-0.20482,0.38612,0.019531,1.0725,0.91176,45.567
441.49,-0.20482,0.3871,0.03125,1.0765,0.89608,45.176
441.5,-0.20482,0.3871,0.025391,1.0725,0.90196,44.98
441.5,-0.20482,0.3871,0.044922,1.0765,0.8902,44.98
441.51,-0.20482,0.38612,0.044922,1.0725,0.8902,45.567
441.52,-0.20482,0.38514,0.054688,1.0608,0.88039,47.327
441.53,-0.20482,0.38416,0.050781,1.0412,0.88627,50.261
441.54,-0.20181,0.38319,0.050781,1.0216,0.88039,54.954
441.54,-0.20181,0.38123,0.044922,1.0059,0.88627,61.017
441.55,-0.20181,0.38025,0.050781,0.99608,0.87647,67.666
441.56,-0.20181,0.37928,0.025391,0.98627,0.88627,74.707
441.57,-0.20181,0.37732,0.03125,0.97647,0.88039,81.16
441.58,-0.20181,0.37537,0.0058594,0.97059,0.89608,86.832
441.58,-0.20181,0.37243,0.0097656,0.96667,0.89608,91.525
441.59,-0.20482,0.36852,-0.0097656,0.96667,0.90588,94.85
441.6,-0.20482,0.36461,-0.0039062,0.96078,0.91176,97.001
441.61,-0.20783,0.3607,-0.025391,0.96667,0.90588,98.37
441.62,-0.20783,0.35582,-0.013672,0.96078,0.91569,98.957
441.62,-0.21084,0.35191,-0.025391,0.96667,0.91569,98.957
441.63,-0.21386,0.34897,-0.029297,0.96078,0.92157,98.761
441.64,-0.21687,0.34702,-0.025391,0.96667,0.91569,97.979
441.65,-0.21988,0.34604,-0.039062,0.96078,0.93137,97.001
441.66,-0.2259,0.34506,-0.025391,0.96667,0.92157,95.828
441.66,-0.22892,0.34506,-0.039062,0.96078,0.93137,94.459
441.67,-0.23193,0.34311,-0.029297,0.96667,0.92157,92.503
441.68,-0.23494,0.34115,-0.035156,0.96078,0.92549,90.352
441.69,-0.24096,0.3392,-0.025391,0.96667,0.92157,88.005
441.7,-0.24398,0.33724,-0.029297,0.96667,0.92549,85.267
441.7,-0.25,0.33529,-0.029297,0.97059,0.92157,82.334
441.71,-0.25301,0.33333,-0.044922,0.96078,0.93725,79.205
441.72,-0.25602,0.33138,-0.029297,0.96667,0.92549,75.88
441.73,-0.26205,0.32942,-0.039062,0.96078,0.92549,72.555
441.74,-0.26506,0.32649,-0.029297,0.95686,0.91569,69.035
441.74,-0.26807,0.32356,-0.044922,0.96667,0.92549,65.906
441.75,-0.27108,0.3216,-0.029297,0.97059,0.91569,62.973
441.76,-0.27108,0.31965,-0.025391,0.96667,0.92157,60.43
441.77,-0.2741,0.31769,-0.0097656,0.97059,0.90588,58.279
441.78,-0.2741,0.31574,-0.0039062,0.97647,0.90588,56.519
441.78,-0.2741,0.31672,0.019531,0.97647,0.88627,55.15
441.79,-0.2741,0.32063,0.025391,0.98627,0.88039,54.172
441.8,-0.27711,0.32942,0.0097656,0.96667,0.88627,53.39
441.81,-0.27711,0.34409,-0.025391,0.96078,0.90588,52.803
441.82,-0.27711,0.36461,-0.013672,0.94706,0.8902,52.412
441.82,-0.27711,0.39003,-0.019531,0.94706,0.89608,52.412
441.83,-0.27711,0.42033,-0.0039062,0.94706,0.89608,52.412
441.84,-0.27711,0.45455,0,0.96667,0.89608,52.412
441.85,-0.27711,0.49071,0,0.96667,0.89608,52.608
441.86,-0.27711,0.52297,-0.025391,0.97647,0.92157,52.999
441.86,-0.27711,0.55327,-0.054688,0.96667,0.94118,53.194
441.87,-0.27711,0.58553,-0.058594,0.97059,0.94118,53.585
441.88,-0.27711,0.61877,-0.074219,0.97059,0.95098,53.781
441.89,-0.27711,0.65005,-0.070312,0.97059,0.94118,53.977
441.9,-0.27711,0.6784,-0.074219,0.97059,0.95686,54.172
441.9,-0.27711,0.70381,-0.070312,0.97059,0.94706,54.368
441.91,-0.27711,0.7263,-0.074219,0.97647,0.95686,54.563
441.92,-0.27711,0.74291,-0.070312,0.97059,0.95098,54.563
441.93,-0.27711,0.75562,-0.039062,0.94118,0.94118,54.759
441.94,-0.27711,0.76344,0.03125,0.88627,0.89608,54.759
441.94,-0.27711,0.76637,0.095703,0.8,0.8451,54.563
441.95,-0.27711,0.7654,-0.0097656,0.80588,0.84118,54.563
441.96,-0.27711,0.76051,-0.13477,0.6098,0.88039,54.368
441.97,-0.28012,0.75269,-0.19922,0.5902,0.90588,53.977
441.98,-0.28012,0.74194,-0.31836,0.73137,1.0373,53.781
441.98,-0.28012,0.72825,-0.35352,0.95686,1.0922,53.585
441.99,-0.28313,0.71163,-0.14844,1.0157,1.0059,53.39
442,-0.28313,0.69208,-0.080078,1.0314,0.96667,53.194
442.01,-0.28614,0.67058,-0.054688,1.0471,0.96078,52.803
442.02,-0.28614,0.64614,-0.039062,1.0471,0.94706,52.608
442.02,-0.28916,0.6217,-0.044922,1.0471,0.95098,52.412
442.03,-0.28916,0.59531,-0.048828,1.0471,0.95686,52.216
442.04,-0.29217,0.56989,-0.029297,1.0471,0.94118,51.825
442.05,-0.29217,0.5435,-0.044922,1.0412,0.95098,51.63
442.06,-0.29217,0.52102,-0.035156,1.0412,0.94706,51.239
442.06,-0.29518,0.50147,-0.044922,1.0412,0.95686,51.043
442.07,-0.29518,0.48094,-0.025391,1.0412,0.94118,50.652
442.08,-0.29518,0.46237,-0.035156,1.0412,0.94706,50.261
442.09,-0.29819,0.44477,-0.025391,1.0471,0.94118,50.065
442.1,-0.29819,0.42913,-0.025391,1.0373,0.93725,49.674
442.1,-0.29819,0.4174,-0.0097656,1.0412,0.92549,49.283
442.11,-0.29819,0.40762,-0.013672,1.0314,0.93137,48.892
442.12,-0.29819,0.39883,0,1.0412,0.91569,48.501
442.13,-0.29819,0.39296,-0.0039062,1.0471,0.92157,48.11
442.14,-0.29819,0.38807,0,1.0412,0.91569,47.718
442.14,-0.29518,0.38416,0,1.0471,0.91569,47.327
442.15,-0.29518,0.38221,0.015625,1.0412,0.90588,46.936
442.16,-0.29217,0.38123,0,1.0569,0.91569,46.545
442.17,-0.29217,0.38025,0.025391,1.051,0.89608,46.154
442.18,-0.28916,0.38025,0.025391,1.0725,0.90588,45.763
442.18,-0.28614,0.37928,0.044922,1.0725,0.8902,45.372
442.19,-0.28313,0.3783,0.044922,1.0765,0.8902,45.176
442.2,-0.28012,0.37634,0.060547,1.0765,0.88039,45.176
442.21,-0.28012,0.37439,0.064453,1.0725,0.87647,45.372
442.22,-0.27711,0.37243,0.060547,1.0569,0.86667,46.545
442.22,-0.27711,0.37048,0.070312,1.0412,0.87647,49.087
442.23,-0.2741,0.36755,0.060547,1.0216,0.86667,52.803
442.24,-0.2741,0.36461,0.070312,1.0118,0.87059,58.083
442.25,-0.27108,0.3607,0.044922,0.99608,0.88039,64.537
442.26,-0.27108,0.35777,0.054688,0.98235,0.86667,71.186
442.26,-0.26807,0.35484,0.03125,0.97059,0.88627,77.64
442.27,-0.26807,0.35191,0.035156,0.97059,0.88039,83.507
442.28,-0.26506,0.34897,0.0097656,0.96078,0.8902,88.396
442.29,-0.26506,0.34506,0.015625,0.96667,0.8902,92.112
442.3,-0.26506,0.34115,0,0.96078,0.90196,94.85
442.3,-0.26506,0.33724,0,0.95686,0.89608,96.415
442.31,-0.26807,0.33333,-0.013672,0.96078,0.91569,97.197
442.32,-0.26807,0.32942,-0.0097656,0.96667,0.91176,97.588
442.33,-0.27108,0.32551,-0.019531,0.96078,0.91176,97.393
442.34,-0.27108,0.3216,-0.0097656,0.96667,0.91176,96.806
442.34,-0.2741,0.31867,-0.025391,0.96078,0.91569,96.024
442.35,-0.27711,0.31574,-0.013672,0.95686,0.91176,94.85
442.36,-0.28012,0.31378,-0.025391,0.96078,0.91569,93.481
442.37,-0.28012,0.31085,-0.013672,0.96078,0.91176,91.525
