Time [s], I, RESP, II, V, PLETH
404.62,0.73438,0.18768,0.052941,0.7098,0.58651
404.62,0.73438,0.17595,0.078431,0.70588,0.58065
404.63,0.73438,0.1652,0.078431,0.71569,0.57283
404.64,0.74023,0.15347,0.078431,0.7098,0.56598
404.65,0.74023,0.14174,0.078431,0.70588,0.55816
404.66,0.74414,0.13001,0.078431,0.71569,0.55132
404.66,0.74023,0.11926,0.078431,0.73137,0.5435
404.67,0.74414,0.10753,0.078431,0.74118,0.53666
404.68,0.74414,0.095797,0.084314,0.73137,0.53079
404.69,0.75391,0.084066,0.088235,0.73137,0.52493
404.7,0.75,0.071359,0.084314,0.73137,0.51906
404.7,0.75,0.059629,0.088235,0.72549,0.5132
404.71,0.75391,0.045943,0.088235,0.73137,0.50733
404.72,0.75,0.033236,0.088235,0.71569,0.50244
404.73,0.75977,0.018573,0.094118,0.72157,0.49756
404.74,0.75977,0.0048876,0.10392,0.73137,0.49267
404.74,0.76562,0.001955,0.098039,0.73137,0.48778
404.75,0.76953,0,0.098039,0.73137,0.48289
404.76,0.77539,0,0.10392,0.72157,0.47703
404.77,0.7793,0,0.10392,0.72549,0.47214
404.78,0.78516,0,0.11373,0.73137,0.46725
404.78,0.79492,0,0.11961,0.74118,0.46334
404.79,0.81055,0,0.12353,0.74118,0.45943
404.8,0.81445,0,0.12941,0.74118,0.45552
404.81,0.82031,0,0.13922,0.74118,0.45161
404.82,0.83008,0,0.14902,0.74118,0.44868
404.82,0.83398,0,0.1549,0.7451,0.44575
404.83,0.83984,0,0.14902,0.74118,0.44184
404.84,0.84375,0,0.14902,0.7451,0.43793
404.85,0.83398,0,0.14902,0.75098,0.43402
404.86,0.83984,0,0.14902,0.74118,0.42913
404.86,0.83398,0,0.13922,0.74118,0.42522
404.87,0.83008,0,0.13333,0.74118,0.42131
404.88,0.82031,0,0.12941,0.73529,0.41838
404.89,0.81445,0,0.12353,0.72549,0.41544
404.9,0.81055,0,0.1098,0.72157,0.41349
404.9,0.78906,0,0.1098,0.73137,0.41056
404.91,0.78516,0,0.10392,0.72157,0.4086
404.92,0.78516,0,0.10392,0.72157,0.40665
404.93,0.77539,0,0.10392,0.72157,0.40469
404.94,0.76953,0,0.098039,0.71569,0.40176
404.94,0.75977,0,0.094118,0.7098,0.39785
404.95,0.76562,0,0.088235,0.70588,0.39296
404.96,0.75977,0,0.088235,0.71569,0.38905
404.97,0.74414,0,0.088235,0.7098,0.38514
404.98,0.75,0,0.084314,0.7,0.38123
404.98,0.76562,0,0.094118,0.70588,0.3783
404.99,0.75977,0,0.084314,0.7098,0.37634
405,0.75977,0,0.084314,0.7098,0.37439
405.01,0.75,0,0.088235,0.69608,0.37341
405.02,0.74414,0,0.094118,0.6902,0.37341
405.02,0.75391,0,0.098039,0.70588,0.37243
405.03,0.74414,0,0.094118,0.7,0.37341
405.04,0.75,0,0.094118,0.70588,0.37537
405.05,0.75391,0,0.098039,0.7,0.37928
405.06,0.75391,0,0.10392,0.6902,0.38514
405.06,0.75977,0,0.098039,0.7098,0.39296
405.07,0.75391,0,0.10392,0.71569,0.40371
405.08,0.75,0,0.10392,0.7098,0.41642
405.09,0.75977,0,0.1098,0.7098,0.43109
405.1,0.76562,0,0.1098,0.70588,0.44575
405.1,0.75977,0,0.11373,0.69608,0.46139
405.11,0.75977,0,0.1098,0.69608,0.47507
405.12,0.76562,0,0.11373,0.7098,0.48876
405.13,0.75977,0,0.10392,0.71569,0.50342
405.14,0.75977,0,0.10392,0.7098,0.51906
405.14,0.75391,0,0.094118,0.70588,0.5347
405.15,0.75977,0,0.10392,0.7098,0.54936
405.16,0.76562,0,0.11373,0.70588,0.565
405.17,0.76562,0,0.13333,0.6902,0.57869
405.18,0.76953,0,0.13333,0.69608,0.59238
405.18,0.76562,0,0.13922,0.69608,0.60508
405.19,0.75977,0,0.13333,0.69608,0.61584
405.2,0.78516,0,0.12941,0.7098,0.62659
405.21,0.7793,0,0.11373,0.71569,0.63539
405.22,0.7793,0,0.1098,0.71569,0.64223
405.22,0.78516,0,0.094118,0.71569,0.65005
405.23,0.79492,0,0.098039,0.72549,0.65591
405.24,0.80469,0,0.098039,0.72157,0.6608
405.25,0.79492,0,0.1098,0.7098,0.66471
405.26,0.78516,0,0.098039,0.71569,0.66764
405.26,0.75977,0,0.088235,0.7098,0.66862
405.27,0.75977,0,0.078431,0.71569,0.6696
405.28,0.75977,0,0.078431,0.72157,0.66862
405.29,0.75391,0,0.07451,0.71569,0.66764
405.3,0.75,0,0.068627,0.7098,0.66471
405.3,0.75,0,0.07451,0.72157,0.65982
405.31,0.75,0,0.078431,0.71569,0.65396
405.32,0.75977,0,0.078431,0.7098,0.64712
405.33,0.75391,0,0.07451,0.7098,0.64027
405.34,0.75391,0,0.07451,0.72157,0.63245
405.34,0.74023,0,0.078431,0.71569,0.62463
405.35,0.69531,0,0.078431,0.70588,0.61681
405.36,0.78516,0,0.14314,0.7451,0.60802
405.37,1.1348,0,0.38039,0.81176,0.6002
405.38,1.4297,0,0.51569,0.8451,0.5914
405.38,1.4336,0,0.13922,0.87059,0.58358
405.39,0.66406,0,-0.13137,0.55098,0.57576
405.4,0.62891,0,-0.076471,0.61961,0.56794
405.41,0.7207,0,0.0078431,0.6902,0.56012
405.42,0.73438,0,0.04902,0.71569,0.55425
405.42,0.73047,0,0.062745,0.7098,0.54839
405.43,0.72461,0,0.058824,0.71569,0.5435
405.44,0.73438,0,0.062745,0.72157,0.53861
405.45,0.73438,0,0.058824,0.72549,0.53372
405.46,0.73438,0,0.07451,0.71569,0.52884
405.46,0.73047,0,0.068627,0.72157,0.52297
405.47,0.73438,0,0.062745,0.70588,0.51711
405.48,0.74023,0,0.068627,0.72549,0.51026
405.49,0.75,0,0.078431,0.72157,0.50342
405.5,0.74023,0,0.078431,0.72549,0.49658
405.5,0.74414,0,0.084314,0.72157,0.49071
405.51,0.75,0,0.078431,0.72549,0.48485
405.52,0.75,0,0.084314,0.72549,0.47996
405.53,0.75391,0,0.084314,0.72549,0.47507
405.54,0.75977,0,0.088235,0.72549,0.46921
405.54,0.76562,0,0.094118,0.72549,0.46432
405.55,0.77539,0,0.098039,0.71569,0.45943
405.56,0.76562,0,0.10392,0.7098,0.45552
405.57,0.78516,0,0.11373,0.73137,0.45064
405.58,0.79492,0,0.11373,0.74118,0.44575
405.58,0.80469,0,0.12353,0.73529,0.44184
405.59,0.80469,0,0.12941,0.7451,0.43793
405.6,0.81055,0,0.12941,0.74118,0.43402
405.61,0.83008,0,0.14314,0.74118,0.43109
405.62,0.83008,0,0.14902,0.74118,0.42815
405.62,0.84375,0,0.14902,0.7451,0.42424
405.63,0.84375,0,0.1549,0.75098,0.42033
405.64,0.84961,0,0.1549,0.7451,0.41544
405.65,0.83984,0,0.14902,0.75098,0.41153
405.66,0.84375,0,0.14902,0.7451,0.40665
405.66,0.83398,0,0.13922,0.75098,0.40176
405.67,0.82422,0,0.13333,0.74118,0.39785
405.68,0.82031,0,0.12941,0.73529,0.39492
405.69,0.81055,0,0.12941,0.72157,0.39198
405.7,0.81055,0,0.11961,0.72157,0.38905
405.7,0.79883,0,0.11373,0.72549,0.38612
405.71,0.79492,0,0.1098,0.72157,0.38416
405.72,0.78516,0,0.10392,0.72549,0.38319
405.73,0.76562,0,0.098039,0.7098,0.38123
405.74,0.76562,0,0.094118,0.70588,0.3783
405.74,0.76953,0,0.088235,0.71569,0.37634
405.75,0.75977,0,0.084314,0.7098,0.37341
405.76,0.75977,0,0.084314,0.70588,0.36461
405.77,0.75391,0,0.078431,0.71569,0.35191
405.78,0.75391,0,0.07451,0.71569,0.34409
405.78,0.75977,0,0.084314,0.7098,0.3392
405.79,0.74414,0,0.078431,0.70588,0.33529
405.8,0.74023,0,0.084314,0.71569,0.33138
405.81,0.74414,0,0.078431,0.70588,0.3304
405.82,0.75,0,0.084314,0.70588,0.32942
405.82,0.75391,0,0.094118,0.7098,0.32845
405.83,0.75,0,0.094118,0.7098,0.32845
405.84,0.75391,0,0.088235,0.7,0.33138
405.85,0.75,0,0.088235,0.6902,0.33627
405.86,0.74414,0,0.098039,0.71569,0.34311
405.86,0.75391,0,0.10392,0.71569,0.35288
405.87,0.75977,0,0.10392,0.72157,0.36461
405.88,0.75977,0,0.098039,0.71569,0.3783
405.89,0.76953,0,0.10392,0.71569,0.39394
405.9,0.76562,0,0.10392,0.7098,0.40958
405.9,0.76953,0,0.1098,0.71569,0.42717
405.91,0.75977,0,0.098039,0.7098,0.44282
405.92,0.76562,0,0.10392,0.70588,0.45748
405.93,0.75977,0,0.10392,0.7,0.47507
405.94,0.75977,0,0.10392,0.71569,0.49365
405.94,0.76953,0,0.098039,0.72157,0.51026
405.95,0.76562,0,0.10392,0.7,0.52688
405.96,0.76562,0,0.1098,0.71569,0.5435
405.97,0.75977,0,0.11961,0.71569,0.55816
405.98,0.76953,0,0.12941,0.70588,0.57283
405.98,0.76562,0,0.13922,0.7,0.58553
405.99,0.77539,0,0.12353,0.70588,0.59824
406,0.78516,0,0.11373,0.72549,0.60899
406.01,0.78516,0,0.10392,0.73137,0.61779
406.02,0.7793,0,0.098039,0.73137,0.62463
406.02,0.78516,0,0.094118,0.72549,0.63148
406.03,0.80469,0,0.098039,0.73529,0.63734
406.04,0.81055,0,0.094118,0.73529,0.64223
406.05,0.79883,0,0.10392,0.73137,0.64712
406.06,0.77539,0,0.088235,0.71569,0.65103
406.06,0.75977,0,0.094118,0.7098,0.65396
406.07,0.75977,0,0.084314,0.71569,0.65689
406.08,0.75977,0,0.07451,0.7,0.65689
406.09,0.75977,0,0.062745,0.7098,0.65591
406.1,0.75,0,0.068627,0.72157,0.65298
406.1,0.75391,0,0.068627,0.7098,0.64907
406.11,0.75977,0,0.062745,0.71569,0.64418
406.12,0.75977,0,0.068627,0.73137,0.63832
406.13,0.75,0,0.068627,0.72549,0.6305
406.14,0.75977,0,0.07451,0.72549,0.6217
406.14,0.72461,0,0.062745,0.71569,0.6129
406.15,0.69531,0,0.078431,0.70588,0.60313
406.16,0.87891,0,0.2098,0.78039,0.59335
406.17,1.2891,0,0.46078,0.86078,0.58456
406.18,1.4785,0,0.5098,0.90196,0.57478
406.18,0.99414,0,-0.031373,0.6902,0.56598
406.19,0.65039,0,-0.13725,0.56471,0.55816
406.2,0.70508,0,-0.037255,0.6549,0.55034
406.21,0.73438,0,0.029412,0.7098,0.5435
406.22,0.74023,0,0.058824,0.70588,0.53763
406.22,0.72461,0,0.058824,0.7098,0.53177
406.23,0.72461,0,0.058824,0.72549,0.52493
406.24,0.73438,0,0.062745,0.71569,0.51808
406.25,0.74414,0,0.068627,0.71569,0.51124
406.26,0.74414,0,0.07451,0.72549,0.50538
406.26,0.75,0,0.078431,0.73137,0.49853
406.27,0.74023,0,0.062745,0.72549,0.49169
406.28,0.73438,0,0.062745,0.72549,0.48485
406.29,0.74414,0,0.07451,0.72157,0.47898
406.3,0.74414,0,0.078431,0.71569,0.47312
406.3,0.75391,0,0.078431,0.73137,0.46725
406.31,0.75977,0,0.078431,0.73137,0.46237
406.32,0.75977,0,0.088235,0.73529,0.45846
406.33,0.75977,0,0.088235,0.73137,0.45357
406.34,0.76953,0,0.098039,0.73529,0.4477
406.34,0.76562,0,0.094118,0.73137,0.44282
406.35,0.77539,0,0.088235,0.72549,0.43793
406.36,0.78516,0,0.10392,0.73137,0.43304
406.37,0.78516,0,0.1098,0.74118,0.42815
406.38,0.79492,0,0.10392,0.73529,0.42229
406.38,0.81055,0,0.12353,0.73529,0.4174
406.39,0.81445,0,0.12941,0.74118,0.41251
406.4,0.82422,0,0.14314,0.7451,0.40665
406.41,0.83398,0,0.14902,0.75098,0.40274
406.42,0.83008,0,0.14902,0.7549,0.39883
406.42,0.83984,0,0.14902,0.75098,0.39492
406.43,0.84375,0,0.14902,0.7549,0.39101
406.44,0.84375,0,0.14902,0.75098,0.38612
406.45,0.83398,0,0.14314,0.7451,0.38221
406.46,0.83398,0,0.14314,0.7451,0.37928
406.46,0.83398,0,0.14314,0.75098,0.37537
406.47,0.83008,0,0.12941,0.7549,0.37243
406.48,0.81445,0,0.12353,0.74118,0.37048
406.49,0.81055,0,0.11373,0.73137,0.36755
406.5,0.80469,0,0.11961,0.73529,0.36461
406.5,0.80469,0,0.11373,0.74118,0.3607
406.51,0.78906,0,0.10392,0.73529,0.35875
406.52,0.78516,0,0.10392,0.72549,0.35582
406.53,0.7793,0,0.098039,0.71569,0.35288
406.54,0.77539,0,0.088235,0.71569,0.34995
406.54,0.75977,0,0.088235,0.71569,0.348
406.55,0.75977,0,0.084314,0.7098,0.34506
406.56,0.75977,0,0.078431,0.7098,0.34213
406.57,0.75977,0,0.084314,0.71569,0.3392
406.58,0.75391,0,0.078431,0.71569,0.33724
406.58,0.75977,0,0.084314,0.71569,0.33431
406.59,0.75977,0,0.078431,0.71569,0.33236
406.6,0.75391,0,0.078431,0.70588,0.3304
406.61,0.75,0,0.078431,0.7,0.32942
406.62,0.74414,0,0.084314,0.7098,0.32942
406.62,0.74414,0,0.088235,0.7,0.3304
406.63,0.75,0,0.088235,0.70588,0.33236
406.64,0.75,0,0.094118,0.70588,0.33627
406.65,0.75391,0,0.098039,0.7098,0.34213
406.66,0.75391,0,0.10392,0.70588,0.34995
406.66,0.75391,0,0.10392,0.69608,0.35973
406.67,0.75977,0,0.1098,0.7098,0.37243
406.68,0.75977,0,0.1098,0.7098,0.3871
406.69,0.75977,0,0.10392,0.70588,0.40371
406.7,0.75977,0,0.1098,0.7098,0.42229
406.7,0.76562,0,0.10392,0.70588,0.43988
406.71,0.75977,0,0.10392,0.70588,0.45552
406.72,0.75977,0,0.10392,0.69608,0.47019
406.73,0.76953,0,0.10392,0.70588,0.48583
406.74,0.77539,0,0.098039,0.71569,0.50147
406.74,0.76562,0,0.098039,0.71569,0.51711
406.75,0.75977,0,0.1098,0.6902,0.53275
406.76,0.76562,0,0.12941,0.68627,0.54839
406.77,0.7793,0,0.12941,0.70588,0.56403
406.78,0.76953,0,0.12353,0.7,0.57771
406.78,0.7793,0,0.11961,0.70588,0.5914
406.79,0.78516,0,0.1098,0.71569,0.60411
406.8,0.7793,0,0.10392,0.72157,0.61584
406.81,0.78516,0,0.098039,0.71569,0.62463
406.82,0.78516,0,0.098039,0.72157,0.63148
406.82,0.80469,0,0.10392,0.72549,0.63832
406.83,0.81055,0,0.098039,0.73137,0.64516
406.84,0.81055,0,0.10392,0.72157,0.65005
406.85,0.7793,0,0.084314,0.71569,0.65494
406.86,0.76562,0,0.078431,0.7098,0.65787
406.86,0.75977,0,0.068627,0.7098,0.6608
406.87,0.76953,0,0.068627,0.72549,0.66178
406.88,0.75977,0,0.062745,0.73137,0.6608
406.89,0.75977,0,0.058824,0.71569,0.65885
406.9,0.75977,0,0.068627,0.7098,0.65396
406.9,0.75977,0,0.068627,0.71569,0.64809
406.91,0.75977,0,0.062745,0.7098,0.64125
406.92,0.75977,0,0.068627,0.71569,0.63441
406.93,0.76562,0,0.062745,0.71569,0.62659
406.94,0.73047,0,0.068627,0.7,0.61779
406.94,0.68945,0,0.078431,0.7,0.60997
406.95,0.85938,0,0.18431,0.77059,0.60117
406.96,1.2539,0,0.41961,0.85686,0.59238
406.97,1.4883,0,0.4902,0.90196,0.58358
406.98,1.0703,0,-0.015686,0.71569,0.57576
406.98,0.6543,0,-0.14706,0.55098,0.56696
406.99,0.69531,0,-0.05098,0.63529,0.55816
407,0.73047,0,0.023529,0.69608,0.55034
407.01,0.73438,0,0.052941,0.7098,0.5435
407.02,0.73047,0,0.062745,0.7,0.53666
407.02,0.73438,0,0.068627,0.71569,0.52884
407.03,0.74023,0,0.07451,0.71569,0.52102
407.04,0.74414,0,0.068627,0.71569,0.51417
407.05,0.73438,0,0.07451,0.73137,0.50733
407.06,0.74414,0,0.068627,0.72157,0.50049
407.06,0.74414,0,0.078431,0.71569,0.49462
407.07,0.75,0,0.084314,0.71569,0.48778
407.08,0.74414,0,0.078431,0.72549,0.48192
407.09,0.75,0,0.078431,0.71569,0.47605
407.1,0.74414,0,0.084314,0.72157,0.47019
407.1,0.75391,0,0.078431,0.72157,0.4653
407.11,0.74414,0,0.078431,0.73137,0.46139
407.12,0.75391,0,0.078431,0.73529,0.4565
407.13,0.76562,0,0.084314,0.72549,0.45161
407.14,0.7793,0,0.094118,0.73137,0.44575
407.14,0.77539,0,0.10392,0.73529,0.44086
407.15,0.78906,0,0.1098,0.72549,0.435
407.16,0.78516,0,0.1098,0.72157,0.42815
407.17,0.79492,0,0.10392,0.73529,0.42229
407.18,0.80469,0,0.11961,0.7451,0.41642
407.18,0.81445,0,0.12941,0.74118,0.41056
407.19,0.82422,0,0.13922,0.75098,0.40567
407.2,0.83008,0,0.13922,0.7451,0.40078
407.21,0.83008,0,0.14902,0.75098,0.39687
407.22,0.83984,0,0.14902,0.75098,0.39492
407.22,0.83984,0,0.14902,0.74118,0.39198
407.23,0.84375,0,0.14902,0.7451,0.38905
407.24,0.83984,0,0.14314,0.7549,0.38612
407.25,0.84375,0,0.14314,0.75098,0.38221
407.26,0.83008,0,0.13922,0.74118,0.37732
407.26,0.82031,0,0.12941,0.72549,0.37243
407.27,0.82031,0,0.12941,0.73529,0.36755
407.28,0.81445,0,0.12353,0.73137,0.36461
407.29,0.80469,0.001955,0.12941,0.72549,0.3607
407.3,0.79883,0.0039101,0.11373,0.72157,0.35777
407.3,0.80469,0.010753,0.11373,0.72157,0.35582
407.31,0.78906,0.017595,0.10392,0.71569,0.35484
407.32,0.78516,0.025415,0.10392,0.7098,0.35288
407.33,0.76953,0.033236,0.094118,0.7,0.35093
407.34,0.76953,0.043011,0.094118,0.69608,0.34702
407.34,0.76953,0.052786,0.084314,0.7098,0.34409
407.35,0.76953,0.062561,0.078431,0.7098,0.34115
407.36,0.75977,0.073314,0.07451,0.70588,0.33822
407.37,0.75977,0.084066,0.078431,0.7098,0.33627
407.38,0.75977,0.094819,0.078431,0.7,0.33431
407.38,0.75,0.10557,0.07451,0.70588,0.33236
407.39,0.75,0.11632,0.078431,0.70588,0.33138
407.4,0.75,0.13001,0.078431,0.7,0.32942
407.41,0.75391,0.1437,0.078431,0.69608,0.32942
407.42,0.74414,0.16129,0.088235,0.69608,0.32942
407.42,0.75,0.17889,0.098039,0.69608,0.32942
407.43,0.74414,0.20528,0.088235,0.69608,0.33138
407.44,0.75,0.23167,0.10392,0.69608,0.33529
407.45,0.75391,0.26588,0.11373,0.6902,0.34213
407.46,0.75391,0.3001,0.10392,0.7,0.35288
407.46,0.75977,0.348,0.098039,0.7098,0.36559
407.47,0.76562,0.39687,0.10392,0.7098,0.38123
407.48,0.75977,0.45552,0.10392,0.70588,0.39785
407.49,0.76953,0.51515,0.11373,0.7098,0.41642
407.5,0.76953,0.58065,0.1098,0.7098,0.435
407.5,0.76953,0.64712,0.10392,0.7098,0.45064
407.51,0.76953,0.71457,0.10392,0.7098,0.4653
407.52,0.76953,0.78299,0.1098,0.70588,0.48192
407.53,0.77539,0.83773,0.098039,0.7098,0.49853
407.54,0.7793,0.89247,0.12353,0.7,0.51515
407.54,0.77539,0.93451,0.12941,0.69608,0.53177
407.55,0.7793,0.97654,0.13333,0.7,0.54741
407.56,0.78516,0.98827,0.14902,0.6902,0.56207
407.57,0.7793,1,0.14314,0.69608,0.57674
407.58,0.78906,1,0.12941,0.7098,0.58944
407.58,0.78516,1,0.12353,0.71569,0.60215
407.59,0.7793,1,0.11373,0.7098,0.6129
407.6,0.78516,1,0.10392,0.71569,0.62366
407.61,0.79492,1,0.098039,0.71569,0.63148
407.62,0.81055,1,0.10392,0.72157,0.63636
407.62,0.81055,1,0.10392,0.72549,0.64223
407.63,0.79883,1,0.1098,0.71569,0.64614
407.64,0.77539,1,0.094118,0.71569,0.64907
407.65,0.77539,1,0.088235,0.71569,0.652
407.66,0.75977,1,0.084314,0.71569,0.65298
407.66,0.76562,1,0.078431,0.71569,0.65298
407.67,0.75977,1,0.078431,0.71569,0.652
407.68,0.75977,1,0.078431,0.72157,0.64907
407.69,0.75977,1,0.078431,0.71569,0.64516
407.7,0.75977,1,0.07451,0.71569,0.64027
407.7,0.76562,1,0.078431,0.71569,0.63441
407.71,0.76562,1,0.078431,0.72157,0.62757
407.72,0.76562,1,0.078431,0.72549,0.61975
407.73,0.72461,1,0.084314,0.7098,0.60997
407.74,0.70508,1,0.10392,0.7098,0.60117
407.74,0.87891,1,0.2098,0.77647,0.5914
407.75,1.2695,1,0.46078,0.82157,0.5826
407.76,1.4434,1,0.52549,0.83137,0.5738
407.77,0.93555,1,0.017647,0.62941,0.565
407.78,0.5957,1,-0.13725,0.52941,0.55621
407.78,0.67578,1,-0.031373,0.6451,0.54839
407.79,0.73438,1,0.033333,0.70588,0.53959
407.8,0.74414,1,0.062745,0.71569,0.53177
407.81,0.74023,1,0.07451,0.71569,0.5259
407.82,0.74414,1,0.078431,0.72549,0.52102
407.82,0.75,1,0.052941,0.73137,0.51417
407.83,0.74414,1,0.062745,0.73529,0.50733
407.84,0.75,1,0.068627,0.72157,0.49951
407.85,0.75,1,0.07451,0.73137,0.49169
407.86,0.74414,1,0.068627,0.73137,0.48583
407.86,0.75977,1,0.084314,0.73529,0.47996
407.87,0.75977,1,0.07451,0.73137,0.47312
407.88,0.75977,1,0.068627,0.73529,0.46628
407.89,0.76562,1,0.094118,0.72549,0.45943
407.9,0.75977,1,0.078431,0.73137,0.45161
407.9,0.76562,1,0.078431,0.73529,0.44477
407.91,0.76953,1,0.084314,0.73137,0.43988
407.92,0.76953,1,0.078431,0.73137,0.43402
407.93,0.7793,1,0.084314,0.73137,0.42815
407.94,0.7793,1,0.088235,0.72549,0.42131
407.94,0.78516,1,0.10392,0.73137,0.41447
407.95,0.78906,1,0.1098,0.73529,0.4086
407.96,0.79883,1,0.10392,0.73137,0.40176
407.97,0.81055,1,0.12353,0.73529,0.39589
407.98,0.81055,1,0.12941,0.74118,0.39003
407.98,0.83008,1,0.13922,0.74118,0.38514
407.99,0.83008,1,0.12941,0.74118,0.37928
408,0.83984,1,0.14314,0.7451,0.37439
408.01,0.83984,1,0.14314,0.74118,0.3695
408.02,0.84961,1,0.14902,0.74118,0.36559
408.02,0.85547,1,0.13922,0.7451,0.3607
408.03,0.83984,1,0.14902,0.74118,0.35679
408.04,0.83008,1,0.14314,0.73137,0.35191
408.05,0.83008,1,0.13333,0.73529,0.348
408.06,0.83008,1,0.12941,0.73529,0.34409
408.06,0.82422,1,0.1098,0.73529,0.34018
408.07,0.81055,1,0.098039,0.73137,0.33724
408.08,0.79883,1,0.10392,0.72549,0.33333
408.09,0.79492,1,0.1098,0.71569,0.32942
408.1,0.78906,1,0.094118,0.72157,0.32649
408.1,0.78516,1,0.084314,0.72549,0.32356
408.11,0.77539,1,0.084314,0.71569,0.3216
408.12,0.76562,1,0.07451,0.71569,0.31867
408.13,0.76562,1,0.078431,0.71569,0.31574
408.14,0.76953,1,0.078431,0.72157,0.31281
408.14,0.75977,1,0.07451,0.72157,0.31183
408.15,0.76562,1,0.058824,0.71569,0.31085
408.16,0.75977,1,0.07451,0.70588,0.30987
408.17,0.75391,1,0.078431,0.7098,0.30792
408.18,0.75391,1,0.062745,0.7098,0.30596
408.18,0.75,1,0.058824,0.7098,0.30303
408.19,0.75391,1,0.07451,0.71569,0.30108
408.2,0.75391,1,0.058824,0.7098,0.29814
408.21,0.75977,1,0.058824,0.71569,0.29619
408.22,0.74414,1,0.084314,0.70588,0.29619
408.22,0.75,1,0.084314,0.7098,0.29619
408.23,0.74414,1,0.07451,0.7098,0.29912
408.24,0.75977,1,0.078431,0.71569,0.30303
408.25,0.75977,1,0.084314,0.7098,0.31085
408.26,0.76953,1,0.078431,0.71569,0.32063
408.26,0.76562,1,0.084314,0.71569,0.33431
408.27,0.77539,1,0.10392,0.71569,0.34897
408.28,0.76953,1,0.088235,0.71569,0.36364
408.29,0.76953,1,0.084314,0.72157,0.38025
408.3,0.75977,1,0.088235,0.7098,0.39687
408.3,0.7793,1,0.094118,0.71569,0.41251
408.31,0.7793,1,0.088235,0.71569,0.4262
408.32,0.77539,1,0.088235,0.71569,0.44282
408.33,0.7793,1,0.1098,0.71569,0.45943
408.34,0.77539,1,0.11373,0.70588,0.47605
408.34,0.76953,1,0.11961,0.70588,0.49169
408.35,0.77539,1,0.12353,0.70588,0.50733
408.36,0.78516,1,0.12353,0.7098,0.52102
408.37,0.79492,1,0.11373,0.71569,0.53372
408.38,0.79492,1,0.10392,0.71569,0.54545
408.38,0.78906,1,0.1098,0.71569,0.55621
408.39,0.78516,1,0.084314,0.71569,0.56696
408.4,0.80469,1,0.078431,0.72157,0.57576
408.41,0.81055,1,0.098039,0.72549,0.5826
408.42,0.81055,1,0.11373,0.71569,0.58847
408.42,0.79883,1,0.12353,0.71569,0.59433
408.43,0.78516,1,0.084314,0.72157,0.59824
408.44,0.76953,1,0.07451,0.71569,0.60215
408.45,0.7793,1,0.084314,0.71569,0.60411
408.46,0.77539,1,0.088235,0.71569,0.60411
408.46,0.76953,1,0.068627,0.72157,0.60411
408.47,0.7793,1,0.068627,0.73137,0.60215
408.48,0.77539,1,0.078431,0.71569,0.59922
408.49,0.77539,1,0.07451,0.72157,0.59433
408.5,0.78516,1,0.07451,0.72549,0.58847
408.5,0.77539,1,0.058824,0.73137,0.58162
408.51,0.77539,1,0.062745,0.73137,0.57478
408.52,0.74023,1,0.07451,0.72549,0.56696
408.53,0.7207,1,0.062745,0.74118,0.55816
408.54,0.96875,1,0.27451,0.78627,0.55034
408.54,1.2734,1,0.57059,0.75098,0.54057
408.55,1.3535,1,0.58039,0.73137,0.53079
408.56,0.73047,1,0.013725,0.53922,0.52199
408.57,0.60547,1,-0.092157,0.53529,0.5132
408.58,0.70508,1,-0.011765,0.68039,0.50538
408.58,0.75391,1,0.033333,0.72549,0.49756
408.59,0.75977,1,0.058824,0.73137,0.49071
408.6,0.75391,1,0.068627,0.72157,0.48289
408.61,0.76562,1,0.062745,0.73137,0.47703
408.62,0.75977,1,0.068627,0.73529,0.47116
408.62,0.76953,1,0.062745,0.74118,0.4653
408.63,0.76562,1,0.052941,0.73529,0.45943
408.64,0.77539,1,0.068627,0.73529,0.45259
408.65,0.76562,1,0.07451,0.73137,0.44575
408.66,0.77539,1,0.062745,0.73529,0.43988
408.66,0.76953,1,0.068627,0.73529,0.43304
408.67,0.76953,1,0.07451,0.73137,0.42717
408.68,0.7793,1,0.062745,0.73137,0.42131
408.69,0.78516,1,0.068627,0.74118,0.41447
408.7,0.78516,1,0.078431,0.73529,0.4086
408.7,0.78516,1,0.078431,0.72549,0.40469
408.71,0.78516,1,0.084314,0.72549,0.40078
408.72,0.79883,1,0.10392,0.73137,0.39687
408.73,0.79883,1,0.084314,0.74118,0.39296
408.74,0.80469,1,0.078431,0.74118,0.38905
408.74,0.81055,1,0.10392,0.74118,0.38514
408.75,0.81445,1,0.11373,0.74118,0.38025
408.76,0.82422,1,0.11961,0.74118,0.37537
408.77,0.83398,1,0.12941,0.74118,0.3695
408.78,0.84375,1,0.12941,0.74118,0.36461
408.78,0.84375,1,0.13922,0.74118,0.35973
408.79,0.84961,1,0.14314,0.74118,0.35484
408.8,0.85547,1,0.15882,0.74118,0.35191
408.81,0.85547,1,0.16471,0.74118,0.34995
408.82,0.85547,1,0.16863,0.74118,0.34897
408.82,0.85547,1,0.15882,0.74118,0.348
408.83,0.84961,1,0.1549,0.73529,0.34604
408.84,0.83398,1,0.14902,0.73529,0.34506
408.85,0.83008,1,0.14314,0.73137,0.34311
408.86,0.82422,1,0.13922,0.72549,0.34018
408.86,0.81445,1,0.12941,0.72157,0.33724
408.87,0.81055,1,0.12941,0.72157,0.33333
