Time [s], RESP, PLETH, CVP, II, V, AVR
449.02,0.40371,0.33236,10.248,0.49023,0.62891,0.69608
449.03,0.40274,0.3304,10.248,0.48047,0.63477,0.7
449.04,0.40078,0.32845,10.248,0.48438,0.62891,0.69608
449.05,0.3998,0.32551,10.248,0.48047,0.62891,0.7
449.06,0.39883,0.32258,10.248,0.48047,0.62891,0.69608
449.06,0.39785,0.32063,10.404,0.48438,0.64062,0.7
449.07,0.39687,0.31769,10.443,0.49414,0.65039,0.68627
449.08,0.39589,0.31378,10.521,0.5,0.66406,0.68627
449.09,0.39492,0.31085,10.521,0.50586,0.67969,0.6902
449.1,0.39492,0.30694,10.521,0.5,0.68555,0.68627
449.1,0.39394,0.30401,10.521,0.50586,0.65039,0.68039
449.11,0.39296,0.30205,10.561,0.49023,0.62891,0.68039
449.12,0.39296,0.30108,10.639,0.49023,0.625,0.6902
449.13,0.39198,0.30108,10.639,0.4707,0.61523,0.69608
449.14,0.39198,0.30303,10.639,0.46094,0.60938,0.7
449.14,0.39101,0.30792,10.561,0.46484,0.60938,0.7
449.15,0.39101,0.31574,10.561,0.46484,0.61523,0.70588
449.16,0.39003,0.32942,10.521,0.47461,0.625,0.69608
449.17,0.39003,0.348,10.521,0.4707,0.62891,0.7
449.18,0.38905,0.37243,10.443,0.48047,0.61914,0.6902
449.18,0.38905,0.40176,10.443,0.47461,0.625,0.68627
449.19,0.38807,0.435,10.521,0.46094,0.63477,0.70588
449.2,0.38807,0.46921,10.561,0.46484,0.63477,0.70588
449.21,0.38807,0.5044,10.561,0.46484,0.63477,0.70588
449.22,0.3871,0.53959,10.521,0.45508,0.63477,0.7098
449.22,0.3871,0.56891,10.443,0.45508,0.64453,0.71569
449.23,0.3871,0.59433,10.404,0.43945,0.66406,0.72549
449.24,0.38612,0.62072,10.404,0.46484,0.67578,0.7098
449.25,0.38612,0.64614,10.404,0.57031,0.61523,0.6451
449.26,0.38612,0.6696,10.404,0.75391,0.51953,0.51961
449.26,0.38514,0.69013,10.404,0.9043,0.40039,0.41569
449.27,0.38514,0.7087,10.404,0.74414,0.35547,0.4902
449.28,0.38612,0.72434,10.443,0.5293,0.4043,0.62549
449.29,0.38612,0.73607,10.443,0.41016,0.48047,0.7098
449.3,0.3871,0.74585,10.443,0.38477,0.53516,0.72549
449.3,0.38807,0.75269,10.521,0.42969,0.58984,0.7098
449.31,0.38807,0.75758,10.639,0.43945,0.63477,0.72157
449.32,0.38807,0.75855,10.756,0.43945,0.6543,0.72549
449.33,0.38905,0.7566,10.874,0.43555,0.66992,0.72549
449.34,0.38905,0.75367,11.03,0.44531,0.66992,0.72549
449.34,0.38905,0.7478,11.069,0.43945,0.66992,0.72549
449.35,0.38905,0.74096,11.147,0.43945,0.67578,0.72549
449.36,0.38905,0.73118,11.186,0.43945,0.67578,0.72157
449.37,0.39003,0.71945,11.186,0.44922,0.67578,0.72549
449.38,0.39003,0.70479,11.265,0.45508,0.66992,0.71569
449.38,0.39101,0.68915,11.265,0.44922,0.67578,0.72157
449.39,0.39198,0.67155,11.343,0.46094,0.66992,0.7098
449.4,0.39198,0.65298,11.46,0.46484,0.66992,0.70588
449.41,0.39296,0.63343,11.499,0.46094,0.66992,0.70588
449.42,0.39296,0.61193,11.578,0.4707,0.67578,0.70588
449.42,0.39394,0.59335,11.656,0.48047,0.67578,0.7
449.43,0.39394,0.57478,11.656,0.48047,0.66992,0.7
449.44,0.39394,0.55425,11.695,0.49023,0.67578,0.69608
449.45,0.39394,0.53372,11.773,0.49023,0.66992,0.6902
449.46,0.39492,0.5132,11.773,0.50586,0.66992,0.68627
449.46,0.39492,0.49365,11.695,0.51562,0.66992,0.67647
449.47,0.39492,0.4741,11.656,0.5293,0.66992,0.66078
449.48,0.39492,0.4565,11.499,0.54492,0.67578,0.66078
449.49,0.39492,0.43988,11.46,0.55078,0.66992,0.6549
449.5,0.39394,0.42424,11.46,0.57031,0.66406,0.64118
449.5,0.39394,0.41056,11.46,0.59961,0.66406,0.62941
449.51,0.39394,0.39883,11.46,0.60938,0.6543,0.61961
449.52,0.39394,0.38905,11.382,0.60938,0.6543,0.61569
449.53,0.39394,0.38221,11.265,0.60938,0.65039,0.61569
449.54,0.39296,0.37439,11.069,0.61523,0.64453,0.61569
449.54,0.39296,0.36657,11.03,0.60938,0.64062,0.6098
449.55,0.39296,0.35777,11.03,0.60547,0.62891,0.61961
449.56,0.39296,0.34897,11.03,0.58984,0.62891,0.61569
449.57,0.39198,0.34115,11.03,0.56055,0.625,0.6451
449.58,0.39198,0.33333,10.952,0.53906,0.625,0.65098
449.58,0.39198,0.32649,10.874,0.50977,0.625,0.67059
449.59,0.39101,0.31965,10.834,0.49414,0.63477,0.68039
449.6,0.39003,0.31378,10.756,0.48438,0.62891,0.68627
449.61,0.38905,0.30792,10.756,0.4707,0.63477,0.69608
449.62,0.3871,0.30303,10.756,0.47461,0.62891,0.7
449.62,0.38612,0.3001,10.756,0.48047,0.62891,0.69608
449.63,0.38514,0.29619,10.756,0.4707,0.62891,0.7
449.64,0.38416,0.29228,10.717,0.47461,0.62891,0.69608
449.65,0.38319,0.28739,10.717,0.48047,0.62891,0.69608
449.66,0.38221,0.2825,10.756,0.47461,0.63477,0.69608
449.66,0.38123,0.27664,10.834,0.48047,0.64062,0.7
449.67,0.37928,0.27175,10.834,0.47461,0.63477,0.69608
449.68,0.37732,0.26588,10.834,0.48047,0.63477,0.7
449.69,0.37537,0.26197,10.834,0.4707,0.64062,0.70588
449.7,0.37439,0.25709,10.874,0.47461,0.64453,0.70588
449.7,0.37243,0.25318,10.952,0.47461,0.64453,0.7
449.71,0.37048,0.24927,11.069,0.47461,0.64453,0.7
449.72,0.36852,0.24633,11.147,0.47461,0.64453,0.7
449.73,0.36657,0.24438,11.186,0.47461,0.64453,0.7
449.74,0.36559,0.24047,11.265,0.48047,0.6543,0.69608
449.74,0.36364,0.23558,11.265,0.49023,0.66406,0.6902
449.75,0.36266,0.22972,11.265,0.5,0.67578,0.68627
449.76,0.3607,0.22483,11.265,0.50586,0.69531,0.6902
449.77,0.35875,0.21994,11.265,0.49023,0.66992,0.69608
449.78,0.35777,0.21505,11.265,0.5,0.64062,0.68627
449.78,0.35582,0.21114,11.186,0.49023,0.62891,0.68627
449.79,0.35386,0.20919,11.147,0.48047,0.62891,0.69608
449.8,0.35288,0.21017,11.069,0.44922,0.625,0.70588
449.81,0.35191,0.21408,11.069,0.45508,0.61914,0.70588
449.82,0.34995,0.2219,11.069,0.44922,0.625,0.70588
449.82,0.34897,0.2346,11.147,0.46484,0.625,0.7
449.83,0.34702,0.25024,11.147,0.46484,0.62891,0.70588
449.84,0.34506,0.2737,11.147,0.46484,0.625,0.7
449.85,0.34409,0.30108,11.147,0.46484,0.62891,0.7
449.86,0.34213,0.33333,11.147,0.44922,0.62891,0.70588
449.86,0.34115,0.36852,11.147,0.45508,0.64453,0.7098
449.87,0.34018,0.40567,11.069,0.45508,0.64453,0.7098
449.88,0.3392,0.44184,11.03,0.45508,0.64062,0.71569
449.89,0.33822,0.47605,10.952,0.45508,0.64453,0.71569
449.9,0.33724,0.50929,10.834,0.43945,0.6543,0.72157
449.9,0.33627,0.53959,10.756,0.44531,0.67578,0.72549
449.91,0.33627,0.56696,10.639,0.51953,0.64453,0.67647
449.92,0.33529,0.58847,10.561,0.67969,0.56055,0.57059
449.93,0.33431,0.60606,10.443,0.86914,0.44922,0.43922
449.94,0.33431,0.62366,10.404,0.9043,0.37109,0.4098
449.94,0.33333,0.63832,10.404,0.58008,0.36523,0.59608
449.95,0.33333,0.65005,10.326,0.42969,0.46484,0.69608
449.96,0.33236,0.65885,10.404,0.38477,0.52539,0.72549
449.97,0.33236,0.66569,10.443,0.41992,0.58008,0.72157
449.98,0.33138,0.67058,10.561,0.43945,0.63477,0.71569
449.98,0.33138,0.67155,10.756,0.43945,0.66992,0.72549
449.99,0.3304,0.6696,11.03,0.43945,0.67578,0.72157
450,0.3304,0.66569,11.265,0.43945,0.68555,0.72549
450.01,0.32942,0.65885,11.46,0.43945,0.68945,0.72157
450.02,0.32942,0.65005,11.656,0.43555,0.68555,0.72549
450.02,0.32845,0.6393,11.656,0.43945,0.67969,0.72549
450.03,0.32845,0.62659,11.656,0.43945,0.67578,0.72549
450.04,0.32747,0.61095,11.656,0.44531,0.67578,0.72157
450.05,0.32747,0.59433,11.656,0.44922,0.67578,0.72157
450.06,0.32747,0.57576,11.656,0.45508,0.67578,0.72157
450.06,0.32649,0.55718,11.695,0.44922,0.67578,0.71569
450.07,0.32649,0.53666,11.695,0.44922,0.67578,0.72157
450.08,0.32747,0.51711,11.695,0.45508,0.67578,0.71569
450.09,0.32747,0.49756,11.773,0.46094,0.67578,0.7098
450.1,0.32845,0.47898,11.812,0.46484,0.67578,0.70588
450.1,0.32845,0.45943,11.89,0.47461,0.67578,0.7
450.11,0.32942,0.44086,11.969,0.49023,0.67578,0.69608
450.12,0.32942,0.42522,12.008,0.49023,0.67578,0.6902
450.13,0.32942,0.41153,11.969,0.50586,0.67578,0.68627
450.14,0.3304,0.39687,11.89,0.50977,0.67578,0.68039
450.14,0.33138,0.38221,11.773,0.51562,0.66992,0.67059
450.15,0.33236,0.36852,11.695,0.53516,0.66992,0.66078
450.16,0.33333,0.35582,11.695,0.55469,0.66992,0.65098
450.17,0.33333,0.34409,11.656,0.57031,0.66992,0.6451
450.18,0.33431,0.33431,11.499,0.58398,0.66992,0.63529
450.18,0.33529,0.32551,11.343,0.58398,0.66992,0.62941
450.19,0.33529,0.31769,11.186,0.58984,0.66406,0.62549
450.2,0.33529,0.31085,11.03,0.5957,0.6543,0.62941
450.21,0.33627,0.30499,10.834,0.58984,0.64453,0.62549
450.22,0.33627,0.29912,10.639,0.58398,0.63477,0.62941
450.22,0.33627,0.29521,10.561,0.57422,0.63477,0.62941
450.23,0.33627,0.29228,10.443,0.54492,0.63477,0.65098
450.24,0.33627,0.28935,10.248,0.51953,0.63477,0.66471
450.25,0.33529,0.28641,10.091,0.49023,0.64062,0.68039
450.26,0.33529,0.28348,9.8175,0.47461,0.64453,0.6902
450.26,0.33529,0.28152,9.5828,0.46094,0.65039,0.70588
450.27,0.33431,0.27761,9.309,0.44531,0.6543,0.71569
450.28,0.33333,0.2737,9.1525,0.43945,0.6543,0.72157
450.29,0.33236,0.26979,8.957,0.43945,0.6543,0.72157
450.3,0.3304,0.26588,8.8396,0.42969,0.6543,0.72549
450.3,0.32845,0.261,8.6441,0.43555,0.66016,0.72549
450.31,0.32747,0.25709,8.5267,0.43945,0.66406,0.72157
450.32,0.32551,0.25415,8.3703,0.43555,0.66016,0.72549
450.33,0.32356,0.25318,8.2138,0.43555,0.66406,0.72157
450.34,0.32258,0.25024,8.0574,0.43555,0.66992,0.72549
450.34,0.32063,0.24829,7.9009,0.43945,0.67578,0.71569
450.35,0.31965,0.24438,7.6271,0.43945,0.66992,0.7098
450.36,0.31769,0.24145,7.4315,0.43945,0.67578,0.72157
450.37,0.31574,0.23851,7.2751,0.43555,0.67578,0.72549
450.38,0.31281,0.2346,7.1186,0.43945,0.66992,0.72157
450.38,0.30987,0.23167,7.0795,0.43945,0.67578,0.71569
450.39,0.30694,0.22776,7.0013,0.43945,0.66992,0.72157
450.4,0.30499,0.22287,6.9622,0.43945,0.67578,0.71569
450.41,0.30205,0.21994,6.8057,0.44922,0.68555,0.7098
450.42,0.29912,0.21603,6.6493,0.45508,0.69922,0.7098
450.42,0.29521,0.21505,6.3755,0.46094,0.72461,0.7098
450.43,0.29228,0.21408,6.1799,0.46094,0.73438,0.7098
450.44,0.28837,0.21212,6.0626,0.46484,0.67969,0.70588
450.45,0.28543,0.21017,5.9452,0.45508,0.66016,0.70588
450.46,0.28055,0.20821,5.867,0.44531,0.6543,0.7098
450.46,0.27664,0.20723,5.8279,0.43555,0.65039,0.71569
450.47,0.27273,0.20919,5.8279,0.42578,0.64453,0.71569
450.48,0.26882,0.21505,5.8279,0.41992,0.64453,0.72549
450.49,0.26491,0.22581,5.8279,0.43555,0.64453,0.72157
450.5,0.261,0.24242,5.867,0.43945,0.65039,0.72549
450.5,0.25806,0.26393,5.8279,0.43945,0.65039,0.71569
450.51,0.25415,0.29228,5.7497,0.43945,0.65039,0.7098
450.52,0.25122,0.31965,5.7106,0.42969,0.6543,0.72549
450.53,0.24731,0.34897,5.6323,0.41992,0.6543,0.73137
450.54,0.2434,0.38221,5.5541,0.42578,0.66016,0.73529
450.54,0.24047,0.4174,5.4368,0.41992,0.66406,0.73529
450.55,0.23656,0.45259,5.3976,0.41992,0.66992,0.74118
450.56,0.23363,0.48778,5.2021,0.41992,0.67578,0.74118
450.57,0.23069,0.52004,5.0847,0.4043,0.69922,0.7549
450.58,0.22776,0.55034,4.9674,0.45508,0.68945,0.72157
450.58,0.22483,0.57674,4.8109,0.57031,0.625,0.64118
450.59,0.22092,0.59922,4.7718,0.76562,0.51953,0.5098
450.6,0.21799,0.61877,4.6936,0.86914,0.41602,0.42549
450.61,0.21505,0.63539,4.6936,0.68555,0.39453,0.53529
450.62,0.21212,0.64907,4.8109,0.49023,0.47461,0.67059
450.62,0.20919,0.65689,5.0065,0.38086,0.55469,0.74118
450.63,0.20626,0.66276,5.2412,0.3457,0.59961,0.77647
450.64,0.20332,0.66667,5.5541,0.38477,0.64062,0.75098
450.65,0.20235,0.6696,5.8279,0.41016,0.67578,0.75098
450.66,0.20039,0.6696,6.0235,0.41992,0.69531,0.7451
450.66,0.19941,0.66764,6.1408,0.41992,0.68945,0.74118
450.67,0.19844,0.66276,6.0626,0.41602,0.69531,0.7451
450.68,0.19746,0.65591,6.0626,0.41602,0.69531,0.7451
450.69,0.19648,0.64614,6.0235,0.41602,0.69922,0.7451
450.7,0.19648,0.63441,5.9452,0.41992,0.68945,0.74118
450.7,0.19648,0.62072,5.867,0.42578,0.68945,0.74118
450.71,0.19648,0.60704,5.8279,0.43555,0.68555,0.73529
450.72,0.19648,0.59433,5.7497,0.43555,0.68945,0.73137
450.73,0.19648,0.58065,5.7106,0.43945,0.67969,0.72549
450.74,0.19648,0.565,5.6323,0.44531,0.67969,0.72549
450.74,0.19746,0.54741,5.515,0.43945,0.68555,0.72549
450.75,0.19746,0.52884,5.3194,0.44531,0.67969,0.72157
450.76,0.19746,0.51026,5.1239,0.45508,0.67969,0.71569
450.77,0.19844,0.49267,5.0847,0.45508,0.67578,0.72157
450.78,0.19844,0.47507,5.1239,0.46484,0.67578,0.7098
450.78,0.19941,0.45748,5.2021,0.47461,0.67578,0.70588
450.79,0.19941,0.44184,5.2021,0.49023,0.66992,0.69608
450.8,0.20039,0.4262,5.0065,0.5,0.66992,0.68627
450.81,0.20137,0.41153,4.6545,0.51562,0.66992,0.68039
450.82,0.20137,0.39883,4.2634,0.51953,0.66406,0.67059
450.82,0.20235,0.38807,4.0287,0.53906,0.66016,0.6549
450.83,0.20332,0.37928,3.7549,0.56055,0.66016,0.6549
450.84,0.20332,0.37048,3.5202,0.58008,0.6543,0.63529
450.85,0.20332,0.36168,3.3246,0.58984,0.6543,0.62941
450.86,0.20332,0.35288,3.1291,0.59961,0.64062,0.61961
450.86,0.20235,0.34506,2.8944,0.60547,0.62891,0.61961
450.87,0.20235,0.33724,2.6988,0.60938,0.625,0.61569
450.88,0.20235,0.3304,2.5033,0.60938,0.61914,0.61569
450.89,0.20235,0.32356,2.3077,0.60547,0.61914,0.61961
450.9,0.20235,0.31769,2.1512,0.57422,0.61914,0.63529
450.9,0.20235,0.31281,1.9557,0.54492,0.62891,0.6549
450.91,0.20235,0.30792,1.8383,0.51953,0.62891,0.67059
450.92,0.20137,0.30401,1.6819,0.5,0.63477,0.68039
450.93,0.20137,0.30108,1.6428,0.48438,0.64062,0.69608
450.94,0.20039,0.29814,1.6428,0.46484,0.65039,0.70588
450.94,0.19941,0.29521,1.6428,0.46094,0.65039,0.71569
450.95,0.19844,0.29228,1.6428,0.46094,0.65039,0.72157
450.96,0.19844,0.28935,1.6428,0.45508,0.6543,0.72157
450.97,0.19746,0.28641,1.5645,0.44922,0.64453,0.71569
450.98,0.19648,0.2825,1.5645,0.45508,0.65039,0.71569
450.98,0.19648,0.27957,1.5645,0.46094,0.65039,0.7098
450.99,0.19648,0.27566,1.5645,0.46484,0.65039,0.71569
451,0.1955,0.27175,1.5645,0.45508,0.6543,0.72157
451.01,0.1955,0.26882,1.6428,0.46094,0.6543,0.71569
451.02,0.19453,0.26491,1.7601,0.46484,0.6543,0.71569
451.02,0.19453,0.26197,1.9557,0.46484,0.6543,0.7098
451.03,0.19355,0.26002,2.073,0.46484,0.65039,0.70588
451.04,0.19355,0.25709,2.1512,0.4707,0.64453,0.70588
451.05,0.19355,0.25318,2.2686,0.46484,0.65039,0.7098
451.06,0.19355,0.24927,2.4641,0.4707,0.65039,0.70588
451.06,0.19355,0.24536,2.6206,0.46484,0.6543,0.7098
451.07,0.19453,0.24242,2.8944,0.46484,0.6543,0.70588
451.08,0.19453,0.23949,3.0117,0.4707,0.66016,0.70588
451.09,0.19453,0.23558,2.9335,0.48438,0.67969,0.7
451.1,0.19453,0.23265,2.6988,0.48047,0.69922,0.70588
451.1,0.19453,0.22874,2.5033,0.47461,0.71484,0.70588
451.11,0.19453,0.22581,2.5033,0.49023,0.66406,0.69608
451.12,0.19453,0.22385,2.8162,0.48047,0.64453,0.7
451.13,0.19355,0.22287,3.3246,0.47461,0.64062,0.7
451.14,0.19355,0.2219,3.8722,0.46484,0.62891,0.70588
451.14,0.19355,0.22092,4.2634,0.45508,0.625,0.7098
451.15,0.19355,0.2219,4.4589,0.44531,0.625,0.71569
451.16,0.19355,0.22581,4.4589,0.44922,0.62891,0.71569
451.17,0.19355,0.23265,4.3807,0.46094,0.63477,0.7098
451.18,0.19355,0.2434,4.3416,0.46484,0.64062,0.70588
451.18,0.19257,0.25806,4.2634,0.4707,0.63477,0.7098
451.19,0.19159,0.27761,4.146,0.47461,0.63477,0.7098
451.2,0.19159,0.29912,4.0287,0.43945,0.65039,0.72549
451.21,0.19062,0.32454,3.8722,0.44531,0.6543,0.72549
451.22,0.18964,0.34995,3.7549,0.43945,0.6543,0.73137
451.22,0.18964,0.37341,3.5593,0.44531,0.6543,0.72549
451.23,0.18866,0.40078,3.4029,0.44531,0.6543,0.72549
451.24,0.18866,0.42913,3.1291,0.43945,0.67969,0.73137
451.25,0.18866,0.4565,2.9335,0.49023,0.66016,0.7
451.26,0.18768,0.48289,2.8162,0.625,0.5957,0.61569
451.26,0.18768,0.50733,2.8162,0.83984,0.49414,0.47451
451.27,0.18671,0.52981,2.9335,0.92969,0.40039,0.39412
451.28,0.18671,0.54936,3.1291,0.74023,0.38477,0.5098
451.29,0.18573,0.565,3.3246,0.53906,0.47461,0.6451
451.3,0.18475,0.57869,3.442,0.41016,0.56055,0.73137
451.3,0.18475,0.58944,3.5593,0.34961,0.59961,0.77647
451.31,0.18377,0.59726,3.6375,0.38086,0.62891,0.7549
451.32,0.1828,0.60215,3.6375,0.41992,0.66016,0.73137
451.33,0.1828,0.60313,3.5593,0.42578,0.67578,0.74118
451.34,0.1828,0.60215,3.5593,0.41992,0.67578,0.74118
451.34,0.1828,0.6002,3.5593,0.42578,0.67969,0.73529
451.35,0.1828,0.59531,3.6375,0.42969,0.67969,0.73529
451.36,0.18377,0.58847,3.6375,0.43555,0.67969,0.73529
451.37,0.18377,0.57967,3.6375,0.42969,0.68555,0.73529
451.38,0.18475,0.56891,3.6375,0.43555,0.67578,0.73137
451.38,0.18475,0.55718,3.6375,0.43945,0.67578,0.72549
451.39,0.18573,0.5435,3.5593,0.43945,0.67578,0.72549
451.4,0.18573,0.52884,3.5202,0.43945,0.67578,0.72549
451.41,0.18671,0.51417,3.5202,0.44531,0.67578,0.72157
451.42,0.18768,0.50049,3.442,0.44922,0.66992,0.72549
451.42,0.18866,0.48778,3.4029,0.46094,0.66992,0.71569
451.43,0.18866,0.47312,3.4029,0.46484,0.66992,0.70588
451.44,0.18964,0.45943,3.442,0.4707,0.66406,0.7
451.45,0.19159,0.44575,3.5593,0.47461,0.66406,0.70588
451.46,0.19257,0.43206,3.7549,0.48047,0.66406,0.7
451.46,0.19453,0.41935,3.9505,0.49023,0.66016,0.69608
451.47,0.19648,0.40665,4.0678,0.50586,0.66016,0.68039
451.48,0.19844,0.39394,4.0287,0.51562,0.6543,0.68039
451.49,0.20039,0.38221,3.7549,0.5293,0.6543,0.67059
451.5,0.20235,0.37146,3.4029,0.54492,0.65039,0.6549
451.5,0.2043,0.36168,2.8944,0.57031,0.64062,0.63529
451.51,0.20723,0.35191,2.4641,0.58008,0.63477,0.62941
451.52,0.20919,0.34506,2.073,0.59961,0.62891,0.62549
451.53,0.21212,0.3392,1.8383,0.60547,0.61914,0.61961
451.54,0.21408,0.33431,1.6428,0.61523,0.60938,0.6098
451.54,0.21603,0.32942,1.4472,0.61523,0.60547,0.6098
451.55,0.21799,0.32454,1.3299,0.60938,0.60547,0.6098
451.56,0.21994,0.31965,1.2516,0.59961,0.60547,0.61569
451.57,0.22092,0.31476,1.2125,0.58008,0.60547,0.62941
451.58,0.2219,0.3089,1.2516,0.55469,0.61523,0.6451
451.58,0.22287,0.30303,1.3299,0.52539,0.61914,0.66471
451.59,0.22287,0.29814,1.4472,0.50586,0.625,0.67647
451.6,0.22287,0.29326,1.6819,0.48047,0.62891,0.6902
451.61,0.22287,0.28935,1.8774,0.4707,0.62891,0.7
451.62,0.22287,0.28641,1.9948,0.46484,0.63477,0.70588
451.62,0.22287,0.28446,1.9948,0.46094,0.63477,0.70588
451.63,0.22385,0.28055,2.073,0.46094,0.63477,0.70588
451.64,0.22287,0.27664,2.1512,0.46484,0.63477,0.70588
451.65,0.22287,0.27175,2.1903,0.46484,0.64062,0.70588
451.66,0.22287,0.26686,2.3077,0.46484,0.64062,0.69608
451.66,0.2219,0.26197,2.4641,0.46484,0.64453,0.7
451.67,0.2219,0.25806,2.5815,0.4707,0.64062,0.69608
451.68,0.22287,0.25513,2.8162,0.4707,0.63477,0.69608
451.69,0.22287,0.2522,3.0117,0.47461,0.63477,0.69608
451.7,0.22385,0.24829,3.2073,0.47461,0.63477,0.7
451.7,0.22483,0.24536,3.442,0.47461,0.62891,0.69608
451.71,0.22581,0.24242,3.7158,0.4707,0.62891,0.70588
451.72,0.22581,0.24145,4.0287,0.4707,0.62891,0.70588
451.73,0.22678,0.24047,4.3416,0.46484,0.62891,0.70588
451.74,0.22874,0.23949,4.6545,0.47461,0.62891,0.69608
451.74,0.22972,0.23754,4.8892,0.47461,0.63477,0.69608
451.75,0.23265,0.2346,5.0847,0.48438,0.65039,0.69608
451.76,0.2346,0.23265,5.3194,0.48438,0.66992,0.69608
451.77,0.23656,0.22972,5.6323,0.48047,0.69531,0.7
451.78,0.23949,0.22776,5.867,0.49023,0.67578,0.6902
451.78,0.24145,0.22483,6.1799,0.49414,0.63477,0.68627
451.79,0.24438,0.22287,6.4537,0.49023,0.61523,0.68627
451.8,0.24731,0.22092,6.6884,0.47461,0.60938,0.69608
451.81,0.25024,0.21994,6.9622,0.46484,0.60547,0.7
451.82,0.25318,0.22092,7.1969,0.46094,0.59961,0.7
451.82,0.25709,0.2219,7.4315,0.46484,0.59961,0.69608
451.83,0.25904,0.22483,7.6271,0.46094,0.59961,0.69608
451.84,0.26197,0.23069,7.7444,0.46484,0.60547,0.69608
451.85,0.26393,0.24047,7.9009,0.46484,0.60547,0.7
451.86,0.26588,0.25513,7.94,0.46484,0.60547,0.69608
451.86,0.26784,0.2737,8.0574,0.44922,0.61523,0.70588
451.87,0.26979,0.29521,8.1356,0.44531,0.61914,0.7098
451.88,0.27175,0.32063,8.2138,0.44922,0.62891,0.71569
451.89,0.2737,0.34897,8.1356,0.44922,0.625,0.70588
451.9,0.27566,0.3783,8.1356,0.44922,0.625,0.7098
451.9,0.27761,0.40762,8.1356,0.44531,0.63477,0.72157
451.91,0.27859,0.43695,8.2138,0.43945,0.66016,0.72549
451.92,0.27957,0.46139,8.2529,0.49414,0.64062,0.6902
451.93,0.28152,0.48289,8.3311,0.62891,0.57031,0.60588
451.94,0.2825,0.50538,8.4485,0.83984,0.45508,0.46078
451.94,0.28446,0.52786,8.6441,0.91406,0.35938,0.39412
451.95,0.28641,0.54839,8.7614,0.70508,0.34961,0.51569
451.96,0.28837,0.56696,8.957,0.50586,0.43945,0.64118
451.97,0.2913,0.5826,9.0743,0.39062,0.51562,0.72549
451.98,0.29423,0.59531,9.2699,0.36523,0.56055,0.74118
451.98,0.29717,0.60411,9.3872,0.41016,0.59961,0.72157
451.99,0.29912,0.61095,9.5046,0.43945,0.63477,0.71569
452,0.30205,0.61388,9.5828,0.43945,0.6543,0.72549
452.01,0.30499,0.61486,9.6219,0.43945,0.66016,0.72549
452.02,0.30792,0.6129,9.7001,0.43945,0.66016,0.72157
452.02,0.31085,0.60899,9.6219,0.43945,0.66406,0.72157
452.03,0.31378,0.60313,9.6219,0.43555,0.66992,0.72549
452.04,0.31672,0.59629,9.5046,0.44531,0.6543,0.71569
452.05,0.32063,0.58749,9.3872,0.44922,0.6543,0.71569
452.06,0.32454,0.57674,9.309,0.45508,0.6543,0.7098
452.06,0.32845,0.56403,9.1916,0.44922,0.66016,0.71569
452.07,0.33236,0.55132,9.1916,0.46094,0.6543,0.7098
452.08,0.33627,0.53763,9.1916,0.46484,0.6543,0.7098
452.09,0.3392,0.52395,9.1916,0.4707,0.6543,0.70588
452.1,0.34311,0.51026,9.1916,0.4707,0.6543,0.70588
452.1,0.34604,0.4956,9.2699,0.47461,0.65039,0.69608
452.11,0.34995,0.48192,9.3872,0.48438,0.64453,0.6902
452.12,0.35288,0.47019,9.5046,0.49414,0.64062,0.68039
452.13,0.35582,0.45943,9.5828,0.5,0.64453,0.68039
452.14,0.35875,0.44868,9.6219,0.50977,0.64453,0.67647
452.14,0.36168,0.43695,9.7783,0.51562,0.64453,0.67059
452.15,0.36461,0.4262,9.8175,0.53516,0.64062,0.66078
452.16,0.36657,0.41642,9.9348,0.54492,0.64453,0.6549
452.17,0.3695,0.40665,9.9348,0.58008,0.63477,0.62941
452.18,0.37243,0.39687,10.013,0.60547,0.62891,0.61569
452.18,0.37439,0.38905,9.9348,0.59961,0.62891,0.61569
452.19,0.37732,0.38123,9.8957,0.625,0.625,0.6098
452.2,0.37928,0.37439,9.8175,0.62891,0.61914,0.60588
452.21,0.38123,0.36755,9.8175,0.63477,0.60938,0.6
452.22,0.38319,0.36364,9.7783,0.63477,0.60547,0.6
452.22,0.38514,0.35973,9.7001,0.63477,0.60547,0.5902
452.23,0.38612,0.35582,9.6219,0.61914,0.59961,0.6
452.24,0.38807,0.35191,9.5828,0.60547,0.5957,0.6098
452.25,0.38807,0.34702,9.5828,0.57422,0.59961,0.62549
452.26,0.38905,0.34213,9.5828,0.54492,0.60547,0.6451
452.26,0.39003,0.33627,9.5046,0.51953,0.60547,0.66471
452.27,0.39003,0.33138,9.3872,0.51562,0.60547,0.67059
452.28,0.39003,0.32649,9.309,0.50586,0.61523,0.68039
452.29,0.38905,0.3216,9.2699,0.49414,0.61523,0.68627
452.3,0.3871,0.31672,9.2699,0.49414,0.61914,0.68039
452.3,0.38514,0.31183,9.2699,0.5,0.61523,0.68039
452.31,0.38416,0.30694,9.309,0.49414,0.61523,0.68039
452.32,0.38221,0.30401,9.3872,0.49023,0.625,0.68627
452.33,0.38123,0.30108,9.3872,0.49414,0.61914,0.68627
452.34,0.38025,0.29717,9.4654,0.49023,0.61914,0.6902
452.34,0.3783,0.29423,9.4654,0.49023,0.61523,0.68627
452.35,0.37732,0.29228,9.4654,0.49023,0.61914,0.68627
452.36,0.37537,0.29032,9.4654,0.5,0.61914,0.68039
