Time [s], II, PLETH, RESP, V, AVR
340,0.23047,0.30303,0.067651,0.87059,0.68555
340.01,0.23047,0.30792,0.054121,0.87059,0.67578
340.02,0.25977,0.31183,0.04059,0.8902,0.6543
340.02,0.29102,0.31574,0.02829,0.91569,0.63477
340.03,0.30078,0.31867,0.01722,0.92549,0.62891
340.04,0.31055,0.32063,0.0073801,0.92157,0.61914
340.05,0.3457,0.3216,-0.00123,0.94706,0.60547
340.06,0.37109,0.32356,-0.0098401,0.95098,0.58984
340.06,0.35547,0.32747,-0.01722,0.93137,0.59961
340.07,0.33008,0.33627,-0.0246,0.89608,0.60938
340.08,0.29492,0.34897,-0.03075,0.87059,0.62891
340.09,0.26562,0.36852,-0.03444,0.86078,0.64453
340.1,0.2793,0.39296,-0.03936,0.87059,0.625
340.1,0.26953,0.42229,-0.04182,0.87059,0.64062
340.11,0.22461,0.45064,-0.04305,0.87059,0.67969
340.12,0.18945,0.47801,-0.04305,0.85686,0.69922
340.13,0.16602,0.51026,-0.04305,0.8451,0.7207
340.14,0.16016,0.5435,-0.04059,0.8451,0.73047
340.14,0.15039,0.57576,-0.03936,0.8451,0.74023
340.15,0.14453,0.60508,-0.03567,0.8451,0.74023
340.16,0.15625,0.63245,-0.03321,0.8451,0.74023
340.17,0.15039,0.65494,-0.02952,0.8451,0.74414
340.18,0.15625,0.67546,-0.02583,0.85098,0.74023
340.18,0.15625,0.6911,-0.02214,0.85098,0.74023
340.19,0.15625,0.70479,-0.01845,0.85098,0.73438
340.2,0.16602,0.71652,-0.01353,0.85686,0.73047
340.21,0.17578,0.72434,-0.0098401,0.87059,0.72461
340.22,0.26562,0.72923,-0.0061501,0.92157,0.68945
340.22,0.41016,0.73216,-0.00246,0.94118,0.57031
340.23,0.49023,0.73314,0.00123,0.83529,0.4707
340.24,0.5293,0.73314,0.00492,0.68039,0.33594
340.25,0.21094,0.73216,0.0073801,0.46078,0.32031
340.26,0.03125,0.72923,0.01107,0.65098,0.70898
340.26,0.11523,0.72434,0.0123,0.86078,0.78906
340.27,0.15039,0.71848,0.01476,0.88039,0.75391
340.28,0.17969,0.70968,0.01722,0.89608,0.73047
340.29,0.18945,0.6999,0.01845,0.89608,0.7207
340.3,0.18555,0.68817,0.01968,0.90196,0.7207
340.3,0.18945,0.67449,0.02091,0.90588,0.71484
340.31,0.19531,0.65982,0.02337,0.90588,0.71484
340.32,0.20117,0.64516,0.0246,0.91569,0.70898
340.33,0.20508,0.62952,0.02583,0.91569,0.70898
340.34,0.20508,0.6129,0.02829,0.91569,0.70508
340.34,0.20508,0.59531,0.02952,0.91176,0.69922
340.35,0.21094,0.57771,0.03198,0.91176,0.69922
340.36,0.21484,0.56109,0.03321,0.91569,0.69922
340.37,0.21484,0.54545,0.03567,0.91569,0.68945
340.38,0.22461,0.52981,0.03813,0.92157,0.68555
340.38,0.22461,0.51515,0.04059,0.91569,0.68945
340.39,0.23438,0.50244,0.04182,0.91569,0.67578
340.4,0.24609,0.49071,0.04428,0.92549,0.66992
340.41,0.25586,0.48094,0.04674,0.93725,0.66016
340.42,0.25977,0.47312,0.04797,0.93725,0.6543
340.42,0.26953,0.46628,0.050431,0.93137,0.6543
340.43,0.26953,0.45846,0.052891,0.93137,0.66016
340.44,0.27539,0.45161,0.055351,0.93725,0.66016
340.45,0.26562,0.44477,0.057811,0.93725,0.66406
340.46,0.25977,0.43793,0.060271,0.94118,0.67578
340.46,0.25,0.43109,0.063961,0.94706,0.67969
340.47,0.23438,0.42522,0.066421,0.95098,0.69922
340.48,0.21094,0.41935,0.070111,0.94706,0.71484
340.49,0.18945,0.41349,0.072571,0.95098,0.7207
340.5,0.16016,0.40762,0.076261,0.94118,0.74414
340.5,0.15039,0.40176,0.078721,0.92549,0.75391
340.51,0.13477,0.39687,0.082411,0.91176,0.75391
340.52,0.14453,0.39296,0.084871,0.90196,0.74414
340.53,0.15625,0.38807,0.087331,0.8902,0.73438
340.54,0.17578,0.38416,0.089791,0.88627,0.7207
340.54,0.18555,0.37928,0.091021,0.88039,0.70508
340.55,0.19531,0.37439,0.093481,0.87647,0.69922
340.56,0.20117,0.37048,0.095941,0.87647,0.69922
340.57,0.19531,0.36559,0.097171,0.87647,0.69531
340.58,0.20117,0.3607,0.098401,0.87059,0.69922
340.58,0.20508,0.35777,0.098401,0.87059,0.69531
340.59,0.20508,0.35386,0.099631,0.87059,0.68945
340.6,0.20508,0.35093,0.099631,0.87059,0.69531
340.61,0.20508,0.348,0.099631,0.87059,0.68945
340.62,0.21094,0.34604,0.098401,0.87059,0.68945
340.62,0.21094,0.34506,0.097171,0.87059,0.68945
340.63,0.20508,0.34213,0.094711,0.87059,0.69531
340.64,0.21484,0.3392,0.093481,0.87059,0.68945
340.65,0.21484,0.33627,0.089791,0.88039,0.68945
340.66,0.2207,0.33236,0.087331,0.88627,0.68945
340.66,0.22461,0.32942,0.084871,0.8902,0.68555
340.67,0.26953,0.32747,0.082411,0.90588,0.6543
340.68,0.2793,0.32551,0.081181,0.91569,0.64453
340.69,0.30078,0.32258,0.078721,0.92549,0.62891
340.7,0.31445,0.3216,0.077491,0.93725,0.61914
340.7,0.34961,0.3216,0.075031,0.94706,0.59961
340.71,0.35938,0.32356,0.072571,0.93725,0.5957
340.72,0.33008,0.32747,0.070111,0.91176,0.60547
340.73,0.30078,0.33627,0.068881,0.88627,0.61914
340.74,0.26562,0.34995,0.066421,0.86078,0.64453
340.74,0.25586,0.36852,0.065191,0.86667,0.63477
340.75,0.26562,0.39296,0.063961,0.86667,0.62891
340.76,0.23047,0.42229,0.062731,0.86667,0.66406
340.77,0.18555,0.45357,0.061501,0.85098,0.69922
340.78,0.16016,0.48583,0.060271,0.8451,0.7207
340.78,0.15039,0.51711,0.060271,0.84118,0.73047
340.79,0.14453,0.54643,0.060271,0.84118,0.73438
340.8,0.14062,0.5738,0.060271,0.84118,0.74023
340.81,0.14062,0.59824,0.060271,0.8451,0.74023
340.82,0.14062,0.61584,0.060271,0.8451,0.74414
340.82,0.14062,0.62854,0.061501,0.8451,0.74023
340.83,0.14453,0.64125,0.062731,0.8451,0.74023
340.84,0.14453,0.652,0.065191,0.85098,0.74023
340.85,0.14453,0.66178,0.066421,0.8451,0.73438
340.86,0.15625,0.6696,0.068881,0.85686,0.73438
340.86,0.20117,0.67742,0.070111,0.89608,0.7207
340.87,0.33594,0.68524,0.072571,0.94118,0.64062
340.88,0.43555,0.68915,0.073801,0.87647,0.52539
340.89,0.50977,0.6911,0.076261,0.76078,0.40039
340.9,0.35938,0.6911,0.077491,0.55098,0.33984
340.9,0.035156,0.69013,0.078721,0.4549,0.58984
340.91,0.025391,0.68719,0.081181,0.81569,0.81055
340.92,0.13086,0.68328,0.083641,0.87647,0.78516
340.93,0.15625,0.67742,0.084871,0.88627,0.75
340.94,0.17969,0.67058,0.087331,0.89608,0.73047
340.94,0.17969,0.66276,0.089791,0.90196,0.73047
340.95,0.17969,0.65298,0.092251,0.91176,0.72461
340.96,0.17969,0.64125,0.094711,0.90588,0.72461
340.97,0.18945,0.62757,0.097171,0.91176,0.71484
340.98,0.20117,0.6129,0.098401,0.91569,0.71484
340.98,0.20508,0.59726,0.10086,0.91176,0.70898
340.99,0.20508,0.58065,0.10209,0.91176,0.70898
341,0.20508,0.565,0.10455,0.91176,0.70508
341.01,0.21484,0.55034,0.10578,0.91569,0.69922
341.02,0.21484,0.53861,0.10824,0.91569,0.69531
341.02,0.22461,0.5259,0.1107,0.91569,0.68945
341.03,0.22461,0.51417,0.11439,0.91569,0.68945
341.04,0.23047,0.50342,0.11808,0.91569,0.67969
341.05,0.23047,0.49365,0.12054,0.92157,0.67969
341.06,0.24023,0.48387,0.12423,0.91176,0.67578
341.06,0.24609,0.47507,0.12792,0.92549,0.67578
341.07,0.25586,0.46628,0.13038,0.93137,0.66992
341.08,0.25586,0.45943,0.13407,0.93137,0.66992
341.09,0.26562,0.45259,0.13653,0.93725,0.66406
341.1,0.26953,0.44575,0.14022,0.93137,0.66992
341.1,0.26562,0.43891,0.14268,0.93725,0.67578
341.11,0.25586,0.43402,0.14637,0.94118,0.67969
341.12,0.24023,0.42913,0.14883,0.94118,0.68945
341.13,0.22461,0.42326,0.15129,0.94118,0.70508
341.14,0.20508,0.41838,0.15498,0.94118,0.7207
341.14,0.17578,0.41349,0.15744,0.93137,0.74023
341.15,0.15625,0.40762,0.1599,0.92157,0.75
341.16,0.14062,0.40274,0.16113,0.91176,0.75977
341.17,0.13477,0.39687,0.16236,0.89608,0.74414
341.18,0.15039,0.39101,0.16359,0.8902,0.74023
341.18,0.16016,0.38514,0.16605,0.88627,0.72461
341.19,0.17969,0.38025,0.16605,0.88039,0.7207
341.2,0.18555,0.37537,0.16728,0.87647,0.70898
341.21,0.19531,0.37146,0.16851,0.87647,0.70508
341.22,0.20117,0.36755,0.16851,0.87059,0.69922
341.22,0.20508,0.36364,0.16851,0.87059,0.69922
341.23,0.20508,0.35875,0.16851,0.87059,0.69531
341.24,0.20508,0.35484,0.16728,0.87059,0.69531
341.25,0.20508,0.34995,0.16605,0.87059,0.69922
341.26,0.20508,0.34604,0.16359,0.87059,0.69922
341.26,0.20508,0.34213,0.16113,0.87059,0.69922
341.27,0.21484,0.33822,0.15744,0.87059,0.69531
341.28,0.21094,0.33431,0.15375,0.87059,0.69922
341.29,0.21484,0.3304,0.14883,0.87647,0.69531
341.3,0.20508,0.32649,0.14514,0.88039,0.69922
341.3,0.20508,0.32258,0.14022,0.88627,0.69922
341.31,0.20508,0.31965,0.1353,0.8902,0.69922
341.32,0.21094,0.31672,0.12915,0.8902,0.69531
341.33,0.24609,0.31378,0.12423,0.90588,0.66992
341.34,0.26562,0.30987,0.11685,0.92157,0.6543
341.34,0.27539,0.30694,0.1107,0.93137,0.65039
341.35,0.29102,0.30401,0.10209,0.93137,0.63477
341.36,0.33008,0.30401,0.094711,0.95098,0.61523
341.37,0.3457,0.30596,0.087331,0.94706,0.60547
341.38,0.32422,0.31281,0.081181,0.93137,0.60938
341.38,0.30078,0.32551,0.075031,0.90196,0.62891
341.39,0.25977,0.34506,0.068881,0.87059,0.65039
341.4,0.23438,0.3695,0.062731,0.86667,0.66016
341.41,0.25977,0.39492,0.056581,0.87647,0.64062
341.42,0.23047,0.42033,0.050431,0.87059,0.66406
341.42,0.18945,0.45064,0.04428,0.86667,0.69922
341.43,0.15625,0.48192,0.03936,0.85098,0.72461
341.44,0.14062,0.5132,0.03567,0.85098,0.73438
341.45,0.13477,0.54154,0.03198,0.85098,0.74414
341.46,0.13477,0.56794,0.02829,0.85098,0.74414
341.46,0.13477,0.59238,0.02583,0.85098,0.75
341.47,0.13477,0.61486,0.0246,0.85098,0.74414
341.48,0.13477,0.63539,0.02337,0.85098,0.74414
341.49,0.13477,0.65494,0.02337,0.85098,0.74414
341.5,0.14062,0.67155,0.0246,0.85686,0.74414
341.5,0.14453,0.68719,0.02583,0.85686,0.74023
341.51,0.14062,0.69795,0.02952,0.85686,0.74023
341.52,0.17578,0.70577,0.03321,0.88627,0.72461
341.53,0.28516,0.71261,0.0369,0.93725,0.67578
341.54,0.41992,0.7175,0.04059,0.8902,0.54492
341.54,0.49414,0.72043,0.04551,0.80588,0.42969
341.55,0.5,0.72043,0.050431,0.60588,0.32422
341.56,0.076172,0.71945,0.055351,0.46078,0.50586
341.57,0.0058594,0.71652,0.061501,0.75098,0.7793
341.58,0.13086,0.71261,0.066421,0.87059,0.79883
341.58,0.15039,0.70577,0.072571,0.88039,0.75
341.59,0.17578,0.69892,0.077491,0.8902,0.7207
341.6,0.17969,0.69013,0.083641,0.89608,0.7207
341.61,0.18945,0.68035,0.091021,0.89608,0.7207
341.62,0.18945,0.6696,0.097171,0.90196,0.71484
341.62,0.19531,0.65787,0.10209,0.90196,0.70898
341.63,0.18945,0.64516,0.10824,0.90196,0.70898
341.64,0.20117,0.63148,0.11316,0.90588,0.70508
341.65,0.20117,0.61779,0.11931,0.90196,0.69922
341.66,0.20508,0.60508,0.12423,0.91176,0.69922
341.66,0.20508,0.59335,0.13038,0.91176,0.69922
341.67,0.21094,0.58162,0.13653,0.91176,0.69922
341.68,0.21094,0.57185,0.14268,0.90588,0.69531
341.69,0.23047,0.56305,0.1476,0.91176,0.67969
341.7,0.23047,0.55523,0.15252,0.91176,0.67578
341.7,0.24609,0.54839,0.15744,0.91176,0.66992
341.71,0.24609,0.54154,0.16236,0.91569,0.66992
341.72,0.25586,0.53568,0.16728,0.91569,0.66016
341.73,0.25977,0.52884,0.1722,0.91569,0.66016
341.74,0.26562,0.52199,0.17835,0.92157,0.66016
341.74,0.26953,0.5132,0.1845,0.92549,0.6543
341.75,0.26953,0.5044,0.18942,0.92549,0.66016
341.76,0.26562,0.49462,0.19557,0.94118,0.66406
341.77,0.25977,0.48387,0.20172,0.94706,0.66992
341.78,0.24023,0.47312,0.2091,0.94118,0.67969
341.78,0.22461,0.46237,0.21402,0.94706,0.69922
341.79,0.20508,0.45161,0.21894,0.94706,0.71484
341.8,0.17969,0.44086,0.22386,0.94118,0.72461
341.81,0.16602,0.43109,0.22878,0.93725,0.74023
341.82,0.14453,0.42131,0.2337,0.91569,0.74414
341.82,0.14062,0.41153,0.23862,0.90588,0.75
341.83,0.15039,0.40078,0.24231,0.8902,0.73438
341.84,0.16602,0.38905,0.24723,0.88039,0.7207
341.85,0.17969,0.3783,0.25215,0.87059,0.70898
341.86,0.18945,0.36755,0.25584,0.87059,0.70508
341.86,0.19531,0.35777,0.25953,0.86667,0.69922
341.87,0.20117,0.348,0.26322,0.86078,0.69922
341.88,0.20508,0.33822,0.26691,0.86667,0.69531
341.89,0.20508,0.32942,0.2706,0.86078,0.68945
341.9,0.20508,0.32063,0.27306,0.86667,0.69531
341.9,0.21094,0.31183,0.27675,0.86078,0.68945
341.91,0.21094,0.30499,0.27798,0.86667,0.69531
341.92,0.21484,0.3001,0.28044,0.86667,0.68945
341.93,0.21484,0.29326,0.2829,0.87059,0.68945
341.94,0.21484,0.28641,0.28413,0.87059,0.69531
341.94,0.21094,0.27957,0.28536,0.87059,0.68945
341.95,0.21094,0.2737,0.28536,0.87647,0.68945
341.96,0.21484,0.26784,0.28536,0.87647,0.69531
341.97,0.21094,0.26295,0.28536,0.87647,0.68945
341.98,0.2207,0.25806,0.28536,0.88627,0.68555
341.98,0.25,0.25415,0.28536,0.90196,0.66992
341.99,0.27539,0.24927,0.28536,0.91569,0.65039
342,0.2793,0.24536,0.28536,0.91569,0.64062
342.01,0.29492,0.2434,0.28536,0.92157,0.62891
342.02,0.33594,0.2434,0.28536,0.94118,0.60938
342.02,0.34961,0.24438,0.28536,0.94706,0.59961
342.03,0.33984,0.24927,0.28536,0.92157,0.60547
342.04,0.32031,0.25904,0.28659,0.8902,0.60938
342.05,0.26953,0.27468,0.28905,0.86078,0.64062
342.06,0.25586,0.29717,0.29274,0.85098,0.65039
342.06,0.27539,0.32649,0.29643,0.86667,0.63477
342.07,0.25977,0.36168,0.30135,0.86078,0.6543
342.08,0.21094,0.39883,0.3075,0.85098,0.69531
342.09,0.17969,0.43793,0.31365,0.84118,0.71484
342.1,0.16016,0.47507,0.3198,0.83529,0.72461
342.1,0.16016,0.50929,0.32595,0.84118,0.73438
342.11,0.15039,0.53666,0.3321,0.84118,0.74023
342.12,0.14453,0.55816,0.33948,0.83529,0.74023
342.13,0.14062,0.57869,0.34563,0.84118,0.74414
342.14,0.15039,0.59726,0.35301,0.83529,0.74023
342.14,0.15625,0.6129,0.36039,0.84118,0.73438
342.15,0.15039,0.62659,0.36777,0.8451,0.74023
342.16,0.15039,0.63734,0.37515,0.8451,0.73438
342.17,0.16016,0.64712,0.38253,0.8451,0.74023
342.18,0.17969,0.65396,0.39114,0.86667,0.7207
342.18,0.29492,0.65885,0.39852,0.91569,0.66406
342.19,0.42578,0.66178,0.4059,0.86667,0.53906
342.2,0.5293,0.66373,0.41328,0.79608,0.41602
342.21,0.54492,0.66276,0.42189,0.6098,0.32031
342.22,0.12109,0.6608,0.42927,0.48039,0.5
342.22,0.064453,0.65787,0.43788,0.77059,0.77539
342.23,0.16602,0.65396,0.44649,0.88039,0.78906
342.24,0.16602,0.64809,0.4551,0.88039,0.74414
342.25,0.17969,0.64125,0.46371,0.88627,0.73047
342.26,0.17969,0.63245,0.47232,0.88627,0.72461
342.26,0.17969,0.6217,0.4797,0.88627,0.73438
342.27,0.17969,0.60899,0.48831,0.88627,0.7207
342.28,0.18555,0.59433,0.49692,0.8902,0.7207
342.29,0.19531,0.57967,0.50431,0.8902,0.70898
342.3,0.19531,0.56305,0.51292,0.89608,0.71484
342.3,0.19531,0.54741,0.52153,0.89608,0.70898
342.31,0.19531,0.53275,0.53137,0.89608,0.71484
342.32,0.20508,0.52004,0.53998,0.89608,0.70898
342.33,0.20508,0.50635,0.54859,0.89608,0.69922
342.34,0.20508,0.49267,0.55843,0.88627,0.69922
342.34,0.21094,0.48094,0.56581,0.88627,0.69922
342.35,0.22461,0.47019,0.57442,0.89608,0.68945
342.36,0.23047,0.46041,0.58426,0.89608,0.68555
342.37,0.23047,0.45161,0.5941,0.89608,0.68945
342.38,0.24023,0.44379,0.60517,0.89608,0.67969
342.38,0.25,0.43597,0.61501,0.90196,0.67578
342.39,0.25586,0.42815,0.62731,0.89608,0.66992
342.4,0.25586,0.42131,0.63961,0.91176,0.67578
342.41,0.25586,0.41447,0.65191,0.91176,0.67578
342.42,0.25977,0.4086,0.66421,0.91569,0.67578
342.42,0.25,0.40176,0.67651,0.91569,0.67578
342.43,0.23438,0.39492,0.68758,0.92549,0.69531
342.44,0.2207,0.38905,0.69742,0.93137,0.69922
342.45,0.20117,0.38416,0.70849,0.92549,0.7207
342.46,0.17578,0.3783,0.71833,0.91569,0.73438
342.46,0.16016,0.37341,0.7294,0.91569,0.74414
342.47,0.14453,0.36852,0.73924,0.89608,0.74414
342.48,0.13477,0.36266,0.74908,0.88039,0.75
342.49,0.16016,0.35777,0.75892,0.87059,0.73047
342.5,0.17578,0.35191,0.76753,0.86667,0.7207
342.5,0.18945,0.34702,0.77491,0.87059,0.70508
342.51,0.20508,0.34213,0.78352,0.85098,0.69922
342.52,0.21484,0.3392,0.7909,0.8451,0.69531
342.53,0.22461,0.33431,0.79951,0.8451,0.68945
342.54,0.23047,0.32942,0.80689,0.8451,0.67578
342.54,0.24609,0.32551,0.8155,0.8451,0.67578
342.55,0.24023,0.32063,0.82288,0.8451,0.67578
342.56,0.23047,0.31672,0.83026,0.8451,0.67578
342.57,0.24023,0.31183,0.83764,0.8451,0.67578
342.58,0.24609,0.30792,0.84379,0.8451,0.67578
342.58,0.24023,0.30401,0.84994,0.8451,0.67578
342.59,0.24609,0.29912,0.85609,0.85098,0.67578
342.6,0.25,0.29521,0.86101,0.85686,0.67578
342.61,0.24609,0.29326,0.8647,0.85098,0.66992
342.62,0.24023,0.2913,0.86839,0.85098,0.67578
342.62,0.24023,0.28739,0.87331,0.85098,0.67578
342.63,0.25,0.28348,0.87577,0.85686,0.66992
342.64,0.2793,0.27957,0.87946,0.88627,0.64453
342.65,0.30078,0.27468,0.88069,0.90196,0.63477
342.66,0.31055,0.26979,0.88315,0.89608,0.625
342.66,0.33984,0.26491,0.88438,0.91569,0.60938
342.67,0.37109,0.26295,0.88684,0.93725,0.58984
342.68,0.375,0.26295,0.88807,0.94118,0.58398
342.69,0.35547,0.26784,0.89053,0.91176,0.59961
342.7,0.33984,0.27761,0.89422,0.88627,0.60547
342.7,0.29492,0.2913,0.89791,0.8451,0.625
342.71,0.28516,0.3089,0.9016,0.85686,0.62891
342.72,0.30078,0.33431,0.90652,0.86078,0.625
342.73,0.25977,0.36559,0.91144,0.85686,0.66016
342.74,0.21484,0.40078,0.91636,0.84118,0.68945
342.74,0.18555,0.43793,0.92128,0.82549,0.70898
342.75,0.17969,0.47507,0.9262,0.83137,0.71484
342.76,0.17578,0.50929,0.93112,0.83529,0.7207
342.77,0.16992,0.53959,0.93604,0.83529,0.7207
342.78,0.17969,0.56794,0.94219,0.84118,0.7207
342.78,0.17578,0.59042,0.94834,0.84118,0.7207
342.79,0.16992,0.60899,0.95449,0.83137,0.7207
342.8,0.17969,0.62366,0.96187,0.84118,0.7207
342.81,0.17578,0.63343,0.96802,0.84118,0.7207
342.82,0.17969,0.64027,0.9754,0.83529,0.7207
342.82,0.18945,0.64712,0.98155,0.85098,0.71484
342.83,0.24609,0.652,0.98893,0.8902,0.69922
342.84,0.38086,0.65591,0.99508,0.91176,0.59961
342.85,0.50977,0.65689,1.0025,0.84118,0.4707
342.86,0.61914,0.65787,1.0098,0.7549,0.32031
342.86,0.39062,0.65689,1.0172,0.53922,0.29102
342.87,0.125,0.65396,1.0246,0.5,0.61914
342.88,0.20117,0.65103,1.0332,0.88039,0.75977
342.89,0.21094,0.64516,1.0418,0.89608,0.74414
342.9,0.17969,0.63734,1.0504,0.88039,0.73438
342.9,0.18945,0.62854,1.0578,0.8902,0.72461
342.91,0.18555,0.62366,1.0664,0.88627,0.72461
342.92,0.19531,0.61975,1.0738,0.8902,0.7207
342.93,0.20117,0.60899,1.0812,0.8902,0.71484
342.94,0.18945,0.59531,1.0886,0.88627,0.7207
342.94,0.18945,0.57869,1.0972,0.88627,0.71484
342.95,0.19531,0.56207,1.1058,0.8902,0.70898
342.96,0.20508,0.54448,1.1144,0.8902,0.70508
342.97,0.20508,0.52688,1.1218,0.88627,0.69922
342.98,0.21484,0.50929,1.1292,0.88627,0.69922
342.98,0.2207,0.49365,1.1292,0.88627,0.69922
342.99,0.23047,0.47898,1.1292,0.89608,0.68945
343,0.23047,0.46628,1.1292,0.89608,0.68945
343.01,0.24023,0.45552,1.1292,0.8902,0.67969
343.02,0.23438,0.44673,1.1292,0.89608,0.67578
343.02,0.25,0.43891,1.1292,0.89608,0.67578
343.03,0.24609,0.43109,1.1292,0.89608,0.67578
343.04,0.26953,0.42326,1.1292,0.90588,0.66406
343.05,0.26562,0.41642,1.1292,0.89608,0.66016
343.06,0.26953,0.40958,1.1292,0.90196,0.66016
343.06,0.26953,0.40274,1.1292,0.91176,0.66406
343.07,0.27539,0.39687,1.1292,0.91569,0.66406
343.08,0.25,0.39003,1.1292,0.91569,0.68555
343.09,0.23047,0.38319,1.1292,0.91569,0.69531
343.1,0.20508,0.37732,1.1292,0.91569,0.71484
343.1,0.18555,0.37243,1.1292,0.91569,0.73047
343.11,0.16602,0.36852,1.1292,0.90588,0.74414
343.12,0.16016,0.36364,1.1292,0.89608,0.74414
343.13,0.15039,0.35875,1.1292,0.88039,0.75
343.14,0.16016,0.35288,1.1292,0.87059,0.74414
343.14,0.17578,0.348,1.1292,0.86078,0.72461
343.15,0.20117,0.34311,1.1292,0.85686,0.70508
343.16,0.21094,0.33724,1.1292,0.8451,0.69531
343.17,0.23047,0.33236,1.1292,0.84118,0.67969
343.18,0.23438,0.32747,1.1292,0.83529,0.67969
343.18,0.24609,0.3216,1.1292,0.83529,0.67578
343.19,0.25,0.31672,1.1292,0.83529,0.67578
343.2,0.25,0.31085,1.1292,0.83529,0.66992
343.21,0.25,0.30694,1.1292,0.83529,0.66992
343.22,0.25586,0.30401,1.1292,0.83529,0.66992
343.22,0.25586,0.3001,1.1292,0.83529,0.66406
343.23,0.25586,0.29521,1.1292,0.83529,0.66406
343.24,0.25586,0.29032,1.1292,0.84118,0.66406
343.25,0.25,0.28641,1.1292,0.8451,0.66992
343.26,0.25586,0.28348,1.1292,0.8451,0.66406
343.26,0.25586,0.28348,1.1292,0.8451,0.66992
343.27,0.25586,0.28739,1.1292,0.84118,0.66016
343.28,0.25977,0.29326,1.1292,0.8451,0.66406
343.29,0.2793,0.30303,1.1292,0.85098,0.65039
343.3,0.31055,0.31476,1.1292,0.88039,0.62891
343.3,0.32422,0.32747,1.1292,0.8902,0.625
343.31,0.32422,0.34018,1.1292,0.88627,0.61523
343.32,0.36523,0.35484,1.1292,0.91569,0.5957
343.33,0.39062,0.37048,1.1292,0.93137,0.58008
343.34,0.39453,0.3871,1.1292,0.91569,0.57422
343.34,0.37109,0.40762,1.1292,0.89608,0.58984
343.35,0.3457,0.43109,1.1292,0.86667,0.59961
343.36,0.30469,0.46041,1.1292,0.83529,0.625
343.37,0.32422,0.4956,1.1292,0.85098,0.60938
343.38,0.29492,0.53568,1.1292,0.85686,0.62891
343.38,0.25586,0.57869,1.1292,0.84118,0.66992
343.39,0.21484,0.6217,1.1292,0.82549,0.69531
343.4,0.18945,0.66276,1.1292,0.82549,0.70508
343.41,0.18945,0.69501,1.1292,0.83137,0.71484
343.42,0.18555,0.71945,1.1292,0.83137,0.7207
343.42,0.17969,0.74291,1.1292,0.83137,0.7207
343.43,0.17969,0.76149,1.1292,0.83529,0.72461
343.44,0.17578,0.77615,1.1292,0.83529,0.72461
343.45,0.17969,0.7869,1.1292,0.83529,0.72461
343.46,0.17578,0.79472,1.1292,0.83529,0.72461
343.46,0.17969,0.79961,1.1292,0.84118,0.7207
343.47,0.17969,0.80254,1.1292,0.84118,0.7207
343.48,0.20508,0.80254,1.1292,0.85686,0.71484
343.49,0.30078,0.80156,1.1292,0.91176,0.67578
343.5,0.42969,0.79863,1.1292,0.91569,0.56445
343.5,0.53516,0.79472,1.1292,0.82157,0.44531
343.51,0.57031,0.78886,1.1292,0.6549,0.31445
343.52,0.2207,0.78299,1.1292,0.46078,0.4043
343.53,0.070312,0.7781,1.1255,0.68039,0.72461
343.54,0.16992,0.77224,1.1218,0.86667,0.78516
343.54,0.17969,0.76442,1.1119,0.87647,0.74414
343.55,0.21094,0.7566,1.1021,0.88627,0.71484
343.56,0.21484,0.74682,1.0935,0.89608,0.70898
343.57,0.21484,0.73412,1.0836,0.89608,0.70898
343.58,0.2207,0.71945,1.0738,0.90196,0.70898
343.58,0.21484,0.70186,1.064,0.91176,0.70508
343.59,0.2207,0.68231,1.0529,0.91176,0.70508
343.6,0.2207,0.65982,1.0418,0.91176,0.70508
343.61,0.23047,0.63832,1.0308,0.90588,0.70508
343.62,0.23047,0.61779,1.0197,0.91176,0.69922
343.62,0.23047,0.59335,1.0098,0.91176,0.69531
343.63,0.23438,0.56891,0.99877,0.91176,0.69531
343.64,0.24609,0.54448,0.98893,0.91569,0.68945
343.65,0.25,0.52102,0.97786,0.91569,0.67969
343.66,0.25586,0.49853,0.96802,0.91569,0.67578
343.66,0.25977,0.47703,0.95695,0.91569,0.67578
343.67,0.27539,0.45748,0.94465,0.92157,0.66016
343.68,0.27539,0.43891,0.93358,0.92549,0.66406
343.69,0.28516,0.42131,0.92128,0.92549,0.6543
343.7,0.29102,0.40567,0.91021,0.92549,0.66016
343.7,0.30078,0.39198,0.89914,0.93137,0.65039
343.71,0.30078,0.38123,0.8893,0.93725,0.6543
343.72,0.30078,0.36852,0.87946,0.93725,0.65039
343.73,0.29102,0.35582,0.86962,0.94118,0.66016
343.74,0.2793,0.34311,0.85855,0.94706,0.67578
343.74,0.26562,0.3304,0.84748,0.95098,0.68945
343.75,0.24609,0.31769,0.83518,0.95098,0.70508
343.76,0.2207,0.30499,0.82288,0.95686,0.7207
343.77,0.20508,0.29326,0.81181,0.94118,0.73047
343.78,0.18555,0.28152,0.79951,0.93137,0.73438
343.78,0.17969,0.26979,0.78844,0.91569,0.74023
343.79,0.17969,0.25904,0.77737,0.90588,0.73047
343.8,0.20117,0.24829,0.76507,0.89608,0.7207
343.81,0.21094,0.24047,0.75154,0.88627,0.70508
343.82,0.2207,0.23363,0.73801,0.88039,0.69922
343.82,0.23047,0.22678,0.72325,0.87647,0.68945
343.83,0.24023,0.21799,0.70849,0.87647,0.67969
343.84,0.24609,0.21017,0.6925,0.87059,0.67578
343.85,0.24609,0.20332,0.67651,0.87059,0.67578
