Time [s], RESP, PLETH, II, V, AVR, CVP, ART
365.03,0.19453,0.61388,0.52956,0.64062,0.65098,13.064,74.902
365.04,0.1828,0.64614,0.50985,0.625,0.67059,13.025,75.098
365.05,0.17204,0.6696,0.47044,0.61523,0.7,13.025,75.293
365.06,0.16129,0.68622,0.43473,0.60547,0.72549,13.025,75.489
365.06,0.14956,0.70088,0.41502,0.60547,0.73529,13.025,75.685
365.07,0.13978,0.71261,0.4101,0.59961,0.74118,12.947,75.88
365.08,0.13001,0.72141,0.40517,0.5957,0.7451,13.025,75.88
365.09,0.12023,0.72727,0.40025,0.5957,0.7451,13.181,75.685
365.1,0.11144,0.73118,0.40025,0.5957,0.75098,13.377,75.489
365.1,0.10362,0.73118,0.40025,0.5957,0.75098,13.455,75.293
365.11,0.096774,0.72923,0.40025,0.5957,0.75098,13.455,74.902
365.12,0.090909,0.7263,0.40025,0.59961,0.75098,13.377,74.511
365.13,0.084066,0.72043,0.41502,0.61523,0.74118,13.377,73.924
365.14,0.079179,0.71359,0.45443,0.60547,0.69608,13.455,73.533
365.14,0.073314,0.70577,0.56527,0.5957,0.58431,13.572,72.751
365.15,0.068426,0.69795,0.75985,0.57031,0.40392,13.651,71.969
365.16,0.063539,0.68817,0.96552,0.49414,0.2098,13.768,70.991
365.17,0.059629,0.67742,0.99507,0.38477,0.16471,13.807,70.404
365.18,0.054741,0.66569,0.72537,0.33594,0.38431,13.963,70.209
365.18,0.051808,0.65298,0.49015,0.39453,0.62549,14.081,69.818
365.19,0.047898,0.63832,0.38054,0.49023,0.75098,14.12,69.426
365.2,0.044966,0.6217,0.35961,0.56445,0.78039,14.198,68.84
365.21,0.041056,0.60411,0.36453,0.60938,0.78627,14.315,68.253
365.22,0.038123,0.58456,0.36946,0.625,0.78627,14.394,67.862
365.22,0.034213,0.565,0.37562,0.62891,0.78627,14.394,67.275
365.23,0.031281,0.54545,0.38547,0.62891,0.78039,14.433,66.688
365.24,0.028348,0.5259,0.39039,0.63477,0.77647,14.511,66.102
365.25,0.026393,0.50929,0.39532,0.63477,0.77647,14.707,65.515
365.26,0.02346,0.49462,0.40517,0.64062,0.76078,14.941,65.124
365.26,0.022483,0.48094,0.41502,0.64453,0.7549,15.02,64.537
365.27,0.020528,0.46921,0.42488,0.64453,0.75098,14.902,64.146
365.28,0.01955,0.45846,0.4298,0.6543,0.7451,14.589,63.755
365.29,0.01955,0.44966,0.43473,0.6543,0.74118,14.276,63.364
365.3,0.01955,0.44282,0.44458,0.6543,0.73137,14.003,62.973
365.3,0.01955,0.43793,0.45443,0.6543,0.72157,13.963,62.582
365.31,0.020528,0.43304,0.46059,0.66016,0.71569,13.885,62.19
365.32,0.021505,0.43011,0.47537,0.66406,0.7098,13.885,61.604
365.33,0.02346,0.42717,0.49507,0.66406,0.69608,13.807,61.213
365.34,0.025415,0.42522,0.51478,0.66992,0.68039,13.807,60.821
365.34,0.02737,0.42229,0.53941,0.67969,0.66078,13.768,60.43
365.35,0.029326,0.42033,0.56527,0.68555,0.63529,13.651,60.626
365.36,0.031281,0.41838,0.59483,0.68945,0.6098,13.455,61.408
365.37,0.034213,0.41544,0.61946,0.69922,0.58431,13.181,63.95
365.38,0.036168,0.41251,0.63547,0.69922,0.57451,13.025,68.057
365.38,0.039101,0.4086,0.64039,0.69922,0.56471,12.907,74.12
365.39,0.042033,0.40469,0.64532,0.68945,0.56471,12.751,81.16
365.4,0.043988,0.40078,0.62438,0.68555,0.57451,12.751,88.983
365.41,0.046921,0.39589,0.59975,0.67969,0.6,13.025,96.415
365.42,0.049853,0.39101,0.56034,0.67969,0.62941,13.455,103.65
365.42,0.051808,0.38514,0.52463,0.66992,0.66078,13.69,109.91
365.43,0.054741,0.38025,0.49015,0.66016,0.6902,13.494,114.8
365.44,0.055718,0.37439,0.46059,0.65039,0.7098,13.064,118.12
365.45,0.057674,0.3695,0.43966,0.64453,0.72549,12.634,120.27
365.46,0.057674,0.36559,0.42488,0.64062,0.74118,12.282,121.06
365.46,0.058651,0.3607,0.41995,0.63477,0.7451,12.008,121.06
365.47,0.057674,0.35484,0.41502,0.62891,0.75098,11.812,120.27
365.48,0.057674,0.34995,0.41502,0.625,0.75098,11.773,118.9
365.49,0.055718,0.34409,0.41502,0.61914,0.7451,11.695,117.14
365.5,0.054741,0.33822,0.41995,0.61914,0.74118,11.656,115.38
365.5,0.052786,0.33236,0.41995,0.61914,0.74118,11.656,113.43
365.51,0.049853,0.32649,0.41995,0.61914,0.74118,11.695,111.47
365.52,0.045943,0.32063,0.41995,0.61914,0.7451,11.695,109.52
365.53,0.042033,0.31476,0.4298,0.61914,0.74118,11.812,107.37
365.54,0.036168,0.30987,0.43473,0.61914,0.73529,11.89,105.41
365.54,0.031281,0.30596,0.43473,0.61914,0.73529,12.086,103.26
365.55,0.024438,0.30303,0.43966,0.61914,0.73529,12.399,101.3
365.56,0.017595,0.29912,0.43966,0.61914,0.73529,12.829,99.739
365.57,0.010753,0.29521,0.43966,0.61914,0.73137,13.181,98.175
365.58,0.0029325,0.2913,0.43966,0.61914,0.73137,13.377,96.61
365.58,0.00097752,0.28641,0.43966,0.625,0.73137,13.338,94.655
365.59,0,0.28055,0.43966,0.625,0.73137,13.181,92.308
365.6,0,0.27468,0.43966,0.625,0.73137,13.064,89.765
365.61,0,0.26979,0.43966,0.625,0.73137,12.947,87.223
365.62,0,0.26882,0.43966,0.625,0.73137,12.947,84.485
365.62,0,0.27175,0.44951,0.625,0.72157,13.025,82.138
365.63,0,0.28348,0.47044,0.63477,0.7098,13.142,79.987
365.64,0,0.30596,0.48522,0.65039,0.69608,13.181,78.227
365.65,0,0.33236,0.49507,0.66016,0.6902,13.181,77.054
365.66,0,0.36461,0.51478,0.66406,0.67647,13.181,76.076
365.66,0,0.40762,0.54557,0.68555,0.6549,13.181,75.293
365.67,0,0.45455,0.56034,0.67969,0.6451,13.181,75.098
365.68,0,0.50342,0.55542,0.66016,0.6451,13.181,74.902
365.69,0,0.54936,0.55049,0.65039,0.6451,13.181,74.902
365.7,0,0.58944,0.52956,0.64062,0.6549,13.142,75.098
365.7,0,0.62463,0.5,0.625,0.68039,13.142,75.098
365.71,0,0.65396,0.46552,0.61523,0.70588,13.142,75.293
365.72,0,0.67644,0.43473,0.60547,0.73137,13.142,75.489
365.73,0,0.69501,0.41502,0.60547,0.7451,13.064,75.685
365.74,0,0.7087,0.40517,0.60547,0.75098,13.064,75.685
365.74,0,0.7175,0.39532,0.60547,0.7549,13.064,75.685
365.75,0,0.72239,0.39532,0.60547,0.7549,13.064,75.489
365.76,0,0.7263,0.39532,0.60547,0.7549,13.064,75.293
365.77,0,0.72727,0.39532,0.60547,0.7549,13.142,75.098
365.78,0,0.72727,0.39532,0.59961,0.75098,13.181,74.902
365.78,0,0.72434,0.40025,0.60547,0.75098,13.259,74.316
365.79,0,0.72043,0.42488,0.61523,0.73529,13.338,73.924
365.8,0,0.71359,0.47044,0.60938,0.6902,13.455,73.338
365.81,0,0.70674,0.58005,0.5957,0.57451,13.572,72.555
365.82,0,0.69795,0.77463,0.57031,0.3902,13.69,71.773
365.82,0,0.68817,0.97044,0.49023,0.18824,13.963,70.991
365.83,0,0.67742,1.0049,0.38477,0.14902,14.276,70.404
365.84,0,0.66471,0.72044,0.33984,0.38431,14.746,70.013
365.85,0,0.652,0.4803,0.4043,0.62941,15.332,69.622
365.86,0,0.6393,0.37562,0.5,0.7549,15.645,69.231
365.86,0,0.62366,0.35961,0.57031,0.78039,15.567,68.644
365.87,0.001955,0.60606,0.36946,0.60938,0.78627,15.332,68.057
365.88,0.0048876,0.58749,0.36946,0.625,0.78627,15.02,67.471
365.89,0.010753,0.56794,0.37562,0.62891,0.78627,14.746,66.884
365.9,0.01564,0.54741,0.37562,0.63477,0.78039,14.628,66.493
365.9,0.020528,0.52786,0.38547,0.64062,0.77647,14.589,65.906
365.91,0.026393,0.51026,0.39532,0.64062,0.76667,14.511,65.515
365.92,0.031281,0.49365,0.40025,0.64453,0.76078,14.433,64.928
365.93,0.036168,0.47898,0.41502,0.64453,0.7549,14.315,64.537
365.94,0.041056,0.46725,0.41995,0.65039,0.75098,14.198,64.146
365.94,0.045943,0.45748,0.4298,0.6543,0.74118,14.003,63.559
365.95,0.051808,0.44966,0.43473,0.6543,0.73529,13.885,63.168
365.96,0.057674,0.44379,0.44458,0.66016,0.73137,13.885,62.973
365.97,0.062561,0.43988,0.45443,0.66016,0.72157,13.963,62.582
365.98,0.067449,0.43597,0.46059,0.66406,0.71569,14.198,62.19
365.98,0.072336,0.43304,0.47537,0.66992,0.70588,14.589,61.604
365.99,0.077224,0.43011,0.49507,0.67969,0.69608,14.902,61.408
366,0.082111,0.42717,0.51478,0.67969,0.68039,15.02,60.821
366.01,0.086999,0.42424,0.53941,0.68555,0.6549,14.746,60.626
366.02,0.091887,0.42229,0.56527,0.68945,0.62941,14.315,60.821
366.02,0.097752,0.41935,0.59483,0.69922,0.6,13.807,61.799
366.03,0.10362,0.41642,0.62438,0.69922,0.58039,13.455,64.146
366.04,0.11046,0.41251,0.64039,0.69922,0.56471,13.142,68.449
366.05,0.1173,0.40958,0.65025,0.69922,0.56078,12.947,74.316
366.06,0.12317,0.40665,0.65025,0.69531,0.5549,12.751,81.16
366.06,0.13001,0.40176,0.63054,0.68945,0.56471,12.634,88.788
366.07,0.13587,0.39785,0.60468,0.68555,0.58431,12.516,96.219
366.08,0.14076,0.39296,0.56527,0.68555,0.61961,12.438,103.26
366.09,0.14663,0.3871,0.52956,0.67578,0.65098,12.321,109.32
366.1,0.15054,0.38221,0.5,0.66406,0.67647,12.203,114.41
366.1,0.15543,0.37634,0.47044,0.6543,0.7,12.086,117.93
366.11,0.15934,0.37048,0.44458,0.64453,0.71569,12.008,120.08
366.12,0.16227,0.36461,0.4298,0.63477,0.73137,12.086,121.06
366.13,0.1652,0.35875,0.41995,0.625,0.73529,12.282,121.06
366.14,0.16911,0.35288,0.41502,0.61914,0.74118,12.399,120.47
366.14,0.17107,0.348,0.41502,0.61914,0.74118,12.438,119.1
366.15,0.17302,0.34311,0.41995,0.61523,0.74118,12.282,117.54
366.16,0.174,0.33822,0.41995,0.61523,0.73529,12.008,115.78
366.17,0.17498,0.33333,0.41995,0.61523,0.73529,11.812,113.82
366.18,0.17302,0.32747,0.41995,0.61914,0.73529,11.695,111.86
366.18,0.17204,0.32258,0.41995,0.61914,0.73529,11.656,109.91
366.19,0.16911,0.31672,0.42488,0.61914,0.73137,11.695,107.95
366.2,0.16618,0.31183,0.4298,0.625,0.73137,11.773,106
366.21,0.16129,0.30694,0.43473,0.625,0.73137,11.812,104.24
366.22,0.15738,0.30303,0.43473,0.625,0.73137,11.89,102.48
366.22,0.15249,0.29814,0.43473,0.625,0.73137,11.89,100.72
366.23,0.14858,0.29423,0.43473,0.62891,0.73137,11.969,98.957
366.24,0.1437,0.29032,0.43473,0.62891,0.73137,12.086,97.197
366.25,0.13978,0.28641,0.43473,0.625,0.73137,12.282,95.046
366.26,0.13587,0.28348,0.43473,0.625,0.73137,12.516,92.894
366.26,0.13196,0.27957,0.43473,0.625,0.73137,12.947,90.352
366.27,0.12708,0.27468,0.43473,0.625,0.73137,13.494,87.81
366.28,0.12317,0.27273,0.43473,0.625,0.72549,14.003,85.267
366.29,0.12023,0.27566,0.44951,0.63477,0.71569,14.198,82.725
366.3,0.11632,0.28543,0.46552,0.64453,0.70588,14.12,80.769
366.3,0.11437,0.30596,0.4803,0.6543,0.69608,13.885,79.009
366.31,0.11144,0.33627,0.49015,0.66016,0.6902,13.651,77.445
366.32,0.10948,0.37537,0.51478,0.67578,0.67059,13.494,76.467
366.33,0.10753,0.42131,0.55542,0.68945,0.65098,13.455,75.685
366.34,0.10655,0.46921,0.56527,0.69531,0.63529,13.455,75.293
366.34,0.10557,0.51124,0.56034,0.66406,0.62941,13.377,75.098
366.35,0.10459,0.54839,0.55049,0.6543,0.64118,13.377,74.902
366.36,0.10459,0.58553,0.52956,0.64062,0.65098,13.377,74.902
366.37,0.10459,0.61975,0.5,0.625,0.67647,13.377,75.098
366.38,0.10459,0.64907,0.46059,0.61523,0.70588,13.377,75.098
366.38,0.10459,0.67351,0.42488,0.61523,0.73137,13.377,75.293
366.39,0.10557,0.69208,0.4101,0.60938,0.7451,13.377,75.489
366.4,0.10655,0.70772,0.4101,0.60547,0.75098,13.377,75.489
366.41,0.1085,0.71848,0.40517,0.60547,0.75098,13.455,75.489
366.42,0.11046,0.7263,0.40025,0.59961,0.75098,13.572,75.489
366.42,0.11241,0.73118,0.39532,0.59961,0.75098,13.651,75.293
366.43,0.11632,0.73314,0.39532,0.59961,0.75098,13.69,75.098
366.44,0.11926,0.73216,0.39532,0.59961,0.75098,13.69,74.902
366.45,0.12219,0.72923,0.40517,0.60938,0.75098,13.69,74.316
366.46,0.12512,0.72434,0.42488,0.61914,0.73529,13.768,73.924
366.46,0.12805,0.71848,0.47537,0.61523,0.68039,13.807,73.338
366.47,0.13099,0.71163,0.59975,0.5957,0.5549,13.885,72.555
366.48,0.13392,0.70283,0.80542,0.56445,0.3549,14.003,71.773
366.49,0.13685,0.69306,0.97537,0.47461,0.17843,14.081,70.991
366.5,0.13978,0.68231,0.9803,0.36523,0.1549,14.198,70.404
366.5,0.1437,0.67058,0.66995,0.33594,0.42941,14.315,70.013
366.51,0.14761,0.65787,0.46059,0.41602,0.6549,14.394,69.818
366.52,0.15152,0.64321,0.37562,0.51562,0.76078,14.433,69.231
366.53,0.15543,0.62659,0.36453,0.58398,0.78039,14.511,68.84
366.54,0.15934,0.60899,0.36946,0.61914,0.78627,14.628,68.253
366.54,0.16325,0.5914,0.37562,0.64062,0.78627,14.824,67.862
366.55,0.16618,0.57478,0.38547,0.64453,0.78039,15.215,67.275
366.56,0.16911,0.55621,0.39039,0.65039,0.77647,15.684,66.688
366.57,0.17302,0.53763,0.39039,0.65039,0.77647,16.193,66.297
366.58,0.17595,0.51906,0.39532,0.6543,0.76667,16.31,65.711
366.58,0.17889,0.50244,0.40517,0.66016,0.76078,15.997,65.319
366.59,0.18182,0.4868,0.41995,0.66016,0.7549,15.528,64.733
366.6,0.18475,0.4741,0.4298,0.66016,0.7451,14.941,64.342
366.61,0.18671,0.46237,0.43473,0.66406,0.74118,14.589,63.95
366.62,0.18964,0.45357,0.43966,0.66992,0.73529,14.394,63.559
366.62,0.19159,0.44673,0.44951,0.66992,0.73137,14.315,63.168
366.63,0.19453,0.44086,0.46059,0.67578,0.72157,14.315,62.777
366.64,0.19648,0.43695,0.47537,0.67969,0.7098,14.394,62.386
366.65,0.19844,0.43304,0.49015,0.67969,0.7,14.433,61.995
366.66,0.20137,0.43109,0.50985,0.68555,0.6902,14.433,61.604
366.66,0.2043,0.42815,0.52463,0.68945,0.67059,14.315,61.213
366.67,0.20821,0.4262,0.55542,0.70508,0.65098,14.276,61.017
366.68,0.21212,0.42326,0.58005,0.70898,0.62549,14.081,61.408
366.69,0.21799,0.42131,0.60961,0.71484,0.60588,13.963,62.582
366.7,0.22287,0.4174,0.63054,0.7207,0.58431,13.768,65.515
366.7,0.22874,0.41447,0.65025,0.71484,0.56471,13.651,70.013
366.71,0.2346,0.41056,0.6601,0.71484,0.56078,13.651,76.271
366.72,0.24145,0.40665,0.6601,0.70898,0.5549,13.572,83.507
366.73,0.24829,0.40176,0.64039,0.70508,0.57059,13.494,90.939
366.74,0.25611,0.39687,0.60961,0.69922,0.6,13.455,98.566
366.74,0.26393,0.39296,0.5702,0.68945,0.62549,13.338,105.41
366.75,0.2737,0.38905,0.53448,0.68555,0.6549,13.181,111.47
366.76,0.28348,0.38416,0.5,0.67578,0.68627,13.025,116.17
366.77,0.29326,0.3783,0.47044,0.66406,0.70588,12.907,119.49
366.78,0.30303,0.37341,0.44951,0.66016,0.72157,12.751,121.25
366.78,0.31281,0.36755,0.43966,0.6543,0.73137,12.634,122.03
366.79,0.32258,0.36168,0.43473,0.64453,0.73529,12.516,121.84
366.8,0.33333,0.35679,0.4298,0.64062,0.73529,12.438,121.06
366.81,0.34409,0.35093,0.4298,0.64062,0.74118,12.399,119.69
366.82,0.35582,0.34506,0.4298,0.64062,0.74118,12.399,118.12
366.82,0.36755,0.34018,0.4298,0.64062,0.74118,12.399,116.36
366.83,0.38025,0.33431,0.4298,0.64062,0.73529,12.399,114.41
366.84,0.39394,0.32942,0.43473,0.64062,0.73137,12.399,112.45
366.85,0.40665,0.32551,0.43966,0.64062,0.73137,12.438,110.5
366.86,0.42033,0.3216,0.44458,0.64062,0.72549,12.712,108.54
366.86,0.43304,0.31769,0.44951,0.64062,0.72549,13.142,106.58
366.87,0.44575,0.31281,0.44951,0.64453,0.72549,13.807,104.63
366.88,0.4565,0.3089,0.45443,0.64453,0.72157,14.394,102.67
366.89,0.46823,0.30499,0.45443,0.64453,0.72157,14.511,100.91
366.9,0.48094,0.3001,0.44951,0.65039,0.72157,14.276,99.153
366.9,0.49365,0.29619,0.44951,0.6543,0.72157,13.885,97.197
366.91,0.50733,0.2913,0.44951,0.6543,0.72157,13.572,95.241
366.92,0.52199,0.28641,0.45443,0.6543,0.72157,13.455,92.894
366.93,0.53568,0.28152,0.45443,0.65039,0.72157,13.494,90.352
366.94,0.54936,0.27761,0.45443,0.65039,0.72157,13.572,87.614
366.94,0.56305,0.27761,0.45443,0.65039,0.71569,13.651,85.267
366.95,0.57674,0.28152,0.46552,0.6543,0.7098,13.768,82.921
366.96,0.59238,0.29228,0.4803,0.66992,0.69608,13.807,80.965
366.97,0.60802,0.31281,0.49507,0.67969,0.6902,13.963,79.205
366.98,0.62561,0.35582,0.50493,0.68555,0.68627,14.003,78.031
366.98,0.64321,0.40176,0.52463,0.69922,0.67059,14.12,77.249
366.99,0.66373,0.43695,0.56034,0.70898,0.6451,14.198,76.662
367,0.68426,0.48094,0.57512,0.69922,0.64118,14.276,76.271
367.01,0.70577,0.5259,0.5702,0.67969,0.64118,14.276,76.271
367.02,0.72727,0.56989,0.56034,0.66406,0.64118,14.276,76.271
367.02,0.7478,0.60802,0.53941,0.6543,0.65098,14.276,76.467
367.03,0.76833,0.64125,0.51478,0.64453,0.67647,14.315,76.662
367.04,0.7869,0.66764,0.47537,0.63477,0.70588,14.315,76.858
367.05,0.80645,0.68719,0.44458,0.62891,0.72549,14.315,77.054
367.06,0.82698,0.70088,0.4298,0.625,0.73529,14.394,77.249
367.06,0.84848,0.71359,0.41502,0.625,0.74118,14.394,77.249
367.07,0.86999,0.72727,0.41502,0.625,0.7451,14.433,77.249
367.08,0.89247,0.73998,0.41502,0.61914,0.7451,14.433,77.054
367.09,0.913,0.7478,0.4101,0.61523,0.75098,14.433,76.662
367.1,0.93353,0.75073,0.41502,0.61523,0.75098,14.433,76.467
367.1,0.95308,0.75073,0.41502,0.61914,0.7451,14.433,76.076
367.11,0.97263,0.7478,0.42488,0.62891,0.74118,14.511,75.489
367.12,0.98631,0.74291,0.45443,0.64062,0.72157,14.589,74.902
367.13,1,0.73607,0.52463,0.625,0.65098,14.707,74.316
367.14,1,0.72727,0.6798,0.61523,0.51569,14.824,73.729
367.14,1,0.71848,0.9101,0.57422,0.31373,14.941,72.947
367.15,1,0.7087,1.0653,0.47461,0.16863,15.059,72.164
367.16,1,0.69795,0.93966,0.375,0.2451,15.215,71.186
367.17,1,0.68524,0.6601,0.34961,0.48431,15.45,70.404
367.18,1,0.67058,0.45443,0.44922,0.68039,15.841,70.209
367.18,1,0.65494,0.38547,0.55078,0.7549,16.31,69.818
367.19,1,0.63734,0.38054,0.61523,0.77059,16.819,69.426
367.2,1,0.61779,0.38547,0.64062,0.77647,17.093,69.035
367.21,1,0.59824,0.38547,0.6543,0.78039,16.936,68.644
367.22,1,0.57674,0.39039,0.66016,0.77647,16.701,68.253
367.22,1,0.55621,0.39532,0.66406,0.76667,16.389,67.666
367.23,1,0.53666,0.40517,0.66992,0.76078,16.193,67.275
367.24,1,0.51808,0.4101,0.66992,0.7549,16.076,66.884
367.25,1,0.50244,0.41995,0.66992,0.75098,15.997,66.297
367.26,1,0.49071,0.4298,0.66992,0.7451,15.997,65.906
367.26,1,0.47898,0.43473,0.67578,0.74118,15.997,65.515
367.27,1,0.46921,0.43966,0.67969,0.73137,16.076,64.928
367.28,1,0.46041,0.44951,0.67969,0.73137,16.076,64.537
367.29,1,0.45357,0.45443,0.67969,0.72157,16.154,64.146
367.3,1,0.44868,0.46552,0.68555,0.71569,16.076,63.755
367.3,1,0.44379,0.47537,0.68555,0.7098,15.997,63.168
367.31,1,0.44086,0.49015,0.68945,0.7,15.958,62.777
367.32,1,0.43793,0.50493,0.69531,0.6902,15.958,62.386
367.33,1,0.435,0.52463,0.70508,0.67647,16.076,61.995
367.34,1,0.43206,0.55542,0.70898,0.65098,16.193,61.799
367.34,1,0.43011,0.58005,0.71484,0.62549,16.193,62.386
367.35,1,0.42717,0.60468,0.7207,0.60588,16.076,64.537
367.36,1,0.42424,0.63054,0.72461,0.5902,15.763,68.644
367.37,1,0.42033,0.64532,0.7207,0.57451,15.45,75.098
367.38,1,0.41642,0.65517,0.71484,0.57059,15.137,83.312
367.38,1,0.41153,0.64039,0.70898,0.57451,14.902,91.917
367.39,1,0.40665,0.61453,0.69922,0.5902,14.707,100.52
367.4,1,0.40078,0.58498,0.69531,0.61569,14.511,108.74
367.41,1,0.39492,0.54557,0.68945,0.6451,14.315,115.58
367.42,1,0.38905,0.50985,0.68555,0.67647,14.276,120.67
367.42,1,0.38319,0.47537,0.67578,0.7,14.12,123.79
367.43,1,0.37732,0.44458,0.66016,0.72157,14.003,125.16
367.44,1,0.37243,0.42488,0.65039,0.73529,13.885,125.16
367.45,1,0.36755,0.41502,0.64062,0.7451,13.69,124.19
367.46,1,0.36168,0.40517,0.64062,0.7549,13.494,122.62
367.46,1,0.35582,0.40025,0.63477,0.76078,13.377,120.86
367.47,1,0.34995,0.40025,0.63477,0.76078,13.338,118.9
367.48,1,0.34409,0.40025,0.62891,0.7549,13.377,116.75
367.49,1,0.3392,0.40025,0.62891,0.7549,13.651,114.8
367.5,1,0.33333,0.40025,0.62891,0.7549,13.885,112.65
367.5,1,0.32747,0.4101,0.62891,0.75098,14.003,110.69
367.51,1,0.32258,0.41502,0.62891,0.7451,13.807,108.74
367.52,1,0.31769,0.41995,0.62891,0.74118,13.455,106.78
367.53,1,0.31281,0.41995,0.63477,0.74118,13.025,104.82
367.54,1,0.30792,0.41995,0.63477,0.74118,12.712,102.87
367.54,1,0.30499,0.41995,0.63477,0.74118,12.516,101.11
367.55,1,0.30205,0.41995,0.63477,0.74118,12.399,99.544
367.56,1,0.29912,0.42488,0.63477,0.73529,12.321,98.175
367.57,1,0.29423,0.4298,0.63477,0.73529,12.321,96.415
367.58,1,0.28837,0.4298,0.63477,0.73529,12.282,94.459
367.58,1,0.2825,0.4298,0.62891,0.73529,12.282,92.112
367.59,1,0.27566,0.4298,0.625,0.73529,12.203,89.57
367.6,1,0.27175,0.43473,0.625,0.73137,12.203,87.027
367.61,1,0.2737,0.43473,0.62891,0.72549,12.125,84.485
367.62,0.99316,0.2825,0.44458,0.64062,0.71569,12.203,82.138
367.62,0.98534,0.30303,0.46059,0.65039,0.70588,12.282,80.183
367.63,0.96481,0.33529,0.47537,0.6543,0.69608,12.399,78.422
367.64,0.94526,0.37146,0.49015,0.66406,0.6902,12.595,77.249
367.65,0.92473,0.41153,0.5197,0.67969,0.67059,12.829,76.271
367.66,0.90518,0.46139,0.54557,0.68945,0.65098,13.025,75.685
367.66,0.88856,0.51417,0.55049,0.66992,0.6451,13.025,75.293
367.67,0.87097,0.565,0.54557,0.66016,0.6451,12.907,75.098
367.68,0.85533,0.61095,0.53448,0.65039,0.65098,12.634,74.902
367.69,0.83969,0.64907,0.51478,0.64062,0.66471,12.438,75.098
367.7,0.82502,0.68035,0.49015,0.625,0.68627,12.321,75.098
367.7,0.80938,0.70479,0.45443,0.61914,0.7098,12.282,75.293
367.71,0.79374,0.72336,0.42488,0.60938,0.73137,12.282,75.489
367.72,0.77908,0.73705,0.41502,0.60547,0.74118,12.282,75.685
367.73,0.76442,0.74682,0.40517,0.60547,0.74118,12.282,75.685
367.74,0.75073,0.75171,0.40025,0.60547,0.7451,12.282,75.685
367.74,0.73803,0.75367,0.40025,0.60547,0.7451,12.282,75.489
367.75,0.72532,0.75269,0.40025,0.59961,0.7451,12.282,75.293
367.76,0.71065,0.74976,0.40025,0.59961,0.75098,12.321,75.098
367.77,0.69697,0.74487,0.39532,0.59961,0.75098,12.399,74.707
367.78,0.68035,0.739,0.40517,0.61523,0.74118,12.595,74.12
367.78,0.66471,0.73216,0.43966,0.61523,0.71569,12.829,73.533
367.79,0.64712,0.72336,0.52463,0.59961,0.62549,13.338,72.947
367.8,0.62952,0.71359,0.69951,0.58008,0.46471,13.963,71.969
367.81,0.61095,0.70283,0.91995,0.52539,0.2549,14.433,70.991
367.82,0.59238,0.6911,1,0.41602,0.16471,14.628,70.404
367.82,0.57576,0.67742,0.8202,0.33984,0.30392,14.511,70.209
367.83,0.55816,0.66373,0.55542,0.33594,0.56078,14.315,69.818
367.84,0.54154,0.65005,0.40517,0.46094,0.72157,14.12,69.426
367.85,0.52493,0.63539,0.36453,0.55078,0.77059,14.003,69.035
367.86,0.50733,0.61877,0.36946,0.59961,0.78039,14.003,68.644
367.86,0.49071,0.59922,0.37562,0.61914,0.77647,14.081,68.057
367.87,0.47312,0.57967,0.38547,0.62891,0.77647,14.12,67.666
367.88,0.45552,0.55816,0.38547,0.63477,0.77647,14.198,67.08
367.89,0.43891,0.53666,0.39039,0.64062,0.77059,14.198,66.493
367.9,0.42326,0.51613,0.39532,0.64453,0.76667,14.12,66.102
367.9,0.40762,0.49658,0.40025,0.64453,0.76078,14.081,65.515
367.91,0.39296,0.47898,0.4101,0.65039,0.7549,13.963,65.124
367.92,0.37732,0.46432,0.41995,0.6543,0.7451,13.885,64.537
367.93,0.36266,0.45064,0.4298,0.6543,0.74118,13.963,64.342
367.94,0.34702,0.43988,0.43473,0.65039,0.73529,14.081,63.755
367.94,0.33138,0.43109,0.44951,0.6543,0.73137,14.276,63.364
367.95,0.31574,0.42522,0.45443,0.6543,0.72157,14.276,62.973
367.96,0.30108,0.42033,0.46552,0.6543,0.71569,14.198,62.582
367.97,0.28543,0.41544,0.4803,0.66016,0.70588,14.003,62.19
367.98,0.27077,0.41153,0.49507,0.66406,0.6902,13.885,61.799
367.98,0.25806,0.40762,0.51478,0.67578,0.67647,13.69,61.408
367.99,0.24536,0.40469,0.53448,0.67969,0.66078,13.572,61.017
368,0.2346,0.40078,0.56034,0.68555,0.64118,13.455,60.821
368.01,0.22287,0.39687,0.5899,0.68945,0.6098,13.259,61.408
368.02,0.21212,0.39394,0.61946,0.69922,0.58431,13.142,63.168
368.02,0.20235,0.39101,0.64039,0.69922,0.56471,12.947,66.688
368.03,0.19257,0.3871,0.65517,0.69922,0.5549,12.751,72.36
368.04,0.1828,0.38416,0.6601,0.68945,0.55098,12.595,79.4
368.05,0.17498,0.38025,0.64532,0.68555,0.56078,12.438,87.419
368.06,0.16716,0.37634,0.61946,0.68555,0.58039,12.438,95.437
368.06,0.16031,0.37146,0.58498,0.67969,0.60588,12.595,102.87
368.07,0.15347,0.36559,0.55542,0.67578,0.63529,12.907,109.71
368.08,0.14761,0.35973,0.5197,0.66406,0.66078,13.181,114.99
368.09,0.14174,0.35386,0.4803,0.6543,0.6902,13.259,118.9
368.1,0.13685,0.348,0.46059,0.64453,0.7098,13.025,121.06
368.1,0.13099,0.34115,0.44458,0.64062,0.72157,12.595,122.23
368.11,0.12512,0.33529,0.43473,0.63477,0.73137,12.282,122.23
368.12,0.11926,0.32942,0.4298,0.625,0.73529,11.969,121.64
