Time [s], RESP, ABP, PLETH, II, V, AVR, CVP
357.03,0.72434,58.083,0.4741,0.33529,0.47451,0.5549,19.439
357.04,0.739,57.497,0.46725,0.33922,0.47059,0.5549,19.83
357.05,0.75171,57.301,0.46139,0.3451,0.47059,0.55098,19.909
357.06,0.7654,56.91,0.45552,0.34902,0.46471,0.5451,19.518
357.06,0.7781,56.519,0.45064,0.3549,0.46078,0.5451,18.814
357.07,0.79179,56.128,0.44477,0.35882,0.46078,0.53922,18.031
357.08,0.80254,55.737,0.44086,0.35882,0.46078,0.53922,17.249
357.09,0.81427,55.346,0.43793,0.37059,0.46078,0.52941,16.701
357.1,0.82405,55.346,0.43597,0.37059,0.46078,0.52941,16.31
357.1,0.8348,56.519,0.43304,0.38039,0.46078,0.51961,16.154
357.11,0.84555,59.648,0.43109,0.3902,0.4549,0.51569,15.997
357.12,0.8563,66.102,0.43011,0.4,0.44902,0.5098,15.958
357.13,0.86804,76.662,0.43011,0.40392,0.4451,0.50588,15.841
357.14,0.87977,89.374,0.43206,0.41569,0.43529,0.49412,15.684
357.14,0.89052,102.48,0.43402,0.42941,0.42941,0.4902,15.528
357.15,0.90127,113.82,0.435,0.4451,0.41569,0.48039,15.332
357.16,0.91202,122.82,0.435,0.4549,0.4098,0.47451,15.215
357.17,0.92278,129.27,0.43402,0.46078,0.40392,0.47451,15.137
357.18,0.93353,133.18,0.43304,0.46471,0.4098,0.47451,15.059
357.18,0.94526,134.35,0.43304,0.46078,0.4098,0.48039,15.059
357.19,0.95797,133.18,0.43304,0.44902,0.4098,0.47451,15.02
357.2,0.97067,130.05,0.43402,0.43922,0.41569,0.4902,14.941
357.21,0.98338,125.75,0.435,0.42941,0.4098,0.5,14.824
357.22,0.99609,121.45,0.435,0.41961,0.4098,0.50588,14.707
357.22,0.99804,117.34,0.43402,0.41569,0.40392,0.50588,14.589
357.23,1,113.62,0.43206,0.4,0.39412,0.51569,14.511
357.24,1,110.69,0.43011,0.4,0.39412,0.51961,14.589
357.25,1,108.34,0.42717,0.4,0.39412,0.52549,14.824
357.26,1,106.58,0.42424,0.4,0.3902,0.52549,15.215
357.26,1,105.41,0.42131,0.39412,0.3902,0.52549,15.763
357.27,1,104.63,0.41935,0.3902,0.38431,0.52549,16.389
357.28,1,104.24,0.41935,0.3902,0.38431,0.52941,17.014
357.29,1,104.04,0.41935,0.38431,0.3902,0.52941,17.64
357.3,1,103.85,0.41838,0.38039,0.3902,0.53529,18.149
357.3,1,103.65,0.41642,0.38039,0.3902,0.52941,18.579
357.31,1,103.46,0.41349,0.38039,0.3902,0.53529,18.892
357.32,1,103.06,0.41153,0.38039,0.39412,0.52941,19.126
357.33,1,102.48,0.40958,0.38039,0.3902,0.53529,19.283
357.34,1,101.69,0.40762,0.37451,0.3902,0.52941,19.322
357.34,1,100.72,0.40469,0.37451,0.3902,0.53529,19.439
357.35,1,99.348,0.40274,0.37451,0.3902,0.53529,19.635
357.36,1,97.784,0.40176,0.37059,0.3902,0.53529,19.909
357.37,1,96.024,0.40371,0.37059,0.3902,0.53529,20.143
357.38,1,93.677,0.40567,0.37451,0.3902,0.53529,20.339
357.38,1,91.134,0.4086,0.37451,0.3902,0.52941,20.339
357.39,1,88.201,0.41349,0.37451,0.3902,0.52941,20.339
357.4,1,84.876,0.42131,0.38431,0.39412,0.52549,20.222
357.41,1,81.356,0.43206,0.40392,0.3902,0.51569,20.065
357.42,1,78.031,0.44379,0.41569,0.4098,0.5098,19.83
357.42,1,74.707,0.45846,0.41961,0.40392,0.50588,19.518
357.43,1,71.969,0.47703,0.41961,0.35882,0.50588,19.087
357.44,1,69.622,0.49951,0.42549,0.33922,0.50588,18.696
357.45,1,67.862,0.52297,0.41961,0.32353,0.50588,18.344
357.46,1,66.688,0.54643,0.4098,0.32353,0.50588,18.031
357.46,1,65.906,0.56696,0.3902,0.33529,0.5098,17.718
357.47,1,65.319,0.58456,0.37451,0.33922,0.51961,17.405
357.48,1,64.928,0.59922,0.37059,0.36471,0.53529,17.014
357.49,1,64.928,0.60997,0.36471,0.38039,0.5451,16.623
357.5,1,65.124,0.61584,0.34902,0.3902,0.5549,16.271
357.5,1,65.711,0.61877,0.32941,0.38431,0.56471,15.958
357.51,1,66.493,0.61779,0.32941,0.3902,0.57059,15.645
357.52,1,67.471,0.61584,0.32353,0.3902,0.57451,15.45
357.53,1,68.449,0.6129,0.32353,0.39412,0.57451,15.254
357.54,1,69.231,0.60997,0.29412,0.4549,0.58039,15.215
357.54,1,70.209,0.60508,0.2549,0.56471,0.6,15.137
357.55,1,70.795,0.60117,0.35882,0.57059,0.52549,15.137
357.56,1,71.186,0.59824,0.66078,0.094118,0.33529,15.215
357.57,1,71.382,0.59433,0.90588,-0.39804,0.17843,15.372
357.58,1,71.186,0.5914,0.99608,-0.50196,0.14902,15.684
357.58,1,70.795,0.58944,0.7,-0.45294,0.39412,16.271
357.59,1,70.404,0.58749,0.47059,-0.11765,0.5451,17.014
357.6,1,69.622,0.58749,0.36471,0.16863,0.57451,17.757
357.61,1,69.035,0.58651,0.32353,0.34902,0.58039,18.344
357.62,1,68.253,0.58358,0.30392,0.43529,0.58431,18.501
357.62,1,67.471,0.58162,0.28431,0.47059,0.59608,18.501
357.63,1,66.493,0.57869,0.28431,0.48431,0.59608,18.344
357.64,1,65.711,0.57478,0.27843,0.48431,0.59608,18.149
357.65,1,64.733,0.57087,0.27843,0.48431,0.6,18.031
357.66,1,63.95,0.565,0.27843,0.48431,0.59608,17.953
357.66,1,63.168,0.55718,0.27843,0.48431,0.6,17.953
357.67,1,62.386,0.54839,0.27843,0.48039,0.59608,17.953
357.68,1,61.604,0.54057,0.27843,0.48039,0.6,17.953
357.69,1,61.017,0.53275,0.28431,0.48039,0.59608,17.953
357.7,1,60.43,0.52688,0.2902,0.48039,0.6,17.953
357.7,1,59.844,0.52102,0.2902,0.47451,0.5902,17.953
357.71,1,59.452,0.51515,0.29412,0.47451,0.5902,17.953
357.72,1,59.061,0.51026,0.29412,0.46471,0.5902,18.07
357.73,1,58.475,0.5044,0.30392,0.47059,0.59608,18.344
357.74,1,58.083,0.49853,0.30392,0.46078,0.58431,18.696
357.74,1,57.692,0.49267,0.30392,0.46078,0.58431,19.126
357.75,1,57.301,0.4868,0.30392,0.46078,0.58039,19.439
357.76,1,56.91,0.47996,0.3098,0.46078,0.58039,19.439
357.77,1,56.715,0.4741,0.30392,0.46078,0.57451,19.087
357.78,1,56.323,0.46725,0.32353,0.44902,0.57451,18.344
357.78,1,55.932,0.46237,0.32353,0.44902,0.57059,17.445
357.79,1,55.541,0.45748,0.32353,0.4451,0.56471,16.623
357.8,1,55.346,0.45455,0.32941,0.4451,0.56078,16.076
357.81,1,55.932,0.45259,0.3451,0.4451,0.5549,15.763
357.82,1,58.083,0.45259,0.3451,0.43922,0.5549,15.567
357.82,1,63.364,0.45161,0.3549,0.43922,0.5451,15.372
357.83,1,72.36,0.45161,0.35882,0.43922,0.53922,15.254
357.84,1,84.681,0.45161,0.37451,0.43529,0.52941,15.059
357.85,1,97.979,0.44966,0.38431,0.42549,0.52549,14.824
357.86,1,110.1,0.44673,0.4,0.4098,0.5098,14.628
357.86,1,119.88,0.44379,0.41569,0.40392,0.50588,14.433
357.87,1,127.31,0.43988,0.41961,0.3902,0.50588,14.394
357.88,1,131.81,0.43793,0.42549,0.3902,0.5,14.394
357.89,1,133.77,0.43695,0.42549,0.3902,0.5,14.394
357.9,1,133.18,0.43597,0.41961,0.4,0.50588,14.394
357.9,1,130.44,0.43597,0.40392,0.4,0.5098,14.315
357.91,1,126.34,0.43597,0.39412,0.4,0.52941,14.276
357.92,1,122.03,0.43597,0.38431,0.39412,0.52941,14.198
357.93,1,117.73,0.435,0.37451,0.39412,0.53922,14.081
357.94,1,114.02,0.43304,0.37451,0.3902,0.53922,13.963
357.94,0.99316,110.89,0.43011,0.37059,0.3902,0.55098,13.885
357.95,0.98631,108.54,0.42717,0.37059,0.38431,0.55098,14.003
357.96,0.97361,106.78,0.42424,0.36471,0.38039,0.5549,14.394
357.97,0.9609,105.8,0.42131,0.3549,0.38039,0.5549,15.02
357.98,0.94526,105.22,0.4174,0.34902,0.37451,0.56078,15.763
357.98,0.92962,105.02,0.41544,0.34902,0.38039,0.56471,16.467
357.99,0.91202,105.02,0.41447,0.34902,0.37451,0.56471,17.093
358,0.89345,104.82,0.41349,0.34902,0.38039,0.56471,17.562
358.01,0.87292,104.63,0.41153,0.34902,0.37451,0.56078,17.953
358.02,0.85337,104.24,0.40958,0.3451,0.38431,0.56471,18.266
358.02,0.83089,103.65,0.4086,0.34902,0.38431,0.56078,18.501
358.03,0.80938,102.87,0.40567,0.33922,0.3902,0.56471,18.774
358.04,0.78886,101.89,0.40371,0.3451,0.38431,0.56471,18.892
358.05,0.76833,100.72,0.40274,0.33529,0.3902,0.57059,19.087
358.06,0.74976,99.544,0.40274,0.33529,0.39412,0.56471,19.205
358.06,0.73118,97.979,0.40274,0.33922,0.39412,0.56078,19.4
358.07,0.71163,96.219,0.40274,0.33922,0.3902,0.56078,19.518
358.08,0.69208,94.068,0.40274,0.33529,0.3902,0.57059,19.713
358.09,0.67155,91.525,0.40469,0.33922,0.3902,0.56471,19.752
358.1,0.652,88.788,0.40762,0.33922,0.39412,0.56078,19.635
358.1,0.63343,85.658,0.41447,0.3451,0.4,0.5549,19.439
358.11,0.61584,82.334,0.42326,0.37059,0.4,0.55098,19.205
358.12,0.59922,78.814,0.43402,0.38039,0.41569,0.53922,18.814
358.13,0.5826,75.489,0.44673,0.39412,0.41961,0.53922,18.383
358.14,0.56696,72.36,0.46237,0.39412,0.38039,0.52941,17.757
358.14,0.55034,69.818,0.48094,0.4,0.33922,0.52941,17.132
358.15,0.5347,67.666,0.50147,0.4,0.32941,0.52941,16.584
358.16,0.51906,66.297,0.52102,0.39412,0.32353,0.52941,16.154
358.17,0.50538,65.319,0.53959,0.37451,0.31961,0.52941,15.763
358.18,0.49169,64.733,0.55523,0.36471,0.32941,0.52941,15.567
358.18,0.47898,64.342,0.56989,0.34902,0.33922,0.53922,15.332
358.19,0.46628,64.146,0.58065,0.34902,0.36471,0.5549,15.059
358.2,0.45552,64.342,0.58749,0.33922,0.38039,0.56078,14.824
358.21,0.44477,64.537,0.59042,0.32353,0.38431,0.57451,14.589
358.22,0.435,65.319,0.59042,0.31373,0.3902,0.58039,14.394
358.22,0.42522,66.102,0.58847,0.31373,0.38431,0.58039,14.198
358.23,0.41642,67.08,0.58553,0.31373,0.3902,0.57451,14.081
358.24,0.40762,67.862,0.58065,0.3098,0.4,0.57451,13.963
358.25,0.39883,68.84,0.57674,0.26471,0.49412,0.6,13.885
358.26,0.39003,69.426,0.57283,0.24902,0.57059,0.6098,13.963
358.26,0.38319,70.013,0.56989,0.42549,0.47059,0.48431,14.12
358.27,0.37537,70.404,0.56989,0.73529,-0.076471,0.27843,14.433
358.28,0.3695,70.404,0.56989,0.94706,-0.50196,0.16471,15.02
358.29,0.36266,70.209,0.56891,0.99216,-0.50196,0.15882,15.684
358.3,0.35582,69.818,0.56891,0.58431,-0.37843,0.47059,16.506
358.3,0.34897,69.231,0.56794,0.4,-0.047059,0.57059,17.21
358.31,0.34115,68.644,0.56598,0.32941,0.21961,0.5902,17.64
358.32,0.33333,67.666,0.56305,0.3,0.37451,0.6,17.836
358.33,0.32454,66.884,0.56012,0.28431,0.43922,0.6,17.757
358.34,0.31574,66.102,0.55718,0.27843,0.46471,0.6,17.64
358.34,0.30596,65.319,0.55425,0.27843,0.48039,0.60588,17.445
358.35,0.29619,64.537,0.55034,0.27451,0.48039,0.6,17.327
358.36,0.28837,63.755,0.54545,0.27451,0.48431,0.60588,17.327
358.37,0.27957,62.973,0.53861,0.27451,0.48039,0.6,17.327
358.38,0.27175,62.19,0.53275,0.27843,0.48039,0.6,17.405
358.38,0.26393,61.604,0.52688,0.27843,0.48039,0.59608,17.445
358.39,0.25513,60.821,0.52004,0.28431,0.47451,0.59608,17.523
358.4,0.24731,60.235,0.51417,0.2902,0.47059,0.5902,17.64
358.41,0.23851,59.648,0.50831,0.29412,0.47059,0.5902,17.718
358.42,0.22972,59.061,0.50342,0.3,0.47059,0.58431,17.836
358.42,0.2219,58.475,0.49853,0.3,0.46471,0.58431,17.953
358.43,0.21408,58.083,0.49365,0.30392,0.46078,0.58039,18.188
358.44,0.20723,57.692,0.48778,0.31373,0.46078,0.58039,18.579
358.45,0.20039,57.301,0.48192,0.3098,0.46078,0.58039,18.97
358.46,0.19355,56.91,0.47605,0.31373,0.46078,0.57451,19.322
358.46,0.18671,56.519,0.47019,0.31961,0.46078,0.57451,19.4
358.47,0.17986,56.323,0.46432,0.32353,0.4549,0.57059,18.97
358.48,0.17302,55.932,0.45846,0.32353,0.44902,0.57059,18.188
358.49,0.16716,55.737,0.45259,0.32941,0.44902,0.56078,17.21
358.5,0.16031,55.346,0.4477,0.33529,0.44902,0.56471,16.31
358.5,0.15543,55.15,0.44282,0.33922,0.4451,0.5549,15.567
358.51,0.15054,54.954,0.44086,0.3451,0.43922,0.5549,15.215
358.52,0.14565,55.541,0.43891,0.34902,0.43529,0.55098,15.02
358.53,0.14174,57.888,0.43793,0.3549,0.43529,0.5451,14.941
358.54,0.13881,63.559,0.43695,0.36471,0.43529,0.52941,14.941
358.54,0.1349,72.947,0.43695,0.37451,0.42549,0.52941,14.824
358.55,0.13196,85.072,0.43695,0.38431,0.41961,0.51569,14.628
358.56,0.12903,98.175,0.43695,0.4,0.4098,0.5098,14.433
358.57,0.1261,110.1,0.43597,0.4098,0.40392,0.50588,14.276
358.58,0.12317,119.49,0.435,0.41961,0.39412,0.49412,14.12
358.58,0.12121,126.73,0.43402,0.43529,0.3902,0.48431,14.081
358.59,0.11926,131.03,0.43402,0.43529,0.3902,0.4902,14.003
358.6,0.1173,132.79,0.43402,0.43529,0.4,0.49412,14.003
358.61,0.11535,132.2,0.43304,0.42549,0.4098,0.5,13.963
358.62,0.11241,129.66,0.43402,0.41569,0.4098,0.50588,13.885
358.62,0.10948,125.95,0.43402,0.4098,0.4098,0.5098,13.807
358.63,0.10557,121.64,0.43304,0.39412,0.4098,0.51961,13.807
358.64,0.10166,117.54,0.43109,0.38431,0.40392,0.52549,13.807
358.65,0.096774,113.82,0.42913,0.37451,0.4,0.52941,13.963
358.66,0.090909,110.69,0.42717,0.37451,0.3902,0.52941,14.276
358.66,0.085044,108.15,0.42424,0.37451,0.3902,0.53529,14.628
358.67,0.079179,106.19,0.42229,0.37059,0.38039,0.52941,15.137
358.68,0.073314,104.63,0.42131,0.36471,0.38431,0.53922,15.684
358.69,0.067449,103.65,0.42033,0.36471,0.38039,0.53922,16.271
358.7,0.061584,102.87,0.41838,0.36471,0.38039,0.5451,16.819
358.7,0.054741,102.67,0.4174,0.35882,0.38039,0.55098,17.327
358.71,0.048876,102.48,0.41544,0.3549,0.38431,0.5549,17.757
358.72,0.042033,102.48,0.41447,0.3549,0.38431,0.5549,18.188
358.73,0.035191,102.48,0.41153,0.35882,0.3902,0.5549,18.501
358.74,0.029326,102.28,0.40958,0.3549,0.3902,0.5549,18.696
358.74,0.024438,101.69,0.40665,0.3549,0.3902,0.5549,18.814
358.75,0.01955,100.91,0.40371,0.3549,0.3902,0.5549,18.892
358.76,0.01564,99.739,0.40078,0.3549,0.39412,0.56078,18.97
358.77,0.012708,98.37,0.39883,0.3549,0.3902,0.5549,19.087
358.78,0.0097752,96.61,0.39785,0.3549,0.39412,0.5549,19.205
358.78,0.0078201,94.85,0.39785,0.3549,0.4,0.5549,19.4
358.79,0.0058651,92.503,0.39883,0.3549,0.3902,0.5549,19.596
358.8,0.0039101,89.961,0.40176,0.3549,0.39412,0.5451,19.596
358.81,0.0029325,87.027,0.40469,0.36471,0.3902,0.53922,19.439
358.82,0.001955,83.898,0.40958,0.36471,0.4,0.53529,19.283
358.82,0.0029325,80.574,0.41642,0.38039,0.4,0.52941,18.97
358.83,0.0029325,77.054,0.4262,0.3902,0.41569,0.52941,18.657
358.84,0.0048876,73.924,0.43891,0.40392,0.42549,0.52549,18.149
358.85,0.0068426,70.991,0.4565,0.4098,0.39412,0.51961,17.64
358.86,0.0087977,68.644,0.47605,0.41569,0.34902,0.5098,17.132
358.86,0.01173,66.884,0.49756,0.41961,0.33922,0.51569,16.623
358.87,0.01564,65.711,0.51711,0.41569,0.32941,0.5098,16.271
358.88,0.020528,64.928,0.5347,0.4,0.32941,0.51569,15.958
358.89,0.025415,64.342,0.54839,0.38431,0.32941,0.5098,15.645
358.9,0.030303,64.146,0.56012,0.37451,0.33922,0.52941,15.372
358.9,0.035191,63.95,0.56891,0.37059,0.36471,0.53922,15.059
358.91,0.041056,64.146,0.57478,0.34902,0.38039,0.5549,14.746
358.92,0.046921,64.537,0.57771,0.33529,0.38431,0.56078,14.433
358.93,0.052786,65.319,0.57967,0.32353,0.3902,0.57059,14.198
358.94,0.059629,66.102,0.57869,0.32353,0.39412,0.57059,14.003
358.94,0.065494,67.08,0.57674,0.32353,0.39412,0.57451,13.885
358.95,0.072336,68.057,0.57478,0.31961,0.40392,0.57451,13.768
358.96,0.078201,68.84,0.57185,0.27843,0.4902,0.59608,13.768
358.97,0.084066,69.426,0.56891,0.25882,0.57451,0.60588,13.807
358.98,0.089932,69.818,0.56794,0.42549,0.4902,0.48039,14.081
358.98,0.095797,70.013,0.56696,0.71569,-0.037255,0.2902,14.511
358.99,0.10166,70.013,0.565,0.93725,-0.50196,0.1549,15.137
359,0.10557,69.622,0.56305,1.002,-0.50196,0.14314,15.88
359.01,0.11046,69.231,0.56012,0.62941,-0.43333,0.43922,16.623
359.02,0.11437,68.644,0.55718,0.42941,-0.076471,0.56078,17.21
359.02,0.11828,67.862,0.55425,0.3549,0.20392,0.57451,17.562
359.03,0.12121,67.08,0.55132,0.31961,0.37451,0.58431,17.757
359.04,0.12414,66.297,0.54839,0.30392,0.43922,0.5902,17.718
359.05,0.1261,65.515,0.54545,0.29412,0.46471,0.5902,17.562
359.06,0.12903,64.537,0.54252,0.29412,0.48039,0.5902,17.327
359.06,0.13001,63.95,0.53959,0.2902,0.48431,0.59608,17.093
359.07,0.13196,62.973,0.53568,0.2902,0.48431,0.5902,16.936
359.08,0.13294,62.386,0.53079,0.2902,0.4902,0.58431,16.936
359.09,0.13294,61.604,0.5259,0.29412,0.48039,0.58431,17.014
359.1,0.13294,61.017,0.52004,0.3,0.48039,0.58431,17.132
359.1,0.13294,60.235,0.51417,0.3,0.48039,0.58039,17.249
359.11,0.13099,59.844,0.50929,0.3,0.48039,0.57451,17.445
359.12,0.12903,59.257,0.5044,0.30392,0.47451,0.57451,17.64
359.13,0.12708,58.67,0.49853,0.30392,0.47451,0.57451,17.757
359.14,0.1261,58.279,0.49071,0.3098,0.47059,0.57059,17.953
359.14,0.12414,57.692,0.48387,0.31961,0.47451,0.57059,18.266
359.15,0.12219,57.301,0.47507,0.32353,0.47059,0.56471,18.657
359.16,0.12023,56.91,0.4653,0.32353,0.46471,0.56471,19.087
359.17,0.11828,56.519,0.45552,0.32353,0.46078,0.56471,19.322
359.18,0.1173,56.323,0.44868,0.32941,0.46078,0.56471,19.322
359.18,0.11632,55.932,0.44184,0.33529,0.46078,0.5549,18.892
359.19,0.11535,55.737,0.43793,0.33922,0.4549,0.5549,18.07
359.2,0.11437,55.541,0.43597,0.33922,0.44902,0.5549,17.093
359.21,0.11339,55.15,0.43597,0.34902,0.4549,0.5451,16.154
359.22,0.11339,54.759,0.43695,0.34902,0.4451,0.53922,15.372
359.22,0.11339,54.563,0.43695,0.35882,0.44902,0.53529,14.941
359.23,0.11339,55.15,0.43695,0.36471,0.4549,0.52941,14.824
359.24,0.11339,57.692,0.43695,0.37451,0.43922,0.52549,14.824
359.25,0.11437,63.168,0.43695,0.38431,0.43922,0.51961,14.824
359.26,0.11632,72.36,0.43695,0.39412,0.43529,0.51569,14.707
359.26,0.11828,84.485,0.43597,0.4,0.42941,0.50588,14.511
359.27,0.12121,97.393,0.43597,0.41569,0.42549,0.5,14.315
359.28,0.12414,109.13,0.435,0.42549,0.41961,0.4902,14.12
359.29,0.12708,118.71,0.43304,0.4451,0.4098,0.48039,13.963
359.3,0.13099,125.75,0.43011,0.4451,0.40392,0.48039,13.807
359.3,0.13392,130.25,0.42717,0.44902,0.4,0.48039,13.768
359.31,0.13783,132.2,0.42522,0.4451,0.40392,0.48039,13.69
359.32,0.14076,131.62,0.42424,0.43529,0.40392,0.48431,13.69
359.33,0.1437,129.27,0.42326,0.42549,0.4098,0.49412,13.651
359.34,0.14565,125.55,0.42424,0.41961,0.41569,0.5,13.651
359.34,0.14858,121.25,0.4262,0.40392,0.4,0.51569,13.572
359.35,0.15054,117.34,0.42815,0.4,0.39412,0.51569,13.572
359.36,0.15249,113.62,0.43011,0.39412,0.3902,0.52549,13.651
359.37,0.15347,110.5,0.43011,0.3902,0.3902,0.52941,13.885
359.38,0.15445,107.95,0.42913,0.38431,0.3902,0.52941,14.276
359.38,0.15445,106,0.4262,0.38039,0.38039,0.53529,14.746
359.39,0.15445,104.63,0.42424,0.38039,0.37451,0.52941,15.332
359.4,0.15347,103.65,0.42131,0.37451,0.37451,0.5451,15.88
359.41,0.15249,103.06,0.41838,0.37451,0.37451,0.53922,16.389
359.42,0.15152,102.87,0.41642,0.37059,0.38039,0.5451,16.897
359.42,0.14956,102.67,0.41447,0.37059,0.37451,0.55098,17.327
359.43,0.14663,102.48,0.41251,0.37059,0.38431,0.55098,17.718
359.44,0.1437,102.28,0.40958,0.37059,0.38039,0.5451,18.031
359.45,0.14076,101.89,0.40665,0.3549,0.38431,0.5549,18.344
359.46,0.13685,101.3,0.40469,0.35882,0.38431,0.55098,18.501
359.46,0.13196,100.52,0.40371,0.3549,0.3902,0.55098,18.657
359.47,0.12805,99.544,0.40274,0.35882,0.3902,0.5451,18.696
359.48,0.12414,98.175,0.40274,0.3549,0.3902,0.5451,18.774
359.49,0.12023,96.61,0.40274,0.3549,0.38039,0.5451,18.97
359.5,0.11632,94.85,0.40274,0.35882,0.3902,0.55098,19.205
359.5,0.11241,92.699,0.40469,0.36471,0.3902,0.5451,19.4
359.51,0.10948,90.157,0.40762,0.36471,0.3902,0.5451,19.4
359.52,0.10753,87.223,0.40958,0.37451,0.3902,0.53922,19.283
359.53,0.10459,84.094,0.41349,0.37451,0.3902,0.53922,19.087
359.54,0.10264,80.574,0.41935,0.38431,0.39412,0.52941,18.892
359.54,0.10166,77.249,0.42913,0.4,0.3902,0.52549,18.579
359.55,0.099707,73.924,0.44086,0.40392,0.4098,0.51961,18.07
359.56,0.098729,71.186,0.45552,0.41569,0.40392,0.51569,17.562
359.57,0.097752,68.84,0.47312,0.41961,0.35882,0.5098,17.014
359.58,0.097752,67.08,0.49365,0.41961,0.33922,0.51569,16.467
359.58,0.098729,65.711,0.51417,0.41569,0.32353,0.51569,16.076
359.59,0.099707,64.928,0.53275,0.4,0.32353,0.51569,15.684
359.6,0.10068,64.537,0.54839,0.3902,0.32941,0.51961,15.528
359.61,0.10264,64.146,0.56207,0.37451,0.33922,0.51569,15.254
359.62,0.10557,64.146,0.57185,0.37059,0.3549,0.53529,15.02
359.62,0.10753,64.342,0.57771,0.3549,0.37451,0.55098,14.746
359.63,0.11046,64.733,0.58162,0.33922,0.3902,0.56471,14.511
359.64,0.11437,65.515,0.5826,0.32353,0.3902,0.57059,14.276
359.65,0.1173,66.297,0.58162,0.32353,0.3902,0.57451,14.081
359.66,0.12219,67.275,0.57967,0.32353,0.3902,0.57059,13.963
359.66,0.1261,68.253,0.57771,0.31961,0.3902,0.57451,13.807
359.67,0.13099,69.035,0.57478,0.3,0.4451,0.58431,13.768
359.68,0.13587,69.622,0.57185,0.2549,0.56471,0.6098,13.768
359.69,0.14076,70.013,0.56891,0.32353,0.57451,0.5451,13.963
359.7,0.14565,70.209,0.56598,0.6098,0.19412,0.36471,14.276
359.7,0.15054,70.209,0.56305,0.86078,-0.35294,0.19412,14.824
359.71,0.1564,69.818,0.56012,0.99608,-0.50196,0.14902,15.528
359.72,0.16129,69.231,0.55718,0.75098,-0.50196,0.34902,16.31
359.73,0.16618,68.644,0.55425,0.48431,-0.21176,0.52941,17.014
359.74,0.17107,67.862,0.55132,0.37059,0.11373,0.57059,17.445
359.74,0.17595,67.08,0.54839,0.32353,0.32941,0.58039,17.562
359.75,0.17986,66.297,0.54545,0.30392,0.42941,0.5902,17.445
359.76,0.18475,65.515,0.54252,0.29412,0.47059,0.5902,17.249
359.77,0.18768,64.733,0.53959,0.28431,0.48039,0.59608,17.21
359.78,0.19062,63.95,0.53666,0.27843,0.4902,0.59608,17.21
359.78,0.19257,62.973,0.53372,0.27843,0.49412,0.59608,17.21
359.79,0.19453,62.386,0.53079,0.28431,0.49412,0.5902,17.249
359.8,0.19648,61.604,0.52786,0.2902,0.4902,0.5902,17.249
359.81,0.19746,61.017,0.52395,0.2902,0.48431,0.5902,17.249
359.82,0.19941,60.235,0.52004,0.2902,0.48431,0.5902,17.249
359.82,0.20039,59.844,0.51417,0.3,0.48039,0.58431,17.249
359.83,0.20137,59.257,0.50538,0.29412,0.48039,0.57451,17.327
359.84,0.20235,58.67,0.4956,0.30392,0.48039,0.58039,17.523
359.85,0.20235,58.279,0.48387,0.30392,0.47451,0.57451,17.718
359.86,0.20235,57.692,0.47312,0.3098,0.47059,0.57451,17.953
359.86,0.20235,57.301,0.46139,0.31373,0.47059,0.57059,18.266
359.87,0.20137,56.91,0.45259,0.32353,0.46471,0.56471,18.696
359.88,0.20137,56.715,0.44575,0.31961,0.47059,0.57059,19.087
359.89,0.20039,56.323,0.44086,0.32353,0.46078,0.56471,19.322
359.9,0.20039,56.128,0.43793,0.32353,0.46078,0.56471,19.126
359.9,0.20039,55.737,0.43597,0.32941,0.46078,0.5549,18.501
359.91,0.20039,55.541,0.43402,0.33529,0.46078,0.56078,17.562
359.92,0.20039,55.15,0.43402,0.33922,0.46078,0.5549,16.584
359.93,0.20137,54.954,0.43402,0.34902,0.46078,0.55098,15.763
359.94,0.20235,54.563,0.43304,0.35882,0.4549,0.53922,15.254
359.94,0.20332,54.954,0.43304,0.36471,0.4549,0.53922,14.941
359.95,0.2043,56.715,0.43206,0.37059,0.44902,0.52941,14.941
359.96,0.20626,61.017,0.43109,0.37451,0.44902,0.52941,14.941
359.97,0.20723,69.035,0.43109,0.38431,0.4451,0.51961,14.902
359.98,0.20919,80.378,0.43011,0.4,0.43922,0.51569,14.707
359.98,0.21114,93.09,0.43011,0.40392,0.43529,0.50588,14.433
359.99,0.2131,105.41,0.43206,0.41569,0.42549,0.5,14.198
360,0.21603,115.58,0.43402,0.41961,0.41569,0.4902,14.003
360.01,0.21799,123.4,0.43597,0.43922,0.40392,0.48039,13.963
360.02,0.21994,128.68,0.43695,0.4451,0.40392,0.48039,13.963
360.02,0.2219,131.42,0.43695,0.4451,0.40392,0.48039,13.963
360.03,0.22483,131.62,0.43793,0.4451,0.4098,0.48431,13.963
360.04,0.22678,129.66,0.43695,0.43529,0.4098,0.49412,13.963
360.05,0.22972,126.14,0.43597,0.41961,0.41569,0.50588,13.963
360.06,0.23167,122.23,0.43402,0.4098,0.4098,0.5098,13.885
360.06,0.2346,118.12,0.43402,0.4,0.4098,0.51961,13.807
360.07,0.23656,114.21,0.43206,0.39412,0.40392,0.51961,13.807
360.08,0.23949,111.08,0.43011,0.38431,0.40392,0.52549,13.963
360.09,0.24242,108.54,0.42717,0.38431,0.3902,0.52941,14.276
360.1,0.24536,106.78,0.42424,0.38431,0.3902,0.52941,14.707
360.1,0.24829,105.41,0.42131,0.38039,0.3902,0.52941,15.254
360.11,0.2522,104.43,0.41935,0.37451,0.3902,0.53529,15.841
