Time [s], PLETH, RESP, II, V, AVR, CVP
368.72,2.4897,0.90032,0.46484,0.40469,0.49512,14.868
368.73,2.52,0.90154,0.3252,0.65494,0.5752,14.936
368.74,2.5455,0.90301,0.2749,0.75513,0.47998,14.995
368.74,2.5679,0.90472,0.5249,0.54008,0.3252,15.063
368.75,2.5846,0.90643,0.7002,0.29472,0.29492,15.249
368.76,2.5924,0.90814,0.72998,0.10459,0.27002,15.376
368.77,2.5963,0.90985,0.64502,0.37977,0.50977,15.435
368.78,2.6012,0.91131,0.35986,0.78543,0.81006,15.249
368.78,2.6061,0.91302,0.044922,0.99022,1.0698,14.809
368.79,2.608,0.91498,-0.049805,1.0606,1.145,14.311
368.8,2.609,0.91718,0.31494,0.61486,0.72998,13.872
368.81,2.6051,0.91937,0.53516,0.34995,0.45996,13.618
368.82,2.5924,0.92157,0.59521,0.21457,0.37012,13.432
368.82,2.5709,0.92353,0.6001,0.15494,0.33984,13.119
368.83,2.5406,0.92573,0.63477,0.14467,0.30029,12.807
368.84,2.5083,0.92744,0.66016,0.14956,0.29004,12.563
368.85,2.4721,0.92939,0.66992,0.14467,0.28027,12.494
368.86,2.4282,0.93086,0.68994,0.17986,0.28027,12.621
368.86,2.3871,0.93257,0.68506,0.17498,0.2749,13.002
368.87,2.346,0.93403,0.68018,0.16471,0.26514,13.373
368.88,2.3001,0.9355,0.68994,0.18964,0.2749,13.5
368.89,2.2551,0.93697,0.7251,0.20968,0.22998,13.373
368.9,2.218,0.93843,0.66504,0.18964,0.30029,13.119
368.9,2.1867,0.93965,0.62012,0.14956,0.33496,13.002
368.91,2.1584,0.94087,0.625,0.13978,0.31494,13.119
368.92,2.1339,0.9421,0.64014,0.16471,0.31006,13.5
368.93,2.1124,0.94332,0.63477,0.18475,0.33008,13.745
368.94,2.0909,0.94454,0.66016,0.17986,0.28516,13.559
368.94,2.0704,0.94601,0.70508,0.19501,0.24512,12.807
368.95,2.0499,0.94772,0.7251,0.1999,0.2002,11.937
368.96,2.0323,0.94943,0.69482,0.15494,0.18994,11.498
368.97,2.0137,0.95138,0.65479,0.14956,0.25488,11.683
368.98,1.9863,0.95358,0.64502,0.13978,0.24512,12.377
368.98,1.958,0.95529,0.64014,0.11486,0.23486,13.002
368.99,1.9286,0.95724,0.66016,0.12463,0.20508,13.188
369,1.9022,0.95871,0.6748,0.13978,0.19531,12.807
369.01,1.8837,0.96042,0.68018,0.17986,0.20508,12.25
369.02,1.87,0.96164,0.68994,0.21457,0.19531,11.81
369.02,1.8583,0.96286,0.62988,0.19501,0.26025,11.869
369.03,1.8475,0.96384,0.61475,0.17498,0.27002,12.309
369.04,1.8368,0.96482,0.625,0.1999,0.25488,12.807
369.05,1.826,0.9658,0.63477,0.2346,0.26514,13.061
369.06,1.8104,0.96702,0.65479,0.26002,0.26514,13.002
369.06,1.7957,0.96799,0.6748,0.28495,0.27002,12.748
369.07,1.783,0.96922,0.68994,0.29472,0.26025,12.436
369.08,1.7664,0.96946,0.6001,0.26979,0.38525,12.309
369.09,1.7507,0.96995,0.58984,0.28495,0.43994,12.377
369.1,1.7361,0.96946,0.58496,0.30499,0.4502,12.621
369.1,1.7204,0.96897,0.60498,0.26002,0.37988,12.748
369.11,1.7077,0.96751,0.61475,0.21994,0.3501,12.807
369.12,1.694,0.96604,0.59521,0.22483,0.35986,12.748
369.13,1.6794,0.9636,0.60986,0.21457,0.33496,12.563
369.14,1.6647,0.96115,0.62012,0.2346,0.34521,12.377
369.14,1.65,0.95798,0.62012,0.25464,0.33984,12.309
369.15,1.6354,0.95505,0.62012,0.26491,0.34521,12.25
369.16,1.6227,0.95138,0.62988,0.26491,0.34521,12.25
369.17,1.6119,0.94772,0.63477,0.27468,0.34521,12.309
369.18,1.5963,0.94332,0.62988,0.28983,0.35498,12.377
369.18,1.5806,0.93892,0.63477,0.26491,0.3501,12.494
369.19,1.5679,0.93355,0.6001,0.26979,0.37988,12.494
369.2,1.5591,0.92841,0.58496,0.26491,0.3999,12.182
369.21,1.5552,0.92255,0.6001,0.28006,0.375,11.683
369.22,1.5533,0.91693,0.62012,0.26491,0.3501,11.185
369.22,1.5523,0.91082,0.62988,0.28006,0.34521,10.931
369.23,1.5513,0.90472,0.63477,0.30499,0.375,10.873
369.24,1.5513,0.89885,0.58984,0.29472,0.40479,10.873
369.25,1.5513,0.89323,0.5752,0.26491,0.39014,10.746
369.26,1.5533,0.88737,0.6001,0.28006,0.35986,10.501
369.26,1.5591,0.88175,0.62988,0.30499,0.33984,10.12
369.27,1.5699,0.87515,0.64502,0.28495,0.31982,9.7492
369.28,1.5875,0.86856,0.63477,0.28006,0.33496,9.4952
369.29,1.6168,0.86098,0.62988,0.24976,0.34521,9.4952
369.3,1.6588,0.85365,0.61475,0.24487,0.35986,9.4952
369.3,1.7126,0.84461,0.62012,0.25464,0.37012,9.5636
369.31,1.7742,0.83582,0.58496,0.26002,0.39014,9.4952
369.32,1.8416,0.82556,0.5752,0.23998,0.39502,9.3096
369.33,1.9159,0.81529,0.56006,0.25464,0.41504,9.1826
369.34,1.9951,0.80406,0.56006,0.24487,0.41992,9.0557
369.34,2.0753,0.79282,0.54492,0.23998,0.41016,9.0557
369.35,2.1505,0.7806,0.5498,0.24976,0.41992,9.124
369.36,2.2131,0.76839,0.56982,0.24487,0.39502,9.3096
369.37,2.2688,0.75373,0.59521,0.26491,0.37012,9.5636
369.38,2.3294,0.73931,0.5752,0.26002,0.38525,9.9348
369.38,2.3871,0.7227,0.52979,0.23998,0.43018,10.306
369.39,2.4389,0.70608,0.49512,0.2346,0.46484,10.619
369.4,2.48,0.68947,0.45996,0.37977,0.4751,10.687
369.41,2.5103,0.67286,0.35498,0.58016,0.50488,10.619
369.42,2.5308,0.65575,0.30518,0.66031,0.41504,10.501
369.42,2.5406,0.6389,0.51514,0.43988,0.33984,10.374
369.43,2.5455,0.61959,0.6748,0.24976,0.30518,10.189
369.44,2.5455,0.60054,0.73486,0.14467,0.35498,10.12
369.45,2.5376,0.57904,0.61475,0.38514,0.56494,10.247
369.46,2.5288,0.55778,0.39014,0.73509,0.79004,10.56
369.46,2.52,0.53555,0.084961,0.93011,1.0747,10.746
369.47,2.5073,0.51332,-0.064941,1.0303,1.165,10.501
369.48,2.4966,0.49059,0.16016,0.7654,0.87012,9.8078
369.49,2.4858,0.46812,0.43018,0.39492,0.5498,8.997
369.5,2.4702,0.44808,0.6001,0.23998,0.35986,8.3132
369.5,2.4477,0.42805,0.65479,0.20479,0.31006,7.8736
369.51,2.4184,0.40997,0.58496,0.17986,0.37988,7.561
369.52,2.3812,0.39213,0.60986,0.16471,0.33496,7.2484
369.53,2.3382,0.37381,0.59521,0.14467,0.33984,6.8674
369.54,2.2913,0.35573,0.59521,0.12463,0.33984,6.4376
369.54,2.2454,0.33765,0.60498,0.13978,0.3501,6.125
369.55,2.2072,0.31957,0.62988,0.14956,0.31006,5.871
369.56,2.1789,0.30344,0.68018,0.18475,0.27002,5.6854
369.57,2.1544,0.28732,0.66504,0.19501,0.30029,5.4314
369.58,2.132,0.27266,0.62988,0.16471,0.3252,5.2458
369.58,2.1085,0.258,0.5752,0.1349,0.36523,4.9332
369.59,2.0821,0.24334,0.56494,0.12952,0.37012,4.7476
369.6,2.0557,0.22893,0.5752,0.13978,0.33984,4.689
369.61,2.0303,0.21427,0.62988,0.12463,0.27002,4.4936
369.62,2.0029,0.19961,0.61475,0.1349,0.26514,3.9368
369.62,1.9765,0.18519,0.62012,0.12952,0.30518,2.999
369.63,1.9335,0.17078,0.59521,0.14467,0.3501,1.9928
369.64,1.8817,0.15661,0.58984,0.14467,0.35498,1.3676
369.65,1.8465,0.14268,0.58008,0.15982,0.36523,1.309
369.66,1.8221,0.1312,0.62012,0.11975,0.28027,1.436
369.66,1.8084,0.11972,0.64502,0.089932,0.18018,1.563
369.67,1.7986,0.11043,0.6748,0.079668,0.12988,1.6216
369.68,1.7869,0.10139,0.68994,0.10948,0.125,1.6216
369.69,1.7713,0.092841,0.66504,0.10459,0.16992,1.563
369.7,1.7566,0.084535,0.56006,0.10459,0.27002,1.3676
369.7,1.74,0.076716,0.54492,0.12952,0.29004,1.055
369.71,1.7224,0.069142,0.56494,0.16471,0.28516,0.68381
369.72,1.7087,0.063279,0.58496,0.19501,0.30029,0.3126
369.73,1.695,0.057659,0.59521,0.21994,0.30518,0
369.74,1.6804,0.053506,0.59521,0.22972,0.31982,0
369.74,1.6667,0.049353,0.6001,0.22483,0.34521,0.18561
369.75,1.652,0.045932,0.58008,0.26491,0.37012,0.49821
369.76,1.6432,0.042756,0.58984,0.28006,0.38525,0.81081
369.77,1.6364,0.039824,0.62012,0.27468,0.35986,1.1234
369.78,1.6276,0.037137,0.5752,0.26002,0.39502,1.436
369.78,1.6188,0.034693,0.59521,0.25464,0.375,1.6216
369.79,1.61,0.03225,0.60498,0.27468,0.37988,1.8756
369.8,1.6002,0.030296,0.5752,0.28495,0.40479,2.0612
369.81,1.5904,0.028341,0.58008,0.28006,0.4248,2.1198
369.82,1.5787,0.027608,0.5752,0.26002,0.41992,2.1198
369.82,1.566,0.026875,0.58984,0.24487,0.39014,1.9928
369.83,1.5503,0.026875,0.59521,0.23998,0.375,1.8072
369.84,1.5308,0.027119,0.58984,0.22972,0.35986,1.7486
369.85,1.5132,0.027119,0.60498,0.23998,0.36523,1.8756
369.86,1.5005,0.027119,0.60986,0.2346,0.35986,2.0612
369.86,1.4936,0.026875,0.59521,0.22972,0.38525,2.2468
369.87,1.4927,0.026631,0.58008,0.21457,0.38525,2.2468
369.88,1.4927,0.026631,0.5752,0.21994,0.36523,2.2468
369.89,1.4927,0.026631,0.60986,0.21457,0.3501,2.5008
369.9,1.4927,0.026875,0.63477,0.2346,0.35986,2.999
369.9,1.4927,0.027364,0.64014,0.23998,0.34521,3.4386
369.91,1.4927,0.027852,0.56006,0.23998,0.41504,3.5558
369.92,1.4927,0.028341,0.58496,0.2346,0.39502,3.3702
369.93,1.4927,0.029074,0.59521,0.28983,0.39014,2.9306
369.94,1.4927,0.029807,0.58008,0.30987,0.4248,2.6864
369.94,1.4927,0.031029,0.625,0.31965,0.35986,2.618
369.95,1.4927,0.032495,0.64014,0.30499,0.31982,2.6864
369.96,1.4966,0.034205,0.62988,0.25464,0.31982,2.618
369.97,1.5064,0.036159,0.64014,0.24976,0.33008,2.4324
369.98,1.52,0.038114,0.60498,0.22483,0.36523,2.0612
369.98,1.5435,0.040313,0.56494,0.1999,0.40479,1.6802
369.99,1.5767,0.042512,0.59521,0.23998,0.37988,1.4946
370,1.6217,0.044955,0.56982,0.26002,0.43018,1.4946
370.01,1.6774,0.047887,0.56006,0.26979,0.47021,1.563
370.02,1.74,0.051063,0.54004,0.24487,0.43994,1.563
370.02,1.8045,0.054483,0.55518,0.20479,0.37012,1.4946
370.03,1.869,0.057904,0.56494,0.22972,0.39502,1.3676
370.04,1.9345,0.06108,0.54492,0.23998,0.40479,1.309
370.05,1.9961,0.0645,0.56982,0.24487,0.375,1.436
370.06,2.0528,0.067677,0.58984,0.23998,0.35498,1.8072
370.06,2.0948,0.070853,0.54492,0.22483,0.3999,2.3738
370.07,2.1251,0.074273,0.54492,0.2346,0.4248,2.9306
370.08,2.1544,0.077938,0.50488,0.33969,0.4751,3.126
370.09,2.1838,0.081603,0.35986,0.50978,0.5498,3.126
370.1,2.2082,0.085512,0.27002,0.68035,0.56982,2.999
370.1,2.2248,0.088444,0.45996,0.52981,0.3501,3.126
370.11,2.2375,0.091376,0.64014,0.28006,0.36523,3.5558
370.12,2.2493,0.093574,0.75488,0.054741,0.27002,4.1224
370.13,2.2571,0.096018,0.75977,0.16471,0.39502,4.435
370.14,2.259,0.098216,0.54492,0.55523,0.62988,4.4936
370.14,2.2551,0.10042,0.25488,0.84018,0.91504,4.308
370.15,2.2463,0.10237,0.024902,0.98045,1.1147,3.9954
370.16,2.2317,0.10457,-0.034668,1.0254,1.1396,3.6828
370.17,2.2151,0.10603,0.39014,0.56012,0.66016,3.3116
370.18,2.1955,0.10774,0.58984,0.32991,0.37988,2.999
370.18,2.1711,0.10897,0.60498,0.20479,0.33496,2.5594
370.19,2.1447,0.11019,0.5752,0.1349,0.33496,2.1198
370.2,2.1153,0.11092,0.56982,0.11975,0.34521,1.6802
370.21,2.0811,0.1119,0.59521,0.10948,0.3252,1.3676
370.22,2.0459,0.11263,0.6001,0.11486,0.33496,1.2504
370.22,2.0088,0.11336,0.60498,0.15494,0.3252,1.3676
370.23,1.9717,0.11483,0.60498,0.1999,0.375,1.563
370.24,1.9384,0.1163,0.64014,0.22483,0.37988,1.6802
370.25,1.913,0.11825,0.66504,0.19501,0.3252,1.6216
370.26,1.8905,0.12045,0.66992,0.16471,0.26514,1.436
370.26,1.8719,0.12289,0.66992,0.14956,0.26025,1.182
370.27,1.8563,0.12558,0.65479,0.13978,0.25488,0.99641
370.28,1.8387,0.12851,0.63477,0.11975,0.27002,0.86942
370.29,1.8231,0.13144,0.61475,0.10948,0.29492,0.74243
370.3,1.8104,0.13462,0.59521,0.1349,0.33984,0.42983
370.3,1.7996,0.1378,0.61475,0.13978,0.3252,-0.3126
370.31,1.7898,0.14122,0.62988,0.17498,0.35498,-1.4458
370.32,1.7801,0.14464,0.66504,0.18964,0.31494,-2.5008
370.33,1.7703,0.14855,0.66016,0.1696,0.27002,-2.999
370.34,1.7586,0.1527,0.66992,0.094819,0.20996,-2.9404
370.34,1.7458,0.1571,0.66016,0.069892,0.17529,-2.6962
370.35,1.7341,0.1615,0.63477,0.059629,0.18994,-2.4422
370.36,1.7263,0.16614,0.60498,0.064516,0.2251,-2.4422
370.37,1.7204,0.17078,0.59521,0.079668,0.24023,-2.5008
370.38,1.7126,0.17567,0.625,0.11486,0.22021,-2.6278
370.38,1.7038,0.18055,0.63477,0.14956,0.22998,-2.7548
370.39,1.695,0.18544,0.65479,0.18964,0.2251,-2.7548
370.4,1.6882,0.19032,0.63477,0.24487,0.28516,-2.6962
370.41,1.6823,0.19546,0.62988,0.28495,0.31494,-2.4422
370.42,1.6764,0.20059,0.64014,0.28983,0.31006,-2.1296
370.42,1.6716,0.20596,0.625,0.25464,0.31494,-1.817
370.43,1.6647,0.21158,0.62012,0.24976,0.30518,-1.5044
370.44,1.6559,0.2172,0.63477,0.22972,0.29492,-1.1918
370.45,1.6471,0.22306,0.62988,0.23998,0.3252,-0.87919
370.46,1.6403,0.22819,0.60986,0.26491,0.35498,-0.56659
370.46,1.6344,0.23333,0.6001,0.25464,0.37988,-0.3126
370.47,1.6246,0.23772,0.61475,0.25464,0.37988,-0.19538
370.48,1.61,0.24237,0.62988,0.28006,0.37012,-0.19538
370.49,1.5953,0.24627,0.59521,0.26979,0.3999,-0.19538
370.5,1.5787,0.25043,0.60498,0.25464,0.39502,-0.12699
370.5,1.5591,0.25385,0.59521,0.24487,0.3999,0.11723
370.51,1.5396,0.25751,0.58984,0.24976,0.40479,0.49821
370.52,1.5249,0.2602,0.58496,0.25464,0.41992,0.9378
370.53,1.5181,0.26289,0.61475,0.23998,0.37012,1.4946
370.54,1.5142,0.26484,0.62012,0.22483,0.35986,2.1198
370.54,1.5122,0.26704,0.60498,0.22972,0.375,2.618
370.55,1.5112,0.26851,0.64014,0.22483,0.33008,2.6864
370.56,1.5112,0.27022,0.62012,0.23998,0.35986,2.4324
370.57,1.5112,0.27119,0.625,0.21994,0.35498,2.3054
370.58,1.5112,0.27242,0.62012,0.20479,0.34521,2.5594
370.58,1.5112,0.27266,0.60986,0.21457,0.35986,2.999
370.59,1.5083,0.2729,0.6001,0.21457,0.36523,3.3702
370.6,1.4995,0.27242,0.61475,0.23998,0.37012,3.4972
370.61,1.4888,0.27217,0.6499,0.24976,0.33008,3.4972
370.62,1.478,0.27119,0.66504,0.26491,0.31982,3.3702
370.62,1.4712,0.27046,0.62012,0.29472,0.3999,3.4386
370.63,1.4673,0.269,0.61475,0.30499,0.41016,3.6242
370.64,1.4702,0.26777,0.6499,0.3001,0.34521,3.9368
370.65,1.4809,0.26558,0.64502,0.28495,0.33984,4.2494
370.66,1.4956,0.26362,0.66016,0.26002,0.33496,4.435
370.66,1.5152,0.26093,0.66504,0.23998,0.30518,4.4936
370.67,1.5435,0.25825,0.65479,0.24487,0.30029,4.435
370.68,1.5816,0.25556,0.61475,0.24976,0.36523,4.3764
370.69,1.6285,0.25312,0.58496,0.2346,0.3999,4.3764
370.7,1.6872,0.25043,0.58008,0.22483,0.39502,4.435
370.7,1.7546,0.24798,0.56494,0.21994,0.40479,4.6206
370.71,1.826,0.24505,0.58496,0.23998,0.38525,4.7476
370.72,1.8993,0.24237,0.58984,0.23998,0.375,5.0016
370.73,1.9687,0.23919,0.59521,0.25464,0.37012,5.3044
370.74,2.0293,0.23601,0.5752,0.25464,0.39014,5.8124
370.74,2.0831,0.23308,0.6001,0.24976,0.35986,6.4962
370.75,2.132,0.23015,0.625,0.25464,0.31494,7.3754
370.76,2.1681,0.22746,0.6001,0.22972,0.33984,8.1862
370.77,2.1955,0.22502,0.54004,0.30499,0.41504,8.87
370.78,2.2229,0.22306,0.39502,0.5,0.54004,9.3096
370.78,2.2463,0.22135,0.26514,0.69501,0.56982,9.4952
370.79,2.263,0.21989,0.40479,0.56989,0.33008,9.6809
370.8,2.2757,0.21867,0.64014,0.31476,0.28516,9.9348
370.81,2.2864,0.2172,0.7002,0.064516,0.29004,10.247
370.82,2.2972,0.21598,0.71973,0.054741,0.38525,10.433
370.82,2.3069,0.21451,0.58984,0.54008,0.60986,10.306
370.83,2.3118,0.21329,0.31006,0.8651,0.86475,9.9935
370.84,2.3099,0.21231,0.024902,1.0005,1.1099,9.7492
370.85,2.304,0.21158,-0.049805,1.0303,1.1396,9.6809
370.86,2.2942,0.21085,0.3501,0.54497,0.66016,9.8078
370.86,2.2776,0.21036,0.50977,0.3001,0.47021,9.8762
370.87,2.2551,0.21011,0.59521,0.1999,0.35498,9.7492
370.88,2.2248,0.20987,0.62012,0.1696,0.33008,9.3683
370.89,2.1857,0.20987,0.63477,0.15982,0.31006,8.9384
370.9,2.1476,0.21011,0.68994,0.18964,0.26025,8.5574
370.9,2.1114,0.2106,0.7002,0.19501,0.25,8.4305
370.91,2.0792,0.21134,0.64014,0.18475,0.33984,8.4988
370.92,2.0489,0.21231,0.625,0.17498,0.35498,8.4988
370.93,2.0196,0.21354,0.61475,0.15982,0.34521,8.3718
370.94,1.9961,0.215,0.60986,0.14467,0.31494,8.1862
370.94,1.9746,0.21671,0.63477,0.14956,0.30029,8.0592
370.95,1.9541,0.21842,0.63477,0.14467,0.29492,8.3132
370.96,1.9374,0.22038,0.65479,0.16471,0.2749,8.997
370.97,1.9218,0.22282,0.66504,0.15982,0.27002,9.8078
370.98,1.9042,0.22551,0.66016,0.20968,0.30029,10.189
370.98,1.8866,0.22844,0.7002,0.21994,0.26025,9.8078
370.99,1.868,0.23161,0.66992,0.17986,0.2749,8.6258
371,1.8495,0.23504,0.64502,0.14467,0.26514,7.1214
371.01,1.8309,0.2387,0.625,0.12952,0.28027,6.3692
371.02,1.8143,0.24261,0.63477,0.12463,0.26514,6.7502
371.02,1.8016,0.24652,0.6499,0.12463,0.25,7.8052
371.03,1.7908,0.25116,0.64014,0.12952,0.26025,8.8114
371.04,1.781,0.2558,0.6499,0.12952,0.25,8.87
371.05,1.7713,0.26118,0.68506,0.14956,0.21484,8.1862
371.06,1.7634,0.26655,0.7002,0.16471,0.16992,7.2484
371.06,1.7576,0.2729,0.66504,0.13978,0.18506,6.8088
371.07,1.7527,0.27926,0.63477,0.12952,0.2002,7.1214
371.08,1.7478,0.2861,0.625,0.16471,0.22998,7.8052
371.09,1.74,0.29318,0.64014,0.19501,0.23486,8.4988
371.1,1.7312,0.29954,0.63477,0.22483,0.27002,8.7431
371.1,1.7224,0.30613,0.66016,0.26491,0.26514,8.6258
371.11,1.7136,0.31224,0.66504,0.28495,0.29004,8.3718
371.12,1.7038,0.31835,0.65479,0.28983,0.31006,8.2448
371.13,1.697,0.32348,0.6748,0.28495,0.29004,8.4305
371.14,1.6911,0.32885,0.62988,0.27468,0.33984,8.87
371.14,1.6833,0.33325,0.60498,0.24976,0.35986,9.251
371.15,1.6745,0.33789,0.61475,0.24487,0.34521,9.4366
371.16,1.6686,0.3418,0.60498,0.23998,0.35986,9.4366
371.17,1.6628,0.34596,0.62012,0.25464,0.3501,9.4366
371.18,1.6579,0.34938,0.6001,0.27468,0.39014,9.6222
371.18,1.653,0.3528,0.62988,0.28983,0.38525,9.9348
371.19,1.6481,0.35475,0.64502,0.30499,0.37012,10.189
371.2,1.6452,0.35695,0.6499,0.32502,0.35986,10.247
371.21,1.6413,0.35793,0.60986,0.28006,0.3999,10.247
371.22,1.6354,0.35891,0.58984,0.22972,0.35986,10.247
371.22,1.6276,0.35939,0.625,0.21457,0.30518,10.501
371.23,1.6188,0.36013,0.62988,0.20968,0.31006,10.931
371.24,1.61,0.36062,0.625,0.21994,0.3252,11.498
371.25,1.6002,0.3611,0.64502,0.23998,0.31006,11.869
371.26,1.5934,0.36135,0.64014,0.23998,0.33008,11.752
371.26,1.5875,0.36159,0.65479,0.26002,0.3252,11.185
371.27,1.5797,0.36184,0.64014,0.26491,0.34521,10.56
371.28,1.5709,0.36208,0.64014,0.26491,0.3501,10.306
371.29,1.5591,0.36257,0.65479,0.26491,0.33984,10.56
371.3,1.5464,0.3633,0.66016,0.28006,0.33008,11.244
371.3,1.5327,0.36428,0.6748,0.31476,0.31982,11.869
371.31,1.522,0.3655,0.66016,0.3348,0.3501,12.123
371.32,1.5191,0.36721,0.65479,0.31476,0.33984,11.996
371.33,1.5239,0.36917,0.64502,0.28495,0.34521,11.625
371.34,1.5406,0.37185,0.64014,0.24976,0.3501,11.371
371.34,1.5709,0.37454,0.66992,0.24976,0.29492,11.371
371.35,1.6139,0.3787,0.68018,0.24487,0.29492,11.556
371.36,1.6618,0.38285,0.63477,0.23998,0.34521,11.625
371.37,1.7136,0.38847,0.625,0.25464,0.35498,11.556
371.38,1.7771,0.39409,0.64014,0.26491,0.35498,11.312
371.38,1.8465,0.40166,0.60498,0.26002,0.38525,11.058
371.39,1.9189,0.40924,0.6001,0.24487,0.37012,11
371.4,1.9902,0.41803,0.62012,0.23998,0.34521,11.127
371.41,2.0567,0.42707,0.6001,0.24976,0.36523,11.439
371.42,2.1163,0.43562,0.58984,0.24487,0.37988,11.81
371.42,2.1691,0.44442,0.6001,0.25464,0.36523,12.25
371.43,2.2199,0.45272,0.58496,0.26491,0.38525,12.748
371.44,2.2688,0.46128,0.56982,0.23998,0.3999,13.305
371.45,2.3167,0.47032,0.5752,0.27468,0.39014,13.745
371.46,2.3548,0.47935,0.5249,0.39492,0.43018,13.999
371.46,2.3832,0.48864,0.35498,0.58993,0.50977,14.057
371.47,2.4086,0.49817,0.2749,0.67498,0.43506,13.93
371.48,2.4311,0.50647,0.49512,0.5,0.28516,13.872
371.49,2.4477,0.51503,0.68018,0.28983,0.30029,13.813
371.5,2.4555,0.52236,0.73486,0.12952,0.29492,13.872
371.5,2.4594,0.52993,0.75,0.38514,0.49023,13.872
371.51,2.4614,0.53726,0.4248,0.81036,0.79004,13.618
371.52,2.4604,0.54459,0.1001,0.9956,1.0498,13.119
371.53,2.4526,0.55167,-0.064941,1.0503,1.1396,12.563
371.54,2.4389,0.55876,0.24023,0.65005,0.78516,12.25
371.54,2.4223,0.56584,0.49023,0.33969,0.49512,12.182
371.55,2.4076,0.57293,0.61475,0.22972,0.34521,12.182
371.56,2.3949,0.57977,0.64502,0.1999,0.31006,12.064
371.57,2.3822,0.58661,0.62988,0.17498,0.33496,11.81
371.58,2.3636,0.59223,0.625,0.17986,0.3501,11.371
371.58,2.3402,0.59785,0.64014,0.18475,0.3252,11
371.59,2.3148,0.60274,0.6499,0.15982,0.31006,10.873
371.6,2.2874,0.60787,0.66992,0.1696,0.28516,10.931
371.61,2.26,0.613,0.68506,0.18964,0.28027,11
371.62,2.2268,0.61837,0.6748,0.19501,0.29004,11
371.62,2.1916,0.6235,0.68018,0.17498,0.26514,10.873
371.63,2.1574,0.62888,0.6499,0.1696,0.29004,10.746
371.64,2.1241,0.63279,0.66504,0.19501,0.30029,10.814
371.65,2.0958,0.63694,0.66504,0.22483,0.31982,11.127
371.66,2.0743,0.63987,0.68018,0.20968,0.28027,11.556
371.66,2.0567,0.64305,0.69482,0.19501,0.23486,11.752
371.67,2.0381,0.64623,0.70996,0.18475,0.21484,11.498
371.68,2.0283,0.6494,0.68506,0.15982,0.24023,10.746
371.69,2.0235,0.65282,0.68994,0.15494,0.23486,10.062
371.7,2.0117,0.65624,0.68506,0.1696,0.24512,9.8762
371.7,1.9961,0.65966,0.7002,0.1696,0.2251,10.247
371.71,1.9795,0.66333,0.68506,0.17986,0.25,11
371.72,1.9609,0.66699,0.6748,0.15494,0.25488,11.556
371.73,1.9423,0.67066,0.70996,0.16471,0.17529,11.683
371.74,1.9238,0.67432,0.71484,0.1696,0.16504,11.244
371.74,1.9052,0.67799,0.63477,0.12952,0.23486,10.501
371.75,1.8866,0.6819,0.62012,0.14956,0.26514,9.9935
371.76,1.87,0.68581,0.62012,0.19501,0.28516,9.8762
371.77,1.8573,0.68971,0.66016,0.20968,0.22998,10.247
371.78,1.8465,0.69362,0.66992,0.20479,0.20996,10.687
371.78,1.8368,0.69729,0.6499,0.21994,0.25,11
371.79,1.827,0.7012,0.66504,0.24976,0.25488,10.931
371.8,1.8172,0.70437,0.64014,0.26979,0.30029,10.746
371.81,1.8074,0.70779,0.66016,0.28495,0.31006,10.501
371.82,1.7977,0.71048,0.625,0.28006,0.35498,10.501
371.82,1.7859,0.71341,0.62012,0.28983,0.37988,10.814
371.83,1.7732,0.71586,0.64014,0.26979,0.33496,11.185
371.84,1.7625,0.71854,0.6499,0.25464,0.31494,11.498
371.85,1.7517,0.72074,0.625,0.23998,0.31006,11.683
371.86,1.7439,0.72294,0.60498,0.23998,0.35986,11.625
371.86,1.738,0.72441,0.58984,0.24976,0.38525,11.439
371.87,1.7302,0.72612,0.61475,0.28495,0.37988,11.312
371.88,1.7214,0.7271,0.60986,0.31965,0.41504,11.312
371.89,1.7126,0.72807,0.64014,0.32502,0.37012,11.439
371.9,1.7009,0.72905,0.65479,0.25464,0.30518,11.625
371.9,1.6882,0.73003,0.66016,0.2346,0.29004,11.81
371.91,1.6774,0.73125,0.6499,0.23998,0.31006,11.996
371.92,1.6667,0.73247,0.64014,0.23998,0.31982,12.25
371.93,1.654,0.73369,0.61475,0.24976,0.35498,12.494
371.94,1.6413,0.73491,0.64014,0.26002,0.33496,12.807
371.94,1.6276,0.73613,0.63477,0.27468,0.33984,12.934
371.95,1.6109,0.73736,0.66504,0.28983,0.33496,12.748
371.96,1.5982,0.73858,0.66016,0.29472,0.33008,12.436
371.97,1.5894,0.7398,0.61475,0.30499,0.38525,12.182
371.98,1.5806,0.74102,0.60498,0.27468,0.37988,12.123
371.98,1.5709,0.74224,0.6001,0.3001,0.39014,12.25
371.99,1.5621,0.74346,0.66016,0.31476,0.33496,12.436
372,1.5572,0.74493,0.64502,0.32502,0.34521,12.563
372.01,1.5621,0.7464,0.62012,0.27468,0.35986,12.563
372.02,1.5758,0.74786,0.64014,0.26979,0.3501,12.436
372.02,1.6022,0.74982,0.64502,0.26002,0.33008,12.377
372.03,1.6432,0.75202,0.65479,0.25464,0.33008,12.309
372.04,1.6989,0.75421,0.66016,0.26491,0.35498,12.25
372.05,1.7644,0.75666,0.61475,0.26979,0.39502,12.25
372.06,1.825,0.75886,0.59521,0.25464,0.3999,12.25
372.06,1.8886,0.76106,0.62012,0.2346,0.33496,12.25
372.07,1.9629,0.76301,0.63477,0.24487,0.31006,12.309
