Time [s], RESP, PLETH, I, V, II, ABP
373.41,0.25709,0.29521,-0.0058823,0.64453,0.41502,126.73
373.42,0.25513,0.29032,-0.0058823,0.64453,0.41502,126.14
373.42,0.25318,0.28641,-0.0058823,0.64453,0.41995,125.75
373.43,0.2522,0.28446,-0.0058823,0.65039,0.4298,125.55
373.44,0.25122,0.28348,-0.0019608,0.6543,0.4298,125.36
373.45,0.24927,0.28446,-0.0019608,0.6543,0.4298,124.58
373.46,0.24829,0.29032,-0.0019608,0.6543,0.4298,123.6
373.46,0.24633,0.30401,-0.0019608,0.65039,0.4298,122.23
373.47,0.24536,0.32551,-0.0019608,0.65039,0.4298,120.08
373.48,0.2434,0.35679,-0.0019608,0.65039,0.43473,117.54
373.49,0.24242,0.39687,-0.0019608,0.64453,0.43473,114.6
373.5,0.24145,0.44282,-0.0019608,0.64453,0.43473,110.89
373.5,0.24047,0.49169,0.0039216,0.64453,0.43473,106.78
373.51,0.23949,0.53861,0.0039216,0.64453,0.43473,102.09
373.52,0.23851,0.58162,0.0039216,0.64453,0.43473,97.393
373.53,0.23754,0.61388,0.0039216,0.64062,0.43473,92.699
373.54,0.23558,0.63636,0.0078431,0.64062,0.43473,88.592
373.54,0.2346,0.65591,0.0078431,0.64062,0.43473,85.267
373.55,0.23265,0.67058,0.0078431,0.64062,0.43966,83.312
373.56,0.23167,0.67937,0.0078431,0.64062,0.43966,82.334
373.57,0.22972,0.68231,0.013725,0.64453,0.44951,82.529
373.58,0.22874,0.68231,0.017647,0.6543,0.46059,83.507
373.58,0.22776,0.67937,0.023529,0.6543,0.47537,84.876
373.59,0.22678,0.67449,0.029412,0.66406,0.48522,86.245
373.6,0.22581,0.66862,0.033333,0.66992,0.50493,87.614
373.61,0.22483,0.66373,0.04902,0.67578,0.52463,88.592
373.62,0.22483,0.65885,0.052941,0.66016,0.52956,89.179
373.62,0.22385,0.65494,0.062745,0.65039,0.52463,89.374
373.63,0.22385,0.65103,0.068627,0.64453,0.5197,89.179
373.64,0.22385,0.64712,0.058824,0.63477,0.50493,88.983
373.65,0.22483,0.64418,0.043137,0.62891,0.4803,88.592
373.66,0.22483,0.64321,0.023529,0.625,0.44951,88.005
373.66,0.22581,0.64125,0.0078431,0.625,0.42488,87.419
373.67,0.22678,0.6393,0.0039216,0.61914,0.41502,86.832
373.68,0.22776,0.63636,0.0039216,0.61914,0.4101,86.245
373.69,0.22874,0.63343,0.0039216,0.61523,0.4101,85.463
373.7,0.22874,0.62854,0.0039216,0.61523,0.4101,84.485
373.7,0.22972,0.62268,0.0039216,0.61523,0.4101,83.312
373.71,0.23069,0.61584,0.0039216,0.61523,0.4101,82.334
373.72,0.23167,0.60704,-0.0019608,0.625,0.41995,81.16
373.73,0.23363,0.59922,0.013725,0.63477,0.43473,79.987
373.74,0.2346,0.58944,0.088235,0.60547,0.49015,79.009
373.74,0.23656,0.57674,0.25882,0.54492,0.61453,78.031
373.75,0.23851,0.56305,0.49412,0.42578,0.80049,77.054
373.76,0.24047,0.54741,0.65098,0.26953,0.87438,76.271
373.77,0.24242,0.52981,0.5451,0.23047,0.74507,75.489
373.78,0.24438,0.51222,0.26863,0.3457,0.53941,74.902
373.78,0.24633,0.49462,0.07451,0.48438,0.42488,74.316
373.79,0.24829,0.47801,0.0078431,0.58984,0.40517,73.924
373.8,0.25024,0.46334,-0.011765,0.63477,0.4101,73.533
373.81,0.2522,0.44966,-0.015686,0.65039,0.41502,73.142
373.82,0.25415,0.43793,-0.021569,0.66016,0.41502,72.751
373.82,0.25611,0.42913,-0.021569,0.66406,0.41502,72.36
373.83,0.25904,0.42326,-0.021569,0.66406,0.41995,72.164
373.84,0.261,0.41935,-0.015686,0.66992,0.41995,71.969
373.85,0.26295,0.41544,-0.015686,0.66992,0.42488,71.578
373.86,0.26491,0.41349,-0.011765,0.66992,0.4298,71.382
373.86,0.26784,0.41153,-0.0058823,0.66992,0.43473,71.186
373.87,0.27077,0.40958,-0.0019608,0.66992,0.43966,70.795
373.88,0.2737,0.40665,0.0039216,0.66992,0.44951,70.6
373.89,0.27664,0.40371,0.0039216,0.67578,0.44951,70.404
373.9,0.27957,0.40078,0.0078431,0.66992,0.45443,70.013
373.9,0.28348,0.39687,0.0078431,0.66992,0.46552,69.818
373.91,0.28739,0.39296,0.017647,0.66992,0.47537,69.622
373.92,0.2913,0.39003,0.023529,0.66992,0.4803,69.426
373.93,0.29521,0.38612,0.029412,0.66992,0.49015,69.231
373.94,0.29814,0.38319,0.029412,0.66992,0.49507,69.035
373.94,0.30205,0.37928,0.033333,0.66992,0.50493,68.84
373.95,0.30499,0.37537,0.043137,0.66992,0.51478,68.644
373.96,0.3089,0.37146,0.052941,0.66992,0.52463,68.253
373.97,0.31281,0.36657,0.068627,0.66992,0.53941,68.057
373.98,0.31672,0.3607,0.078431,0.67578,0.55542,68.057
373.98,0.3216,0.35484,0.094118,0.66992,0.57512,69.035
373.99,0.32649,0.34995,0.1098,0.66992,0.59483,72.164
374,0.3304,0.34409,0.12941,0.66992,0.61946,77.836
374.01,0.33529,0.33822,0.1549,0.66992,0.64532,87.027
374.02,0.33822,0.33236,0.17451,0.66992,0.66995,99.739
374.02,0.34213,0.32845,0.18824,0.66992,0.68966,115.19
374.03,0.34604,0.32454,0.20392,0.66406,0.70443,131.62
374.04,0.34897,0.32258,0.21373,0.66406,0.71552,146.87
374.05,0.35288,0.31965,0.2098,0.66406,0.71552,159.19
374.06,0.35582,0.31672,0.19412,0.66406,0.69951,166.62
374.06,0.35875,0.31378,0.16471,0.66992,0.67488,168.97
374.07,0.36266,0.31183,0.13333,0.67578,0.64532,166.62
374.08,0.36559,0.30987,0.094118,0.67969,0.59975,160.95
374.09,0.3695,0.3089,0.062745,0.68555,0.56034,154.11
374.1,0.37243,0.30792,0.039216,0.67969,0.5197,147.07
374.1,0.37537,0.30694,0.017647,0.67578,0.48522,141.4
374.11,0.37732,0.30499,0.0039216,0.66406,0.45443,137.48
374.12,0.37928,0.30401,-0.0058823,0.66016,0.43473,135.14
374.13,0.38123,0.30303,-0.015686,0.6543,0.41995,134.16
374.14,0.38416,0.30205,-0.015686,0.64453,0.41502,133.77
374.14,0.38612,0.30108,-0.015686,0.64453,0.4101,133.38
374.15,0.38807,0.29814,-0.015686,0.64453,0.4101,132.99
374.16,0.38905,0.29521,-0.011765,0.64062,0.4101,132.01
374.17,0.39101,0.29326,-0.011765,0.64062,0.4101,130.83
374.18,0.39198,0.2913,-0.011765,0.64062,0.4101,129.66
374.18,0.39394,0.28935,-0.0058823,0.64062,0.41502,128.49
374.19,0.39492,0.28739,-0.0019608,0.64453,0.41502,127.51
374.2,0.39589,0.28446,-0.0019608,0.64453,0.41995,126.92
374.21,0.39785,0.28152,-0.0019608,0.64453,0.41995,126.53
374.22,0.39883,0.28152,-0.0019608,0.64453,0.42488,126.34
374.22,0.40078,0.2825,-0.0019608,0.64453,0.4298,125.95
374.23,0.40274,0.28543,-0.0019608,0.64453,0.43473,125.36
374.24,0.40371,0.29326,-0.0019608,0.64453,0.43473,124.19
374.25,0.40567,0.30792,0.0039216,0.65039,0.4298,122.43
374.26,0.40665,0.33236,-0.0019608,0.65039,0.4298,120.27
374.26,0.4086,0.36559,-0.0019608,0.65039,0.4298,117.34
374.27,0.40958,0.40665,0.0039216,0.64453,0.43473,114.02
374.28,0.41056,0.45161,0.0039216,0.64453,0.4298,110.1
374.29,0.41251,0.49853,0.0039216,0.64453,0.4298,105.8
374.3,0.41349,0.5435,0.0039216,0.64453,0.4298,101.11
374.3,0.41642,0.58358,0.0078431,0.64453,0.4298,96.61
374.31,0.41838,0.61779,0.0078431,0.64453,0.4298,92.112
374.32,0.42033,0.64223,0.0078431,0.64453,0.4298,88.592
374.33,0.42326,0.65787,0.013725,0.64062,0.4298,85.854
374.34,0.42522,0.66667,0.013725,0.64062,0.4298,84.289
374.34,0.42717,0.67058,0.017647,0.64062,0.43473,83.898
374.35,0.43011,0.67058,0.017647,0.64453,0.43966,84.289
374.36,0.43304,0.66764,0.023529,0.6543,0.45443,85.463
374.37,0.43597,0.66276,0.029412,0.66016,0.46552,87.027
374.38,0.43988,0.65787,0.033333,0.66406,0.47537,88.396
374.38,0.44282,0.652,0.033333,0.67578,0.49015,89.57
374.39,0.44673,0.64614,0.043137,0.67969,0.51478,90.548
374.4,0.44966,0.64027,0.052941,0.66406,0.5197,90.939
374.41,0.45357,0.63539,0.068627,0.65039,0.51478,90.743
374.42,0.4565,0.63245,0.07451,0.64453,0.50985,90.352
374.42,0.45846,0.6305,0.068627,0.63477,0.49507,89.961
374.43,0.46041,0.62757,0.058824,0.62891,0.47537,89.179
374.44,0.46334,0.62463,0.043137,0.625,0.44951,88.592
374.45,0.4653,0.6217,0.023529,0.61914,0.42488,87.81
374.46,0.46725,0.61877,0.017647,0.61914,0.4101,87.027
374.46,0.46921,0.61486,0.017647,0.61523,0.40517,86.05
374.47,0.47116,0.61095,0.017647,0.61523,0.40517,85.072
374.48,0.47214,0.60704,0.023529,0.61523,0.40517,83.898
374.49,0.47312,0.60215,0.023529,0.61523,0.4101,82.725
374.5,0.4741,0.59726,0.023529,0.61914,0.4101,81.356
374.5,0.47507,0.5914,0.017647,0.62891,0.41995,80.378
374.51,0.47507,0.5826,0.029412,0.64062,0.43966,79.4
374.52,0.47507,0.57185,0.094118,0.61523,0.49015,78.422
374.53,0.47507,0.56207,0.23922,0.56445,0.61453,77.836
374.54,0.4741,0.55034,0.46471,0.46094,0.80542,77.249
374.54,0.47312,0.53568,0.62941,0.30078,0.90517,76.858
374.55,0.47214,0.52004,0.63529,0.24023,0.78941,76.271
374.56,0.47019,0.50342,0.31373,0.32422,0.57512,75.685
374.57,0.46921,0.4868,0.1098,0.4707,0.43966,75.098
374.58,0.46725,0.47019,0.029412,0.58008,0.4101,74.707
374.58,0.4653,0.45552,0.0078431,0.62891,0.4101,74.12
374.59,0.46237,0.44282,0.0039216,0.65039,0.41502,73.533
374.6,0.46041,0.43109,-0.0019608,0.6543,0.41502,73.338
374.61,0.45748,0.42229,-0.0019608,0.66016,0.41502,72.947
374.62,0.45357,0.41642,-0.0019608,0.66016,0.41502,72.751
374.62,0.44966,0.41153,-0.0019608,0.66016,0.41995,72.555
374.63,0.44477,0.40762,-0.0019608,0.66406,0.41995,72.555
374.64,0.44086,0.40567,0.0039216,0.66406,0.42488,72.36
374.65,0.43695,0.40371,0.0078431,0.66406,0.4298,72.164
374.66,0.43304,0.40176,0.013725,0.66406,0.43473,71.773
374.66,0.42913,0.40078,0.013725,0.66406,0.43966,71.382
374.67,0.42522,0.39883,0.017647,0.66406,0.44458,70.991
374.68,0.42131,0.39687,0.017647,0.66406,0.45443,70.6
374.69,0.41642,0.39394,0.023529,0.66406,0.46552,70.209
374.7,0.41251,0.39101,0.029412,0.66406,0.47044,69.818
374.7,0.40762,0.3871,0.029412,0.66406,0.4803,69.622
374.71,0.40371,0.38416,0.033333,0.66406,0.48522,69.231
374.72,0.40078,0.38123,0.043137,0.66406,0.49507,69.035
374.73,0.39687,0.3783,0.052941,0.66992,0.5,68.644
374.74,0.39296,0.37634,0.058824,0.66992,0.51478,68.449
374.74,0.39003,0.37439,0.068627,0.66992,0.52463,68.057
374.75,0.38612,0.37146,0.078431,0.66406,0.53448,67.666
374.76,0.38319,0.36852,0.094118,0.66992,0.55049,67.862
374.77,0.38025,0.36364,0.11373,0.66992,0.5702,68.84
374.78,0.3783,0.35875,0.13333,0.66406,0.59483,71.578
374.78,0.37634,0.35386,0.1549,0.66406,0.61946,77.054
374.79,0.37439,0.34995,0.17843,0.66992,0.63547,86.245
374.8,0.37243,0.34506,0.2,0.66406,0.6601,98.761
374.81,0.37048,0.34115,0.21961,0.66016,0.6798,114.02
374.82,0.3695,0.33627,0.23333,0.66016,0.69458,130.64
374.82,0.36852,0.33333,0.2451,0.66016,0.69951,146.09
374.83,0.36657,0.3304,0.2451,0.66016,0.70443,158.61
374.84,0.36461,0.32845,0.22353,0.66016,0.69458,166.62
374.85,0.36266,0.32649,0.2,0.66016,0.67488,169.36
374.86,0.36168,0.32551,0.16863,0.66406,0.64532,167.21
374.86,0.35875,0.32356,0.12353,0.66992,0.59975,161.73
374.87,0.35582,0.32258,0.088235,0.67578,0.56034,154.69
374.88,0.35288,0.3216,0.052941,0.67578,0.5197,147.65
374.89,0.34995,0.32063,0.029412,0.66992,0.48522,141.79
374.9,0.34702,0.31867,0.0078431,0.66016,0.45443,137.48
374.9,0.34409,0.31574,-0.0019608,0.6543,0.43473,134.75
374.91,0.34018,0.31183,-0.0058823,0.64062,0.42488,133.18
374.92,0.33724,0.30792,-0.011765,0.63477,0.41502,132.4
374.93,0.33431,0.30499,-0.011765,0.62891,0.4101,131.81
374.94,0.3304,0.30205,-0.0058823,0.62891,0.4101,131.23
374.94,0.32649,0.3001,-0.0058823,0.62891,0.4101,130.44
374.95,0.32356,0.29814,-0.0058823,0.62891,0.4101,129.66
374.96,0.31965,0.29619,-0.0019608,0.62891,0.4101,128.88
374.97,0.31574,0.29423,-0.0019608,0.62891,0.41502,128.49
374.98,0.31281,0.29326,-0.0019608,0.63477,0.41502,128.29
374.98,0.3089,0.2913,-0.0019608,0.63477,0.41995,128.29
374.99,0.30596,0.28837,0.0039216,0.63477,0.42488,128.29
375,0.30205,0.28641,0.0039216,0.64062,0.4298,128.1
375.01,0.29814,0.28543,0.0039216,0.64453,0.43473,127.31
375.02,0.29423,0.28837,0.0039216,0.64453,0.43473,126.34
375.02,0.29032,0.29521,0.0039216,0.64453,0.43473,124.77
375.03,0.28641,0.30694,0.0039216,0.64453,0.43966,122.62
375.04,0.28348,0.32845,0.0039216,0.64453,0.43966,120.08
375.05,0.27957,0.3607,0.0039216,0.64062,0.43473,117.34
375.06,0.27664,0.3998,0.0039216,0.64062,0.43473,114.02
375.06,0.2737,0.44575,0.0039216,0.64062,0.43473,110.5
375.07,0.27077,0.49462,0.0039216,0.64062,0.43473,106.39
375.08,0.26784,0.54252,0.0039216,0.64062,0.43473,101.89
375.09,0.26491,0.58651,0.0039216,0.63477,0.43473,97.393
375.1,0.26197,0.62366,0.0039216,0.63477,0.43473,92.699
375.1,0.25904,0.652,0.0039216,0.63477,0.43473,88.788
375.11,0.25709,0.67155,0.0078431,0.63477,0.43473,85.463
375.12,0.25513,0.68524,0.0078431,0.63477,0.43473,83.312
375.13,0.25318,0.6911,0.0078431,0.63477,0.43473,82.529
375.14,0.25122,0.69208,0.0078431,0.63477,0.44458,82.529
375.14,0.24927,0.69013,0.017647,0.64062,0.46059,83.507
375.15,0.24829,0.68524,0.023529,0.65039,0.47537,84.876
375.16,0.24633,0.67937,0.029412,0.6543,0.4803,86.441
375.17,0.24438,0.67253,0.033333,0.66406,0.49507,88.005
375.18,0.2434,0.66569,0.043137,0.67578,0.5197,89.179
375.18,0.24145,0.65982,0.052941,0.66406,0.52956,89.765
375.19,0.24047,0.65494,0.062745,0.64453,0.52463,90.157
375.2,0.23949,0.652,0.068627,0.64062,0.52463,89.961
375.21,0.23851,0.64809,0.062745,0.63477,0.50985,89.57
375.22,0.23754,0.64516,0.052941,0.625,0.48522,88.983
375.22,0.23754,0.64223,0.033333,0.61914,0.45443,88.396
375.23,0.23656,0.6393,0.017647,0.61914,0.43473,87.81
375.24,0.23656,0.63636,0.0078431,0.61914,0.41995,87.027
375.25,0.23656,0.63343,0.0078431,0.61523,0.4101,86.245
375.26,0.23558,0.6305,0.0039216,0.61523,0.4101,85.463
375.26,0.23558,0.62854,0.0039216,0.61523,0.40517,84.485
375.27,0.23558,0.62659,0.0039216,0.61523,0.40517,83.312
375.28,0.23558,0.62072,0.0078431,0.61523,0.4101,82.334
375.29,0.23558,0.61388,0.0039216,0.61914,0.41502,81.16
375.3,0.23558,0.60508,0.0078431,0.63477,0.4298,80.183
375.3,0.23558,0.59433,0.058824,0.61523,0.47044,79.009
375.31,0.23558,0.58065,0.2,0.57422,0.56527,78.227
375.32,0.23558,0.56598,0.42941,0.48047,0.74507,77.249
375.33,0.23558,0.5523,0.64118,0.33008,0.87438,76.467
375.34,0.23558,0.53763,0.67059,0.24023,0.80542,75.88
375.34,0.23656,0.52102,0.37451,0.30469,0.60961,75.098
375.35,0.23656,0.5044,0.12941,0.44531,0.46059,74.707
375.36,0.23656,0.48876,0.029412,0.55469,0.4101,73.924
375.37,0.23656,0.4741,0.0039216,0.61914,0.41502,73.533
375.38,0.23656,0.46041,-0.0058823,0.64062,0.41995,72.947
375.38,0.23754,0.44966,-0.011765,0.6543,0.41995,72.555
375.39,0.23754,0.44086,-0.015686,0.66016,0.41995,72.164
375.4,0.23754,0.43402,-0.015686,0.66406,0.41995,71.969
375.41,0.23754,0.43011,-0.011765,0.66406,0.42488,71.773
375.42,0.23754,0.4262,-0.011765,0.66992,0.4298,71.578
375.42,0.23754,0.42424,-0.011765,0.66992,0.4298,71.382
375.43,0.23851,0.42326,-0.0058823,0.66992,0.43473,71.186
375.44,0.23754,0.42131,-0.0019608,0.66406,0.43473,70.991
375.45,0.23754,0.41838,-0.0019608,0.66406,0.43966,70.6
375.46,0.23656,0.41642,0.0039216,0.66406,0.44458,70.404
375.46,0.23656,0.41349,0.0078431,0.66992,0.45443,70.013
375.47,0.23656,0.40958,0.017647,0.66992,0.46059,69.622
375.48,0.23656,0.40567,0.017647,0.66992,0.46552,69.426
375.49,0.23656,0.40078,0.023529,0.66406,0.47537,69.231
375.5,0.23754,0.39687,0.033333,0.66406,0.4803,69.035
375.5,0.23754,0.39296,0.039216,0.66016,0.48522,69.035
375.51,0.23851,0.38905,0.043137,0.66016,0.49507,68.644
375.52,0.23851,0.38514,0.052941,0.66016,0.50493,68.449
375.53,0.23949,0.38221,0.062745,0.66406,0.5197,68.057
375.54,0.23949,0.37928,0.07451,0.66406,0.53448,67.666
375.54,0.24047,0.37537,0.088235,0.66992,0.55049,67.471
375.55,0.24242,0.37243,0.10392,0.66992,0.56527,68.057
375.56,0.2434,0.36852,0.12353,0.66406,0.58498,70.209
375.57,0.24438,0.36364,0.14314,0.66406,0.60961,74.707
375.58,0.24633,0.35973,0.16471,0.66406,0.63054,82.334
375.58,0.24829,0.35484,0.18824,0.66406,0.65517,93.481
375.59,0.24927,0.35093,0.20392,0.66016,0.67488,107.76
375.6,0.25122,0.34702,0.22353,0.66016,0.68966,123.6
375.61,0.2522,0.34409,0.23333,0.66016,0.69951,139.24
375.62,0.25318,0.34213,0.23922,0.66016,0.70443,152.74
375.62,0.25415,0.34115,0.22941,0.66016,0.69951,162.13
375.63,0.25513,0.34115,0.2,0.66016,0.6798,166.43
375.64,0.25611,0.34018,0.16863,0.66992,0.65025,166.04
375.65,0.25611,0.3392,0.12941,0.67969,0.61453,162.13
375.66,0.25709,0.33724,0.088235,0.68555,0.5702,155.87
375.66,0.25709,0.33627,0.052941,0.67969,0.53448,149.22
375.67,0.25709,0.33431,0.029412,0.67969,0.5,143.35
375.68,0.25806,0.33333,0.0078431,0.66992,0.47044,138.85
375.69,0.25806,0.33138,-0.0019608,0.66406,0.44458,135.92
375.7,0.25709,0.32942,-0.011765,0.6543,0.4298,134.16
375.7,0.25709,0.32649,-0.015686,0.65039,0.41995,133.18
375.71,0.25611,0.32356,-0.015686,0.64453,0.41502,132.59
375.72,0.25513,0.32063,-0.015686,0.64062,0.41502,131.81
375.73,0.25415,0.31965,-0.015686,0.64062,0.4101,131.03
375.74,0.25318,0.31867,-0.011765,0.64062,0.4101,129.86
375.74,0.25122,0.31769,-0.011765,0.64062,0.41502,128.68
375.75,0.25024,0.31574,-0.011765,0.64062,0.41502,127.71
375.76,0.24829,0.31281,-0.011765,0.64062,0.41502,127.12
375.77,0.24731,0.3089,-0.011765,0.64062,0.41995,126.53
375.78,0.24536,0.30401,-0.0058823,0.64062,0.41995,126.34
375.78,0.2434,0.30108,-0.0019608,0.64062,0.42488,125.95
375.79,0.24145,0.3001,-0.0019608,0.64062,0.4298,125.55
375.8,0.23949,0.30108,-0.0019608,0.64062,0.43473,124.97
375.81,0.23754,0.30792,-0.0019608,0.64453,0.43473,123.79
375.82,0.23558,0.3216,-0.0019608,0.64062,0.43473,122.23
375.82,0.23363,0.3392,-0.0019608,0.64062,0.43473,120.08
375.83,0.23167,0.36266,-0.0019608,0.64062,0.43966,117.54
375.84,0.22972,0.39589,0.0039216,0.64062,0.43473,114.41
375.85,0.22874,0.43597,0.0039216,0.64062,0.43473,110.89
375.86,0.22678,0.47996,0.0039216,0.64453,0.43473,106.78
375.86,0.22581,0.52297,0.0039216,0.64453,0.43473,102.28
375.87,0.22483,0.56305,0.0039216,0.64062,0.43473,97.784
375.88,0.22385,0.59726,0.0039216,0.64062,0.43473,93.286
375.89,0.22385,0.62561,0.0039216,0.64062,0.43473,89.179
375.9,0.22287,0.64614,0.0039216,0.64062,0.43473,86.05
375.9,0.22287,0.65982,0.0039216,0.64062,0.4298,83.898
375.91,0.22287,0.66764,0.0078431,0.64062,0.4298,83.116
375.92,0.2219,0.6696,0.0078431,0.64062,0.43473,83.116
375.93,0.2219,0.66862,0.013725,0.64453,0.44458,84.094
375.94,0.2219,0.66471,0.017647,0.6543,0.46059,85.463
375.94,0.2219,0.65982,0.029412,0.66016,0.47044,86.832
375.95,0.2219,0.65494,0.029412,0.66406,0.4803,88.005
375.96,0.22287,0.64907,0.033333,0.67578,0.50985,88.983
375.97,0.22287,0.64418,0.04902,0.67969,0.52463,89.374
375.98,0.22287,0.6393,0.062745,0.66016,0.52956,89.57
375.98,0.22287,0.63539,0.068627,0.64453,0.52463,89.374
375.99,0.22385,0.63245,0.062745,0.64062,0.51478,88.983
376,0.22385,0.62854,0.052941,0.63477,0.49507,88.592
376.01,0.22385,0.62659,0.039216,0.625,0.47044,88.005
376.02,0.22385,0.62366,0.017647,0.61914,0.44458,87.419
376.02,0.22483,0.62072,0.0078431,0.61914,0.42488,86.636
376.03,0.22483,0.61877,0.0078431,0.61914,0.41502,86.05
376.04,0.22483,0.61681,0.0039216,0.61914,0.4101,85.267
376.05,0.22483,0.61388,0.0039216,0.61914,0.4101,84.289
376.06,0.22581,0.60997,0.0039216,0.61914,0.4101,83.116
376.06,0.22581,0.60508,0.0078431,0.61914,0.4101,82.138
376.07,0.22581,0.59824,0.0039216,0.61914,0.41502,80.965
376.08,0.22678,0.59042,0.0039216,0.63477,0.42488,79.987
376.09,0.22678,0.58065,0.023529,0.63477,0.44951,79.009
376.1,0.22678,0.56989,0.11961,0.59961,0.50985,78.227
376.1,0.22776,0.55718,0.31373,0.53516,0.65025,77.249
376.11,0.22776,0.54252,0.56078,0.4043,0.83005,76.662
376.12,0.22874,0.52786,0.67647,0.26562,0.86946,75.88
376.13,0.22874,0.5132,0.51569,0.24023,0.69951,75.293
376.14,0.22874,0.50049,0.22941,0.38086,0.50985,74.707
376.14,0.22874,0.48583,0.052941,0.50977,0.41995,74.12
376.15,0.22972,0.47116,0.0078431,0.5957,0.4101,73.729
376.16,0.22972,0.45748,-0.0019608,0.63477,0.41502,73.142
376.17,0.22972,0.44477,-0.011765,0.65039,0.41502,72.751
376.18,0.23069,0.435,-0.015686,0.6543,0.41502,72.36
376.18,0.23069,0.4262,-0.015686,0.66016,0.41502,72.164
376.19,0.23069,0.41935,-0.015686,0.66406,0.41995,71.773
376.2,0.23167,0.41447,-0.015686,0.66406,0.41995,71.578
376.21,0.23167,0.41153,-0.011765,0.66406,0.42488,71.186
376.22,0.23167,0.40958,-0.011765,0.66406,0.4298,70.991
376.22,0.23167,0.40762,-0.0058823,0.66406,0.4298,70.795
376.23,0.23265,0.40665,-0.0019608,0.66406,0.43473,70.6
376.24,0.23265,0.40567,0.0039216,0.66406,0.43966,70.209
376.25,0.23265,0.40371,0.0039216,0.66406,0.44951,69.818
376.26,0.23265,0.40176,0.0078431,0.66406,0.44951,69.622
376.26,0.23363,0.39883,0.017647,0.66406,0.45443,69.231
376.27,0.2346,0.39492,0.023529,0.66406,0.46552,69.035
376.28,0.23558,0.39198,0.029412,0.66406,0.4803,68.84
376.29,0.23656,0.38905,0.033333,0.66406,0.49015,68.84
376.3,0.23754,0.38612,0.039216,0.66406,0.49507,68.644
376.3,0.23949,0.38319,0.04902,0.66406,0.50493,68.449
376.31,0.24047,0.38025,0.058824,0.66406,0.51478,68.057
376.32,0.24242,0.37634,0.068627,0.66406,0.52463,67.666
376.33,0.24438,0.37243,0.084314,0.66406,0.53941,67.471
376.34,0.24536,0.36852,0.094118,0.66406,0.55542,67.471
376.34,0.24633,0.36461,0.11373,0.66406,0.5702,68.84
376.35,0.24731,0.35973,0.13333,0.66406,0.5899,72.164
376.36,0.24829,0.35386,0.15882,0.66406,0.61453,78.227
376.37,0.25024,0.34995,0.17843,0.66406,0.63547,87.81
376.38,0.25122,0.34604,0.2,0.66406,0.65517,100.72
376.38,0.25318,0.34213,0.21961,0.66016,0.67488,115.78
376.39,0.25415,0.3392,0.23922,0.66016,0.68473,131.62
376.4,0.25513,0.33627,0.2451,0.6543,0.69458,145.89
376.41,0.25611,0.33431,0.23922,0.6543,0.69951,157.24
376.42,0.25709,0.33333,0.21961,0.66016,0.68473,163.89
376.42,0.25806,0.33236,0.18824,0.66992,0.6601,165.65
376.43,0.25904,0.33138,0.14902,0.67969,0.63054,163.49
376.44,0.26002,0.32942,0.1098,0.68555,0.5899,158.21
376.45,0.26002,0.32649,0.068627,0.68555,0.55049,151.76
376.46,0.26002,0.32356,0.039216,0.67969,0.50985,145.7
376.46,0.26002,0.32063,0.017647,0.66992,0.47537,140.61
376.47,0.26002,0.31769,-0.0019608,0.66406,0.44951,136.9
376.48,0.25904,0.31476,-0.011765,0.66016,0.43473,134.75
376.49,0.25904,0.31183,-0.015686,0.65039,0.41995,133.57
376.5,0.25806,0.30987,-0.021569,0.64453,0.41502,132.79
376.5,0.25806,0.30792,-0.021569,0.64062,0.4101,132.2
376.51,0.25709,0.30694,-0.021569,0.63477,0.4101,131.62
376.52,0.25611,0.30694,-0.021569,0.63477,0.4101,130.83
376.53,0.25513,0.30596,-0.021569,0.63477,0.4101,129.86
376.54,0.25318,0.30596,-0.015686,0.63477,0.4101,128.88
376.54,0.25122,0.30401,-0.011765,0.63477,0.4101,128.1
376.55,0.24927,0.30205,-0.011765,0.63477,0.41502,127.51
376.56,0.24731,0.29912,-0.011765,0.64062,0.41995,127.12
376.57,0.24536,0.29717,-0.011765,0.64062,0.41995,126.73
376.58,0.24438,0.29521,-0.011765,0.64062,0.42488,126.14
376.58,0.2434,0.29521,-0.0058823,0.64062,0.4298,125.36
376.59,0.24145,0.29912,-0.011765,0.64453,0.4298,124.19
376.6,0.24047,0.3089,-0.0058823,0.64453,0.4298,122.62
376.61,0.23851,0.32551,-0.011765,0.64453,0.43473,120.86
376.62,0.23754,0.34995,-0.011765,0.64453,0.4298,118.32
376.62,0.23558,0.37732,-0.011765,0.64453,0.4298,115.58
376.63,0.2346,0.40762,-0.0058823,0.64453,0.4298,112.45
376.64,0.23363,0.44673,-0.0058823,0.64062,0.4298,108.74
376.65,0.23363,0.48974,-0.0058823,0.64062,0.4298,104.63
376.66,0.23265,0.53275,-0.0019608,0.64062,0.4298,100.13
376.66,0.23265,0.57185,-0.0019608,0.64062,0.43473,95.437
376.67,0.23167,0.60411,-0.0019608,0.64062,0.43473,91.134
376.68,0.23167,0.62952,-0.0019608,0.64062,0.43473,87.419
376.69,0.23167,0.64712,0.0039216,0.63477,0.43473,84.681
376.7,0.23265,0.65689,0.0078431,0.63477,0.43473,83.116
376.7,0.23363,0.66178,0.0078431,0.63477,0.43473,82.725
376.71,0.2346,0.66178,0.0078431,0.64062,0.44458,83.116
376.72,0.2346,0.65885,0.013725,0.65039,0.46059,84.289
