Time [s], ABP, RESP, PLETH, V, II, AVR, CVP
468.12,59.452,0.33236,0.44477,0.48043,0.68493,0.33953,24.416
468.13,59.452,0.32942,0.43988,0.47456,0.69472,0.32975,25.325
468.14,59.648,0.32551,0.435,0.46967,0.70548,0.31996,25.844
468.14,59.844,0.32258,0.43011,0.46477,0.72016,0.31996,26.234
468.15,59.844,0.31867,0.42522,0.46477,0.72505,0.31507,26.364
468.16,60.039,0.31476,0.42131,0.45988,0.72505,0.31507,26.364
468.17,60.039,0.30987,0.41838,0.45988,0.72016,0.31996,26.364
468.18,60.235,0.30596,0.41544,0.45988,0.71037,0.32975,25.974
468.18,60.235,0.3001,0.41153,0.45988,0.70059,0.33953,25.714
468.19,60.43,0.29423,0.40665,0.45988,0.68982,0.35029,25.195
468.2,60.821,0.28837,0.40176,0.45988,0.68004,0.36008,24.675
468.21,61.213,0.28348,0.39883,0.45988,0.67025,0.36986,24.156
468.22,62.19,0.27761,0.39492,0.45988,0.65558,0.37965,23.636
468.22,63.95,0.27273,0.39101,0.45988,0.64481,0.3953,23.117
468.23,66.688,0.26882,0.38807,0.46477,0.63992,0.4002,22.468
468.24,70.6,0.26393,0.38514,0.46477,0.63503,0.40509,21.948
468.25,75.293,0.25904,0.38123,0.46967,0.62524,0.40998,21.429
468.26,81.16,0.25415,0.37928,0.47456,0.62035,0.40998,21.039
468.26,87.419,0.24927,0.37732,0.47456,0.62035,0.40998,20.909
468.27,93.481,0.2434,0.37439,0.47456,0.61546,0.40998,20.779
468.28,99.348,0.23949,0.37146,0.47456,0.61546,0.40509,20.779
468.29,104.43,0.2346,0.3695,0.47456,0.61546,0.40509,20.909
468.3,108.54,0.23069,0.36755,0.47456,0.61546,0.40998,21.169
468.3,110.89,0.22678,0.36657,0.47456,0.61546,0.40998,21.558
468.31,111.67,0.2219,0.36559,0.47456,0.61057,0.41487,21.948
468.32,110.69,0.21701,0.36364,0.48043,0.61057,0.41487,22.208
468.33,108.34,0.21114,0.36266,0.48043,0.61057,0.41487,22.468
468.34,105.22,0.20528,0.3607,0.48532,0.61546,0.40998,22.468
468.34,101.3,0.19941,0.35973,0.49511,0.61546,0.40509,22.597
468.35,97.393,0.19257,0.35875,0.5,0.62035,0.40509,22.727
468.36,93.286,0.18671,0.35875,0.50489,0.62524,0.4002,22.857
468.37,89.374,0.17986,0.35973,0.50489,0.63014,0.4002,22.857
468.38,85.463,0.174,0.35973,0.5,0.63503,0.4002,22.857
468.38,81.747,0.16813,0.3607,0.5,0.63503,0.40509,22.987
468.39,78.227,0.16227,0.36266,0.49022,0.63503,0.40509,22.987
468.4,74.902,0.15738,0.36657,0.48532,0.63503,0.40509,22.727
468.41,71.382,0.15249,0.37439,0.48532,0.63992,0.40509,22.468
468.42,68.449,0.14761,0.38612,0.48532,0.63992,0.40509,21.948
468.42,65.711,0.14272,0.40274,0.48532,0.63992,0.4002,21.299
468.43,63.168,0.13783,0.42326,0.48043,0.63992,0.4002,20.909
468.44,61.408,0.13392,0.44966,0.48043,0.63503,0.4002,20.649
468.45,60.235,0.13001,0.47898,0.47456,0.63014,0.4002,20.26
468.46,59.648,0.12708,0.50538,0.46967,0.62524,0.40509,19.87
468.46,59.452,0.12414,0.53079,0.46967,0.62524,0.40509,19.61
468.47,59.844,0.12121,0.55718,0.46967,0.63014,0.40509,19.221
468.48,60.626,0.11926,0.58358,0.46967,0.63014,0.40509,18.831
468.49,61.995,0.1173,0.60802,0.47456,0.63503,0.40509,18.442
468.5,63.755,0.11535,0.62757,0.46967,0.63503,0.40509,18.052
468.5,65.711,0.11535,0.64418,0.46967,0.63503,0.40509,17.792
468.51,67.862,0.11437,0.65591,0.47456,0.63503,0.40509,17.532
468.52,70.013,0.11437,0.66373,0.47456,0.63503,0.40509,17.273
468.53,72.164,0.11437,0.66862,0.48043,0.63992,0.4002,17.143
468.54,73.924,0.11437,0.6696,0.48043,0.63992,0.4002,17.013
468.54,75.489,0.11437,0.66862,0.48532,0.64481,0.3953,16.883
468.55,76.662,0.11535,0.66471,0.49022,0.64481,0.3953,16.883
468.56,77.249,0.11632,0.65982,0.48532,0.64971,0.3953,16.753
468.57,77.64,0.11828,0.65396,0.48532,0.64971,0.4002,16.494
468.58,77.445,0.11926,0.64614,0.48532,0.64481,0.4002,16.364
468.58,76.858,0.12219,0.63636,0.48043,0.64481,0.4002,16.104
468.59,76.271,0.12414,0.62268,0.48043,0.63992,0.4002,15.974
468.6,75.293,0.1261,0.60802,0.47456,0.63992,0.40509,15.974
468.61,74.316,0.12805,0.59238,0.47456,0.63992,0.4002,15.974
468.62,73.338,0.13099,0.57674,0.47456,0.64481,0.4002,15.974
468.62,72.164,0.13294,0.56207,0.47456,0.64481,0.4002,15.974
468.63,70.991,0.1349,0.54839,0.47456,0.64971,0.3953,16.234
468.64,70.013,0.13783,0.53861,0.46477,0.65558,0.37476,16.623
468.65,68.84,0.14076,0.52981,0.43542,0.70059,0.32485,17.013
468.66,67.666,0.1437,0.52395,0.37965,0.81507,0.26517,17.403
468.66,66.688,0.14663,0.52004,0.32485,0.99511,0.22505,17.792
468.67,65.711,0.14956,0.51711,0.28474,1.001,0.23973,18.182
468.68,64.733,0.15249,0.51613,0.30528,1.001,0.32485,18.571
468.69,63.755,0.15543,0.51515,0.37965,0.7407,0.48043,18.961
468.7,62.973,0.15836,0.51417,0.46477,0.45988,0.6047,19.091
468.7,62.19,0.16129,0.5132,0.49511,0.35519,0.63503,19.221
468.71,61.604,0.16325,0.51222,0.50489,0.41487,0.57045,19.221
468.72,61.017,0.16618,0.51026,0.50489,0.51957,0.49022,19.221
468.73,60.43,0.16813,0.50831,0.50978,0.59491,0.42955,19.221
468.74,60.039,0.17107,0.50635,0.50489,0.62035,0.40509,19.221
468.74,59.844,0.174,0.50342,0.49511,0.62524,0.3953,19.221
468.75,59.452,0.17595,0.49951,0.48532,0.62524,0.38943,19.221
468.76,59.257,0.17889,0.49658,0.48043,0.62524,0.38943,19.221
468.77,59.257,0.18084,0.49462,0.47456,0.62524,0.38943,19.221
468.78,59.061,0.1828,0.49169,0.47456,0.62524,0.38454,19.481
468.78,59.061,0.18475,0.48778,0.47456,0.62524,0.38454,19.61
468.79,59.061,0.18671,0.48485,0.47456,0.63014,0.38454,20
468.8,59.257,0.18964,0.48192,0.47456,0.63503,0.38454,20.26
468.81,59.452,0.19159,0.47801,0.48043,0.63503,0.38454,20.519
468.82,59.452,0.19355,0.47507,0.48043,0.63992,0.37965,20.779
468.82,59.648,0.1955,0.47019,0.48043,0.64481,0.37476,21.039
468.83,59.844,0.19648,0.4653,0.48532,0.64971,0.37476,21.429
468.84,60.039,0.19746,0.45943,0.49022,0.66047,0.36497,21.948
468.85,60.039,0.19844,0.45357,0.49511,0.66536,0.36008,22.597
468.86,60.235,0.19844,0.44966,0.49511,0.68004,0.35029,23.377
468.86,60.235,0.19941,0.44575,0.5,0.68982,0.33953,24.156
468.87,60.43,0.19844,0.44086,0.48532,0.70548,0.32485,25.065
468.88,60.43,0.19844,0.43597,0.48043,0.72016,0.31507,25.844
468.89,60.43,0.19746,0.43109,0.47456,0.72994,0.31018,26.494
468.9,60.43,0.19648,0.4262,0.46477,0.72994,0.30528,27.013
468.9,60.235,0.19453,0.42033,0.45988,0.72994,0.30528,27.273
468.91,60.235,0.19355,0.41544,0.45499,0.72016,0.31018,27.403
468.92,60.235,0.19159,0.41056,0.45499,0.71037,0.31507,27.403
468.93,60.235,0.19062,0.40567,0.45499,0.70059,0.32975,27.273
468.94,60.235,0.18866,0.40176,0.4501,0.68493,0.34442,27.143
468.94,60.235,0.18768,0.39785,0.4501,0.66536,0.36008,26.753
468.95,60.626,0.18573,0.39492,0.4501,0.63992,0.37965,25.974
468.96,61.408,0.18475,0.39198,0.4501,0.62524,0.3953,24.805
468.97,62.777,0.1828,0.39003,0.45499,0.61546,0.40998,23.506
468.98,64.928,0.18182,0.3871,0.46477,0.5998,0.41977,22.208
468.98,68.253,0.17986,0.38416,0.46967,0.59491,0.42466,20.909
468.99,72.555,0.17791,0.38123,0.47456,0.59491,0.42466,20
469,77.836,0.17595,0.37928,0.48043,0.5998,0.42466,19.351
469.01,83.703,0.17302,0.37732,0.48532,0.5998,0.42466,19.091
469.02,89.57,0.17107,0.37537,0.49022,0.5998,0.42466,19.221
469.02,95.437,0.17009,0.37341,0.49511,0.5998,0.42466,19.74
469.03,100.91,0.16813,0.37146,0.5,0.5998,0.42466,20.39
469.04,105.41,0.16618,0.37048,0.5,0.5998,0.42466,21.169
469.05,108.34,0.16325,0.36755,0.49511,0.5998,0.41977,21.948
469.06,109.71,0.16129,0.36657,0.49022,0.6047,0.41977,22.468
469.06,109.52,0.15836,0.36657,0.48532,0.61057,0.41977,22.857
469.07,107.95,0.15445,0.36559,0.48043,0.61057,0.41487,22.857
469.08,105.22,0.15249,0.36461,0.48043,0.61057,0.41487,22.727
469.09,101.89,0.14956,0.36364,0.47456,0.61057,0.40998,22.468
469.1,97.979,0.14761,0.36364,0.46477,0.61546,0.40509,22.338
469.1,94.068,0.14565,0.36364,0.45988,0.61546,0.40509,22.338
469.11,90.157,0.14272,0.36364,0.45988,0.61546,0.40509,22.208
469.12,86.441,0.14076,0.36364,0.45499,0.61546,0.4002,22.338
469.13,82.725,0.13881,0.36364,0.45499,0.62035,0.4002,22.468
469.14,79.009,0.13587,0.36461,0.45499,0.62035,0.4002,22.468
469.14,75.489,0.1349,0.36657,0.45499,0.62035,0.4002,22.468
469.15,72.164,0.13294,0.37243,0.45499,0.62035,0.4002,22.078
469.16,68.84,0.13294,0.38025,0.45988,0.61546,0.40509,21.429
469.17,65.906,0.13196,0.39101,0.46477,0.62035,0.4002,20.779
469.18,63.168,0.13196,0.4086,0.46477,0.62035,0.4002,20
469.18,61.213,0.13196,0.43011,0.46967,0.62035,0.4002,19.351
469.19,59.648,0.13294,0.45552,0.47456,0.61546,0.40509,18.831
469.2,58.67,0.13294,0.48485,0.46967,0.61057,0.41487,18.312
469.21,58.083,0.1349,0.51417,0.46967,0.61057,0.41487,17.922
469.22,58.083,0.13685,0.5435,0.46967,0.61057,0.41487,17.662
469.22,58.67,0.13978,0.57087,0.47456,0.61057,0.41487,17.403
469.23,59.648,0.14272,0.59531,0.48043,0.61546,0.41487,17.013
469.24,61.213,0.14565,0.61584,0.47456,0.62035,0.40998,16.883
469.25,62.973,0.14858,0.63148,0.47456,0.62524,0.40998,16.623
469.26,64.928,0.15249,0.64223,0.46967,0.63014,0.40509,16.364
469.26,67.08,0.15543,0.64809,0.45988,0.63503,0.3953,16.104
469.27,69.035,0.16031,0.65298,0.4501,0.63503,0.37476,15.974
469.28,70.795,0.16618,0.65494,0.41977,0.67025,0.32485,15.714
469.29,72.555,0.17204,0.65494,0.36986,0.77984,0.27006,15.455
469.3,73.924,0.17791,0.65298,0.31507,0.96086,0.22994,15.195
469.3,74.902,0.18475,0.64809,0.28474,1.001,0.2544,14.935
469.31,75.685,0.19257,0.64125,0.31018,0.98532,0.36008,14.675
469.32,75.88,0.19941,0.63245,0.38943,0.71037,0.51468,14.416
469.33,75.685,0.20723,0.62072,0.46967,0.42955,0.64481,14.286
469.34,75.293,0.21505,0.60704,0.5,0.31996,0.67025,14.156
469.34,74.707,0.22287,0.59238,0.5,0.37965,0.6047,14.026
469.35,73.924,0.23069,0.57674,0.48532,0.49511,0.50978,14.156
469.36,72.947,0.23851,0.56207,0.48532,0.57534,0.44031,14.286
469.37,71.773,0.24731,0.54936,0.48532,0.6047,0.40998,14.416
469.38,70.6,0.25611,0.53666,0.48532,0.61546,0.4002,14.805
469.38,69.426,0.26686,0.52395,0.48532,0.61546,0.3953,15.325
469.39,68.253,0.27761,0.5132,0.48532,0.62035,0.38943,16.104
469.4,66.884,0.28837,0.50538,0.48532,0.62035,0.38454,17.013
469.41,65.711,0.29912,0.50147,0.48532,0.62035,0.38454,17.792
469.42,64.537,0.31085,0.49853,0.48532,0.61546,0.38943,18.442
469.42,63.559,0.32258,0.49756,0.48043,0.61546,0.38943,18.571
469.43,62.582,0.33627,0.49756,0.48043,0.61057,0.38454,18.442
469.44,61.604,0.34995,0.49658,0.48043,0.61546,0.37965,18.182
469.45,60.821,0.36559,0.49658,0.48043,0.62035,0.37476,17.922
469.46,60.039,0.38123,0.49658,0.48043,0.62524,0.37476,17.792
469.46,59.452,0.39785,0.49658,0.48532,0.63992,0.36497,17.922
469.47,58.866,0.41544,0.49462,0.48532,0.64971,0.36008,18.571
469.48,58.279,0.43304,0.49365,0.48043,0.65558,0.35519,19.61
469.49,57.888,0.45064,0.49169,0.47456,0.66047,0.35029,20.909
469.5,57.692,0.46725,0.48876,0.46477,0.66536,0.33953,22.468
469.5,57.301,0.48387,0.48583,0.45988,0.67515,0.33464,23.766
469.51,57.106,0.50049,0.48289,0.4501,0.68982,0.31996,24.935
469.52,57.106,0.51613,0.47996,0.44521,0.70548,0.31507,25.714
469.53,56.91,0.53275,0.47703,0.44521,0.70548,0.31507,26.234
469.54,57.106,0.54936,0.47214,0.44521,0.70548,0.31996,26.494
469.54,57.106,0.56696,0.46823,0.44521,0.69472,0.32975,26.623
469.55,57.301,0.58456,0.46432,0.44521,0.67515,0.34442,26.234
469.56,57.497,0.6002,0.45943,0.4501,0.65558,0.36008,25.714
469.57,57.692,0.61584,0.45455,0.45499,0.63503,0.37965,24.675
469.58,57.888,0.62854,0.44966,0.46477,0.62035,0.38943,23.636
469.58,58.279,0.64223,0.44477,0.46967,0.61057,0.4002,22.597
469.59,58.67,0.65591,0.43988,0.46967,0.59491,0.40998,21.688
469.6,59.257,0.6696,0.435,0.47456,0.59002,0.41487,21.299
469.61,60.235,0.68231,0.43011,0.48043,0.58513,0.41487,21.299
469.62,61.799,0.69599,0.42522,0.48532,0.58023,0.41487,21.818
469.62,64.146,0.7087,0.42033,0.49022,0.57534,0.41977,22.468
469.63,67.471,0.72043,0.41447,0.49511,0.58023,0.41487,23.117
469.64,71.382,0.73216,0.4086,0.48532,0.58023,0.41487,23.636
469.65,76.076,0.74389,0.40371,0.48532,0.58513,0.41487,23.766
469.66,81.16,0.75367,0.39883,0.48043,0.58513,0.41487,23.636
469.66,86.636,0.76442,0.39492,0.48043,0.59491,0.41487,23.247
469.67,91.721,0.77322,0.39003,0.48043,0.5998,0.41487,22.727
469.68,96.219,0.78299,0.38514,0.48043,0.6047,0.41487,22.208
469.69,99.739,0.79179,0.38123,0.47456,0.61057,0.41487,21.688
469.7,102.28,0.80059,0.37732,0.47456,0.61057,0.41487,21.429
469.7,103.26,0.80841,0.37341,0.47456,0.61057,0.41977,21.429
469.71,103.06,0.81623,0.37048,0.47456,0.61057,0.41977,21.558
469.72,101.3,0.82405,0.36657,0.47456,0.61546,0.41977,21.818
469.73,98.761,0.83187,0.36364,0.47456,0.62035,0.41977,22.208
469.74,95.437,0.83969,0.35973,0.47456,0.62524,0.41487,22.597
469.74,91.721,0.84653,0.35679,0.48043,0.63503,0.40509,22.857
469.75,87.614,0.85435,0.35484,0.48043,0.63992,0.4002,22.987
469.76,83.507,0.86217,0.35191,0.48532,0.64481,0.3953,22.857
469.77,79.596,0.86999,0.34995,0.48532,0.64971,0.38943,22.468
469.78,75.489,0.87781,0.348,0.48532,0.65558,0.38943,22.078
469.78,71.578,0.88661,0.34702,0.48532,0.65558,0.38943,21.299
469.79,67.666,0.89638,0.34702,0.48532,0.64971,0.3953,20.519
469.8,64.342,0.90616,0.34995,0.48532,0.64481,0.3953,19.87
469.81,61.213,0.91593,0.35679,0.48532,0.64481,0.4002,19.221
469.82,58.67,0.92473,0.36755,0.48532,0.64481,0.4002,18.701
469.82,56.715,0.93353,0.38319,0.48532,0.64481,0.40509,18.312
469.83,55.346,0.94037,0.40274,0.49022,0.64481,0.40509,18.052
469.84,54.368,0.94819,0.42522,0.49022,0.64481,0.40509,17.922
469.85,53.977,0.95797,0.44868,0.48532,0.64481,0.40509,17.792
469.86,54.172,0.96676,0.47116,0.48532,0.64481,0.40509,17.662
469.86,54.954,0.97752,0.49071,0.48532,0.64481,0.40509,17.662
469.87,56.128,0.98827,0.51222,0.48532,0.64481,0.40509,17.662
469.88,57.888,0.99413,0.53275,0.48532,0.64481,0.40509,17.532
469.89,59.844,1,0.55034,0.48532,0.64481,0.40509,17.403
469.9,61.995,1,0.565,0.49022,0.64481,0.40509,17.273
469.9,64.342,1,0.57674,0.49511,0.64481,0.40509,17.143
469.91,66.688,1,0.58553,0.49511,0.64481,0.40998,16.883
469.92,68.84,1,0.59042,0.49511,0.64971,0.40509,16.753
469.93,70.795,1,0.5914,0.49511,0.65558,0.40509,16.494
469.94,72.555,1,0.58944,0.49511,0.66047,0.40509,16.494
469.94,73.924,1,0.58358,0.49511,0.66047,0.40509,16.364
469.95,75.098,1,0.57674,0.49511,0.66047,0.40509,16.364
469.96,75.489,1,0.56794,0.49511,0.66047,0.40509,16.234
469.97,75.685,1,0.55621,0.49511,0.66047,0.40509,16.234
469.98,75.489,1,0.54252,0.49511,0.66047,0.40509,16.364
469.98,74.902,1,0.52786,0.49511,0.66047,0.40509,16.623
469.99,74.12,1,0.51124,0.49511,0.66047,0.40509,16.883
470,73.142,1,0.49658,0.49511,0.66047,0.4002,17.403
470.01,71.969,1,0.48289,0.49511,0.66047,0.38943,18.052
470.02,70.795,1,0.47019,0.46967,0.68982,0.35519,18.831
470.02,69.426,1,0.45943,0.41977,0.77984,0.28963,19.481
470.03,68.253,1,0.45259,0.36008,0.94521,0.23973,20.13
470.04,67.08,1,0.44868,0.31507,1.001,0.22994,20.519
470.05,65.906,1,0.44477,0.29941,1.001,0.27984,20.779
470.06,64.928,1,0.44282,0.36497,0.86497,0.41487,20.779
470.06,63.95,1,0.44184,0.4501,0.55969,0.56458,20.519
470.07,62.973,1,0.44282,0.49022,0.38454,0.63014,20.26
470.08,62.19,1,0.44282,0.5,0.37476,0.59002,19.87
470.09,61.408,1,0.44379,0.5,0.50978,0.50978,19.481
470.1,60.821,1,0.44379,0.5,0.59002,0.4501,19.221
470.1,60.039,1,0.44379,0.50489,0.63014,0.41487,19.221
470.11,59.648,1,0.44379,0.50489,0.64481,0.4002,19.351
470.12,59.061,1,0.44282,0.50978,0.64971,0.3953,19.61
470.13,58.67,1,0.44282,0.50978,0.65558,0.38943,20.13
470.14,58.279,1,0.44282,0.51468,0.65558,0.38943,20.649
470.14,58.279,1,0.44282,0.51468,0.64971,0.38943,21.039
470.15,58.083,1,0.44282,0.51957,0.64481,0.38943,21.429
470.16,57.888,1,0.44282,0.51957,0.63992,0.3953,21.558
470.17,57.888,1,0.44184,0.51957,0.63992,0.3953,21.558
470.18,57.692,1,0.44086,0.51468,0.63503,0.3953,21.429
470.18,57.692,0.98827,0.43988,0.50978,0.63992,0.3953,21.299
470.19,57.888,0.97556,0.43695,0.50978,0.63992,0.38943,21.039
470.2,57.888,0.96188,0.43304,0.50978,0.63992,0.38454,21.039
470.21,58.083,0.94917,0.42913,0.50978,0.64971,0.37476,21.169
470.22,58.083,0.93548,0.42424,0.50489,0.66047,0.36497,21.688
470.22,58.279,0.92278,0.41935,0.5,0.67515,0.35519,22.338
470.23,58.475,0.90811,0.41544,0.49511,0.69472,0.33953,23.247
470.24,58.67,0.89443,0.41056,0.48043,0.71037,0.32975,24.026
470.25,58.866,0.87879,0.40567,0.46967,0.72505,0.31996,24.805
470.26,58.866,0.86413,0.40176,0.45988,0.7407,0.31507,25.325
470.26,59.061,0.84946,0.3998,0.4501,0.75049,0.31018,25.714
470.27,59.061,0.8348,0.39687,0.44521,0.75538,0.31018,26.104
470.28,59.257,0.82014,0.39394,0.44521,0.75049,0.31018,26.364
470.29,59.257,0.80547,0.39101,0.45499,0.7456,0.31507,26.364
470.3,59.257,0.79277,0.3871,0.45988,0.72994,0.32485,26.494
470.3,59.452,0.77908,0.38416,0.45988,0.71526,0.33953,26.364
470.31,59.648,0.76735,0.38123,0.46477,0.69472,0.35519,25.974
470.32,60.039,0.75562,0.3783,0.47456,0.67515,0.37476,25.325
470.33,61.017,0.74291,0.37537,0.48043,0.66047,0.38454,24.286
470.34,62.582,0.73118,0.37243,0.48043,0.64971,0.3953,23.117
470.34,65.124,0.71848,0.37048,0.48532,0.63992,0.4002,21.948
470.35,68.644,0.70674,0.3695,0.49511,0.63503,0.4002,20.779
470.36,73.533,0.69501,0.36852,0.5,0.63014,0.40509,19.87
470.37,79.205,0.68426,0.36657,0.5,0.62524,0.40509,19.351
470.38,85.463,0.67449,0.36461,0.50489,0.62524,0.40509,19.221
470.38,91.917,0.66471,0.36266,0.5,0.62524,0.40509,19.351
470.39,98.175,0.65396,0.3607,0.49511,0.62524,0.40509,19.87
470.4,103.85,0.64223,0.35875,0.48043,0.62524,0.40509,20.649
470.41,108.34,0.6305,0.35875,0.46967,0.62524,0.40509,21.429
470.42,111.28,0.61877,0.35777,0.46477,0.62524,0.40509,22.208
470.42,112.45,0.60606,0.35777,0.46967,0.62524,0.40509,22.727
470.43,112.06,0.59433,0.35777,0.47456,0.62524,0.40998,23.117
470.44,110.3,0.58162,0.35777,0.48043,0.62524,0.40509,23.247
470.45,107.17,0.56891,0.35679,0.48043,0.62524,0.40509,23.117
470.46,103.65,0.55816,0.35582,0.48043,0.62524,0.40509,22.857
470.46,99.739,0.54643,0.35582,0.48532,0.62524,0.40509,22.597
470.47,95.632,0.53568,0.35582,0.48532,0.62524,0.40509,22.468
470.48,91.721,0.52493,0.35484,0.48532,0.62524,0.40509,22.468
470.49,88.005,0.51417,0.35484,0.48532,0.62524,0.40509,22.468
470.5,84.289,0.50244,0.35484,0.49022,0.62524,0.40998,22.597
470.5,80.965,0.49169,0.35679,0.49022,0.63014,0.40509,22.857
470.51,77.445,0.47996,0.3607,0.49022,0.63503,0.40509,22.987
470.52,74.12,0.47019,0.36852,0.49022,0.63992,0.4002,22.987
470.53,70.991,0.46041,0.38025,0.49022,0.63992,0.4002,22.857
470.54,68.057,0.45161,0.39589,0.49511,0.63992,0.4002,22.468
470.54,65.515,0.44184,0.41642,0.49511,0.63503,0.4002,21.948
470.55,63.364,0.43402,0.43695,0.49511,0.63992,0.4002,21.558
470.56,61.799,0.42522,0.45943,0.49511,0.63992,0.4002,21.039
470.57,60.626,0.41642,0.48583,0.49511,0.63992,0.40509,20.649
470.58,60.039,0.4086,0.51515,0.49511,0.63992,0.40509,20.13
470.58,60.039,0.40078,0.5435,0.49022,0.63992,0.40509,19.74
470.59,60.626,0.39296,0.57087,0.48532,0.63503,0.40509,19.351
470.6,61.604,0.38612,0.59629,0.48532,0.63503,0.40509,19.091
470.61,62.973,0.37928,0.61877,0.48043,0.63503,0.40509,18.701
470.62,64.928,0.37341,0.63734,0.47456,0.63503,0.40509,18.442
470.62,66.884,0.36852,0.652,0.47456,0.63503,0.4002,18.052
470.63,69.035,0.36364,0.66373,0.47456,0.63992,0.3953,17.792
470.64,71.186,0.35973,0.67155,0.47456,0.64481,0.3953,17.662
470.65,73.338,0.35484,0.67644,0.48043,0.65558,0.3953,17.403
470.66,75.098,0.35093,0.6784,0.48043,0.65558,0.38943,17.143
470.66,76.467,0.34604,0.67742,0.48532,0.66047,0.38943,17.013
470.67,77.445,0.34213,0.67449,0.48043,0.66536,0.38943,16.883
470.68,78.031,0.33724,0.6696,0.48043,0.66536,0.38943,16.883
470.69,78.227,0.33333,0.66178,0.48043,0.66047,0.38943,16.753
470.7,77.836,0.32942,0.652,0.48532,0.66047,0.38943,16.494
470.7,77.249,0.32649,0.64125,0.48532,0.66536,0.38454,16.364
470.71,76.467,0.32258,0.62854,0.46967,0.66047,0.36986,16.104
470.72,75.293,0.31965,0.61486,0.44031,0.72505,0.31507,15.974
470.73,74.316,0.31574,0.59922,0.38454,0.85029,0.2593,15.974
470.74,73.142,0.31281,0.58553,0.33464,1.001,0.22994,15.844
470.74,71.969,0.30987,0.57185,0.31018,1.001,0.24951,15.844
470.75,70.795,0.30596,0.56109,0.33953,0.97554,0.34442,15.844
470.76,69.622,0.30303,0.5523,0.41977,0.67025,0.49511,15.974
470.77,68.449,0.30108,0.54448,0.48532,0.41487,0.61057,16.104
470.78,67.471,0.29814,0.53861,0.50489,0.35029,0.62035,16.494
470.78,66.297,0.29619,0.5347,0.50489,0.43542,0.54501,17.013
470.79,65.319,0.29423,0.53275,0.5,0.54501,0.45988,17.662
470.8,64.342,0.29228,0.53177,0.5,0.61546,0.40998,18.312
470.81,63.559,0.2913,0.53177,0.50489,0.63503,0.38454,18.961
470.82,62.777,0.28935,0.53177,0.49511,0.64481,0.37476,19.351
470.82,61.995,0.28837,0.53177,0.49022,0.64971,0.37476,19.74
470.83,61.408,0.28739,0.53079,0.49022,0.65558,0.37965,19.87
470.84,60.821,0.28641,0.52981,0.48532,0.65558,0.37476,19.74
470.85,60.43,0.28543,0.52786,0.48532,0.65558,0.37965,19.351
470.86,60.039,0.28543,0.52493,0.48043,0.65558,0.37965,18.961
470.86,59.844,0.28446,0.52199,0.48532,0.65558,0.38454,18.571
470.87,59.648,0.28348,0.51808,0.48532,0.64971,0.38454,18.312
470.88,59.452,0.28348,0.5132,0.49511,0.65558,0.38454,18.182
470.89,59.452,0.2825,0.50929,0.49511,0.65558,0.38454,18.442
470.9,59.257,0.2825,0.5044,0.5,0.64971,0.37965,18.831
470.9,59.257,0.2825,0.49853,0.49511,0.64971,0.37476,19.481
470.91,59.452,0.28152,0.49365,0.49511,0.65558,0.36986,20.519
470.92,59.452,0.28152,0.48876,0.49511,0.66047,0.36008,21.818
470.93,59.648,0.28152,0.48387,0.49511,0.67515,0.35519,23.247
470.94,59.648,0.28055,0.47898,0.49511,0.68493,0.33953,24.545
470.94,59.648,0.27957,0.4741,0.49022,0.70548,0.32975,25.714
470.95,59.844,0.27761,0.47019,0.49022,0.72016,0.31018,26.364
470.96,59.844,0.27664,0.46628,0.48043,0.73483,0.29941,26.883
470.97,60.039,0.27468,0.46237,0.47456,0.7456,0.29941,27.143
470.98,60.235,0.27273,0.45748,0.46477,0.7456,0.29941,27.143
470.98,60.235,0.26979,0.45259,0.45499,0.7456,0.29941,27.143
470.99,60.43,0.26686,0.4477,0.4501,0.72994,0.31507,26.883
471,60.821,0.26491,0.44379,0.44521,0.72016,0.32485,26.364
471.01,61.017,0.26197,0.43891,0.4501,0.70059,0.33953,25.974
471.02,61.408,0.25904,0.43402,0.45499,0.68493,0.35519,25.584
471.02,61.799,0.25611,0.42913,0.45988,0.66536,0.36986,25.065
471.03,62.582,0.2522,0.42326,0.46477,0.64971,0.38454,24.545
471.04,63.559,0.24927,0.41838,0.47456,0.63992,0.3953,24.026
471.05,65.319,0.24438,0.41349,0.47456,0.62524,0.40509,23.247
471.06,67.862,0.24047,0.40958,0.48043,0.62035,0.40509,22.597
471.06,71.578,0.23558,0.40567,0.48043,0.61546,0.40998,21.818
471.07,75.88,0.23069,0.40274,0.48532,0.61546,0.41487,21.169
471.08,80.965,0.22581,0.3998,0.48532,0.61546,0.41487,20.779
471.09,86.441,0.22092,0.39785,0.48532,0.61546,0.40998,20.39
471.1,91.917,0.21603,0.39492,0.49511,0.61546,0.40509,20.39
471.1,97.001,0.21114,0.39198,0.49511,0.61546,0.40509,20.519
471.11,101.3,0.20626,0.38905,0.5,0.62035,0.4002,20.909
471.12,104.82,0.20137,0.38612,0.5,0.62524,0.4002,21.299
471.13,106.78,0.19648,0.38319,0.49511,0.62524,0.4002,21.948
471.14,107.37,0.19062,0.38123,0.49511,0.62524,0.4002,22.468
471.14,106.58,0.18475,0.37928,0.48532,0.63014,0.4002,22.727
471.15,104.63,0.17889,0.37928,0.48043,0.63503,0.4002,22.857
471.16,101.89,0.174,0.37928,0.47456,0.63503,0.40509,22.987
