Time [s], RESP, PLETH, II, V, AVR, ART, CVP
375.31,0.21505,0.74487,0.75,0.49023,0.44902,59.452,44.041
375.32,0.2131,0.74487,0.99507,0.33984,0.23333,59.452,44.041
375.33,0.21114,0.74194,1.0554,0.18555,0.17451,59.452,44.041
375.34,0.20919,0.73705,0.75985,0.15625,0.38039,59.452,44.041
375.34,0.20821,0.73021,0.4803,0.33594,0.62941,59.257,44.041
375.35,0.20723,0.72141,0.36946,0.50977,0.75098,59.061,44.041
375.36,0.20626,0.71065,0.35468,0.61914,0.78039,58.866,44.041
375.37,0.20626,0.69892,0.36946,0.66016,0.78039,58.475,44.041
375.38,0.20626,0.68524,0.36946,0.66992,0.78039,58.083,44.041
375.38,0.20626,0.67155,0.37562,0.67969,0.78039,57.692,44.041
375.39,0.20626,0.65689,0.38054,0.67969,0.77647,57.301,44.041
375.4,0.20723,0.6393,0.39039,0.68555,0.76667,56.715,44.041
375.41,0.20821,0.61975,0.39532,0.68555,0.76078,56.323,44.041
375.42,0.20919,0.59922,0.40025,0.68555,0.7549,55.737,44.041
375.42,0.21017,0.57674,0.4101,0.68555,0.75098,55.346,44.041
375.43,0.21017,0.55327,0.41995,0.68555,0.7451,54.954,44.041
375.44,0.21114,0.53079,0.4298,0.68555,0.73529,54.368,44.041
375.45,0.2131,0.50831,0.43473,0.68555,0.73137,53.781,44.041
375.46,0.21408,0.4868,0.44951,0.68945,0.72549,53.39,44.041
375.46,0.21603,0.46823,0.46552,0.68555,0.71569,52.999,44.041
375.47,0.21701,0.45064,0.4803,0.68945,0.70588,52.412,44.041
375.48,0.21896,0.435,0.50493,0.69531,0.6902,52.021,44.041
375.49,0.22092,0.42326,0.52956,0.69922,0.67059,51.63,44.041
375.5,0.22287,0.41447,0.56034,0.69922,0.6451,51.043,44.041
375.5,0.22483,0.40567,0.5899,0.69922,0.61961,50.652,44.041
375.51,0.22776,0.39883,0.61453,0.69531,0.6,50.065,44.041
375.52,0.22972,0.39198,0.63054,0.68555,0.5902,49.674,44.041
375.53,0.23167,0.3871,0.63547,0.67969,0.58431,49.87,44.041
375.54,0.23363,0.38319,0.62438,0.66992,0.58431,51.434,44.041
375.54,0.23558,0.37928,0.60468,0.66992,0.6,55.346,44.041
375.55,0.23754,0.37634,0.58005,0.66406,0.61961,62.19,44.041
375.56,0.23851,0.37243,0.54557,0.66016,0.6451,71.578,44.041
375.57,0.24047,0.3695,0.51478,0.6543,0.67059,81.943,44.041
375.58,0.24145,0.36559,0.4803,0.6543,0.69608,91.721,44.041
375.58,0.2434,0.36364,0.46059,0.65039,0.7098,100.33,44.041
375.59,0.24438,0.3607,0.43966,0.64453,0.72157,107.95,44.041
375.6,0.24633,0.35679,0.43473,0.64062,0.73137,114.02,44.041
375.61,0.24731,0.35288,0.42488,0.63477,0.73529,118.12,44.041
375.62,0.24829,0.348,0.41995,0.62891,0.74118,119.88,44.041
375.62,0.24829,0.34311,0.41995,0.62891,0.74118,119.88,44.041
375.63,0.24829,0.33822,0.41995,0.625,0.73529,118.9,44.041
375.64,0.24829,0.33333,0.41995,0.625,0.73529,117.14,44.041
375.65,0.24829,0.32747,0.42488,0.625,0.73137,115.19,44.041
375.66,0.24829,0.32258,0.4298,0.625,0.73137,112.84,44.041
375.66,0.24829,0.31769,0.43473,0.625,0.72549,110.1,44.041
375.67,0.24731,0.31183,0.43473,0.625,0.72549,107.17,44.041
375.68,0.24633,0.30694,0.43473,0.625,0.72549,104.24,44.041
375.69,0.24438,0.30303,0.43966,0.625,0.72157,101.3,44.041
375.7,0.24242,0.29912,0.43966,0.625,0.72157,98.566,44.041
375.7,0.24047,0.29521,0.43966,0.62891,0.72157,96.024,44.041
375.71,0.23851,0.29032,0.43966,0.62891,0.72157,93.286,44.041
375.72,0.23656,0.28543,0.43966,0.625,0.72157,90.743,44.041
375.73,0.2346,0.28055,0.43966,0.625,0.72549,88.005,44.041
375.74,0.23265,0.27566,0.43966,0.62891,0.72157,85.267,44.041
375.74,0.23069,0.27077,0.45443,0.64062,0.7098,82.529,44.041
375.75,0.22874,0.26491,0.47044,0.65039,0.7,79.791,44.041
375.76,0.22678,0.26002,0.48522,0.66016,0.6902,76.858,44.041
375.77,0.22483,0.25709,0.5,0.66992,0.67647,73.924,44.041
375.78,0.22385,0.25904,0.52463,0.67578,0.66078,71.186,44.041
375.78,0.2219,0.26588,0.53941,0.66016,0.65098,68.644,44.041
375.79,0.21994,0.27761,0.53448,0.63477,0.65098,66.688,44.041
375.8,0.21896,0.29912,0.52463,0.61914,0.6549,64.928,44.041
375.81,0.21701,0.3304,0.51478,0.61523,0.66471,63.364,44.041
375.82,0.21701,0.37048,0.49507,0.61523,0.68039,61.995,44.041
375.82,0.21603,0.41544,0.46059,0.61523,0.70588,60.821,44.041
375.83,0.21505,0.4653,0.4298,0.61914,0.72549,60.039,44.041
375.84,0.21505,0.51417,0.4101,0.61914,0.74118,59.257,44.041
375.85,0.21505,0.56109,0.40025,0.61914,0.75098,58.866,44.041
375.86,0.21408,0.60313,0.40025,0.61914,0.75098,58.475,44.041
375.86,0.21408,0.6393,0.39532,0.61914,0.75098,58.475,44.041
375.87,0.21408,0.67058,0.39532,0.61523,0.75098,58.475,44.041
375.88,0.21505,0.69501,0.39532,0.61523,0.75098,58.475,44.041
375.89,0.21505,0.71065,0.40025,0.61914,0.75098,58.67,44.041
375.9,0.21505,0.72141,0.41502,0.625,0.73529,58.866,44.041
375.9,0.21505,0.73021,0.47537,0.59961,0.68039,59.061,44.041
375.91,0.21603,0.73607,0.63054,0.53516,0.5451,59.257,44.041
375.92,0.21603,0.739,0.87438,0.41016,0.32941,59.452,44.041
375.93,0.21701,0.739,1.0296,0.24023,0.17843,59.452,44.041
375.94,0.21799,0.73705,0.88054,0.16016,0.27451,59.648,44.041
375.94,0.21896,0.73314,0.57512,0.25586,0.52941,59.452,44.041
375.95,0.22092,0.7263,0.39532,0.44531,0.71569,59.257,44.041
375.96,0.2219,0.7175,0.34975,0.58398,0.77647,59.061,44.041
375.97,0.22385,0.70772,0.35468,0.65039,0.78039,58.866,44.041
375.98,0.22581,0.69501,0.36453,0.66992,0.78039,58.475,44.041
375.98,0.22776,0.68328,0.36946,0.67969,0.77647,58.083,44.041
375.99,0.22874,0.6696,0.38054,0.67969,0.77059,57.692,44.041
376,0.23069,0.65396,0.39039,0.68555,0.76667,57.301,44.041
376.01,0.23167,0.63539,0.39532,0.68555,0.76078,56.715,44.041
376.02,0.23265,0.61584,0.40517,0.68555,0.7549,56.323,44.041
376.02,0.23363,0.59433,0.4101,0.68555,0.75098,55.737,44.041
376.03,0.2346,0.57283,0.41502,0.68555,0.7451,55.346,44.041
376.04,0.23558,0.55034,0.41995,0.68945,0.74118,54.759,44.041
376.05,0.23656,0.52786,0.4298,0.68945,0.73529,54.172,44.041
376.06,0.23754,0.50635,0.44458,0.68945,0.73137,53.781,44.041
376.06,0.23851,0.48583,0.46059,0.68945,0.71569,53.194,44.041
376.07,0.23949,0.46725,0.47537,0.69531,0.70588,52.803,44.041
376.08,0.24145,0.45259,0.49507,0.69531,0.69608,52.216,44.041
376.09,0.24242,0.43988,0.5197,0.69922,0.67647,51.825,44.041
376.1,0.24438,0.42815,0.54557,0.70508,0.65098,51.434,44.041
376.1,0.24633,0.4174,0.57512,0.69922,0.62941,50.847,44.041
376.11,0.24829,0.4086,0.59975,0.69922,0.6098,50.456,44.041
376.12,0.25024,0.40078,0.61946,0.68945,0.5902,49.87,44.041
376.13,0.2522,0.39492,0.63054,0.68555,0.58431,49.674,44.041
376.14,0.25415,0.38905,0.63054,0.67969,0.58431,50.456,44.041
376.14,0.25611,0.38514,0.60961,0.67969,0.59608,53.194,44.041
376.15,0.25806,0.38123,0.5899,0.67578,0.6098,58.67,44.041
376.16,0.261,0.37732,0.56034,0.66992,0.63529,66.884,44.041
376.17,0.26295,0.37439,0.52463,0.66406,0.6549,76.467,44.041
376.18,0.26491,0.37146,0.49507,0.66016,0.68039,86.245,44.041
376.18,0.26588,0.36852,0.46552,0.6543,0.7,95.046,44.041
376.19,0.26784,0.36657,0.44951,0.65039,0.71569,103.26,44.041
376.2,0.26882,0.36364,0.43473,0.64453,0.72549,110.3,44.041
376.21,0.27077,0.35973,0.4298,0.64062,0.73137,115.58,44.041
376.22,0.27077,0.35582,0.41995,0.64062,0.73529,118.71,44.041
376.22,0.27175,0.35191,0.41995,0.63477,0.73529,119.69,44.041
376.23,0.27077,0.34702,0.41995,0.63477,0.73529,119.1,44.041
376.24,0.27077,0.34213,0.41995,0.63477,0.73529,117.93,44.041
376.25,0.26882,0.33724,0.42488,0.63477,0.73137,115.97,44.041
376.26,0.26784,0.33236,0.4298,0.63477,0.73137,113.62,44.041
376.26,0.26588,0.32747,0.43473,0.63477,0.72549,110.89,44.041
376.27,0.26393,0.3216,0.43473,0.63477,0.72157,108.15,44.041
376.28,0.26197,0.31769,0.43966,0.63477,0.72157,105.22,44.041
376.29,0.26002,0.31378,0.43966,0.63477,0.72157,102.28,44.041
376.3,0.25904,0.30987,0.43966,0.63477,0.72157,99.544,44.041
376.3,0.25709,0.30401,0.44458,0.62891,0.72157,96.806,44.041
376.31,0.25513,0.29912,0.44951,0.62891,0.72157,94.263,44.041
376.32,0.25318,0.29423,0.44951,0.62891,0.72157,91.721,44.041
376.33,0.25024,0.28935,0.44458,0.62891,0.72157,89.179,44.041
376.34,0.24829,0.28348,0.43966,0.63477,0.72157,86.636,44.041
376.34,0.24536,0.27859,0.45443,0.63477,0.71569,83.898,44.041
376.35,0.2434,0.27273,0.47537,0.64453,0.70588,81.16,44.041
376.36,0.24047,0.26686,0.48522,0.66016,0.6902,78.227,44.041
376.37,0.23851,0.26295,0.5,0.66406,0.68627,75.293,44.041
376.38,0.23656,0.26295,0.5197,0.67578,0.66471,72.555,44.041
376.38,0.2346,0.26588,0.53941,0.66406,0.65098,70.013,44.041
376.39,0.23363,0.27566,0.54557,0.64062,0.65098,67.471,44.041
376.4,0.23265,0.29228,0.53448,0.625,0.65098,65.515,44.041
376.41,0.23069,0.31965,0.5197,0.61523,0.6549,63.755,44.041
376.42,0.22972,0.35484,0.5,0.61523,0.67059,62.386,44.041
376.42,0.22776,0.39785,0.47044,0.61523,0.69608,61.213,44.041
376.43,0.22678,0.44477,0.43473,0.61523,0.72157,60.039,44.041
376.44,0.22581,0.49365,0.4101,0.61914,0.74118,59.452,44.041
376.45,0.22483,0.54154,0.40025,0.61914,0.75098,58.866,44.041
376.46,0.22385,0.58456,0.39532,0.61914,0.7549,58.475,44.041
376.46,0.22287,0.62366,0.39039,0.61914,0.7549,58.279,44.041
376.47,0.22287,0.65689,0.39039,0.61523,0.7549,58.279,44.041
376.48,0.22287,0.68035,0.39039,0.61523,0.7549,58.279,44.041
376.49,0.2219,0.69795,0.39532,0.61523,0.7549,58.475,44.041
376.5,0.2219,0.71261,0.4101,0.625,0.75098,58.67,44.041
376.5,0.2219,0.72532,0.44458,0.60938,0.71569,58.866,44.041
376.51,0.2219,0.73412,0.55049,0.56055,0.6098,59.061,44.041
376.52,0.2219,0.739,0.76478,0.4707,0.41961,59.257,44.041
376.53,0.2219,0.74194,0.9803,0.31445,0.21961,59.257,44.041
376.54,0.22287,0.74096,1.0099,0.17969,0.17843,59.257,44.041
376.54,0.22385,0.73705,0.67488,0.16992,0.43922,59.257,44.041
376.55,0.22483,0.73216,0.43473,0.38086,0.67647,59.061,44.041
376.56,0.22581,0.72434,0.35468,0.53906,0.77059,58.866,44.041
376.57,0.22776,0.71457,0.34975,0.62891,0.78627,58.475,44.041
376.58,0.22972,0.70381,0.36453,0.66406,0.78627,58.279,44.041
376.58,0.23265,0.6911,0.36946,0.67578,0.78627,57.692,44.041
376.59,0.23558,0.6784,0.37562,0.67969,0.78627,57.301,44.041
376.6,0.23754,0.66276,0.38054,0.68555,0.78039,56.715,44.041
376.61,0.23949,0.64516,0.38547,0.68555,0.77647,56.128,44.041
376.62,0.24145,0.62659,0.39039,0.68555,0.76667,55.737,44.041
376.62,0.24242,0.60508,0.39532,0.68555,0.76078,55.15,44.041
376.63,0.24438,0.58358,0.40025,0.68555,0.7549,54.563,44.041
376.64,0.24633,0.56109,0.4101,0.67969,0.75098,53.977,44.041
376.65,0.24829,0.53861,0.41995,0.67969,0.75098,53.39,44.041
376.66,0.25024,0.51613,0.4298,0.68555,0.74118,52.803,44.041
376.66,0.2522,0.49462,0.43473,0.68945,0.73529,52.216,44.041
376.67,0.25415,0.47507,0.44951,0.68945,0.72157,51.825,44.041
376.68,0.25611,0.45846,0.46552,0.68945,0.7098,51.239,44.041
376.69,0.25904,0.44575,0.48522,0.69922,0.69608,50.652,44.041
376.7,0.26197,0.43304,0.51478,0.69922,0.67059,50.261,44.041
376.7,0.26491,0.42131,0.55049,0.69922,0.6451,49.674,44.041
376.71,0.26979,0.41153,0.58005,0.69922,0.61961,49.087,44.041
376.72,0.2737,0.40274,0.59975,0.69922,0.60588,48.696,44.041
376.73,0.27957,0.39687,0.60961,0.68945,0.6,48.11,44.041
376.74,0.28543,0.39101,0.61453,0.68555,0.59608,48.11,44.041
376.74,0.2913,0.3871,0.60468,0.67969,0.6,49.283,44.041
376.75,0.29814,0.38319,0.58498,0.67969,0.61569,52.803,44.041
376.76,0.30401,0.38025,0.56034,0.66992,0.63529,59.257,44.041
376.77,0.30987,0.37732,0.53448,0.66992,0.6549,68.253,44.041
376.78,0.31574,0.37439,0.5,0.66406,0.68039,78.422,44.041
376.78,0.3216,0.37243,0.47537,0.66016,0.69608,88.396,44.041
376.79,0.32845,0.37048,0.45443,0.66016,0.7098,97.197,44.041
376.8,0.33529,0.36755,0.43473,0.6543,0.72549,105.02,44.041
376.81,0.34213,0.36461,0.41995,0.6543,0.73529,111.67,44.041
376.82,0.34995,0.3607,0.41502,0.64453,0.74118,116.36,44.041
376.82,0.35582,0.35582,0.41502,0.64062,0.74118,118.71,44.041
376.83,0.36266,0.35093,0.41995,0.64062,0.74118,119.1,44.041
376.84,0.3695,0.34506,0.41995,0.64062,0.73529,118.12,44.041
376.85,0.37537,0.34018,0.41995,0.63477,0.73529,116.56,44.041
376.86,0.38123,0.33431,0.41995,0.63477,0.73529,114.6,44.041
376.86,0.3871,0.32747,0.42488,0.63477,0.73137,112.06,44.041
376.87,0.39296,0.3216,0.4298,0.63477,0.73137,109.32,44.041
376.88,0.39785,0.31672,0.43473,0.63477,0.72549,106.39,44.041
376.89,0.40371,0.31183,0.43966,0.64062,0.72157,103.46,44.041
376.9,0.4086,0.30694,0.43966,0.64062,0.72157,100.52,44.041
376.9,0.41447,0.30108,0.43966,0.64453,0.72157,97.588,44.041
376.91,0.41935,0.29521,0.44458,0.64453,0.72157,94.85,44.041
376.92,0.42424,0.28935,0.44951,0.64453,0.72157,92.112,44.041
376.93,0.42913,0.28348,0.44458,0.64453,0.72157,89.57,44.041
376.94,0.43402,0.27859,0.44951,0.64453,0.71569,87.223,44.041
376.94,0.43891,0.27175,0.46059,0.6543,0.7098,84.485,44.041
376.95,0.44379,0.26588,0.4803,0.66406,0.69608,81.747,44.041
376.96,0.44966,0.25904,0.49015,0.67578,0.6902,79.009,44.041
376.97,0.45455,0.25318,0.5,0.67969,0.68039,76.076,44.041
376.98,0.46041,0.25024,0.52956,0.68555,0.66471,73.338,44.041
376.98,0.46628,0.25122,0.54557,0.66992,0.6549,70.404,44.041
376.99,0.47116,0.25709,0.53941,0.65039,0.65098,67.862,44.041
377,0.47703,0.26979,0.52956,0.64062,0.6549,65.515,44.041
377.01,0.48192,0.29228,0.5197,0.63477,0.66078,63.559,44.041
377.02,0.48778,0.32356,0.49507,0.63477,0.67647,61.799,44.041
377.02,0.49462,0.36364,0.47044,0.63477,0.7,60.43,44.041
377.03,0.50147,0.40958,0.44458,0.63477,0.72157,59.257,44.041
377.04,0.50831,0.45846,0.42488,0.64062,0.73529,58.279,44.041
377.05,0.51515,0.50733,0.41502,0.63477,0.74118,57.497,44.041
377.06,0.52199,0.55425,0.41502,0.63477,0.74118,57.106,44.041
377.06,0.52786,0.59531,0.4101,0.63477,0.7451,57.106,44.041
377.07,0.5347,0.63148,0.4101,0.63477,0.7451,57.106,44.041
377.08,0.54154,0.65787,0.4101,0.63477,0.7451,57.301,44.041
377.09,0.54741,0.6784,0.4101,0.64062,0.74118,57.692,44.041
377.1,0.55327,0.69599,0.43473,0.64453,0.72549,58.083,44.041
377.1,0.55914,0.70968,0.50493,0.60938,0.66078,58.475,44.041
377.11,0.56403,0.72043,0.68473,0.53906,0.51569,59.061,44.041
377.12,0.56989,0.72727,0.94951,0.41992,0.30392,59.452,44.041
377.13,0.57478,0.73216,1.085,0.25977,0.18431,59.648,44.041
377.14,0.58065,0.73314,0.89532,0.20117,0.30392,59.844,44.041
377.14,0.58553,0.73118,0.57512,0.30078,0.56471,60.039,44.041
377.15,0.59042,0.72825,0.39532,0.47461,0.73137,60.039,44.041
377.16,0.59433,0.72239,0.35961,0.59961,0.77647,59.844,44.041
377.17,0.59922,0.71457,0.36453,0.66016,0.77647,59.844,44.041
377.18,0.60411,0.70479,0.36946,0.67969,0.77647,59.452,44.041
377.18,0.60899,0.69404,0.37562,0.68555,0.77647,59.061,44.041
377.19,0.6129,0.68231,0.38547,0.68945,0.76667,58.67,44.041
377.2,0.61779,0.66862,0.39039,0.68945,0.76078,58.279,44.041
377.21,0.6217,0.65298,0.39532,0.68945,0.76078,57.888,44.041
377.22,0.62561,0.63539,0.4101,0.68945,0.75098,57.497,44.041
377.22,0.62854,0.61584,0.41995,0.68945,0.74118,56.91,44.041
377.23,0.63148,0.59433,0.4298,0.68945,0.74118,56.519,44.041
377.24,0.63441,0.57283,0.43473,0.68945,0.73529,56.128,44.041
377.25,0.63636,0.54936,0.43966,0.68945,0.73137,55.541,44.041
377.26,0.63832,0.52688,0.44951,0.68945,0.72157,55.15,44.041
377.26,0.6393,0.5044,0.46059,0.68945,0.7098,54.759,44.041
377.27,0.6393,0.48387,0.47537,0.69531,0.70588,54.172,44.041
377.28,0.6393,0.46628,0.49507,0.69922,0.6902,53.781,44.041
377.29,0.63734,0.45259,0.5197,0.69922,0.67059,53.39,44.041
377.3,0.63636,0.43793,0.55542,0.70508,0.6451,52.803,44.041
377.3,0.63539,0.42522,0.58498,0.70508,0.61961,52.216,44.041
377.31,0.63441,0.41447,0.61946,0.69922,0.6,51.63,44.041
377.32,0.63245,0.40567,0.63547,0.68945,0.5902,51.239,44.041
377.33,0.63148,0.3998,0.64039,0.68945,0.58431,51.043,44.041
377.34,0.62952,0.39492,0.63547,0.67969,0.58431,52.021,44.041
377.34,0.62854,0.39101,0.61453,0.66992,0.59608,55.346,44.041
377.35,0.62659,0.38905,0.5899,0.66406,0.61569,61.604,44.041
377.36,0.62463,0.3871,0.56034,0.66016,0.64118,70.795,44.041
377.37,0.6217,0.38612,0.52463,0.66016,0.66471,81.16,44.041
377.38,0.61975,0.38416,0.49015,0.6543,0.68627,90.939,44.041
377.38,0.61681,0.38416,0.46059,0.65039,0.70588,99.739,44.041
377.39,0.61486,0.38319,0.44458,0.64453,0.72157,107.37,44.041
377.4,0.61193,0.38123,0.4298,0.64062,0.73137,113.62,44.041
377.41,0.60997,0.37928,0.41995,0.64062,0.73529,118.12,44.041
377.42,0.60704,0.37634,0.41995,0.63477,0.73529,120.08,44.041
377.42,0.60411,0.37341,0.41995,0.62891,0.73529,120.27,44.041
377.43,0.6002,0.3695,0.41995,0.62891,0.73529,119.1,44.041
377.44,0.59726,0.36559,0.42488,0.625,0.73529,117.34,44.041
377.45,0.59335,0.36168,0.4298,0.62891,0.73137,115.19,44.041
377.46,0.58944,0.35679,0.4298,0.62891,0.73137,112.65,44.041
377.46,0.58456,0.35191,0.43473,0.62891,0.72549,109.91,44.041
377.47,0.58065,0.34702,0.43966,0.62891,0.72157,106.98,44.041
377.48,0.57576,0.34311,0.44951,0.62891,0.72157,104.04,44.041
377.49,0.57087,0.3392,0.44951,0.63477,0.72157,101.11,44.041
377.5,0.56598,0.33529,0.44951,0.63477,0.72157,98.566,44.041
377.5,0.56012,0.33138,0.44951,0.62891,0.72157,96.024,44.041
377.51,0.55425,0.32649,0.44458,0.62891,0.72157,93.481,44.041
377.52,0.54839,0.32258,0.44458,0.62891,0.72157,91.134,44.041
377.53,0.54057,0.31769,0.43966,0.63477,0.72157,88.592,44.041
377.54,0.53275,0.31281,0.43966,0.63477,0.72157,85.854,44.041
377.54,0.52395,0.30792,0.44951,0.63477,0.72157,83.312,44.041
377.55,0.51613,0.30205,0.46059,0.64453,0.7098,80.378,44.041
377.56,0.50733,0.29717,0.47537,0.66016,0.7,77.445,44.041
377.57,0.49951,0.29326,0.48522,0.66406,0.69608,74.316,44.041
377.58,0.49169,0.29326,0.50985,0.66992,0.68039,71.578,44.041
377.58,0.48387,0.29717,0.53448,0.67578,0.66471,69.035,44.041
377.59,0.47507,0.30694,0.53941,0.6543,0.66078,67.08,44.041
377.6,0.46628,0.32551,0.53448,0.62891,0.6549,65.124,44.041
377.61,0.45552,0.35288,0.52463,0.61914,0.6549,63.559,44.041
377.62,0.44477,0.38905,0.51478,0.61523,0.66471,62.19,44.041
377.62,0.435,0.43304,0.49015,0.61523,0.68627,61.017,44.041
377.63,0.42522,0.47996,0.45443,0.61523,0.7098,60.039,44.041
377.64,0.41544,0.52786,0.42488,0.61523,0.73137,59.257,44.041
377.65,0.40567,0.57478,0.4101,0.61523,0.74118,58.866,44.041
377.66,0.39589,0.61681,0.40025,0.61523,0.7451,58.475,44.041
377.66,0.38514,0.65298,0.39532,0.61523,0.7451,58.279,44.041
377.67,0.37439,0.68328,0.39532,0.61523,0.75098,58.279,44.041
377.68,0.36461,0.70479,0.40025,0.61523,0.75098,58.279,44.041
377.69,0.35386,0.71945,0.40025,0.61523,0.75098,58.279,44.041
377.7,0.34409,0.73216,0.4101,0.625,0.7451,58.475,44.041
377.7,0.33529,0.74194,0.44458,0.61914,0.71569,58.67,44.041
377.71,0.32649,0.7478,0.53448,0.57422,0.63529,58.866,44.041
377.72,0.31867,0.74976,0.73522,0.49023,0.46471,58.866,44.041
377.73,0.31183,0.74976,0.99015,0.33984,0.24902,58.866,44.041
377.74,0.30596,0.74682,1.0554,0.17969,0.17451,58.866,44.041
377.74,0.3001,0.74096,0.78941,0.15039,0.3549,58.67,44.041
377.75,0.29619,0.73412,0.5,0.31445,0.61569,58.475,44.041
377.76,0.29326,0.72434,0.37562,0.49414,0.7451,58.279,44.041
377.77,0.29032,0.71359,0.35468,0.60938,0.77647,58.083,44.041
377.78,0.28837,0.70186,0.36453,0.6543,0.78039,57.692,44.041
377.78,0.28739,0.69013,0.36946,0.66992,0.78039,57.301,44.041
377.79,0.28543,0.67546,0.37562,0.67969,0.77647,56.91,44.041
377.8,0.28543,0.65885,0.37562,0.68555,0.77647,56.715,44.041
377.81,0.28543,0.64125,0.38547,0.68555,0.76667,56.323,44.041
377.82,0.28446,0.6217,0.39039,0.68555,0.76078,55.737,44.041
377.82,0.28446,0.6002,0.40025,0.68555,0.76078,55.346,44.041
377.83,0.28446,0.57771,0.40517,0.68555,0.7549,55.15,44.041
377.84,0.28348,0.55523,0.4101,0.68555,0.75098,54.563,44.041
377.85,0.2825,0.53275,0.41995,0.68555,0.74118,54.172,44.041
377.86,0.2825,0.51124,0.4298,0.68555,0.73529,53.781,44.041
377.86,0.28055,0.48974,0.43966,0.68945,0.73137,53.194,44.041
377.87,0.27957,0.47116,0.44951,0.69531,0.72157,52.803,44.041
377.88,0.27859,0.45552,0.47044,0.69531,0.70588,52.412,44.041
377.89,0.27664,0.44184,0.49015,0.69922,0.6902,52.021,44.041
377.9,0.27566,0.43011,0.5197,0.69922,0.67059,51.63,44.041
377.9,0.2737,0.41838,0.55049,0.70508,0.6451,51.043,44.041
377.91,0.27175,0.4086,0.58005,0.70508,0.61961,50.652,44.041
377.92,0.26979,0.40078,0.60961,0.69922,0.6,50.065,44.041
377.93,0.26784,0.39394,0.62438,0.68945,0.5902,49.674,44.041
377.94,0.26588,0.38905,0.63054,0.68555,0.58431,49.87,44.041
377.94,0.26393,0.38416,0.62438,0.68555,0.5902,51.239,44.041
377.95,0.26295,0.38123,0.60468,0.67969,0.6,55.15,44.041
377.96,0.261,0.37732,0.58005,0.66992,0.61961,61.799,44.041
377.97,0.26002,0.37439,0.54557,0.66992,0.6451,71.186,44.041
377.98,0.25904,0.37146,0.51478,0.66406,0.66471,81.356,44.041
377.98,0.25806,0.3695,0.49015,0.66406,0.6902,91.134,44.041
377.99,0.25709,0.36559,0.46059,0.6543,0.7098,99.739,44.041
378,0.25611,0.36168,0.43966,0.65039,0.72157,107.37,44.041
378.01,0.25513,0.35777,0.4298,0.64453,0.73529,113.62,44.041
378.02,0.25415,0.35288,0.41995,0.64062,0.74118,117.93,44.041
378.02,0.25318,0.348,0.41995,0.64062,0.74118,119.88,44.041
378.03,0.25122,0.34311,0.41995,0.64062,0.74118,120.08,44.041
378.04,0.24927,0.33822,0.41995,0.63477,0.73529,119.1,44.041
378.05,0.24829,0.33236,0.4298,0.63477,0.73137,117.34,44.041
378.06,0.24633,0.32747,0.43473,0.63477,0.73137,115.38,44.041
378.06,0.24438,0.3216,0.43966,0.63477,0.72549,112.84,44.041
378.07,0.24242,0.31672,0.43966,0.63477,0.72157,110.1,44.041
378.08,0.23949,0.31183,0.43966,0.64062,0.72157,107.17,44.041
378.09,0.23754,0.3089,0.44458,0.64062,0.72157,104.04,44.041
378.1,0.2346,0.30401,0.44951,0.64062,0.72157,101.11,44.041
378.1,0.23167,0.29912,0.44951,0.64062,0.72157,98.37,44.041
378.11,0.22972,0.29423,0.44951,0.64062,0.72157,95.828,44.041
378.12,0.22678,0.28935,0.44951,0.64062,0.72157,93.286,44.041
378.13,0.22483,0.28446,0.44951,0.64062,0.72157,90.548,44.041
378.14,0.2219,0.27957,0.44458,0.64062,0.72549,88.005,44.041
378.14,0.21994,0.27468,0.44951,0.64062,0.72157,85.267,44.041
378.15,0.21799,0.26882,0.45443,0.6543,0.71569,82.725,44.041
378.16,0.21603,0.26393,0.47044,0.66406,0.7,79.791,44.041
378.17,0.21408,0.25904,0.48522,0.67578,0.6902,77.054,44.041
378.18,0.21212,0.25611,0.5,0.67969,0.67647,73.924,44.041
378.18,0.21017,0.25709,0.52956,0.68555,0.66078,71.186,44.041
378.19,0.20821,0.26197,0.55049,0.66992,0.65098,68.84,44.041
378.2,0.20723,0.27468,0.54557,0.65039,0.65098,66.688,44.041
378.21,0.20626,0.29521,0.53941,0.63477,0.6549,64.928,44.041
378.22,0.20528,0.32551,0.52463,0.625,0.66078,63.364,44.041
378.22,0.2043,0.36461,0.50493,0.625,0.67059,61.799,44.041
378.23,0.20332,0.40958,0.47537,0.625,0.7,60.626,44.041
378.24,0.20235,0.45943,0.44458,0.625,0.72157,59.844,44.041
378.25,0.20137,0.50831,0.42488,0.625,0.73529,59.061,44.041
378.26,0.20039,0.55621,0.41502,0.625,0.74118,58.67,44.041
378.26,0.19941,0.59824,0.4101,0.625,0.7451,58.279,44.041
378.27,0.19941,0.63539,0.4101,0.625,0.75098,58.279,44.041
378.28,0.19941,0.66276,0.40517,0.61914,0.75098,58.279,44.041
378.29,0.19844,0.68328,0.40517,0.61914,0.75098,58.279,44.041
378.3,0.19844,0.70186,0.4101,0.625,0.7451,58.475,44.041
378.3,0.19844,0.7175,0.42488,0.62891,0.73137,58.67,44.041
378.31,0.19941,0.72825,0.4803,0.60547,0.68627,58.866,44.041
378.32,0.19941,0.73607,0.60961,0.54492,0.56471,59.061,44.041
378.33,0.20039,0.73998,0.84975,0.43555,0.35882,59.257,44.041
378.34,0.20137,0.74096,1.0394,0.26953,0.18431,59.257,44.041
