Time [s], RESP, ABP, CVP, PLETH, II, V, AVR
362.83,1,52.803,15.684,0.59335,0.44902,0.61523,0.7098
362.84,1,53.977,15.684,0.57869,0.44902,0.66406,0.68627
362.85,1,55.346,15.684,0.56305,0.49412,0.78906,0.61961
362.86,1,56.519,15.645,0.54643,0.58431,0.98047,0.51961
362.86,1,57.692,15.567,0.52884,0.66471,1.1641,0.42549
362.87,1,58.866,15.645,0.51124,0.58431,1.0254,0.47451
362.88,1,60.039,15.684,0.49365,0.48431,0.76953,0.61961
362.89,1,61.408,15.763,0.47605,0.43922,0.60938,0.7
362.9,1,62.582,15.88,0.46139,0.42549,0.56055,0.72549
362.9,1,63.755,15.958,0.4477,0.43529,0.56445,0.72157
362.91,1,64.928,16.076,0.43402,0.42941,0.57031,0.72549
362.92,1,66.102,16.193,0.42131,0.43529,0.56445,0.73137
362.93,1,67.471,16.31,0.40958,0.4451,0.57031,0.72549
362.94,1,68.644,16.467,0.3998,0.44902,0.57422,0.72549
362.94,1,69.818,16.506,0.39101,0.44902,0.57422,0.72157
362.95,1,70.991,16.623,0.38416,0.44902,0.58008,0.72157
362.96,1,72.164,16.701,0.37928,0.4549,0.58398,0.71569
362.97,1,73.533,16.701,0.37537,0.44902,0.58984,0.71569
362.98,1,74.707,16.78,0.37341,0.46471,0.5957,0.7098
362.98,1,75.88,16.701,0.37146,0.46471,0.59961,0.7098
362.99,1,77.054,16.701,0.37146,0.47059,0.60547,0.70588
363,1,78.227,16.623,0.37146,0.47059,0.60938,0.70588
363.01,1,79.596,16.584,0.37146,0.47451,0.61914,0.7
363.02,1,80.769,16.506,0.37146,0.47451,0.625,0.7
363.02,1,81.943,16.467,0.37146,0.48039,0.62891,0.6902
363.03,1,83.116,16.467,0.37146,0.48039,0.63477,0.69608
363.04,1,84.289,16.389,0.37048,0.4902,0.65039,0.68627
363.05,1,85.463,16.389,0.3695,0.49412,0.6543,0.68039
363.06,1,86.636,16.31,0.36852,0.5,0.66992,0.67059
363.06,1,87.81,16.193,0.36657,0.50588,0.67969,0.66471
363.07,1,88.983,16.076,0.36461,0.51569,0.69922,0.6549
363.08,1,90.157,15.997,0.36168,0.52549,0.71484,0.6451
363.09,1,91.33,15.88,0.35777,0.5451,0.73047,0.62941
363.1,1,92.503,15.841,0.35484,0.5451,0.74023,0.62549
363.1,1,93.677,15.684,0.35288,0.5451,0.74414,0.61961
363.11,1,95.046,15.567,0.348,0.5451,0.75,0.61961
363.12,1,96.219,15.45,0.34311,0.53922,0.74414,0.62549
363.13,1,97.393,15.332,0.3392,0.52549,0.72461,0.62941
363.14,1,98.566,15.215,0.33431,0.51569,0.69922,0.6451
363.14,1,99.739,15.02,0.32942,0.5,0.66406,0.66078
363.15,1,100.72,14.902,0.32356,0.48039,0.64453,0.68039
363.16,0.99218,101.5,14.746,0.31769,0.47059,0.60938,0.6902
363.17,0.98338,101.69,14.628,0.31281,0.44902,0.58984,0.70588
363.18,0.97263,101.11,14.511,0.30596,0.43922,0.57031,0.7098
363.18,0.9609,99.153,14.394,0.3001,0.42549,0.56445,0.72157
363.19,0.94819,95.437,14.315,0.29619,0.42549,0.55469,0.72157
363.2,0.93646,90.157,14.198,0.29228,0.42549,0.55078,0.72549
363.21,0.9218,83.116,14.081,0.28935,0.41961,0.55469,0.72549
363.22,0.90811,74.316,13.963,0.28641,0.4098,0.54492,0.73137
363.22,0.89541,63.95,13.885,0.28348,0.42549,0.53906,0.72157
363.23,0.88172,52.216,13.768,0.28152,0.41961,0.54492,0.72549
363.24,0.86901,39.309,13.651,0.27957,0.42549,0.54492,0.71569
363.25,0.85533,25.619,13.494,0.27761,0.42549,0.55469,0.71569
363.26,0.84164,10.756,13.377,0.27664,0.42941,0.54492,0.72157
363.26,0.82796,-5.4759,13.338,0.27566,0.42549,0.55078,0.72549
363.27,0.81232,-14.863,13.259,0.27566,0.42549,0.55469,0.72549
363.28,0.79765,-14.863,13.142,0.27566,0.42549,0.55078,0.72157
363.29,0.78201,-14.863,13.064,0.27566,0.42941,0.56055,0.72549
363.3,0.76735,-14.863,12.947,0.27664,0.43529,0.56055,0.72157
363.3,0.75171,-14.863,12.907,0.27664,0.42941,0.56055,0.72157
363.31,0.73705,-14.863,12.829,0.27566,0.43529,0.56055,0.72157
363.32,0.72239,-14.863,12.829,0.2737,0.42941,0.56055,0.72549
363.33,0.7087,-14.863,12.947,0.2737,0.43922,0.56445,0.72157
363.34,0.69599,-14.863,13.064,0.27957,0.43529,0.57422,0.72549
363.34,0.68426,-14.863,13.181,0.28543,0.4451,0.57031,0.71569
363.35,0.67155,-14.863,13.377,0.29619,0.43922,0.57422,0.72157
363.36,0.65885,-14.863,13.494,0.32942,0.4451,0.57422,0.7098
363.37,0.64614,-14.863,13.651,0.36852,0.43922,0.58008,0.71569
363.38,0.63441,-14.863,13.768,0.40274,0.44902,0.58398,0.71569
363.38,0.62366,-14.863,13.885,0.46139,0.44902,0.58984,0.72157
363.39,0.6129,-14.863,14.003,0.52493,0.44902,0.5957,0.71569
363.4,0.60411,-14.863,14.12,0.5738,0.47059,0.60547,0.70588
363.41,0.59531,-14.863,14.198,0.60997,0.49412,0.61523,0.68627
363.42,0.58749,-14.863,14.198,0.64223,0.48431,0.625,0.69608
363.42,0.57967,-14.863,14.198,0.6784,0.49412,0.62891,0.68039
363.43,0.57283,-14.863,14.198,0.70186,0.52549,0.66016,0.66471
363.44,0.565,-14.863,14.12,0.71652,0.55098,0.67578,0.65098
363.45,0.55914,-14.863,14.12,0.72239,0.52941,0.6543,0.66078
363.46,0.5523,-14.863,14.081,0.72336,0.51961,0.6543,0.66471
363.46,0.54643,-14.863,14.003,0.71945,0.5098,0.6543,0.67059
363.47,0.54154,-14.276,13.885,0.71163,0.49412,0.65039,0.68039
363.48,0.53666,-13.299,13.807,0.70088,0.47451,0.62891,0.6902
363.49,0.53177,-12.516,13.768,0.69013,0.44902,0.61523,0.70588
363.5,0.52688,-11.734,13.651,0.67742,0.42941,0.5957,0.72549
363.5,0.52199,-11.343,13.494,0.66471,0.42549,0.58984,0.72549
363.51,0.51808,-11.734,13.455,0.65103,0.41961,0.58008,0.72549
363.52,0.5132,-12.712,13.338,0.63734,0.41569,0.58398,0.73137
363.53,0.50831,-13.69,13.259,0.62366,0.41961,0.58008,0.73137
363.54,0.50342,-14.081,13.181,0.60997,0.41569,0.58008,0.73529
363.54,0.49951,-13.494,13.142,0.59629,0.41961,0.58984,0.72549
363.55,0.49462,-12.125,13.064,0.5826,0.42549,0.5957,0.72549
363.56,0.49071,-10.952,13.025,0.56794,0.42941,0.5957,0.72549
363.57,0.4868,-9.7784,12.947,0.55327,0.42941,0.59961,0.72549
363.58,0.48192,-8.4094,12.829,0.53763,0.43922,0.61914,0.7
363.58,0.47801,-7.0404,12.712,0.52297,0.4549,0.70508,0.6549
363.59,0.47312,-5.6715,12.595,0.50831,0.52941,0.85938,0.56078
363.6,0.46823,-4.498,12.438,0.49169,0.62549,1.0449,0.4549
363.61,0.46432,-3.9113,12.438,0.47507,0.66078,1.1152,0.41569
363.62,0.46041,-3.3246,12.516,0.45748,0.50588,0.82422,0.56471
363.62,0.4565,-2.7379,12.634,0.43988,0.46078,0.64453,0.68039
363.63,0.45259,-2.3468,13.064,0.42229,0.42941,0.56445,0.72549
363.64,0.44966,-1.9557,13.885,0.40665,0.42941,0.56055,0.72157
363.65,0.44673,-1.7601,15.137,0.39198,0.43529,0.56445,0.72549
363.66,0.44379,-1.5645,16.467,0.3783,0.4451,0.56445,0.72549
363.66,0.44184,-1.5645,17.64,0.36657,0.44902,0.57031,0.72157
363.67,0.43988,-1.5645,18.383,0.35582,0.4451,0.58008,0.72549
363.68,0.43793,-1.369,18.774,0.348,0.44902,0.58008,0.72157
363.69,0.43597,-1.369,18.774,0.34213,0.4451,0.58398,0.72549
363.7,0.435,-1.369,18.657,0.33724,0.44902,0.58008,0.72157
363.7,0.43402,-1.369,18.657,0.33431,0.4549,0.5957,0.70588
363.71,0.43304,-1.369,18.814,0.33138,0.46078,0.58984,0.7098
363.72,0.43304,-1.369,19.126,0.32942,0.46078,0.59961,0.70588
363.73,0.43304,-1.369,19.4,0.32845,0.47059,0.59961,0.70588
363.74,0.43304,-1.369,19.596,0.32747,0.47059,0.60547,0.70588
363.74,0.43304,-1.369,19.596,0.32747,0.47451,0.60938,0.7
363.75,0.43304,-1.369,19.596,0.32649,0.47451,0.61523,0.70588
363.76,0.43304,-1.369,19.635,0.32551,0.48039,0.61523,0.69608
363.77,0.43304,-1.369,19.752,0.32454,0.48039,0.62891,0.7
363.78,0.43304,-1.369,19.948,0.32356,0.4902,0.62891,0.68627
363.78,0.43402,-1.369,20.065,0.32258,0.4902,0.64062,0.68627
363.79,0.435,-1.369,20.026,0.3216,0.5,0.6543,0.67647
363.8,0.435,-1.369,19.752,0.31965,0.5,0.66406,0.68039
363.81,0.43597,-1.369,19.518,0.31769,0.51569,0.67578,0.6549
363.82,0.43597,-1.369,19.4,0.31476,0.51961,0.69922,0.65098
363.82,0.43597,-1.369,19.283,0.31183,0.53529,0.71484,0.62941
363.83,0.43597,-1.369,19.205,0.3089,0.53922,0.72461,0.62941
363.84,0.43597,-1.369,19.087,0.30499,0.5451,0.73438,0.61961
363.85,0.43597,-1.369,18.97,0.30205,0.5451,0.74023,0.61961
363.86,0.43597,-1.369,18.814,0.29717,0.5451,0.74414,0.61569
363.86,0.435,-1.369,18.774,0.29326,0.53529,0.72461,0.62941
363.87,0.435,-1.369,18.657,0.28837,0.51961,0.70508,0.63529
363.88,0.43304,-1.369,18.501,0.28348,0.5098,0.67578,0.6549
363.89,0.43206,-1.369,18.383,0.27957,0.49412,0.65039,0.67059
363.9,0.43011,-1.369,18.188,0.27664,0.47451,0.61914,0.68627
363.9,0.42815,-1.369,18.031,0.27273,0.46471,0.59961,0.69608
363.91,0.42424,-1.369,17.718,0.26979,0.4549,0.58008,0.70588
363.92,0.42131,-1.369,17.405,0.26588,0.4451,0.57422,0.7098
363.93,0.4174,-1.369,17.014,0.26295,0.42941,0.56055,0.71569
363.94,0.41251,-1.369,16.78,0.25904,0.42941,0.56055,0.72549
363.94,0.40665,-1.369,16.701,0.25709,0.43529,0.56055,0.71569
363.95,0.40078,-1.369,16.819,0.25415,0.42549,0.56055,0.72549
363.96,0.39492,-1.369,16.897,0.2522,0.42549,0.56055,0.72157
363.97,0.39003,-1.369,16.819,0.25024,0.42549,0.56055,0.72549
363.98,0.38416,-1.369,16.623,0.24927,0.42941,0.56055,0.72157
363.98,0.3783,-1.369,16.389,0.24829,0.42549,0.56055,0.72549
363.99,0.37146,-1.369,16.389,0.24927,0.42941,0.56055,0.71569
364,0.36461,-1.369,16.506,0.25024,0.43529,0.57031,0.72157
364.01,0.35777,-1.369,16.584,0.25024,0.43529,0.57422,0.71569
364.02,0.34995,-1.369,16.623,0.25122,0.43529,0.57031,0.72157
364.02,0.34311,-1.369,16.584,0.25122,0.43922,0.57031,0.71569
364.03,0.33627,-1.369,16.506,0.25122,0.43529,0.57031,0.71569
364.04,0.32942,-1.369,16.467,0.25122,0.44902,0.57422,0.7098
364.05,0.32356,-1.369,16.584,0.25024,0.43922,0.57031,0.71569
364.06,0.31672,-1.369,16.701,0.24927,0.43922,0.58008,0.71569
364.06,0.30987,-1.369,16.897,0.25024,0.43922,0.58008,0.72157
364.07,0.30303,-1.369,17.014,0.25513,0.4451,0.58398,0.7098
364.08,0.29619,-1.369,17.21,0.26686,0.44902,0.58398,0.70588
364.09,0.28935,-1.369,17.405,0.28348,0.4451,0.58984,0.71569
364.1,0.28348,-1.369,17.562,0.30694,0.44902,0.5957,0.7098
364.1,0.27664,-1.369,17.757,0.34311,0.44902,0.59961,0.71569
364.11,0.27077,-1.369,17.836,0.38807,0.4549,0.5957,0.7098
364.12,0.26588,-1.369,17.875,0.43988,0.4549,0.59961,0.70588
364.13,0.261,-1.369,18.031,0.4956,0.46078,0.59961,0.70588
364.14,0.25611,-1.369,18.07,0.55034,0.48039,0.60547,0.69608
364.14,0.2522,-1.369,18.149,0.6002,0.5,0.61914,0.68039
364.15,0.24829,-1.369,18.188,0.64321,0.5,0.62891,0.68039
364.16,0.24438,-1.369,18.188,0.67742,0.50588,0.62891,0.68039
364.17,0.24145,-1.369,18.266,0.70283,0.52549,0.66016,0.66078
364.18,0.23851,-1.369,18.266,0.72043,0.57451,0.68945,0.63529
364.18,0.23558,-1.369,18.188,0.72825,0.5549,0.68555,0.65098
364.19,0.23363,-1.369,18.07,0.73021,0.53922,0.67578,0.65098
364.2,0.23167,-1.369,17.875,0.72923,0.52941,0.67578,0.6549
364.21,0.22972,-1.369,17.64,0.72336,0.51569,0.66406,0.66471
364.22,0.22874,-1.369,17.405,0.71554,0.49412,0.65039,0.68039
364.22,0.22776,-1.369,17.249,0.70577,0.47451,0.625,0.6902
364.23,0.22678,-1.369,17.327,0.69306,0.44902,0.60547,0.7098
364.24,0.22581,-1.369,17.445,0.68035,0.43922,0.5957,0.72157
364.25,0.22483,-1.369,17.562,0.66667,0.42549,0.58984,0.72549
364.26,0.22483,-1.369,17.445,0.65298,0.42549,0.58984,0.72157
364.26,0.22483,-1.369,17.132,0.6393,0.41961,0.58984,0.72549
364.27,0.22385,-1.369,16.819,0.62463,0.42549,0.58984,0.72157
364.28,0.22385,-1.369,16.623,0.61095,0.42549,0.58398,0.72549
364.29,0.22385,-1.369,16.78,0.59726,0.41961,0.58984,0.72549
364.3,0.22385,-1.369,17.093,0.58456,0.42549,0.58984,0.72549
364.3,0.22385,-1.369,17.405,0.56989,0.43529,0.60547,0.71569
364.31,0.22385,-1.369,17.562,0.55523,0.4451,0.61914,0.70588
364.32,0.22287,-1.369,17.562,0.53861,0.43529,0.67578,0.67059
364.33,0.22287,-1.369,17.64,0.52199,0.49412,0.81055,0.59608
364.34,0.2219,-1.369,17.875,0.5044,0.58431,0.98047,0.48431
364.34,0.22092,-1.369,18.266,0.48583,0.6549,1.1035,0.4098
364.35,0.22092,-1.369,18.657,0.46725,0.52549,0.90039,0.51961
364.36,0.22092,-1.369,18.774,0.44868,0.47059,0.70508,0.6549
364.37,0.21994,-1.369,18.696,0.43109,0.42941,0.5957,0.72157
364.38,0.21994,-1.369,18.579,0.41447,0.42549,0.56445,0.72549
364.38,0.21994,-1.369,18.383,0.40176,0.42549,0.57422,0.72157
364.39,0.21994,-1.369,18.344,0.39003,0.43529,0.58008,0.72549
364.4,0.22092,-1.369,18.344,0.37928,0.42941,0.58398,0.72549
364.41,0.22092,-1.369,18.344,0.36852,0.4451,0.58398,0.72157
364.42,0.2219,-1.369,18.188,0.35973,0.44902,0.58398,0.72549
364.42,0.22287,-1.369,18.031,0.35191,0.4549,0.58984,0.7098
364.43,0.22385,-1.369,18.07,0.34506,0.44902,0.5957,0.71569
364.44,0.22483,-1.369,18.383,0.34018,0.4549,0.59961,0.72157
364.45,0.22581,-1.369,18.774,0.33724,0.46078,0.5957,0.7098
364.46,0.22678,-1.369,19.009,0.33529,0.46471,0.60547,0.70588
364.46,0.22776,-1.369,19.087,0.33333,0.46471,0.59961,0.7098
364.47,0.22972,-1.369,19.126,0.33333,0.47059,0.60938,0.70588
364.48,0.23069,-1.369,19.126,0.33333,0.47059,0.61523,0.70588
364.49,0.23363,-1.369,19.205,0.33431,0.47451,0.61914,0.69608
364.5,0.23558,-1.369,19.126,0.33431,0.47451,0.61914,0.69608
364.5,0.23851,-1.369,19.126,0.33431,0.48039,0.62891,0.68627
364.51,0.24047,-1.369,19.205,0.33431,0.4902,0.62891,0.68039
364.52,0.2434,-1.369,19.322,0.33333,0.5,0.64453,0.67647
364.53,0.24536,-1.369,19.439,0.33236,0.50588,0.6543,0.67059
364.54,0.24829,-1.369,19.596,0.3304,0.51569,0.66992,0.66078
364.54,0.25024,-1.369,19.596,0.32845,0.51961,0.67969,0.6549
364.55,0.25318,-1.369,19.518,0.32551,0.51961,0.69922,0.6451
364.56,0.25513,-1.369,19.4,0.32258,0.5451,0.7207,0.62941
364.57,0.25806,-1.369,19.087,0.31867,0.5451,0.73047,0.61961
364.58,0.26002,-1.369,18.774,0.31574,0.5549,0.74023,0.61569
364.58,0.26295,-1.369,18.579,0.31183,0.55098,0.75,0.6098
364.59,0.26491,-1.369,18.579,0.30987,0.56078,0.74414,0.60588
364.6,0.26588,-1.369,18.774,0.30596,0.5451,0.74023,0.61569
364.61,0.26784,-1.369,18.814,0.30205,0.53922,0.7207,0.61961
364.62,0.26784,-1.369,18.696,0.29717,0.51961,0.69531,0.64118
364.62,0.26784,-1.369,18.344,0.29326,0.50588,0.66016,0.6549
364.63,0.26686,-1.369,17.836,0.28837,0.48039,0.63477,0.67647
364.64,0.26588,-1.369,17.405,0.28446,0.47059,0.60938,0.68039
364.65,0.26393,-1.369,17.249,0.27957,0.4549,0.5957,0.7
364.66,0.26295,-1.369,17.405,0.27566,0.44902,0.58008,0.70588
364.66,0.26002,-1.369,17.445,0.27175,0.43529,0.57422,0.71569
364.67,0.25709,-1.369,17.405,0.26784,0.43529,0.56055,0.72157
364.68,0.25415,-1.369,17.21,0.26491,0.42549,0.56055,0.71569
364.69,0.25122,-1.369,16.897,0.26295,0.42549,0.56445,0.72549
364.7,0.24633,-1.369,16.584,0.26197,0.42941,0.56445,0.72157
364.7,0.24242,-1.369,16.389,0.26002,0.42941,0.57031,0.72157
364.71,0.23656,-1.369,16.31,0.25904,0.42549,0.57031,0.72157
364.72,0.23069,-1.369,16.271,0.25709,0.43529,0.57031,0.72157
364.73,0.22581,-1.369,16.31,0.25611,0.43922,0.57031,0.71569
364.74,0.21994,-1.369,16.467,0.25513,0.43529,0.57031,0.72549
364.74,0.21408,-1.369,16.506,0.25513,0.43529,0.57031,0.72157
364.75,0.20821,-1.369,16.584,0.25513,0.42941,0.57422,0.72549
364.76,0.20332,-1.369,16.623,0.25513,0.43922,0.57422,0.7098
364.77,0.19746,-1.369,16.701,0.25415,0.43922,0.58008,0.71569
364.78,0.19257,-1.369,16.897,0.25318,0.4451,0.58008,0.7098
364.78,0.18866,-1.369,17.093,0.2522,0.43922,0.58008,0.71569
364.79,0.18377,-1.369,17.132,0.2522,0.43922,0.58008,0.7098
364.8,0.17986,-1.369,17.093,0.25122,0.43922,0.58398,0.72157
364.81,0.17498,-1.369,17.132,0.25318,0.44902,0.58984,0.7098
364.82,0.17107,-1.369,17.249,0.26002,0.44902,0.5957,0.71569
364.82,0.16813,-1.369,17.405,0.27468,0.4549,0.5957,0.70588
364.83,0.1652,-1.369,17.445,0.29912,0.44902,0.5957,0.71569
364.84,0.16227,-1.369,17.445,0.33333,0.44902,0.59961,0.70588
364.85,0.15934,-1.369,17.562,0.3783,0.44902,0.5957,0.71569
364.86,0.15738,-1.369,17.718,0.43011,0.44902,0.60547,0.70588
364.86,0.15543,-1.369,17.836,0.48583,0.44902,0.59961,0.71569
364.87,0.15347,-1.369,17.718,0.54057,0.47059,0.60938,0.7
364.88,0.15152,-1.369,17.445,0.59238,0.4902,0.625,0.6902
364.89,0.15054,-1.369,17.132,0.63245,0.5,0.64062,0.68039
364.9,0.14956,-1.369,17.132,0.66276,0.50588,0.63477,0.68039
364.9,0.14858,-1.369,17.327,0.69013,0.51961,0.65039,0.67059
364.91,0.14858,-1.369,17.562,0.71163,0.56471,0.68555,0.65098
364.92,0.14858,-1.369,17.718,0.72532,0.57059,0.69922,0.6451
364.93,0.14858,-1.369,17.523,0.73314,0.55098,0.67578,0.65098
364.94,0.14956,-1.369,17.249,0.73412,0.53922,0.67578,0.6549
364.94,0.14956,-1.369,17.132,0.73118,0.52549,0.66992,0.6549
364.95,0.15054,-1.369,17.132,0.72434,0.5,0.66016,0.68039
364.96,0.15152,-1.369,17.327,0.71457,0.48431,0.64453,0.68627
364.97,0.15249,-1.369,17.562,0.70283,0.44902,0.625,0.70588
364.98,0.15347,-1.369,17.64,0.69013,0.43922,0.60547,0.72157
364.98,0.15445,-1.369,17.523,0.67742,0.42549,0.59961,0.72549
364.99,0.1564,-1.369,17.21,0.66569,0.42549,0.5957,0.72549
365,0.15836,-1.369,16.819,0.652,0.42549,0.59961,0.72549
365.01,0.16031,-1.369,16.78,0.63832,0.42549,0.5957,0.72157
365.02,0.16227,-1.369,16.936,0.62366,0.42549,0.59961,0.72549
365.02,0.16422,-1.369,17.21,0.60899,0.42941,0.5957,0.72549
365.03,0.16618,-1.369,17.445,0.59433,0.42549,0.59961,0.72549
365.04,0.16813,-1.369,17.445,0.57967,0.43529,0.60547,0.72157
365.05,0.17009,-1.369,17.405,0.56403,0.43922,0.61523,0.72157
365.06,0.17204,-1.369,17.249,0.54741,0.43529,0.6543,0.69608
365.06,0.174,-1.369,17.249,0.53079,0.47451,0.76562,0.63529
365.07,0.17693,-1.369,17.327,0.5132,0.5549,0.93555,0.53529
365.08,0.17889,-1.369,17.445,0.49462,0.6451,1.1191,0.43529
365.09,0.18084,-1.369,17.562,0.47801,0.65098,1.1289,0.41961
365.1,0.1828,-1.369,17.64,0.46237,0.48431,0.79883,0.6098
365.1,0.18475,-1.369,17.718,0.44575,0.44902,0.65039,0.7
365.11,0.18768,-1.369,17.875,0.43011,0.42549,0.58398,0.72157
365.12,0.19159,-1.369,18.031,0.41349,0.42549,0.58984,0.72549
365.13,0.1955,-1.369,18.149,0.39883,0.43922,0.5957,0.71569
365.14,0.19941,-1.369,18.266,0.38612,0.43922,0.5957,0.72549
365.14,0.2043,-1.369,18.344,0.37439,0.4451,0.5957,0.72549
365.15,0.20821,-1.369,18.501,0.36461,0.4451,0.60547,0.72157
365.16,0.2131,-1.369,18.696,0.35582,0.4549,0.60547,0.71569
365.17,0.21799,-1.369,19.009,0.34995,0.44902,0.60938,0.72157
365.18,0.22385,-1.369,19.205,0.34506,0.4549,0.60938,0.7098
365.18,0.23069,-1.369,19.322,0.34213,0.4549,0.60938,0.71569
365.19,0.23851,-1.369,19.4,0.34018,0.46471,0.61523,0.70588
365.2,0.24633,-1.369,19.322,0.3392,0.46471,0.625,0.70588
365.21,0.25513,-1.369,19.283,0.33822,0.46471,0.62891,0.70588
365.22,0.26393,-1.369,19.439,0.33822,0.46471,0.63477,0.70588
365.22,0.27468,-1.369,19.83,0.33822,0.47059,0.64062,0.70588
365.23,0.28543,-1.369,20.339,0.33822,0.47451,0.64453,0.7
365.24,0.29521,-1.369,20.769,0.33822,0.48039,0.65039,0.6902
365.25,0.30596,-1.369,20.965,0.33822,0.48431,0.6543,0.68627
365.26,0.31574,-1.369,20.887,0.33724,0.49412,0.66406,0.68039
365.26,0.32649,-1.369,20.769,0.33627,0.5,0.66992,0.68039
365.27,0.33822,-1.369,20.652,0.33431,0.5098,0.67969,0.67059
365.28,0.34995,-1.369,20.456,0.33333,0.51569,0.69922,0.66471
365.29,0.36266,-1.369,20.143,0.33138,0.52549,0.7207,0.65098
365.3,0.37537,-1.369,19.909,0.32942,0.53529,0.74023,0.64118
365.3,0.38612,-1.369,19.752,0.32649,0.5451,0.75,0.62941
365.31,0.39785,-1.369,19.83,0.32258,0.5549,0.76562,0.61961
365.32,0.4086,-1.369,20.143,0.31867,0.56078,0.77539,0.62549
365.33,0.42033,-1.369,20.378,0.31476,0.57059,0.7793,0.6098
365.34,0.43206,-1.369,20.378,0.31085,0.57059,0.77539,0.6098
365.34,0.44379,-1.369,20.222,0.30596,0.56078,0.75391,0.61569
365.35,0.4565,-1.369,19.83,0.30205,0.5451,0.73438,0.62941
365.36,0.47019,-1.369,19.4,0.29717,0.52549,0.69922,0.64118
365.37,0.48289,-1.369,19.087,0.29228,0.50588,0.67578,0.66078
365.38,0.49658,-1.369,18.97,0.28837,0.4902,0.65039,0.68039
365.38,0.51026,-1.369,19.009,0.28543,0.47451,0.625,0.69608
365.39,0.52297,-1.369,19.087,0.28348,0.47059,0.60547,0.7
365.4,0.5347,-1.369,19.009,0.28055,0.4549,0.59961,0.70588
365.41,0.54643,-1.369,18.696,0.27761,0.44902,0.5957,0.7098
365.42,0.55621,-1.369,18.266,0.2737,0.43922,0.58984,0.71569
365.42,0.56598,-1.369,17.953,0.27175,0.44902,0.5957,0.7098
365.43,0.57478,-1.369,17.875,0.26882,0.4451,0.58398,0.71569
365.44,0.58358,-1.369,17.875,0.26686,0.44902,0.58398,0.70588
365.45,0.5914,-1.369,17.953,0.26491,0.4451,0.58398,0.7098
365.46,0.6002,-1.369,17.953,0.26393,0.4549,0.58984,0.70588
365.46,0.60704,-1.369,17.953,0.26393,0.44902,0.58398,0.7
365.47,0.61486,-1.369,17.836,0.26393,0.4549,0.58984,0.70588
365.48,0.6217,-1.369,17.757,0.26491,0.4549,0.58398,0.7
365.49,0.62854,-1.369,17.757,0.26588,0.46078,0.5957,0.70588
365.5,0.63734,-1.369,17.836,0.26784,0.46471,0.58984,0.7
365.5,0.64516,-1.369,17.875,0.26979,0.46078,0.5957,0.70588
365.51,0.65494,-1.369,17.875,0.26979,0.46471,0.5957,0.7
365.52,0.66471,-1.369,17.836,0.27077,0.46078,0.5957,0.70588
365.53,0.67546,-1.369,17.64,0.26979,0.46471,0.5957,0.7
365.54,0.68622,-1.369,17.562,0.27077,0.4549,0.60547,0.70588
365.54,0.69697,-1.369,17.562,0.27273,0.47059,0.60547,0.7
365.55,0.7087,-1.369,17.718,0.27957,0.46471,0.59961,0.70588
365.56,0.71848,-1.369,17.757,0.29423,0.47451,0.60547,0.6902
365.57,0.72923,-1.369,17.875,0.31769,0.47451,0.60547,0.69608
365.58,0.73803,-1.369,18.07,0.35093,0.47451,0.60547,0.68627
365.58,0.7478,-1.369,18.266,0.38612,0.47451,0.60938,0.69608
365.59,0.75953,-1.369,18.462,0.42522,0.47451,0.60938,0.6902
365.6,0.77126,-1.369,18.657,0.47312,0.47059,0.61523,0.69608
365.61,0.78397,-1.369,18.774,0.52493,0.47451,0.61914,0.68627
365.62,0.79668,-1.369,18.814,0.57576,0.49412,0.63477,0.68039
365.62,0.80938,-1.369,18.892,0.62268,0.51961,0.65039,0.67059
365.63,0.82209,-1.369,18.892,0.66276,0.51961,0.6543,0.67647
365.64,0.8348,-1.369,18.892,0.69404,0.52941,0.66016,0.66471
365.65,0.84751,-1.369,18.892,0.7175,0.56078,0.68945,0.65098
365.66,0.86119,-1.369,19.087,0.73216,0.58431,0.70508,0.62941
365.66,0.87488,-1.369,19.322,0.74096,0.56078,0.68945,0.6451
365.67,0.88954,-1.369,19.635,0.74291,0.55098,0.68555,0.6549
365.68,0.90518,-1.369,19.948,0.73998,0.53922,0.68945,0.65098
365.69,0.92082,-1.369,20.065,0.73412,0.51961,0.67578,0.66078
365.7,0.93744,-1.369,20.026,0.7263,0.5,0.66016,0.67647
365.7,0.95406,-1.369,19.909,0.71554,0.47451,0.63477,0.6902
365.71,0.97067,-1.369,19.752,0.70381,0.44902,0.60938,0.70588
365.72,0.98534,-1.369,19.752,0.69208,0.44902,0.60547,0.7098
365.73,1,-1.369,19.948,0.6784,0.4451,0.59961,0.7098
365.74,1,-1.369,20.143,0.66471,0.43922,0.5957,0.72157
365.74,1,-1.369,20.261,0.65103,0.42941,0.58984,0.71569
365.75,1,-1.369,20.222,0.63734,0.42549,0.59961,0.72157
365.76,1,-1.369,19.909,0.62366,0.43529,0.58984,0.71569
365.77,1,-1.369,19.4,0.60997,0.43529,0.59961,0.72157
365.78,1,-1.369,18.892,0.59531,0.44902,0.59961,0.70588
365.78,1,-1.369,18.579,0.58065,0.44902,0.60547,0.7098
365.79,1,-1.369,18.774,0.56794,0.4549,0.63477,0.6902
365.8,1,-1.369,19.283,0.5523,0.48431,0.74414,0.64118
365.81,1,-1.369,19.635,0.53666,0.57451,0.92969,0.53529
365.82,1,-1.369,19.596,0.52004,0.67059,1.1289,0.42941
